actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
250,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,in,[],1629634,,,1610612763,42,43,2025-03-06T03:28:49Z,2420000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,in,[],1628379,,,1610612763,42,43,2025-03-06T03:28:49Z,2430000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,in,[],1629630,,,1610612763,42,43,2025-03-06T03:28:49Z,2440000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,in,[],1630198,,,1610612763,42,43,2025-03-06T03:28:49Z,2450000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M44.00S,2025-03-06T03:28:34.3Z,2,REGULAR,substitution,in,[],1629652,,,1610612763,42,43,2025-03-06T03:28:49Z,2460000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M44.00S,2025-03-06T03:29:04.6Z,2,REGULAR,freethrow,2 of 2,[],1630217,,,1610612763,43,43,2025-03-06T03:29:04Z,2470000,False,,,0,,D. Bane Free Throw 2 of 2 (10 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
256,PT06M30.00S,2025-03-06T03:29:20.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,87.99277266754271,48.529411764705884,1610612760,43,45,2025-03-06T03:29:28Z,2480000,False,-7.0,60.0,1,right,I. Hartenstein 6' floating Jump Shot (6 PTS) (I. Joe 1 AST),"[1628392, 1630198]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,6.09,Made,,,,,6.0,,,,,,,I. Joe,1630198.0,1.0,,,,
258,PT06M16.00S,2025-03-06T03:29:36.4Z,2,REGULAR,foul,personal,[],1629652,,,1610612763,43,45,2025-03-06T03:29:41Z,2500000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 1629630]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Morant,1629630.0
260,PT06M16.00S,2025-03-06T03:29:40.9Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,43,45,2025-03-06T03:29:46Z,2520000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M16.00S,2025-03-06T03:29:40.9Z,2,REGULAR,substitution,in,[],1642377,,,1610612763,43,45,2025-03-06T03:29:46Z,2530000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M03.00S,2025-03-06T03:30:09.8Z,2,REGULAR,3pt,Jump Shot,[],1629630,5.863994743758213,3.6764705882352944,1610612763,43,45,2025-03-06T03:30:15Z,2540000,False,232.0,3.0,1,left,MISS J. Morant step back 3PT,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
263,PT05M59.00S,2025-03-06T03:30:13.8Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,43,45,2025-03-06T03:30:15Z,2550000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:6),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,,,262.0,6.0,6.0,0.0,,,,,,,,,,,,,,
265,PT05M47.00S,2025-03-06T03:30:44.2Z,2,REGULAR,3pt,Jump Shot,[],1630198,66.96780551905388,47.05882352941176,1610612760,43,45,2025-03-06T03:30:50Z,2570000,False,-15.0,258.0,1,right,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
266,PT05M41.00S,2025-03-06T03:30:50.2Z,2,REGULAR,rebound,offensive,[],1630198,,,1610612760,43,45,2025-03-06T03:30:50Z,2580000,False,,,0,,I. Joe REBOUND (Off:1 Def:0),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,265.0,1.0,0.0,1.0,,,,,,,,,,,,,,
267,PT05M39.00S,2025-03-06T03:30:51.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631172,92.06636005256242,94.85294117647058,1610612760,43,45,2025-03-06T03:30:56Z,2590000,False,224.0,22.0,1,right,MISS O. Dieng 3PT,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,22.54,Missed,,,,,,,,,,,,,,,,,,
268,PT05M35.00S,2025-03-06T03:30:55.8Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612760,43,45,2025-03-06T03:30:56Z,2600000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:6),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Right Corner 3,24+ Right,,,267.0,7.0,6.0,1.0,,,,,,,,,,,,,,
269,PT05M35.00S,2025-03-06T03:30:55.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628392,94.40999984741211,50.0,1610612760,43,45,2025-03-06T03:30:58Z,2610000,False,0.0,0.0,1,right,MISS I. Hartenstein tip Layup,[1628392],1610612760.0,OKC,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
270,PT05M35.00S,2025-03-06T03:30:55.8Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,43,45,2025-03-06T03:30:58Z,2620000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,269.0,2.0,2.0,0.0,,,,,,,,,,,,,,
271,PT05M27.00S,2025-03-06T03:31:03.9Z,2,REGULAR,3pt,Jump Shot,[],1628963,6.258212877792378,94.11764705882352,1610612763,43,45,2025-03-06T03:31:09Z,2630000,False,-221.0,6.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612763.0,MEM,,,,Bagley III,M. Bagley III,,,,,Left Corner 3,24+ Left,22.07,Missed,,,,,,,,,,,,,,,,,,
272,PT05M25.00S,2025-03-06T03:31:05.9Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,43,45,2025-03-06T03:31:09Z,2640000,False,,,0,,I. Joe REBOUND (Off:1 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,271.0,2.0,1.0,1.0,,,,,,,,,,,,,,
273,PT05M09.00S,2025-03-06T03:31:22.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,93.9060446780552,35.294117647058826,1610612760,43,45,2025-03-06T03:31:27Z,2650000,False,-74.0,5.0,1,right,MISS J. Williams 7' fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,,
274,PT05M05.00S,2025-03-06T03:31:26.1Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,43,45,2025-03-06T03:31:27Z,2660000,False,,,0,,B. Clarke REBOUND (Off:1 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,273.0,4.0,3.0,1.0,,,,,,,,,,,,,,
275,PT04M58.00S,2025-03-06T03:31:32.3Z,2,REGULAR,2pt,Jump Shot,[],1629630,20.97568988173456,56.127450980392155,1610612763,43,45,2025-03-06T03:38:54Z,2670000,False,-31.0,145.0,1,left,MISS J. Morant 14' driving floating bank Shot,[1629630],1610612763.0,MEM,driving floating bank,,,Morant,J. Morant,,,,,Mid-Range,8-16 Center,14.79,Missed,,,,,,,,,,,,,,,,,,
276,PT04M56.00S,2025-03-06T03:31:34.3Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,43,45,2025-03-06T03:31:37Z,2680000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,,275.0,4.0,4.0,0.0,,,,,,,,,,,,,,
277,PT04M54.00S,2025-03-06T03:31:36.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631172,92.9862023653088,51.225490196078425,1610612760,43,47,2025-03-06T03:31:42Z,2690000,False,6.0,13.0,1,right,O. Dieng running DUNK (5 PTS) (J. Williams 2 AST),"[1631172, 1631114]",1610612760.0,OKC,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,5.0,,,,,,,J. Williams,1631114.0,2.0,,,,
279,PT04M37.00S,2025-03-06T03:31:56.1Z,2,REGULAR,foul,personal,[],1631114,,,1610612763,43,47,2025-03-06T03:32:02Z,2710000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1628379]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Kennard,1628379.0
281,PT04M37.00S,2025-03-06T03:32:03.2Z,2,REGULAR,substitution,out,[],1631114,,,1610612763,43,47,2025-03-06T03:32:10Z,2730000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M37.00S,2025-03-06T03:32:03.2Z,2,REGULAR,substitution,out,[],1631172,,,1610612763,43,47,2025-03-06T03:32:10Z,2740000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M37.00S,2025-03-06T03:32:03.2Z,2,REGULAR,substitution,out,[],1628392,,,1610612763,43,47,2025-03-06T03:32:10Z,2750000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M37.00S,2025-03-06T03:32:03.2Z,2,REGULAR,substitution,in,[],1628983,,,1610612763,43,47,2025-03-06T03:32:10Z,2760000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M37.00S,2025-03-06T03:32:03.2Z,2,REGULAR,substitution,in,[],1631119,,,1610612763,43,47,2025-03-06T03:32:10Z,2770000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M37.00S,2025-03-06T03:32:03.2Z,2,REGULAR,substitution,in,[],1629026,,,1610612763,43,47,2025-03-06T03:32:10Z,2780000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M23.00S,2025-03-06T03:32:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,10.5946123521682,49.01960784313725,1610612763,43,47,2025-03-06T03:33:34Z,2790000,False,5.0,47.0,1,left,MISS J. Morant driving Layup - blocked,"[1629630, 1631119]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,4.74,Missed,,,,,,,,,Williams,1631119.0,,,,,,,,
292,PT04M23.00S,2025-03-06T03:32:41.7Z,2,REGULAR,block,,[],1631119,,,1610612763,43,47,2025-03-06T03:33:47Z,2795000,False,,,0,,J. Williams BLOCK (1 BLK),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
288,PT04M23.00S,2025-03-06T03:32:41.7Z,2,REGULAR,rebound,offensive,[],1629634,,,1610612763,43,47,2025-03-06T03:33:34Z,2800000,False,,,0,,B. Clarke REBOUND (Off:2 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,287.0,5.0,3.0,2.0,,,,,,,,,,,,,,
289,PT04M23.00S,2025-03-06T03:32:47.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612763,43,47,2025-03-06T03:33:38Z,2810000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2882.0,,,,,,,
290,PT04M23.00S,2025-03-06T03:32:50.8Z,2,REGULAR,foul,technical,['1freethrow'],203624,,,1610612760,43,47,2025-03-06T03:33:13Z,2820000,False,,,0,,TEAM foul technical,[203624],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,1627963.0,,,,,,,
291,PT04M23.00S,2025-03-06T03:33:14.2Z,2,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,43,48,2025-03-06T03:33:14Z,2830000,False,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (15 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
293,PT04M15.00S,2025-03-06T03:33:48.3Z,2,REGULAR,foul,personal,[],1629630,,,1610612760,43,48,2025-03-06T03:33:54Z,2840000,False,,,0,,J. Morant personal FOUL (2 PF),"[1629630, 1629652]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2882.0,,,,2.0,0.0,Dort,1629652.0
295,PT04M11.00S,2025-03-06T03:34:09.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,94.43166885676742,24.019607843137255,1610612760,43,48,2025-03-06T03:34:13Z,2860000,False,-130.0,0.0,1,right,MISS S. Gilgeous-Alexander 12' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,12.99,Missed,,,,,,,,,,,,,,,,,,
296,PT04M07.00S,2025-03-06T03:34:13.2Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,43,48,2025-03-06T03:34:13Z,2870000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Left,,,295.0,1.0,1.0,0.0,,,,,,,,,,,,,,
297,PT04M01.00S,2025-03-06T03:34:18.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,6.389618922470433,52.94117647058824,1610612763,45,48,2025-03-06T03:40:59Z,2880000,False,-15.0,8.0,1,left,B. Clarke Layup (6 PTS) (L. Kennard 1 AST),"[1629634, 1628379]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,6.0,,,,,,,L. Kennard,1628379.0,1.0,,,,
299,PT03M45.00S,2025-03-06T03:34:34.0Z,2,REGULAR,3pt,Jump Shot,[],1629026,68.41327201051249,66.91176470588235,1610612760,45,48,2025-03-06T03:34:38Z,2900000,False,85.0,244.0,1,right,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
300,PT03M43.00S,2025-03-06T03:34:36.0Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612763,45,48,2025-03-06T03:34:38Z,2910000,False,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,299.0,2.0,2.0,0.0,,,,,,,,,,,,,,
301,PT03M31.00S,2025-03-06T03:34:52.1Z,2,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612763,45,48,2025-03-06T03:35:07Z,2920000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Morant 2 FT),"[1630198, 1629630]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Morant,1629630.0
303,PT03M31.00S,2025-03-06T03:35:18.1Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,46,48,2025-03-06T03:35:18Z,2940000,False,,,0,,J. Morant Free Throw 1 of 2 (9 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
304,PT03M31.00S,2025-03-06T03:35:34.3Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,47,48,2025-03-06T03:35:34Z,2950000,False,,,0,,J. Morant Free Throw 2 of 2 (10 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
305,PT03M16.00S,2025-03-06T03:35:50.1Z,2,REGULAR,3pt,Jump Shot,[],1631119,82.34231274638634,94.6078431372549,1610612760,47,51,2025-03-06T03:35:54Z,2960000,False,223.0,113.0,1,right,J. Williams 25' 3PT  (6 PTS) (S. Gilgeous-Alexander 4 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.02,Made,,,,,6.0,,,,,,,S. Gilgeous-Alexander,1628983.0,4.0,,,,
307,PT03M14.00S,2025-03-06T03:35:55.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,47,51,2025-03-06T03:35:55Z,2980000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M14.00S,2025-03-06T03:38:45.7Z,2,REGULAR,substitution,out,[],1628963,,,1610612763,47,51,2025-03-06T03:39:02Z,2990000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612763.0,MEM,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M14.00S,2025-03-06T03:38:45.7Z,2,REGULAR,substitution,in,[],1630217,,,1610612763,47,51,2025-03-06T03:39:02Z,3000000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M52.00S,2025-03-06T03:39:41.3Z,2,REGULAR,3pt,Jump Shot,[],1642377,32.40801576872536,45.09803921568628,1610612763,47,51,2025-03-06T03:39:49Z,3010000,False,25.0,252.0,1,left,MISS J. Wells 25' step back 3PT,[1642377],1610612763.0,MEM,step back,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,25.33,Missed,,,,,,,,,,,,,,,,,,
311,PT02M47.00S,2025-03-06T03:39:46.3Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,47,51,2025-03-06T03:39:49Z,3020000,False,,,0,,I. Joe REBOUND (Off:1 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,,,310.0,3.0,2.0,1.0,,,,,,,,,,,,,,
312,PT02M40.00S,2025-03-06T03:39:55.3Z,2,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612760,47,51,2025-03-06T03:40:23Z,3030000,False,,,0,,B. Clarke shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629634, 1628983]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
314,PT02M40.00S,2025-03-06T03:40:23.9Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,47,52,2025-03-06T03:40:23Z,3050000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (16 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
315,PT02M40.00S,2025-03-06T03:40:24.4Z,2,REGULAR,substitution,out,[],1628379,,,1610612760,47,52,2025-03-06T03:40:30Z,3060000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M40.00S,2025-03-06T03:40:24.4Z,2,REGULAR,substitution,out,[],1629634,,,1610612760,47,52,2025-03-06T03:40:30Z,3070000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M40.00S,2025-03-06T03:40:24.4Z,2,REGULAR,substitution,in,[],1641744,,,1610612760,47,52,2025-03-06T03:40:30Z,3080000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M40.00S,2025-03-06T03:40:24.4Z,2,REGULAR,substitution,in,[],1631246,,,1610612760,47,52,2025-03-06T03:40:30Z,3090000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M40.00S,2025-03-06T03:40:47.4Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,47,53,2025-03-06T03:40:47Z,3100000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (17 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
320,PT02M27.00S,2025-03-06T03:41:01.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631246,10.726018396846255,59.068627450980394,1610612763,47,53,2025-03-06T03:41:06Z,3110000,False,-45.0,48.0,1,left,MISS V. Williams Jr. 6' driving floating bank Shot,[1631246],1610612763.0,MEM,driving floating bank,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.62,Missed,,,,,,,,,,,,,,,,,,
321,PT02M23.00S,2025-03-06T03:41:05.6Z,2,REGULAR,rebound,offensive,[],1641744,,,1610612763,47,53,2025-03-06T03:41:06Z,3120000,False,,,0,,Z. Edey REBOUND (Off:1 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,320.0,4.0,3.0,1.0,,,,,,,,,,,,,,
322,PT02M23.00S,2025-03-06T03:41:05.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641744,5.590000152587891,50.0,1610612763,49,53,2025-03-06T03:41:09Z,3130000,False,0.0,0.0,1,left,Z. Edey tip Layup (4 PTS),[1641744],1610612763.0,MEM,tip,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
323,PT02M14.00S,2025-03-06T03:41:19.8Z,2,REGULAR,foul,offensive,[],1629652,,,1610612760,49,53,2025-03-06T03:41:26Z,3140000,False,,,0,,L. Dort offensive FOUL (2 PF),"[1629652, 1642377]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2003.0,,,,2.0,0.0,Wells,1642377.0
325,PT02M14.00S,2025-03-06T03:41:19.8Z,2,REGULAR,turnover,offensive foul,[],1629652,,,1610612760,49,53,2025-03-06T03:41:19Z,3160000,False,,,0,,L. Dort offensive foul TURNOVER (1 TO),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,2003.0,,,,,,,
326,PT02M14.00S,2025-03-06T03:41:26.0Z,2,REGULAR,substitution,out,[],1629026,,,1610612763,49,53,2025-03-06T03:41:32Z,3170000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M14.00S,2025-03-06T03:41:26.0Z,2,REGULAR,substitution,in,[],1631114,,,1610612763,49,53,2025-03-06T03:41:32Z,3180000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M03.00S,2025-03-06T03:41:50.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631246,15.062417871222076,95.58823529411765,1610612763,49,53,2025-03-06T03:41:56Z,3190000,False,-228.0,89.0,1,left,MISS V. Williams Jr. 24' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,24.47,Missed,,,,,,,,,,,,,,,,,,
329,PT01M59.00S,2025-03-06T03:41:54.9Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,49,53,2025-03-06T03:41:56Z,3200000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,328.0,2.0,2.0,0.0,,,,,,,,,,,,,,
330,PT01M49.00S,2025-03-06T03:42:05.1Z,2,REGULAR,3pt,Jump Shot,[],1631119,67.36202365308804,48.03921568627451,1610612760,49,56,2025-03-06T03:42:09Z,3210000,False,-10.0,254.0,1,right,J. Williams 25' 3PT  (9 PTS) (S. Gilgeous-Alexander 5 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,25.45,Made,,,,,9.0,,,,,,,S. Gilgeous-Alexander,1628983.0,5.0,,,,
332,PT01M34.00S,2025-03-06T03:42:20.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.1268068331143235,45.34313725490196,1610612763,51,56,2025-03-06T03:42:25Z,3230000,False,23.0,5.0,1,left,D. Bane driving finger roll Layup (12 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,12.0,,,,,,,,,,,,,
