actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT11M05.00S,2024-12-14T01:12:44.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,0,0,2024-12-14T01:12:44Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,14.0,,,,,,,,,,,,,,,,,
17,PT11M00.00S,2024-12-14T01:13:09.6Z,1,REGULAR,turnover,lost ball,[],1629651,,,1610612751,0,0,2024-12-14T01:13:13Z,170000,False,,,0,,N. Claxton lost ball TURNOVER (1 TO),"[1629651, 1628991]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Center,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,,,
18,PT11M00.00S,2024-12-14T01:13:09.6Z,1,REGULAR,steal,,[],1628991,,,1610612763,0,0,2024-12-14T01:13:11Z,180000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M57.00S,2024-12-14T01:13:14.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1630217,7.046649145860711,46.81372549019608,1610612763,2,0,2024-12-14T01:13:25Z,190000,False,16.0,14.0,1,left,D. Bane running finger roll Layup (2 PTS) (J. Morant 1 AST),"[1630217, 1629630]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,,,,2.0,J. Morant,1629630.0,1.0,,,,,
21,PT10M57.00S,2024-12-14T01:13:18.2Z,1,REGULAR,violation,defensive goaltending,[],1630553,,,1610612763,2,0,2024-12-14T01:15:57Z,210000,False,,,0,,K. Johnson defensive goaltending VIOLATION,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,202056.0,,,,
22,PT10M32.00S,2024-12-14T01:13:50.6Z,1,REGULAR,2pt,Jump Shot,[],1629661,76.5604467805519,65.19607843137256,1610612751,2,0,2024-12-14T01:13:58Z,220000,False,76.0,168.0,1,right,MISS C. Johnson 18' pullup Shot,[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,18.42,Missed,,,,,,,,,,,,,,,,,,
23,PT10M29.00S,2024-12-14T01:13:53.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,2,0,2024-12-14T01:13:53Z,230000,False,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Right Center,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,,,
24,PT10M27.00S,2024-12-14T01:13:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630217,5.863994743758213,47.30392156862745,1610612763,4,0,2024-12-14T01:14:02Z,240000,False,13.0,3.0,1,left,D. Bane running reverse Layup (4 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,running reverse,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,,4.0,J. Morant,1629630.0,2.0,,,,,
26,PT10M27.00S,2024-12-14T01:13:59.6Z,1,REGULAR,foul,personal,['1freethrow'],1629661,,,1610612763,4,0,2024-12-14T01:14:26Z,260000,False,,,0,,C. Johnson shooting personal FOUL (1 PF) (Bane 1 FT),"[1629661, 1630217]",1610612751.0,BKN,shooting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Bane,1630217.0
28,PT10M27.00S,2024-12-14T01:14:30.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630217,,,1610612763,5,0,2024-12-14T01:14:30Z,280000,False,,,0,,D. Bane Free Throw 1 of 1 (5 PTS),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
29,PT10M17.00S,2024-12-14T01:14:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,87.86136662286465,63.48039215686274,1610612751,5,2,2024-12-14T01:14:52Z,290000,False,67.0,62.0,1,right,D. Schröder 9' driving floating Jump Shot (2 PTS),[203471],1610612751.0,BKN,driving floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Right,9.13,Made,,,,,,,,,,2.0,,,,,,,,
30,PT10M10.00S,2024-12-14T01:14:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.783837056504599,46.07843137254902,1610612763,7,2,2024-12-14T01:14:58Z,300000,False,20.0,11.0,1,left,D. Bane driving finger roll Layup (7 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,,,,7.0,,,,,,,,
31,PT10M06.00S,2024-12-14T01:14:56.1Z,1,REGULAR,foul,personal,[],1629634,,,1610612751,7,2,2024-12-14T01:15:07Z,310000,False,,,0,,B. Clarke personal FOUL (1 PF),"[1629634, 1629661]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Johnson,1629661.0
33,PT09M59.00S,2024-12-14T01:15:22.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,70.25295663600527,73.77450980392157,1610612751,7,5,2024-12-14T01:15:27Z,330000,False,119.0,227.0,1,right,C. Johnson 25' 3PT step back (3 PTS) (N. Claxton 1 AST),"[1629661, 1629651]",1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,25.63,Made,,,,,,,,,,3.0,N. Claxton,1629651.0,1.0,,,,,
34,PT09M49.00S,2024-12-14T01:15:31.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,6.1268068331143235,46.568627450980394,1610612763,7,5,2024-12-14T01:21:10Z,340000,False,17.0,5.0,1,left,MISS B. Clarke driving reverse Layup,[1629634],1610612763.0,MEM,driving reverse,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,,
35,PT09M46.00S,2024-12-14T01:15:34.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,7,5,2024-12-14T01:21:10Z,350000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT09M42.00S,2024-12-14T01:15:37.1Z,1,REGULAR,turnover,bad pass,[],1630553,,,1610612751,7,5,2024-12-14T01:39:13Z,370000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1630553, 1628991]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,200834.0,,,,
176,PT09M42.00S,2024-12-14T01:15:37.1Z,1,REGULAR,steal,,[],1628991,,,1610612763,7,5,2024-12-14T01:39:13Z,385000,False,,,0,,J. Jackson Jr. STEAL (2 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M29.00S,2024-12-14T01:16:06.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,14.011169513797633,58.57843137254902,1610612763,7,5,2024-12-14T01:33:01Z,400000,False,-43.0,79.0,1,left,MISS J. Morant 9' pullup Shot - blocked,"[1629630, 1630553]",1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,,,,Johnson,1630553.0,,,,,,,,,,,,
74,PT09M29.00S,2024-12-14T01:16:06.3Z,1,REGULAR,block,,[],1630553,,,1610612763,7,5,2024-12-14T01:22:05Z,405000,False,,,0,,K. Johnson BLOCK (1 BLK),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT09M29.00S,2024-12-14T01:16:06.3Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,7,5,2024-12-14T01:16:11Z,410000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:0),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,40.0,1.0,0.0,1.0,,,,,,,,,,,,,,
42,PT09M29.00S,2024-12-14T01:16:10.8Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612763,7,5,2024-12-14T01:16:37Z,420000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1629651, 1628991]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Jackson Jr.,1628991.0
44,PT09M29.00S,2024-12-14T01:16:39.8Z,1,REGULAR,freethrow,1 of 2,"['2ndchance', 'fromturnover']",1628991,,,1610612763,8,5,2024-12-14T01:33:01Z,440000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
46,PT09M29.00S,2024-12-14T01:16:56.9Z,1,REGULAR,freethrow,2 of 2,"['2ndchance', 'fromturnover']",1628991,,,1610612763,9,5,2024-12-14T01:33:01Z,450000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
47,PT09M15.00S,2024-12-14T01:17:12.5Z,1,REGULAR,turnover,lost ball,[],1629651,,,1610612751,9,5,2024-12-14T01:17:15Z,460000,False,,,0,,N. Claxton lost ball TURNOVER (2 TO),"[1629651, 1628991]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2.0,Jackson Jr.,1628991.0,,,,,,,,,
48,PT09M15.00S,2024-12-14T01:17:12.5Z,1,REGULAR,steal,,[],1628991,,,1610612763,9,5,2024-12-14T01:17:14Z,470000,False,,,0,,J. Jackson Jr. STEAL (3 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
49,PT09M08.00S,2024-12-14T01:17:19.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,18.478975032851512,45.588235294117645,1610612763,11,5,2024-12-14T01:17:27Z,480000,False,22.0,121.0,1,left,J. Jackson Jr. 12' driving floating Jump Shot (4 PTS) (D. Bane 1 AST),"[1628991, 1630217]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.32,Made,,,,,,,,,,4.0,D. Bane,1630217.0,1.0,,,,,
51,PT08M52.00S,2024-12-14T01:17:34.9Z,1,REGULAR,3pt,Jump Shot,[],1627827,69.07030223390277,71.56862745098039,1610612751,11,8,2024-12-14T01:17:39Z,500000,False,108.0,238.0,1,right,D. Finney-Smith 26' 3PT  (3 PTS) (D. Schröder 1 AST),"[1627827, 203471]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,,,,,,3.0,D. Schröder,203471.0,1.0,,,,,
53,PT08M44.00S,2024-12-14T01:17:44.4Z,1,REGULAR,turnover,lost ball,[],1629630,,,1610612763,11,8,2024-12-14T01:17:51Z,520000,False,,,0,,J. Morant lost ball TURNOVER (1 TO),"[1629630, 1627827]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,Finney-Smith,1627827.0,,,,,,,,,
54,PT08M44.00S,2024-12-14T01:17:44.4Z,1,REGULAR,steal,,[],1627827,,,1610612751,11,8,2024-12-14T01:17:49Z,530000,False,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
55,PT08M38.00S,2024-12-14T01:17:50.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203471,92.59198423127464,47.549019607843135,1610612751,11,10,2024-12-14T01:17:57Z,540000,False,-12.0,17.0,1,right,D. Schröder running finger roll Layup (4 PTS) (C. Johnson 1 AST),"[203471, 1629661]",1610612751.0,BKN,running finger roll,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,,,4.0,C. Johnson,1629661.0,1.0,,,,,
58,PT08M29.00S,2024-12-14T01:18:27.0Z,1,REGULAR,3pt,Jump Shot,[],1642377,27.151773981603156,15.931372549019606,1610612763,11,10,2024-12-14T01:18:32Z,570000,False,170.0,203.0,1,left,MISS J. Wells 26' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
59,PT08M24.00S,2024-12-14T01:18:32.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,11,10,2024-12-14T01:18:32Z,580000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT08M19.00S,2024-12-14T01:18:36.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203471,74.98357424441524,12.990196078431374,1610612751,11,13,2024-12-14T01:18:43Z,590000,False,-185.0,183.0,1,right,D. Schröder 26' 3PT running pullup (7 PTS),[203471],1610612751.0,BKN,running pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,26.0,Made,,,,,,,,,,7.0,,,,,,,,
61,PT08M09.00S,2024-12-14T01:18:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.389618922470433,45.588235294117645,1610612763,11,13,2024-12-14T01:18:51Z,600000,False,22.0,8.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,,
62,PT08M06.00S,2024-12-14T01:18:50.3Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,11,13,2024-12-14T01:39:38Z,610000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT08M02.00S,2024-12-14T01:18:54.7Z,1,REGULAR,turnover,bad pass,[],1629661,,,1610612751,11,13,2024-12-14T01:18:57Z,620000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 1628991]",1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,,,
64,PT08M02.00S,2024-12-14T01:18:54.7Z,1,REGULAR,steal,,[],1628991,,,1610612763,11,13,2024-12-14T01:18:56Z,630000,False,,,0,,J. Jackson Jr. STEAL (4 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT07M58.00S,2024-12-14T01:18:58.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,32.276609724047304,52.69607843137255,1610612763,14,13,2024-12-14T01:19:05Z,640000,False,-13.0,251.0,1,left,D. Bane 25' 3PT running pullup (10 PTS),[1630217],1610612763.0,MEM,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,25.13,Made,,,,,,,,,,10.0,,,,,,,,
66,PT07M38.00S,2024-12-14T01:19:18.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629651,89.30683311432325,58.08823529411765,1610612751,14,15,2024-12-14T01:19:25Z,650000,False,40.0,48.0,1,right,N. Claxton 6' driving bank Hook (2 PTS) (C. Johnson 2 AST),"[1629651, 1629661]",1610612751.0,BKN,driving bank,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.27,Made,,,,,,,,,,2.0,C. Johnson,1629661.0,2.0,,,,,
68,PT07M20.00S,2024-12-14T01:19:36.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642377,10.85742444152431,50.49019607843137,1610612763,16,15,2024-12-14T01:19:41Z,670000,False,-2.0,50.0,1,left,J. Wells turnaround fadeaway Jump Shot (2 PTS),[1642377],1610612763.0,MEM,turnaround fadeaway,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,,,,,,,,,,2.0,,,,,,,,
69,PT07M06.00S,2024-12-14T01:19:50.1Z,1,REGULAR,3pt,Jump Shot,[],203471,65.65374507227332,54.65686274509803,1610612751,16,15,2024-12-14T01:19:55Z,680000,False,23.0,270.0,1,right,MISS D. Schröder 27' pullup 3PT,[203471],1610612751.0,BKN,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,27.14,Missed,,,,,,,,,,,,,,,,,,
70,PT07M03.00S,2024-12-14T01:19:53.1Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612751,16,15,2024-12-14T01:19:55Z,690000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,69.0,2.0,1.0,1.0,,,,,,,,,,,,,,
71,PT07M01.00S,2024-12-14T01:19:54.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629661,72.48685939553219,14.460784313725492,1610612751,16,15,2024-12-14T01:19:58Z,700000,False,-178.0,206.0,1,right,MISS C. Johnson 27' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,27.21,Missed,,,,,,,,,,,,,,,,,,
72,PT06M59.00S,2024-12-14T01:19:56.9Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,16,15,2024-12-14T01:19:58Z,710000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT06M51.00S,2024-12-14T01:20:10.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,16,15,2024-12-14T01:20:10Z,720000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M51.00S,2024-12-14T01:22:32.7Z,1,REGULAR,substitution,out,[],1629634,,,1610612763,16,15,2024-12-14T01:23:00Z,730000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M51.00S,2024-12-14T01:22:32.7Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,16,15,2024-12-14T01:23:00Z,740000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M51.00S,2024-12-14T01:22:32.7Z,1,REGULAR,substitution,in,[],1630643,,,1610612763,16,15,2024-12-14T01:23:00Z,750000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M51.00S,2024-12-14T01:22:32.7Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,16,15,2024-12-14T01:23:00Z,760000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M42.00S,2024-12-14T01:23:26.6Z,1,REGULAR,foul,personal,[],203471,,,1610612763,16,15,2024-12-14T01:23:35Z,770000,False,,,0,,D. Schröder personal FOUL (1 PF),"[203471, 1629630]",1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Morant,1629630.0
81,PT06M31.00S,2024-12-14T01:23:50.2Z,1,REGULAR,3pt,Jump Shot,[],1630583,7.046649145860711,95.34313725490196,1610612763,16,15,2024-12-14T01:23:55Z,790000,False,-227.0,14.0,1,left,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,22.71,Missed,,,,,,,,,,,,,,,,,,
82,PT06M26.00S,2024-12-14T01:23:55.2Z,1,REGULAR,rebound,offensive,[],1642377,,,1610612763,16,15,2024-12-14T01:23:55Z,800000,False,,,0,,J. Wells REBOUND (Off:1 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,,,81.0,2.0,1.0,1.0,,,,,,,,,,,,,,
83,PT06M26.00S,2024-12-14T01:23:54.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642377,5.590000152587891,50.0,1610612763,16,15,2024-12-14T01:23:57Z,810000,False,0.0,0.0,1,left,MISS J. Wells tip Layup,[1642377],1610612763.0,MEM,tip,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
84,PT06M26.00S,2024-12-14T01:23:54.8Z,1,REGULAR,rebound,offensive,[],1630643,,,1610612763,16,15,2024-12-14T01:23:57Z,820000,False,,,0,,J. Huff REBOUND (Off:1 Def:0),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,Restricted Area,0-8 Center,,,83.0,1.0,0.0,1.0,,,,,,,,,,,,,,
