actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
91,PT05M57.00S,2025-03-04T01:23:39.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630700,,,1610612737,14,13,2025-03-04T01:23:39Z,910000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
92,PT05M57.00S,2025-03-04T01:23:39.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,14,13,2025-03-04T01:23:39Z,920000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,
93,PT05M57.00S,2025-03-04T01:23:43.0Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,14,13,2025-03-04T01:23:51Z,930000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M57.00S,2025-03-04T01:23:43.0Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,14,13,2025-03-04T01:23:51Z,940000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M57.00S,2025-03-04T01:23:43.0Z,1,REGULAR,substitution,in,[],1627747,,,1610612737,14,13,2025-03-04T01:23:51Z,950000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M57.00S,2025-03-04T01:23:43.0Z,1,REGULAR,substitution,in,[],1629611,,,1610612737,14,13,2025-03-04T01:23:51Z,960000,False,,,0,,SUB in: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M57.00S,2025-03-04T01:24:00.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630700,,,1610612737,14,14,2025-03-04T01:24:00Z,970000,False,,,0,,D. Daniels Free Throw 2 of 2 (6 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,Made,,,,,,,,,,6.0,,,,,
98,PT05M50.00S,2025-03-04T01:24:08.9Z,1,REGULAR,turnover,lost ball,[],1631246,,,1610612763,14,14,2025-03-04T01:24:12Z,980000,False,,,0,,V. Williams Jr. lost ball TURNOVER (1 TO),"[1631246, 1627747]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Left Center,1.0,LeVert,1627747.0,,,,,,,,,,,,,,,,,
99,PT05M50.00S,2025-03-04T01:24:08.9Z,1,REGULAR,steal,,[],1627747,,,1610612737,14,14,2025-03-04T01:29:12Z,990000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
100,PT05M45.00S,2025-03-04T01:24:13.2Z,1,REGULAR,turnover,bad pass,[],1630700,,,1610612737,14,14,2025-03-04T01:24:16Z,1000000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1642377]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,1.0,Wells,1642377.0,,,,,,,,,,,,,,,,,
101,PT05M45.00S,2025-03-04T01:24:13.2Z,1,REGULAR,steal,,[],1642377,,,1610612763,14,14,2025-03-04T01:24:14Z,1010000,False,,,0,,J. Wells STEAL (2 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
102,PT05M37.00S,2025-03-04T01:24:21.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631246,7.440867279894875,66.66666666666666,1610612763,16,14,2025-03-04T02:10:01Z,1020000,False,-83.0,17.0,1,left,V. Williams Jr. 8' driving floating Jump Shot (2 PTS) (D. Bane 2 AST),"[1631246, 1630217]",1610612763.0,MEM,driving floating,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,8-16 Left,,,,8.51,Made,,,,,,,,,,2.0,D. Bane,1630217.0,2.0,,
104,PT05M26.00S,2025-03-04T01:24:32.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,87.33574244415243,46.568627450980394,1610612737,16,16,2025-03-04T01:24:37Z,1040000,False,-17.0,67.0,1,right,O. Okongwu 6' turnaround Hook (6 PTS) (C. LeVert 1 AST),"[1630168, 1627747]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,6.87,Made,,,,,,,,,,6.0,C. LeVert,1627747.0,1.0,,
106,PT05M13.00S,2025-03-04T01:24:45.7Z,1,REGULAR,3pt,Jump Shot,[],1641713,16.245072273324574,4.6568627450980395,1610612763,19,16,2025-03-04T01:24:49Z,1060000,False,227.0,100.0,1,left,G. Jackson 24' 3PT  (3 PTS) (J. Wells 2 AST),"[1641713, 1642377]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,,,,24.79,Made,,,,,,,,,,3.0,J. Wells,1642377.0,2.0,,
108,PT04M59.00S,2025-03-04T01:24:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,83.919185282523,63.725490196078425,1610612737,19,16,2025-03-04T01:25:03Z,1080000,False,69.0,99.0,1,right,MISS C. LeVert 12' driving floating Shot,[1627747],1610612737.0,ATL,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Right,,,,12.02,Missed,,,,,,,,,,,,,,,
109,PT04M57.00S,2025-03-04T01:25:00.9Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,19,16,2025-03-04T01:25:03Z,1090000,False,,,0,,G. Jackson REBOUND (Off:1 Def:1),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,108.0,,,,,,2.0,1.0,1.0,,,,,,
110,PT04M50.00S,2025-03-04T01:25:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,6.783837056504599,56.127450980392155,1610612763,21,16,2025-03-04T01:25:12Z,1100000,False,-31.0,11.0,1,left,D. Bane driving floating bank Jump Shot (11 PTS),[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,,3.26,Made,,,,,,,,,,11.0,,,,,
111,PT04M38.00S,2025-03-04T01:25:20.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,83.919185282523,45.34313725490196,1610612737,21,16,2025-03-04T01:25:24Z,1110000,False,-23.0,99.0,1,right,MISS D. Daniels 10' driving floating Shot,[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,10.14,Missed,,,,,,,,,,,,,,,
112,PT04M35.00S,2025-03-04T01:25:23.0Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612737,21,16,2025-03-04T01:25:24Z,1120000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,111.0,,,,,,1.0,0.0,1.0,,,,,,
113,PT04M35.00S,2025-03-04T01:25:23.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,94.40999984741211,50.0,1610612737,21,18,2025-03-04T01:25:23Z,1130000,False,0.0,0.0,1,right,D. Barlow tip Layup (6 PTS),[1631230],1610612737.0,ATL,tip,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,,,,,6.0,,,,,
114,PT04M23.00S,2025-03-04T01:25:35.4Z,1,REGULAR,3pt,Jump Shot,[],1642377,19.530223390275953,92.15686274509804,1610612763,21,18,2025-03-04T01:25:39Z,1140000,False,-211.0,131.0,1,left,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,24.82,Missed,,,,,,,,,,,,,,,
115,PT04M20.00S,2025-03-04T01:25:38.4Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612737,21,18,2025-03-04T01:25:39Z,1150000,False,,,0,,D. Barlow REBOUND (Off:1 Def:1),[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Left Center,,,,,,114.0,,,,,,2.0,1.0,1.0,,,,,,
117,PT04M12.00S,2025-03-04T01:25:54.1Z,1,REGULAR,substitution,out,[],1642377,,,1610612737,21,18,2025-03-04T01:26:00Z,1170000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M12.00S,2025-03-04T01:25:54.1Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,21,18,2025-03-04T01:26:00Z,1180000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M12.00S,2025-03-04T01:25:54.1Z,1,REGULAR,substitution,in,[],1630590,,,1610612737,21,18,2025-03-04T01:26:00Z,1190000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M12.00S,2025-03-04T01:25:54.1Z,1,REGULAR,substitution,in,[],203991,,,1610612737,21,18,2025-03-04T01:26:00Z,1200000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M10.00S,2025-03-04T01:26:09.2Z,1,REGULAR,3pt,Jump Shot,[],1631230,93.51182654402102,4.6568627450980395,1610612737,21,18,2025-03-04T01:26:14Z,1210000,False,-227.0,8.0,1,right,MISS D. Barlow 3PT,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,22.69,Missed,,,,,,,,,,,,,,,
122,PT04M04.00S,2025-03-04T01:26:15.2Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612737,21,18,2025-03-04T01:26:14Z,1220000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,,121.0,,,,,,1.0,0.0,1.0,,,,,,
123,PT04M03.00S,2025-03-04T01:26:15.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,65.91655716162943,51.470588235294116,1610612737,21,18,2025-03-04T01:26:19Z,1230000,False,7.0,268.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,26.8,Missed,,,,,,,,,,,,,,,
124,PT04M01.00S,2025-03-04T01:26:17.1Z,1,REGULAR,rebound,defensive,[],1641713,,,1610612763,21,18,2025-03-04T01:26:19Z,1240000,False,,,0,,G. Jackson REBOUND (Off:1 Def:2),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Center,,,,,,123.0,,,,,,3.0,2.0,1.0,,,,,,
201,PT03M48.00S,2025-03-04T01:26:24.8Z,1,REGULAR,turnover,bad pass,[],1641713,,,1610612763,21,18,2025-03-04T02:34:00Z,1245000,False,,,0,,G. Jackson bad pass TURNOVER (2 TO),"[1641713, 1630700]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,2.0,Daniels,1630700.0,,,,,,,,,,,,,,,,,
202,PT03M48.00S,2025-03-04T01:26:24.8Z,1,REGULAR,steal,,[],1630700,,,1610612737,21,18,2025-03-04T01:37:03Z,1247500,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT03M47.00S,2025-03-04T01:26:43.3Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612737,21,18,2025-03-04T01:37:52Z,1248750,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1630590]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,1.0,Pippen Jr.,1630590.0,,,,,,,,,,,,,,,,,
210,PT03M47.00S,2025-03-04T01:26:43.3Z,1,REGULAR,steal,,[],1630590,,,1610612763,21,18,2025-03-04T01:37:18Z,1249375,False,,,0,,S. Pippen Jr. STEAL (1 STL),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
125,PT03M45.00S,2025-03-04T01:26:46.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631246,6.1268068331143235,48.529411764705884,1610612763,23,18,2025-03-04T01:48:51Z,1250000,False,7.0,5.0,1,left,V. Williams Jr. Layup (4 PTS) (S. Pippen Jr. 1 AST),"[1631246, 1630590]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Restricted Area,0-8 Center,,,,0.9,Made,,,,,,,,,,4.0,S. Pippen Jr.,1630590.0,1.0,,
127,PT03M26.00S,2025-03-04T01:26:52.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,86.28449408672799,50.73529411764706,1610612737,23,20,2025-03-04T01:26:56Z,1270000,False,4.0,76.0,1,right,C. Capela 7' Hook (2 PTS) (T. Mann 1 AST),"[203991, 1629611]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,7.65,Made,,,,,,,,,,2.0,T. Mann,1629611.0,1.0,,
129,PT03M13.00S,2025-03-04T01:27:05.3Z,1,REGULAR,3pt,Jump Shot,[],1630217,27.414586070959263,21.813725490196077,1610612763,23,20,2025-03-04T01:27:10Z,1290000,False,141.0,205.0,1,left,MISS D. Bane 24' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,24.89,Missed,,,,,,,,,,,,,,,
130,PT03M10.00S,2025-03-04T01:27:08.3Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612737,23,20,2025-03-04T01:27:10Z,1300000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,,,129.0,,,,,,1.0,1.0,0.0,,,,,,
131,PT03M04.00S,2025-03-04T01:27:14.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,90.88370565045992,49.26470588235294,1610612737,23,22,2025-03-04T01:27:18Z,1310000,False,-4.0,33.0,1,right,D. Daniels driving finger roll Layup (8 PTS),[1630700],1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,3.34,Made,,,,,,,,,,8.0,,,,,
132,PT02M53.00S,2025-03-04T01:27:26.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,17.69053876478318,46.81372549019608,1610612763,23,22,2025-03-04T01:27:31Z,1320000,False,16.0,114.0,1,left,MISS D. Bane 11' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,,11.49,Missed,,,,,,,,,,,,,,,
133,PT02M48.00S,2025-03-04T01:27:31.0Z,1,REGULAR,rebound,offensive,[],1641713,,,1610612763,23,22,2025-03-04T01:27:31Z,1330000,False,,,0,,G. Jackson REBOUND (Off:2 Def:2),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,132.0,,,,,,4.0,2.0,2.0,,,,,,
134,PT02M48.00S,2025-03-04T01:27:33.4Z,1,REGULAR,foul,personal,[],1629611,,,1610612763,23,22,2025-03-04T01:28:03Z,1340000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 1641713]",1610612737.0,ATL,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,1.0,0.0,Jackson,1641713.0,,,,,,,,,
136,PT02M48.00S,2025-03-04T01:27:47.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,23,22,2025-03-04T01:27:47Z,1360000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M48.00S,2025-03-04T01:29:52.7Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,23,22,2025-03-04T01:30:34Z,1370000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M48.00S,2025-03-04T01:29:52.7Z,1,REGULAR,substitution,out,[],1630700,,,1610612763,23,22,2025-03-04T01:30:34Z,1380000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M48.00S,2025-03-04T01:29:52.7Z,1,REGULAR,substitution,out,[],1631230,,,1610612763,23,22,2025-03-04T01:30:34Z,1390000,False,,,0,,SUB out: D. Barlow,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M48.00S,2025-03-04T01:29:52.7Z,1,REGULAR,substitution,in,[],1628379,,,1610612763,23,22,2025-03-04T01:30:34Z,1400000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M48.00S,2025-03-04T01:29:52.7Z,1,REGULAR,substitution,in,[],1642258,,,1610612763,23,22,2025-03-04T01:30:34Z,1410000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M48.00S,2025-03-04T01:29:52.7Z,1,REGULAR,substitution,in,[],1629027,,,1610612763,23,22,2025-03-04T01:30:34Z,1420000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M46.00S,2025-03-04T01:30:40.7Z,1,REGULAR,foul,personal,[],1627747,,,1610612763,23,22,2025-03-04T01:30:45Z,1430000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 1628379]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,1627964.0,1.0,0.0,Kennard,1628379.0,,,,,,,,,
145,PT02M40.00S,2025-03-04T01:31:00.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628379,7.966491458607096,44.6078431372549,1610612763,25,22,2025-03-04T01:31:04Z,1450000,False,27.0,22.0,1,left,L. Kennard driving finger roll Layup (5 PTS),[1628379],1610612763.0,MEM,driving finger roll,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,,3.51,Made,,,,,,,,,,5.0,,,,,
146,PT02M29.00S,2025-03-04T01:31:11.1Z,1,REGULAR,3pt,Jump Shot,[],1627747,70.12155059132719,24.264705882352942,1610612737,25,22,2025-03-04T01:31:15Z,1460000,False,-129.0,228.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,26.22,Missed,,,,,,,,,,,,,,,
147,PT02M26.00S,2025-03-04T01:31:14.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,25,22,2025-03-04T01:31:14Z,1470000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,146.0,,,,,,1.0,0.0,1.0,,,,,,
148,PT02M25.00S,2025-03-04T01:31:15.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.06636005256242,42.40196078431372,1610612737,25,22,2025-03-04T01:31:20Z,1480000,False,-38.0,22.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,4.4,Missed,,,,,,,,,,,,,,,
149,PT02M23.00S,2025-03-04T01:31:17.4Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612737,25,22,2025-03-04T01:31:20Z,1490000,False,,,0,,T. Mann REBOUND (Off:2 Def:0),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,148.0,,,,,,2.0,0.0,2.0,,,,,,
150,PT02M23.00S,2025-03-04T01:31:19.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629611,94.40999984741211,50.0,1610612737,25,22,2025-03-04T01:31:49Z,1500000,False,0.0,0.0,1,right,MISS T. Mann tip Layup,[1629611],1610612737.0,ATL,tip,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
154,PT02M23.00S,2025-03-04T01:31:19.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,25,22,2025-03-04T01:31:49Z,1510000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,150.0,,,,,,,,,,,,,,
151,PT02M19.00S,2025-03-04T01:31:47.3Z,1,REGULAR,jumpball,recovered,[],1641713,,,1610612763,25,22,2025-03-04T01:32:09Z,1520000,False,,,0,,Jump Ball B. Clarke vs. T. Mann: Tip to G. Jackson,"[1641713, 1629634, 1629611]",1610612763.0,MEM,heldball,G. Jackson,1641713.0,Jackson,G. Jackson,Clarke,1629634.0,Mann,1629611.0,,,,,,,,,,,,,,,,,,,,,,
155,PT02M17.00S,2025-03-04T01:31:49.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630590,6.389618922470433,49.26470588235294,1610612763,27,22,2025-03-04T02:40:13Z,1550000,False,4.0,8.0,1,left,S. Pippen Jr. running DUNK (2 PTS) (L. Kennard 2 AST),"[1630590, 1628379]",1610612763.0,MEM,running,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,,,,0.85,Made,,,,,,,,,,2.0,L. Kennard,1628379.0,2.0,,
158,PT02M00.00S,2025-03-04T01:32:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,84.31340341655716,42.8921568627451,1610612737,27,22,2025-03-04T01:32:17Z,1580000,False,-36.0,95.0,1,right,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,10.14,Missed,,,,,,,,,,,,,,,
159,PT01M58.00S,2025-03-04T01:32:15.0Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,27,22,2025-03-04T01:32:17Z,1590000,False,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,158.0,,,,,,2.0,0.0,2.0,,,,,,
160,PT01M57.00S,2025-03-04T01:32:18.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629634,,,1610612737,27,22,2025-03-04T01:32:31Z,1600000,False,,,0,,B. Clarke shooting personal FOUL (2 PF) (Capela 2 FT),"[1629634, 203991]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,2.0,0.0,Capela,203991.0,,,,,,,,,
162,PT01M57.00S,2025-03-04T01:32:43.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,27,23,2025-03-04T01:32:43Z,1620000,False,,,0,,C. Capela Free Throw 1 of 2 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
163,PT01M57.00S,2025-03-04T01:32:43.9Z,1,REGULAR,substitution,out,[],1629634,,,1610612737,27,23,2025-03-04T01:32:48Z,1630000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M57.00S,2025-03-04T01:32:43.9Z,1,REGULAR,substitution,in,[],1641744,,,1610612737,27,23,2025-03-04T01:32:48Z,1640000,False,,,0,,SUB in: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M57.00S,2025-03-04T01:33:04.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,27,24,2025-03-04T01:33:04Z,1650000,False,,,0,,C. Capela Free Throw 2 of 2 (4 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,Made,,,,,,,,,,4.0,,,,,
166,PT01M36.00S,2025-03-04T01:33:26.1Z,1,REGULAR,turnover,lost ball,[],1628379,,,1610612763,27,24,2025-03-04T01:33:30Z,1660000,False,,,0,,L. Kennard lost ball TURNOVER (1 TO),"[1628379, 203991]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,1.0,Capela,203991.0,,,,,,,,,,,,,,,,,
167,PT01M36.00S,2025-03-04T01:33:26.1Z,1,REGULAR,steal,,[],203991,,,1610612737,27,24,2025-03-04T01:38:29Z,1670000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
169,PT01M32.00S,2025-03-04T01:33:34.6Z,1,REGULAR,substitution,out,[],1641713,,,1610612737,27,24,2025-03-04T01:33:39Z,1690000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M32.00S,2025-03-04T01:33:34.6Z,1,REGULAR,substitution,in,[],1629723,,,1610612737,27,24,2025-03-04T01:33:39Z,1700000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
