actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-26T01:10:14.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-26T01:10:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-26T01:10:16.9Z,1,REGULAR,jumpball,recovered,[],1628991,,,1610612763,0,0,2025-02-26T01:10:16Z,40000,False,,,0,,Jump Ball Z. Edey vs. B. Bol: Tip to J. Jackson Jr.,"[1628991, 1641744, 1629626]",1610612763.0,MEM,startperiod,J. Jackson Jr.,1628991.0,Jackson Jr.,J. Jackson Jr.,Edey,1641744.0,Bol,1629626.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2025-02-26T01:10:26.6Z,1,REGULAR,3pt,Jump Shot,[],1630217,92.85479632063075,3.9215686274509802,1610612763,0,0,2025-02-26T01:10:31Z,70000,False,-230.0,15.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-02-26T01:10:31.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,0,0,2025-02-26T01:10:31Z,80000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M38.00S,2025-02-26T01:10:35.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629626,4.944152431011826,28.186274509803923,1610612756,0,2,2025-02-26T01:11:01Z,90000,False,109.0,-6.0,1,left,B. Bol 10' driving floating Jump Shot (2 PTS) (B. Beal 1 AST),"[1629626, 203078]",1610612756.0,PHX,driving floating,,,Bol,B. Bol,,,,,Mid-Range,8-16 Right,10.93,Made,,,,,2.0,B. Beal,203078.0,1.0,,,,,,,,,,
11,PT11M29.00S,2025-02-26T01:10:44.6Z,1,REGULAR,2pt,Jump Shot,[],1629630,81.02825229960578,25.98039215686275,1610612763,0,2,2025-02-26T01:10:50Z,110000,False,-120.0,126.0,1,right,MISS J. Morant 17' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left Center,17.39,Missed,,,,,,,,,,,,,,,,,,
12,PT11M25.00S,2025-02-26T01:10:48.6Z,1,REGULAR,rebound,offensive,[],1641744,,,1610612763,0,2,2025-02-26T01:10:50Z,120000,False,,,0,,Z. Edey REBOUND (Off:1 Def:0),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,16-24 Left Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M25.00S,2025-02-26T01:10:49.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641744,94.40999984741211,50.0,1610612763,2,2,2025-02-26T01:10:49Z,130000,False,0.0,0.0,1,right,Z. Edey tip Layup (2 PTS),[1641744],1610612763.0,MEM,tip,,,Edey,Z. Edey,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
14,PT11M08.00S,2025-02-26T01:11:05.1Z,1,REGULAR,2pt,Jump Shot,[],203078,6.389618922470433,70.58823529411765,1610612756,2,2,2025-02-26T01:11:10Z,140000,False,-103.0,8.0,1,left,MISS B. Beal 10' step back Shot,[203078],1610612756.0,PHX,step back,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,10.32,Missed,,,,,,,,,,,,,,,,,,
15,PT11M06.00S,2025-02-26T01:11:07.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,2,2,2025-02-26T01:11:10Z,150000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M58.00S,2025-02-26T01:11:16.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,87.20433639947439,48.77450980392157,1610612763,4,2,2025-02-26T01:11:22Z,160000,False,-6.0,68.0,1,right,J. Jackson Jr. 6' driving Hook (2 PTS) (D. Bane 1 AST),"[1628991, 1630217]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.81,Made,,,,,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,
17,PT10M58.00S,2025-02-26T01:11:18.9Z,1,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612763,4,2,2025-02-26T01:11:26Z,170000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Jackson Jr. 1 FT),"[1630208, 1628991]",1610612756.0,PHX,shooting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,
19,PT10M58.00S,2025-02-26T01:11:42.3Z,1,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,5,2,2025-02-26T01:11:42Z,190000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (3 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
