actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
21,PT10M23.00S,2025-01-07T01:11:53.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202691,90.75229960578186,46.32352941176471,1610612742,2,4,2025-01-07T01:11:57Z,210000,False,-18.0,34.0,1,right,K. Thompson running finger roll Layup (4 PTS) (N. Marshall 1 AST),"[202691, 1630230]",1610612742.0,DAL,running finger roll,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,3.9,Made,4.0,,,,,,,,N. Marshall,1630230.0,1.0,,,,,,,
23,PT10M11.00S,2025-01-07T01:12:05.3Z,1,REGULAR,3pt,Jump Shot,[],1642377,28.465834428383708,22.54901960784314,1610612763,2,4,2025-01-07T01:12:10Z,230000,False,137.0,215.0,1,left,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
24,PT10M06.00S,2025-01-07T01:12:10.3Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,2,4,2025-01-07T01:12:10Z,240000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M58.00S,2025-01-07T01:12:18.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,92.32917214191852,46.07843137254902,1610612742,2,6,2025-01-07T01:12:22Z,250000,False,-20.0,20.0,1,right,M. Kleber driving reverse Layup (2 PTS) (N. Marshall 2 AST),"[1628467, 1630230]",1610612742.0,DAL,driving reverse,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,2.77,Made,2.0,,,,,,,,N. Marshall,1630230.0,2.0,,,,,,,
27,PT09M44.00S,2025-01-07T01:12:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630590,4.681340341655716,42.8921568627451,1610612763,2,6,2025-01-07T01:12:35Z,270000,False,36.0,-8.0,1,left,MISS S. Pippen Jr. driving finger roll Layup,[1630590],1610612763.0,MEM,driving finger roll,,,Pippen Jr.,S. Pippen Jr.,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,,
28,PT09M42.00S,2025-01-07T01:12:34.5Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,2,6,2025-01-07T01:12:35Z,280000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M37.00S,2025-01-07T01:12:39.5Z,1,REGULAR,turnover,lost ball,[],202691,,,1610612742,2,6,2025-01-07T01:12:42Z,290000,False,,,0,,K. Thompson lost ball TURNOVER (1 TO),"[202691, 1630590]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,1.0,Pippen Jr.,1630590.0,,,,,,,,,,,,,,
30,PT09M37.00S,2025-01-07T01:12:39.5Z,1,REGULAR,steal,,[],1630590,,,1610612763,2,6,2025-01-07T01:12:41Z,300000,False,,,0,,S. Pippen Jr. STEAL (1 STL),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
31,PT09M30.00S,2025-01-07T01:12:46.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,6.521024967148489,95.09803921568627,1610612763,2,6,2025-01-07T01:12:51Z,310000,False,-225.0,9.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,22.57,Missed,,,,,,,,,,,,,,,,,,
32,PT09M26.00S,2025-01-07T01:12:50.6Z,1,REGULAR,rebound,offensive,[],1642377,,,1610612763,2,6,2025-01-07T01:12:50Z,320000,False,,,0,,J. Wells REBOUND (Off:1 Def:0),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,,,,,,,31.0,1.0,0.0,1.0,,,,,,,,,,
33,PT09M24.00S,2025-01-07T01:12:52.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630590,30.831143232588698,63.48039215686274,1610612763,5,6,2025-01-07T01:12:56Z,330000,False,-67.0,237.0,1,left,S. Pippen Jr. 24' 3PT  (3 PTS) (J. Wells 1 AST),"[1630590, 1642377]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,24.67,Made,3.0,,,,,,,,J. Wells,1642377.0,1.0,,,,,,,
35,PT09M10.00S,2025-01-07T01:13:09.9Z,1,REGULAR,foul,personal,[],1630590,,,1610612742,5,6,2025-01-07T01:13:18Z,350000,False,,,0,,S. Pippen Jr. personal FOUL (1 PF),"[1630590, 1630230]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202041.0,1.0,0.0,Marshall,1630230.0,,
37,PT09M10.00S,2025-01-07T01:13:17.4Z,1,REGULAR,substitution,out,[],1641726,,,1610612742,5,6,2025-01-07T01:13:20Z,370000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT09M10.00S,2025-01-07T01:13:17.4Z,1,REGULAR,substitution,in,[],1629655,,,1610612742,5,6,2025-01-07T01:13:20Z,380000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M05.00S,2025-01-07T01:13:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,92.59198423127464,46.568627450980394,1610612742,5,6,2025-01-07T01:18:00Z,390000,False,-17.0,17.0,1,right,MISS K. Thompson cutting Layup,[202691],1610612742.0,DAL,cutting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
40,PT09M04.00S,2025-01-07T01:13:37.4Z,1,REGULAR,rebound,offensive,[],202691,,,1610612742,5,6,2025-01-07T01:18:00Z,400000,False,,,0,,K. Thompson REBOUND (Off:1 Def:0),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,,,
41,PT09M03.00S,2025-01-07T01:13:41.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202691,94.40999984741211,50.0,1610612742,5,6,2025-01-07T01:19:00Z,410000,False,0.0,0.0,1,right,MISS K. Thompson putback Layup,[202691],1610612742.0,DAL,putback,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
43,PT09M02.00S,2025-01-07T01:13:42.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,5,6,2025-01-07T01:18:24Z,430000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,41.0,2.0,1.0,1.0,,,,,,,,,,
44,PT08M52.00S,2025-01-07T01:13:49.2Z,1,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612763,5,6,2025-01-07T01:14:14Z,440000,False,,,0,,M. Kleber shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1628467, 1628991]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202041.0,1.0,0.0,Jackson Jr.,1628991.0,,
46,PT08M52.00S,2025-01-07T01:14:15.3Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,5,6,2025-01-07T01:14:15Z,460000,False,,,0,,MISS J. Jackson Jr. Free Throw 1 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
47,PT08M52.00S,2025-01-07T01:14:15.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,5,6,2025-01-07T01:14:15Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,
48,PT08M52.00S,2025-01-07T01:14:27.8Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,6,6,2025-01-07T01:14:27Z,480000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (3 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
49,PT08M38.00S,2025-01-07T01:14:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,89.70105124835742,55.88235294117647,1610612742,6,8,2025-01-07T01:14:47Z,490000,False,29.0,44.0,1,right,D. Gafford driving Layup (2 PTS),[1629655],1610612742.0,DAL,driving,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,2.0,,,,,,,,,,,,,,,,,
50,PT08M25.00S,2025-01-07T01:14:57.6Z,1,REGULAR,3pt,Jump Shot,[],1642377,30.436925098554536,32.59803921568628,1610612763,6,8,2025-01-07T01:15:01Z,500000,False,87.0,234.0,1,left,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
51,PT08M22.00S,2025-01-07T01:15:00.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,6,8,2025-01-07T01:15:01Z,510000,False,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,50.0,2.0,1.0,1.0,,,,,,,,,,
52,PT08M12.00S,2025-01-07T01:15:10.4Z,1,REGULAR,3pt,Jump Shot,[],1629023,76.5604467805519,88.48039215686273,1610612742,6,11,2025-01-07T01:15:15Z,520000,False,192.0,168.0,1,right,P. Washington 25' 3PT pullup (3 PTS) (N. Marshall 3 AST),"[1629023, 1630230]",1610612742.0,DAL,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.53,Made,3.0,,,,,,,,N. Marshall,1630230.0,3.0,,,,,,,
54,PT07M57.00S,2025-01-07T01:15:24.8Z,1,REGULAR,turnover,bad pass,[],1628991,,,1610612763,6,11,2025-01-07T01:15:28Z,540000,False,,,0,,J. Jackson Jr. bad pass TURNOVER (1 TO),"[1628991, 1630230]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,Marshall,1630230.0,,,,,,,,,,,,,,
55,PT07M57.00S,2025-01-07T01:15:24.8Z,1,REGULAR,steal,,[],1630230,,,1610612742,6,11,2025-01-07T01:15:26Z,550000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
56,PT07M48.00S,2025-01-07T01:15:34.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,68.67608409986859,64.4607843137255,1610612742,6,11,2025-01-07T01:15:38Z,560000,False,72.0,242.0,1,right,MISS N. Marshall 25' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,25.25,Missed,,,,,,,,,,,,,,,,,,
57,PT07M45.00S,2025-01-07T01:15:37.1Z,1,REGULAR,rebound,defensive,[],1630590,,,1610612763,6,11,2025-01-07T01:15:38Z,570000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:2),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,
59,PT07M43.00S,2025-01-07T01:15:44.5Z,1,REGULAR,substitution,out,[],1630590,,,1610612763,6,11,2025-01-07T01:15:54Z,590000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M43.00S,2025-01-07T01:15:44.5Z,1,REGULAR,substitution,out,[],1641744,,,1610612763,6,11,2025-01-07T01:15:54Z,600000,False,,,0,,SUB out: Z. Edey,[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M43.00S,2025-01-07T01:15:44.5Z,1,REGULAR,substitution,out,[],1628467,,,1610612763,6,11,2025-01-07T01:15:54Z,610000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M43.00S,2025-01-07T01:15:44.5Z,1,REGULAR,substitution,in,[],1628379,,,1610612763,6,11,2025-01-07T01:15:54Z,620000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M43.00S,2025-01-07T01:15:44.5Z,1,REGULAR,substitution,in,[],1630643,,,1610612763,6,11,2025-01-07T01:15:54Z,630000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M43.00S,2025-01-07T01:15:44.5Z,1,REGULAR,substitution,in,[],203915,,,1610612763,6,11,2025-01-07T01:15:54Z,640000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M40.00S,2025-01-07T01:16:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,7.440867279894875,54.41176470588235,1610612763,8,11,2025-01-07T01:16:10Z,650000,False,-22.0,17.0,1,left,L. Kennard cutting finger roll Layup (2 PTS) (J. Konchar 1 AST),"[1628379, 1629723]",1610612763.0,MEM,cutting finger roll,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,2.81,Made,2.0,,,,,,,,J. Konchar,1629723.0,1.0,,,,,,,
67,PT07M19.00S,2025-01-07T01:16:27.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,69.72733245729303,69.85294117647058,1610612742,8,11,2025-01-07T01:16:31Z,670000,False,99.0,232.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
68,PT07M16.00S,2025-01-07T01:16:30.9Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,8,11,2025-01-07T01:16:31Z,680000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,
69,PT07M11.00S,2025-01-07T01:16:38.8Z,1,REGULAR,turnover,out-of-bounds,[],1628379,,,1610612763,8,11,2025-01-07T01:16:43Z,690000,False,,,0,,L. Kennard bad pass out-of-bounds TURNOVER (1 TO),[1628379],1610612763.0,MEM,bad pass,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,,,,,,,,,,202041.0,,,,,,
70,PT07M04.00S,2025-01-07T01:16:56.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,67.62483574244416,60.5392156862745,1610612742,8,11,2025-01-07T01:17:00Z,700000,False,53.0,252.0,1,right,MISS P. Washington 25' pullup 3PT,[1629023],1610612742.0,DAL,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
71,PT07M00.00S,2025-01-07T01:17:00.6Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,8,11,2025-01-07T01:17:00Z,710000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,
72,PT06M53.00S,2025-01-07T01:17:06.7Z,1,REGULAR,turnover,lost ball,[],1630643,,,1610612763,8,11,2025-01-07T01:17:11Z,720000,False,,,0,,J. Huff lost ball TURNOVER (1 TO),"[1630643, 1630230]",1610612763.0,MEM,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,1.0,Marshall,1630230.0,,,,,,,,,,,,,,
73,PT06M53.00S,2025-01-07T01:17:06.7Z,1,REGULAR,steal,,[],1630230,,,1610612742,8,11,2025-01-07T01:17:09Z,730000,False,,,0,,N. Marshall STEAL (2 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M42.00S,2025-01-07T01:17:18.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202691,67.36202365308804,54.90196078431373,1610612742,8,14,2025-01-07T01:17:21Z,740000,False,25.0,254.0,1,right,K. Thompson 25' 3PT pullup (7 PTS),[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.55,Made,7.0,,,,,,,,,,,,,,,,,
75,PT06M42.00S,2025-01-07T01:17:22.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,8,14,2025-01-07T01:17:22Z,750000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M42.00S,2025-01-07T01:19:39.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,8,14,2025-01-07T01:20:01Z,760000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M42.00S,2025-01-07T01:19:39.0Z,1,REGULAR,substitution,out,[],1630230,,,1610612763,8,14,2025-01-07T01:20:01Z,770000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M42.00S,2025-01-07T01:19:39.0Z,1,REGULAR,substitution,in,[],1631222,,,1610612763,8,14,2025-01-07T01:20:01Z,780000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M42.00S,2025-01-07T01:19:39.0Z,1,REGULAR,substitution,in,[],1629656,,,1610612763,8,14,2025-01-07T01:20:01Z,790000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M35.00S,2025-01-07T01:20:22.3Z,1,REGULAR,3pt,Jump Shot,[],1629723,7.5722733245729295,94.6078431372549,1610612763,8,14,2025-01-07T01:20:32Z,800000,False,-223.0,19.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Left Corner 3,24+ Left,22.38,Missed,,,,,,,,,,,,,,,,,,
