actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
437,PT06M56.00S,2022-10-24T02:10:00.2Z,3,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612744,98,81,2022-10-24T02:10:13Z,4360000,,,0,,K. Murray shooting personal FOUL (2 PF) (Green 2 FT),"[1631099, 203110]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202056.0,2.0,0.0,Green,203110.0,,,,,
439,PT06M56.00S,2022-10-24T02:10:25.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203110,,,1610612744,99,81,2022-10-24T02:10:25Z,4380000,,,0,,D. Green Free Throw 1 of 2 (5 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
440,PT06M56.00S,2022-10-24T02:10:25.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203110,,,1610612744,99,81,2022-10-24T02:10:44Z,4390000,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
441,PT06M54.00S,2022-10-24T02:10:27.4Z,3,REGULAR,rebound,defensive,[],1628989,,,1610612758,99,81,2022-10-24T02:10:44Z,4400000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,440.0,2.0,2.0,0.0,,,,,,,,,,,,,
442,PT06M34.00S,2022-10-24T02:11:05.5Z,3,REGULAR,turnover,traveling,[],1631099,,,1610612758,99,81,2022-10-24T02:11:12Z,4410000,,,0,,K. Murray traveling TURNOVER (2 TO),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1662.0,,,,,2.0,,,,
443,PT06M14.00S,2022-10-24T02:11:35.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626172,7.5722733245729295,43.13725490196079,1610612744,101,81,2022-10-24T02:11:40Z,4420000,34.0,19.0,1,left,K. Looney cutting Layup (6 PTS) (K. Thompson 3 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.91,Made,6.0,,,,,K. Thompson,202691.0,3.0,,,,,,,,,,
445,PT06M01.00S,2022-10-24T02:11:48.9Z,3,REGULAR,3pt,Jump Shot,[],1631099,65.52233902759527,42.64705882352941,1610612758,101,81,2022-10-24T02:11:53Z,4440000,-37.0,272.0,1,right,MISS K. Murray 27' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,27.41,Missed,,,,,,,,,,,,,,,,,,
446,PT05M58.00S,2022-10-24T02:11:51.9Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,101,81,2022-10-24T02:11:53Z,4450000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,445.0,2.0,2.0,0.0,,,,,,,,,,,,,
447,PT05M49.00S,2022-10-24T02:12:00.3Z,3,REGULAR,2pt,Jump Shot,[],203952,10.85742444152431,31.127450980392158,1610612744,101,81,2022-10-24T02:12:03Z,4460000,94.0,50.0,1,left,MISS A. Wiggins 10' floating Shot,[203952],1610612744.0,GSW,floating,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,10.66,Missed,,,,,,,,,,,,,,,,,,
448,PT05M47.00S,2022-10-24T02:12:02.3Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,101,81,2022-10-24T02:12:03Z,4470000,,,0,,D. Sabonis REBOUND (Off:3 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,447.0,13.0,10.0,3.0,,,,,,,,,,,,,
449,PT05M42.00S,2022-10-24T02:12:07.7Z,3,REGULAR,3pt,Jump Shot,[],1628370,69.85873850197109,16.666666666666664,1610612758,101,81,2022-10-24T02:12:19Z,4480000,-167.0,231.0,1,right,MISS M. Monk 28' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,28.47,Missed,,,,,,,,,,,,,,,,,,
450,PT05M38.00S,2022-10-24T02:12:11.7Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,101,81,2022-10-24T02:12:19Z,4490000,,,0,,K. Looney REBOUND (Off:1 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,449.0,7.0,6.0,1.0,,,,,,,,,,,,,
451,PT05M32.00S,2022-10-24T02:12:17.9Z,3,REGULAR,3pt,Jump Shot,[],202691,25.18068331143233,8.57843137254902,1610612744,101,81,2022-10-24T02:12:22Z,4500000,207.0,184.0,1,left,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,27.72,Missed,,,,,,,,,,,,,,,,,,
452,PT05M29.00S,2022-10-24T02:12:20.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,101,81,2022-10-24T02:12:22Z,4510000,,,0,,D. Sabonis REBOUND (Off:3 Def:11),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,451.0,14.0,11.0,3.0,,,,,,,,,,,,,
453,PT05M24.00S,2022-10-24T02:12:25.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,71.43561103810775,16.666666666666664,1610612758,101,81,2022-10-24T02:12:30Z,4520000,-167.0,216.0,1,right,MISS K. Huerter 27' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,27.28,Missed,,,,,,,,,,,,,,,,,,
454,PT05M21.00S,2022-10-24T02:12:28.5Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,101,81,2022-10-24T02:12:30Z,4530000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,453.0,3.0,3.0,0.0,,,,,,,,,,,,,
455,PT05M17.00S,2022-10-24T02:12:37.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,101,81,2022-10-24T02:12:37Z,4540000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M17.00S,2022-10-24T02:14:46.3Z,3,REGULAR,substitution,out,[],202691,,,1610612744,101,81,2022-10-24T02:15:27Z,4550000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M17.00S,2022-10-24T02:14:46.3Z,3,REGULAR,substitution,out,[],1628989,,,1610612744,101,81,2022-10-24T02:15:27Z,4560000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT05M17.00S,2022-10-24T02:14:46.3Z,3,REGULAR,substitution,in,[],1629673,,,1610612744,101,81,2022-10-24T02:15:27Z,4580000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT05M17.00S,2022-10-24T02:14:46.3Z,3,REGULAR,substitution,in,[],1626158,,,1610612744,101,81,2022-10-24T02:15:27Z,4590000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT05M17.00S,2022-10-24T02:14:46.3Z,3,REGULAR,substitution,in,[],1629056,,,1610612744,101,81,2022-10-24T02:15:27Z,4600000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT05M17.00S,2022-10-24T02:14:46.3Z,3,REGULAR,substitution,out,[],1627734,,,1610612744,101,81,2022-10-24T02:16:41Z,4605000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT05M03.00S,2022-10-24T02:15:56.5Z,3,REGULAR,3pt,Jump Shot,[],1629673,27.677398160315374,16.42156862745098,1610612744,104,81,2022-10-24T02:16:04Z,4610000,168.0,208.0,1,left,J. Poole 26' 3PT step back (15 PTS) (K. Looney 4 AST),"[1629673, 1626172]",1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.71,Made,15.0,,,,,K. Looney,1626172.0,4.0,,,,,,,,,,
467,PT04M46.00S,2022-10-24T02:16:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629056,90.09526938239159,57.84313725490197,1610612758,104,83,2022-10-24T02:16:18Z,4630000,39.0,41.0,1,right,T. Davis driving Layup (2 PTS) (M. Monk 4 AST),"[1629056, 1628370]",1610612758.0,SAC,driving,,,Davis,T. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,2.0,,,,,M. Monk,1628370.0,4.0,,,,,,,,,,
469,PT04M37.00S,2022-10-24T02:16:22.5Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,104,83,2022-10-24T02:16:26Z,4650000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1628370]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Monk,1628370.0,,
470,PT04M37.00S,2022-10-24T02:16:22.5Z,3,REGULAR,steal,,[],1628370,,,1610612758,104,83,2022-10-24T02:16:24Z,4660000,,,0,,M. Monk STEAL (3 STL),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
471,PT04M32.00S,2022-10-24T02:16:27.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626158,91.80354796320631,48.529411764705884,1610612758,104,85,2022-10-24T02:16:33Z,4670000,-7.0,25.0,1,right,R. Holmes running DUNK (9 PTS) (M. Monk 5 AST),"[1626158, 1628370]",1610612758.0,SAC,running,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,2.56,Made,9.0,,,,,M. Monk,1628370.0,5.0,,,,,,,,,,
474,PT04M15.00S,2022-10-24T02:16:44.9Z,3,REGULAR,3pt,Jump Shot,[],203952,25.969119579500656,85.04901960784314,1610612744,107,85,2022-10-24T02:16:48Z,4690000,-175.0,192.0,1,left,A. Wiggins 25' 3PT  (21 PTS) (K. Looney 5 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.96,Made,21.0,,,,,K. Looney,1626172.0,5.0,,,,,,,,,,
476,PT04M02.00S,2022-10-24T02:16:57.2Z,3,REGULAR,2pt,Jump Shot,[],1631099,91.27792378449409,19.852941176470587,1610612758,107,85,2022-10-24T02:18:46Z,4710000,-151.0,29.0,1,right,MISS K. Murray 15' turnaround fadeaway Shot,[1631099],1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,15.36,Missed,,,,,,,,,,,,,,,,,,
477,PT03M59.00S,2022-10-24T02:17:00.2Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,107,85,2022-10-24T02:17:01Z,4720000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,476.0,3.0,2.0,1.0,,,,,,,,,,,,,
478,PT03M49.00S,2022-10-24T02:17:10.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,7.703679369250986,54.90196078431373,1610612744,109,85,2022-10-24T02:17:16Z,4730000,-25.0,20.0,1,left,D. Green alley-oop Layup (7 PTS) (K. Looney 6 AST),"[203110, 1626172]",1610612744.0,GSW,alley-oop,,,Green,D. Green,,,,,Restricted Area,0-8 Center,3.16,Made,7.0,,,,,K. Looney,1626172.0,6.0,,,,,,,,,,
480,PT03M49.00S,2022-10-24T02:17:15.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612758,109,85,2022-10-24T02:17:23Z,4750000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M49.00S,2022-10-24T02:17:36.2Z,3,REGULAR,substitution,out,[],1626172,,,1610612758,109,85,2022-10-24T02:18:49Z,4760000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M49.00S,2022-10-24T02:17:36.2Z,3,REGULAR,substitution,out,[],203110,,,1610612758,109,85,2022-10-24T02:18:49Z,4770000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M49.00S,2022-10-24T02:17:36.2Z,3,REGULAR,substitution,in,[],203210,,,1610612758,109,85,2022-10-24T02:18:49Z,4780000,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M49.00S,2022-10-24T02:17:36.2Z,3,REGULAR,substitution,in,[],1630164,,,1610612758,109,85,2022-10-24T02:18:49Z,4790000,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M41.00S,2022-10-24T02:18:55.6Z,3,REGULAR,turnover,lost ball,[],1628368,,,1610612758,109,85,2022-10-24T02:18:59Z,4800000,,,0,,D. Fox lost ball TURNOVER (3 TO),"[1628368, 203952]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,3.0,Wiggins,203952.0,,
486,PT03M41.00S,2022-10-24T02:18:55.6Z,3,REGULAR,steal,,[],203952,,,1610612744,109,85,2022-10-24T02:18:57Z,4810000,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
487,PT03M29.00S,2022-10-24T02:19:07.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203952,30.17411300919842,73.2843137254902,1610612744,109,85,2022-10-24T02:19:12Z,4820000,-116.0,231.0,1,left,MISS A. Wiggins 25' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
488,PT03M26.00S,2022-10-24T02:19:10.5Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612758,109,85,2022-10-24T02:19:12Z,4830000,,,0,,M. Monk REBOUND (Off:1 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,487.0,2.0,1.0,1.0,,,,,,,,,,,,,
489,PT03M15.00S,2022-10-24T02:19:21.1Z,3,REGULAR,3pt,Jump Shot,[],1629056,91.80354796320631,2.696078431372549,1610612758,109,85,2022-10-24T02:19:25Z,4840000,-237.0,25.0,1,right,MISS T. Davis 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,Left Corner 3,24+ Left,23.78,Missed,,,,,,,,,,,,,,,,,,
490,PT03M13.00S,2022-10-24T02:19:23.1Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,109,85,2022-10-24T02:19:28Z,4850000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,,,,489.0,4.0,4.0,0.0,,,,,,,,,,,,,
491,PT03M03.00S,2022-10-24T02:19:33.9Z,3,REGULAR,3pt,Jump Shot,[],201939,30.305519053876477,10.784313725490197,1610612744,109,85,2022-10-24T02:19:39Z,4860000,196.0,232.0,1,left,MISS S. Curry 30' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,30.41,Missed,,,,,,,,,,,,,,,,,,
492,PT02M58.00S,2022-10-24T02:19:38.9Z,3,REGULAR,rebound,offensive,[],203210,,,1610612744,109,85,2022-10-24T02:19:39Z,4870000,,,0,,J. Green REBOUND (Off:2 Def:0),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,491.0,2.0,0.0,2.0,,,,,,,,,,,,,
493,PT02M58.00S,2022-10-24T02:19:38.0Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203210,5.590000152587891,50.0,1610612744,111,85,2022-10-24T02:19:45Z,4880000,0.0,0.0,1,left,J. Green putback DUNK (3 PTS),[203210],1610612744.0,GSW,putback,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.0,Made,3.0,,,,,,,,,,,,,,,,,
494,PT02M42.00S,2022-10-24T02:19:54.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626158,90.75229960578186,52.20588235294118,1610612758,111,87,2022-10-24T02:19:57Z,4890000,11.0,34.0,1,right,R. Holmes DUNK (11 PTS) (D. Fox 8 AST),"[1626158, 1628368]",1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,3.61,Made,11.0,,,,,D. Fox,1628368.0,8.0,,,,,,,,,,
496,PT02M29.00S,2022-10-24T02:20:11.4Z,3,REGULAR,foul,offensive,[],1630164,,,1610612744,111,87,2022-10-24T02:20:19Z,4910000,,,0,,J. Wiseman offensive FOUL (2 PF),"[1630164, 1628368]",1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202056.0,2.0,0.0,Fox,1628368.0,,,,,
498,PT02M29.00S,2022-10-24T02:20:11.4Z,3,REGULAR,turnover,offensive foul,[],1630164,,,1610612744,111,87,2022-10-24T02:20:11Z,4930000,,,0,,J. Wiseman offensive foul TURNOVER (2 TO),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202056.0,,,,,2.0,,,,
499,PT02M29.00S,2022-10-24T02:20:16.6Z,3,REGULAR,substitution,out,[],201939,,,1610612758,111,87,2022-10-24T02:20:30Z,4940000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M29.00S,2022-10-24T02:20:16.6Z,3,REGULAR,substitution,out,[],1628368,,,1610612758,111,87,2022-10-24T02:20:30Z,4950000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M29.00S,2022-10-24T02:20:16.6Z,3,REGULAR,substitution,out,[],1631099,,,1610612758,111,87,2022-10-24T02:20:30Z,4960000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT02M29.00S,2022-10-24T02:20:16.6Z,3,REGULAR,substitution,in,[],1628978,,,1610612758,111,87,2022-10-24T02:20:30Z,4970000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT02M29.00S,2022-10-24T02:20:16.6Z,3,REGULAR,substitution,in,[],1626168,,,1610612758,111,87,2022-10-24T02:20:30Z,4980000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT02M29.00S,2022-10-24T02:20:16.6Z,3,REGULAR,substitution,in,[],1630558,,,1610612758,111,87,2022-10-24T02:20:30Z,4990000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT02M21.00S,2022-10-24T02:20:42.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,72.61826544021025,83.82352941176471,1610612758,111,90,2022-10-24T02:20:46Z,5000000,169.0,205.0,1,right,M. Monk 26' 3PT  (13 PTS) (T. Lyles 1 AST),"[1628370, 1626168]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.57,Made,13.0,,,,,T. Lyles,1626168.0,1.0,,,,,,,,,,
507,PT02M08.00S,2022-10-24T02:20:54.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,11.383048620236531,53.431372549019606,1610612744,113,90,2022-10-24T02:20:59Z,5020000,-17.0,55.0,1,left,J. Wiseman cutting Layup (14 PTS) (J. Poole 3 AST),"[1630164, 1629673]",1610612744.0,GSW,cutting,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,5.71,Made,14.0,,,,,J. Poole,1629673.0,3.0,,,,,,,,,,
509,PT01M53.00S,2022-10-24T02:21:10.1Z,3,REGULAR,2pt,Jump Shot,[],1630558,72.61826544021025,47.794117647058826,1610612758,113,90,2022-10-24T02:22:16Z,5040000,-11.0,205.0,1,right,MISS D. Mitchell 20' step back Shot,[1630558],1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,20.52,Missed,,,,,,,,,,,,,,,,,,
510,PT01M48.00S,2022-10-24T02:21:15.1Z,3,REGULAR,rebound,defensive,[],203210,,,1610612744,113,90,2022-10-24T02:31:13Z,5050000,,,0,,J. Green REBOUND (Off:2 Def:1),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,509.0,3.0,1.0,2.0,,,,,,,,,,,,,
513,PT01M44.00S,2022-10-24T02:21:25.0Z,3,REGULAR,foul,personal,[],1629056,,,1610612744,113,90,2022-10-24T02:21:48Z,5080000,,,0,,T. Davis personal FOUL (4 PF),"[1629056, 1629673]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202056.0,4.0,0.0,Poole,1629673.0,,,,,
515,PT01M44.00S,2022-10-24T02:21:32.8Z,3,REGULAR,substitution,out,[],203952,,,1610612744,113,90,2022-10-24T02:21:36Z,5100000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M44.00S,2022-10-24T02:21:32.8Z,3,REGULAR,substitution,in,[],1630541,,,1610612744,113,90,2022-10-24T02:21:36Z,5110000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT01M40.00S,2022-10-24T02:21:50.0Z,3,REGULAR,turnover,bad pass,[],1628978,,,1610612744,113,90,2022-10-24T02:29:56Z,5115000,,,0,,D. DiVincenzo bad pass TURNOVER (2 TO),"[1628978, 1626168]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2.0,Lyles,1626168.0,,
556,PT01M40.00S,2022-10-24T02:21:50.0Z,3,REGULAR,steal,,[],1626168,,,1610612758,113,90,2022-10-24T02:29:56Z,5117500,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
557,PT01M37.00S,2022-10-24T02:21:58.6Z,3,REGULAR,turnover,bad pass,[],1626168,,,1610612758,113,90,2022-10-24T02:30:12Z,5118750,,,0,,T. Lyles bad pass TURNOVER (1 TO),"[1626168, 203210]",1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Green,203210.0,,
558,PT01M37.00S,2022-10-24T02:21:58.6Z,3,REGULAR,steal,,[],203210,,,1610612744,113,90,2022-10-24T02:30:12Z,5119375,,,0,,J. Green STEAL (2 STL),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
518,PT01M22.00S,2022-10-24T02:22:29.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,7.046649145860711,94.11764705882352,1610612744,113,90,2022-10-24T02:30:12Z,5130000,-221.0,14.0,1,left,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,22.1,Missed,,,,,,,,,,,,,,,,,,
519,PT01M20.00S,2022-10-24T02:22:31.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,113,90,2022-10-24T02:24:43Z,5140000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Left Corner 3,24+ Left,,,,518.0,,,,,,,,,,,,,,,,
521,PT01M18.00S,2022-10-24T02:22:46.0Z,3,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",203210,7.178055190538765,3.1862745098039214,1610612744,113,90,2022-10-24T02:30:12Z,5160000,234.0,15.0,1,left,MISS J. Green 3PT,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.46,Missed,,,,,,,,,,,,,,,,,,
522,PT01M14.00S,2022-10-24T02:22:50.0Z,3,REGULAR,rebound,defensive,[],1626158,,,1610612758,113,90,2022-10-24T02:22:50Z,5170000,,,0,,R. Holmes REBOUND (Off:2 Def:2),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,Right Corner 3,24+ Right,,,,521.0,4.0,2.0,2.0,,,,,,,,,,,,,
523,PT01M08.00S,2022-10-24T02:22:55.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,81.94809461235218,51.71568627450981,1610612758,113,90,2022-10-24T02:23:00Z,5180000,9.0,117.0,1,right,MISS M. Monk 11' floating Shot,[1628370],1610612758.0,SAC,floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,11.75,Missed,,,,,,,,,,,,,,,,,,
524,PT01M06.00S,2022-10-24T02:22:58.9Z,3,REGULAR,rebound,offensive,[],1628370,,,1610612758,113,90,2022-10-24T02:22:58Z,5190000,,,0,,M. Monk REBOUND (Off:2 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,,523.0,3.0,1.0,2.0,,,,,,,,,,,,,
