shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
12:00,2,PT12M00.00S,2022-12-11T01:41:04.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-11T01:41:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-11T01:41:06.5Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2022-12-11T01:41:06Z,40000,False,,,0,,Jump Ball B. Griffin vs. K. Looney: Tip to J. Brown,"[1627759, 201933, 1626172]",7,1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Griffin,201933.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
11:35,7,PT11M35.00S,2022-12-11T01:41:27.9Z,1,REGULAR,2pt,Jump Shot,[],203935,18.610381077529567,18.627450980392158,1610612738,0,0,2022-12-11T01:41:53Z,70000,False,157.0,122.0,1,left,MISS M. Smart 19' step back Shot,[203935],36,1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,19.9,Missed,,,,,,,,,,,,,,,,,,
11:33,8,PT11M33.00S,2022-12-11T01:41:29.9Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,0,2022-12-11T01:41:33Z,80000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:23,9,PT11M23.00S,2022-12-11T01:41:47.8Z,1,REGULAR,foul,personal,[],203935,,,1610612744,0,0,2022-12-11T01:41:56Z,90000,False,,,0,,M. Smart personal FOUL (1 PF),"[203935, 203110]",36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,1627962.0,1.0,0.0,Green,203110.0,,,,,,,,,
11:17,11,PT11M17.00S,2022-12-11T01:42:09.9Z,1,REGULAR,3pt,Jump Shot,[],203110,88.64980289093299,96.81372549019608,1610612744,0,0,2022-12-11T01:42:17Z,110000,False,234.0,54.0,1,right,MISS D. Green 24' 3PT,[203110],23,1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,24.03,Missed,,,,,,,,,,,,,,,,,,
11:14,12,PT11M14.00S,2022-12-11T01:42:12.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,0,0,2022-12-11T01:42:17Z,120000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:08,13,PT11M08.00S,2022-12-11T01:42:21.2Z,1,REGULAR,foul,personal,[],201939,,,1610612738,0,0,2022-12-11T01:42:29Z,130000,False,,,0,,S. Curry personal FOUL (1 PF),"[201939, 1627759]",30,1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,1201.0,1.0,0.0,Brown,1627759.0,,,,,,,,,
10:59,15,PT10M59.00S,2022-12-11T01:42:52.6Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,0,0,2022-12-11T01:42:57Z,150000,False,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 202691]",0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,Thompson,202691.0,,,,,,
10:59,16,PT10M59.00S,2022-12-11T01:42:52.6Z,1,REGULAR,steal,,[],202691,,,1610612744,0,0,2022-12-11T01:42:54Z,160000,False,,,0,,K. Thompson STEAL (1 STL),[202691],11,1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
10:49,17,PT10M49.00S,2022-12-11T01:43:04.8Z,1,REGULAR,foul,personal,['2freethrow'],201933,,,1610612744,0,0,2022-12-11T01:43:20Z,170000,False,,,0,,B. Griffin shooting personal FOUL (1 PF) (Looney 2 FT),"[201933, 1626172]",91,1610612738.0,BOS,shooting,,,Griffin,B. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1162.0,1.0,0.0,Looney,1626172.0,,,,,,,,,
10:49,19,PT10M49.00S,2022-12-11T01:43:30.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626172,,,1610612744,0,0,2022-12-11T01:43:30Z,190000,False,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
10:49,20,PT10M49.00S,2022-12-11T01:43:30.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,0,0,2022-12-11T01:43:30Z,200000,False,,,0,,TEAM offensive REBOUND,[],,1610612744.0,GSW,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,
10:49,21,PT10M49.00S,2022-12-11T01:43:45.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626172,,,1610612744,1,0,2022-12-11T01:43:45Z,210000,False,,,0,,K. Looney Free Throw 2 of 2 (1 PTS),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
10:38,22,PT10M38.00S,2022-12-11T01:43:57.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.966491458607096,37.254901960784316,1610612738,1,0,2022-12-11T01:44:05Z,220000,False,64.0,22.0,1,left,MISS J. Tatum 6' Layup - blocked,"[1628369, 202691]",0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,,,,,,,,,,,,,Thompson,202691.0,,,
10:38,23,PT10M38.00S,2022-12-11T01:43:57.9Z,1,REGULAR,block,,[],202691,,,1610612738,1,0,2022-12-11T01:44:00Z,230000,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],11,1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
10:35,24,PT10M35.00S,2022-12-11T01:44:00.9Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,1,0,2022-12-11T01:44:05Z,240000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:31,25,PT10M31.00S,2022-12-11T01:44:04.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,67.7562417871222,80.14705882352942,1610612744,1,0,2022-12-11T01:45:15Z,250000,False,151.0,251.0,1,right,MISS K. Thompson 29' running 3PT,[202691],11,1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,29.24,Missed,,,,,,,,,,,,,,,,,,
10:28,26,PT10M28.00S,2022-12-11T01:44:07.9Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,1,0,2022-12-11T01:44:10Z,260000,False,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Right Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:19,27,PT10M19.00S,2022-12-11T01:44:16.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.178055190538765,38.48039215686275,1610612738,1,0,2022-12-11T01:44:21Z,270000,False,58.0,15.0,1,left,MISS J. Tatum driving Layup,[1628369],0,1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
10:18,28,PT10M18.00S,2022-12-11T01:44:17.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,1,0,2022-12-11T01:44:21Z,280000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,2.0,2.0,0.0,,,,,,,,,,,,,,
10:14,29,PT10M14.00S,2022-12-11T01:44:22.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",201939,82.9993429697766,62.99019607843137,1610612744,1,0,2022-12-11T01:45:42Z,290000,False,65.0,107.0,1,right,MISS S. Curry 12' running pullup Shot,[201939],30,1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Right,12.55,Missed,,,,,,,,,,,,,,,,,,
10:11,30,PT10M11.00S,2022-12-11T01:44:25.2Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,1,0,2022-12-11T01:44:28Z,300000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
10:04,31,PT10M04.00S,2022-12-11T01:44:31.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,12.040078843626807,46.32352941176471,1610612738,1,0,2022-12-11T01:44:37Z,310000,False,18.0,61.0,1,left,MISS J. Brown 6' running Layup,[1627759],7,1610612738.0,BOS,running,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
10:03,32,PT10M03.00S,2022-12-11T01:44:32.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,1,0,2022-12-11T01:44:37Z,320000,False,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,31.0,3.0,3.0,0.0,,,,,,,,,,,,,,
09:47,33,PT09M47.00S,2022-12-11T01:44:48.7Z,1,REGULAR,2pt,Jump Shot,[],202691,73.9323258869908,55.63725490196079,1610612744,3,0,2022-12-11T01:44:55Z,330000,False,28.0,193.0,1,right,K. Thompson 19' pullup Jump Shot (2 PTS) (D. Green 1 AST),"[202691, 203110]",11,1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,19.46,Made,,,,,,,,,,,,,2.0,,,D. Green,203110.0,1.0
09:30,35,PT09M30.00S,2022-12-11T01:45:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201933,9.411957950065702,47.549019607843135,1610612738,3,2,2022-12-11T01:45:14Z,350000,False,12.0,36.0,1,left,B. Griffin cutting Layup (2 PTS) (M. Smart 1 AST),"[201933, 203935]",91,1610612738.0,BOS,cutting,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,3.8,Made,,,,,,,,,,,,,2.0,,,M. Smart,203935.0,1.0
09:17,37,PT09M17.00S,2022-12-11T01:45:19.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,71.30420499342969,76.7156862745098,1610612744,6,2,2022-12-11T01:45:31Z,370000,False,134.0,217.0,1,right,J. Poole 25' 3PT fadeaway (3 PTS),[1629673],3,1610612744.0,GSW,fadeaway,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,25.5,Made,,,,,,,,,,,,,3.0,,,,,
09:02,39,PT09M02.00S,2022-12-11T01:45:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,18.873193166885677,50.49019607843137,1610612738,6,4,2022-12-11T01:47:31Z,390000,False,-2.0,125.0,1,left,M. Smart 12' pullup Jump Shot (2 PTS),[203935],36,1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,12.49,Made,,,,,,,,,,,,,2.0,,,,,
08:56,40,PT08M56.00S,2022-12-11T01:45:40.0Z,1,REGULAR,2pt,Jump Shot,[],202691,93.77463863337714,79.16666666666666,1610612744,6,4,2022-12-11T01:47:45Z,400000,False,146.0,6.0,1,right,MISS K. Thompson 14' pullup Shot,[202691],11,1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,14.59,Missed,,,,,,,,,,,,,,,,,,
08:54,41,PT08M54.00S,2022-12-11T01:45:42.0Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,6,4,2022-12-11T01:45:46Z,410000,False,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Right,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,
08:45,42,PT08M45.00S,2022-12-11T01:45:51.7Z,1,REGULAR,3pt,Jump Shot,[],203935,28.991458607095925,76.22549019607843,1610612738,6,7,2022-12-11T01:45:57Z,420000,False,-131.0,220.0,1,left,M. Smart 25' 3PT  (5 PTS) (B. Griffin 1 AST),"[203935, 201933]",36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.61,Made,,,,,,,,,,,,,5.0,,,B. Griffin,201933.0,1.0
08:29,44,PT08M29.00S,2022-12-11T01:46:06.6Z,1,REGULAR,3pt,Jump Shot,[],1629673,65.91655716162943,47.794117647058826,1610612744,6,7,2022-12-11T01:46:12Z,440000,False,-11.0,268.0,1,right,MISS J. Poole 26' 3PT,[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.81,Missed,,,,,,,,,,,,,,,,,,
08:26,45,PT08M26.00S,2022-12-11T01:46:09.6Z,1,REGULAR,rebound,defensive,[],201933,,,1610612738,6,7,2022-12-11T01:46:12Z,450000,False,,,0,,B. Griffin REBOUND (Off:0 Def:3),[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Center,,,44.0,3.0,3.0,0.0,,,,,,,,,,,,,,
08:21,46,PT08M21.00S,2022-12-11T01:46:15.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,33.85348226018397,37.254901960784316,1610612738,6,7,2022-12-11T01:48:41Z,460000,False,64.0,266.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],0,1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,,
08:17,47,PT08M17.00S,2022-12-11T01:46:19.6Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,6,7,2022-12-11T01:46:21Z,470000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
08:07,48,PT08M07.00S,2022-12-11T01:46:30.4Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612744,6,7,2022-12-11T01:46:42Z,480000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Thompson 2 FT),"[1628369, 202691]",0,1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,1162.0,1.0,0.0,Thompson,202691.0,,,,,,,,,
08:07,50,PT08M07.00S,2022-12-11T01:47:00.9Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,7,7,2022-12-11T01:47:00Z,500000,False,,,0,,K. Thompson Free Throw 1 of 2 (3 PTS),[202691],11,1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
08:07,51,PT08M07.00S,2022-12-11T01:47:18.7Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,8,7,2022-12-11T01:47:18Z,510000,False,,,0,,K. Thompson Free Throw 2 of 2 (4 PTS),[202691],11,1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
07:53,52,PT07M53.00S,2022-12-11T01:47:35.5Z,1,REGULAR,2pt,Layup,[],1629684,9.411957950065702,33.82352941176471,1610612738,8,9,2022-12-11T01:47:44Z,520000,False,81.0,36.0,1,left,G. Williams 8' driving Layup (2 PTS),[1629684],12,1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,8.85,Made,,,,,,,,,,,,,2.0,,,,,
07:43,53,PT07M43.00S,2022-12-11T01:47:44.6Z,1,REGULAR,3pt,Jump Shot,[],1629673,72.09264126149803,15.931372549019606,1610612744,8,9,2022-12-11T02:46:17Z,530000,False,-170.0,210.0,1,right,MISS J. Poole 27' step back 3PT,[1629673],3,1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,27.02,Missed,,,,,,,,,,,,,,,,,,
07:40,54,PT07M40.00S,2022-12-11T01:47:47.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,8,9,2022-12-11T01:47:51Z,540000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,53.0,3.0,3.0,0.0,,,,,,,,,,,,,,
07:37,55,PT07M37.00S,2022-12-11T01:47:51.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,8.754927726675426,42.64705882352941,1610612738,8,9,2022-12-11T01:49:37Z,550000,False,37.0,30.0,1,left,MISS J. Brown running Layup - blocked,"[1627759, 1629673]",7,1610612738.0,BOS,running,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.74,Missed,,,,,,,,,,,,,,Poole,1629673.0,,,
07:37,56,PT07M37.00S,2022-12-11T01:47:51.2Z,1,REGULAR,block,,[],1629673,,,1610612738,8,9,2022-12-11T01:47:53Z,560000,False,,,0,,J. Poole BLOCK (1 BLK),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
