shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
07:35,57,PT07M35.00S,2022-12-11T01:47:53.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,8,9,2022-12-11T01:47:57Z,570000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],11,1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
07:24,58,PT07M24.00S,2022-12-11T01:48:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,90.3580814717477,59.80392156862745,1610612744,8,9,2022-12-11T01:48:13Z,580000,False,49.0,38.0,1,right,MISS D. Green 6' alley-oop Layup,[203110],23,1610612744.0,GSW,alley-oop,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,6.21,Missed,,,,,,,,,,,,,,,,,,
07:19,59,PT07M19.00S,2022-12-11T01:48:10.0Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,8,9,2022-12-11T01:48:13Z,590000,False,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,58.0,4.0,3.0,1.0,,,,,,,,,,,,,,
07:19,60,PT07M19.00S,2022-12-11T01:48:09.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,10,9,2022-12-11T01:48:09Z,600000,False,0.0,0.0,1,right,K. Looney putback Layup (3 PTS),[1626172],5,1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,3.0,,,,,
07:06,61,PT07M06.00S,2022-12-11T01:48:21.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,12.434296977660972,39.950980392156865,1610612738,10,9,2022-12-11T01:48:31Z,610000,False,50.0,64.0,1,left,MISS M. Smart 8' fadeaway Shot,[203935],36,1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Right,8.17,Missed,,,,,,,,,,,,,,,,,,
07:03,62,PT07M03.00S,2022-12-11T01:48:24.5Z,1,REGULAR,rebound,offensive,[],201933,,,1610612738,10,9,2022-12-11T01:49:36Z,620000,False,,,0,,B. Griffin REBOUND (Off:1 Def:3),[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,In The Paint (Non-RA),8-16 Right,,,61.0,4.0,3.0,1.0,,,,,,,,,,,,,,
07:02,63,PT07M02.00S,2022-12-11T01:48:26.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201933,5.590000152587891,50.0,1610612738,10,11,2022-12-11T01:48:26Z,630000,False,0.0,0.0,1,left,B. Griffin tip Layup (4 PTS),[201933],91,1610612738.0,BOS,tip,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,4.0,,,,,
06:48,64,PT06M48.00S,2022-12-11T01:48:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,94.03745072273325,55.88235294117647,1610612744,12,11,2022-12-11T01:48:45Z,640000,False,29.0,4.0,1,right,K. Looney Layup (5 PTS) (K. Thompson 1 AST),"[1626172, 202691]",5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,,,,,,,,5.0,,,K. Thompson,202691.0,1.0
06:27,66,PT06M27.00S,2022-12-11T01:49:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.017739816031538,37.5,1610612738,12,13,2022-12-11T01:49:07Z,660000,False,62.0,32.0,1,left,J. Tatum 7' driving Layup (2 PTS),[1628369],0,1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.04,Made,,,,,,,,,,,,,2.0,,,,,
06:17,67,PT06M17.00S,2022-12-11T01:49:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.40932982917214,62.745098039215684,1610612744,12,13,2022-12-11T01:49:21Z,670000,False,64.0,28.0,1,right,MISS S. Curry 6' driving Layup - blocked,"[201939, 203935]",30,1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,6.97,Missed,,,,,,,,,,,,,,Smart,203935.0,,,
06:17,68,PT06M17.00S,2022-12-11T01:49:11.7Z,1,REGULAR,block,,[],203935,,,1610612744,12,13,2022-12-11T01:49:14Z,680000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
06:17,69,PT06M17.00S,2022-12-11T01:49:11.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,12,13,2022-12-11T01:49:21Z,690000,False,,,0,,TEAM offensive REBOUND,[],,1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,67.0,,,,,,,,,,,,,,,,,
06:17,70,PT06M17.00S,2022-12-11T01:49:19.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,12,13,2022-12-11T01:49:19Z,700000,False,,,0,,GSW Timeout,[],,1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17,72,PT06M17.00S,2022-12-11T01:52:29.2Z,1,REGULAR,substitution,out,[],201933,,,1610612744,12,13,2022-12-11T01:52:41Z,710000,False,,,0,,SUB out: B. Griffin,[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17,73,PT06M17.00S,2022-12-11T01:52:29.2Z,1,REGULAR,substitution,in,[],1628436,,,1610612744,12,13,2022-12-11T01:52:41Z,720000,False,,,0,,SUB in: L. Kornet,[1628436],40,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
06:12,74,PT06M12.00S,2022-12-11T01:52:48.4Z,1,REGULAR,foul,personal,['3freethrow'],1628369,,,1610612744,12,13,2022-12-11T01:52:57Z,730000,False,,,0,,J. Tatum shooting personal FOUL (2 PF) (Poole 3 FT),"[1628369, 1629673]",0,1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,1162.0,2.0,0.0,Poole,1629673.0,,,,,,,,,
06:12,76,PT06M12.00S,2022-12-11T01:53:12.0Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1629673,,,1610612744,13,13,2022-12-11T01:53:12Z,750000,False,,,0,,J. Poole Free Throw 1 of 3 (4 PTS),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
06:12,77,PT06M12.00S,2022-12-11T01:53:40.9Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1629673,,,1610612744,14,13,2022-12-11T01:53:40Z,760000,False,,,0,,J. Poole Free Throw 2 of 3 (5 PTS),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
06:12,78,PT06M12.00S,2022-12-11T01:53:41.4Z,1,REGULAR,substitution,out,[],1628369,,,1610612744,14,13,2022-12-11T01:53:44Z,770000,False,,,0,,SUB out: J. Tatum,[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
06:12,79,PT06M12.00S,2022-12-11T01:53:41.4Z,1,REGULAR,substitution,in,[],1627763,,,1610612744,14,13,2022-12-11T01:53:44Z,780000,False,,,0,,SUB in: M. Brogdon,[1627763],13,1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
06:12,80,PT06M12.00S,2022-12-11T01:53:59.9Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1629673,,,1610612744,15,13,2022-12-11T01:53:59Z,790000,False,,,0,,J. Poole Free Throw 3 of 3 (6 PTS),[1629673],3,1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
