actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-26T01:07:57.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-26T01:07:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-12-26T01:07:59.2Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2022-12-26T01:07:59Z,40000,False,,,0,,Jump Ball S. Adams vs. K. Looney: Tip to J. Morant,"[1629630, 203500, 1626172]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Adams,203500.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2022-12-26T01:08:09.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628991,91.67214191852825,58.333333333333336,1610612763,0,2,2022-12-26T01:08:13Z,70000,False,42.0,26.0,1,right,J. Jackson Jr. alley-oop DUNK (2 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,alley-oop,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,2.0,J. Morant,1629630.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2022-12-26T01:08:22.6Z,1,REGULAR,3pt,Jump Shot,[],202691,8.229303547963205,1.9607843137254901,1610612744,0,2,2022-12-26T01:08:29Z,90000,False,240.0,25.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2022-12-26T01:08:25.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,0,2,2022-12-26T01:08:25Z,100000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Right Corner 3,24+ Right,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M30.00S,2022-12-26T01:08:26.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,31.61957950065703,63.725490196078425,1610612744,3,2,2022-12-26T01:08:30Z,110000,False,-69.0,245.0,1,left,D. DiVincenzo 25' 3PT  (3 PTS) (K. Looney 1 AST),"[1628978, 1626172]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,25.41,Made,3.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
13,PT11M11.00S,2022-12-26T01:08:45.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,81.94809461235218,58.57843137254902,1610612763,3,2,2022-12-26T01:09:53Z,130000,False,43.0,117.0,1,right,MISS D. Brooks 12' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,12.48,Missed,,,,,,,,,,,,,,,,,,
14,PT11M07.00S,2022-12-26T01:08:49.6Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,3,2,2022-12-26T01:08:50Z,140000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT11M02.00S,2022-12-26T01:08:53.8Z,1,REGULAR,2pt,Jump Shot,[],1629673,6.176084099868594,9.336703431372548,1610612744,5,2,2022-12-26T01:10:42Z,150000,False,203.0,6.0,1,left,J. Poole 20' step back Jump Shot (2 PTS) (D. DiVincenzo 1 AST),"[1629673, 1628978]",1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right,20.34,Made,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,,
17,PT10M44.00S,2022-12-26T01:09:13.4Z,1,REGULAR,foul,personal,['2freethrow'],202691,,,1610612763,5,2,2022-12-26T01:09:24Z,170000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Bane 2 FT),"[202691, 1630217]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1179.0,1.0,0.0,Bane,1630217.0,,,,,
