actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
175,PT12M00.00S,2023-03-29T02:34:21.0Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612744,25,36,2023-03-29T02:34:36Z,1700000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-03-29T02:34:46.8Z,2,REGULAR,period,start,[],0,,,1610612744,25,36,2023-03-29T02:34:46Z,1710000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M44.00S,2023-03-29T02:35:01.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,6.258212877792378,56.372549019607845,1610612744,27,36,2023-03-29T02:35:05Z,1720000,False,-32.0,6.0,1,left,D. Green cutting Layup (4 PTS) (S. Curry 2 AST),"[203110, 201939]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,3.25,Made,4.0,,,,,,,S. Curry,201939.0,2.0,,,,,
179,PT11M29.00S,2023-03-29T02:35:24.8Z,2,REGULAR,turnover,3-second-violation,[],202685,,,1610612740,27,36,2023-03-29T02:37:31Z,1740000,False,,,0,,J. Valanciunas 3-second-violation TURNOVER (2 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,,,,,,201246.0,,,,
180,PT11M19.00S,2023-03-29T02:35:41.9Z,2,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,27,36,2023-03-29T02:35:48Z,1750000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,,,2530.0,,,,
181,PT11M00.00S,2023-03-29T02:36:09.8Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612740,27,36,2023-03-29T02:36:16Z,1760000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[203110, 202685]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Valanciunas,202685.0
183,PT11M00.00S,2023-03-29T02:36:39.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],202685,,,1610612740,27,36,2023-03-29T02:36:39Z,1780000,False,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
184,PT11M00.00S,2023-03-29T02:36:39.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,27,36,2023-03-29T02:36:39Z,1790000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,183.0,,,,,,,,,,,
185,PT11M00.00S,2023-03-29T02:37:06.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],202685,,,1610612740,27,37,2023-03-29T02:37:06Z,1800000,False,,,0,,J. Valanciunas Free Throw 2 of 2 (5 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
186,PT11M00.00S,2023-03-29T02:37:14.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,27,37,2023-03-29T02:37:14Z,1810000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M44.00S,2023-03-29T02:40:58.0Z,2,REGULAR,3pt,Jump Shot,[],201939,36.08738501971091,56.61764705882353,1610612744,27,37,2023-03-29T02:41:17Z,1820000,False,-33.0,287.0,1,left,MISS S. Curry 28' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,28.86,Missed,,,,,,,,,,,,,,,
188,PT10M42.00S,2023-03-29T02:41:00.0Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612740,27,37,2023-03-29T02:58:03Z,1830000,False,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,,,,,,187.0,2.0,2.0,0.0,,,,,,,,
189,PT10M29.00S,2023-03-29T02:41:12.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,87.07293035479631,36.27450980392157,1610612740,27,37,2023-03-29T02:41:22Z,1840000,False,-69.0,69.0,1,right,MISS N. Marshall 9' floating Shot,[1630230],1610612740.0,NOP,floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Left,,,,9.73,Missed,,,,,,,,,,,,,,,
190,PT10M26.00S,2023-03-29T02:41:15.8Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,27,37,2023-03-29T02:41:22Z,1850000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,189.0,5.0,4.0,1.0,,,,,,,,
191,PT10M20.00S,2023-03-29T02:41:22.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203468,86.94152431011827,72.30392156862744,1610612740,27,39,2023-03-29T02:42:22Z,1860000,False,112.0,70.0,1,right,C. McCollum 13' pullup Jump Shot (7 PTS) (J. Valanciunas 3 AST),"[203468, 202685]",1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,,,,13.18,Made,7.0,,,,,,,J. Valanciunas,202685.0,3.0,,,,,
195,PT09M58.00S,2023-03-29T02:42:12.8Z,2,REGULAR,2pt,Jump Shot,[],203110,25.04927726675427,39.950980392156865,1610612744,27,39,2023-03-29T02:42:17Z,1890000,False,50.0,183.0,1,left,MISS D. Green 18' Jump Shot,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Center,,,,18.98,Missed,,,,,,,,,,,,,,,
196,PT09M56.00S,2023-03-29T02:42:14.8Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612740,27,39,2023-03-29T02:42:44Z,1900000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Center,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,
197,PT09M42.00S,2023-03-29T02:42:28.4Z,2,REGULAR,turnover,lost ball,[],202685,,,1610612740,27,39,2023-03-29T02:42:32Z,1910000,False,,,0,,J. Valanciunas lost ball TURNOVER (3 TO),"[202685, 201939]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,3.0,Curry,201939.0,,,,,,,,,,,,,,,,,
198,PT09M42.00S,2023-03-29T02:42:28.4Z,2,REGULAR,steal,,[],201939,,,1610612744,27,39,2023-03-29T02:42:29Z,1920000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
199,PT09M33.00S,2023-03-29T02:42:37.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,8.09789750328515,53.67647058823529,1610612744,29,39,2023-03-29T02:42:40Z,1930000,False,-18.0,24.0,1,left,D. Green cutting Layup (6 PTS) (J. Poole 1 AST),"[203110, 1629673]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,2.99,Made,6.0,,,,,,,J. Poole,1629673.0,1.0,,,,,
201,PT09M10.00S,2023-03-29T02:43:00.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,91.80354796320631,40.931372549019606,1610612740,29,41,2023-03-29T02:43:10Z,1950000,False,-45.0,25.0,1,right,J. Valanciunas turnaround Hook (7 PTS),[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,5.15,Made,7.0,,,,,,,,,,,,,,
202,PT09M00.00S,2023-03-29T02:43:12.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.966491458607096,59.80392156862745,1610612744,31,41,2023-03-29T02:43:17Z,1960000,False,-49.0,22.0,1,left,S. Curry driving Layup (11 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,5.39,Made,11.0,,,,,,,,,,,,,,
203,PT09M00.00S,2023-03-29T02:43:15.1Z,2,REGULAR,foul,personal,['1freethrow'],202685,,,1610612744,31,41,2023-03-29T02:43:32Z,1970000,False,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Curry 1 FT),"[202685, 201939]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Curry,201939.0
205,PT09M00.00S,2023-03-29T02:43:29.9Z,2,REGULAR,substitution,out,[],202685,,,1610612744,31,41,2023-03-29T02:44:15Z,1990000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M00.00S,2023-03-29T02:43:29.9Z,2,REGULAR,substitution,in,[],1626204,,,1610612744,31,41,2023-03-29T02:44:15Z,2000000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M00.00S,2023-03-29T02:43:45.5Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,32,41,2023-03-29T02:43:45Z,2010000,False,,,0,,S. Curry Free Throw 1 of 1 (12 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
208,PT08M40.00S,2023-03-29T02:44:07.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,86.5473061760841,39.21568627450981,1610612740,32,41,2023-03-29T02:44:16Z,2020000,False,-54.0,74.0,1,right,MISS C. McCollum 9' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,,,,9.15,Missed,,,,,,,,,,,,,,,
209,PT08M32.00S,2023-03-29T02:44:15.5Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,32,41,2023-03-29T03:17:08Z,2030000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,208.0,2.0,1.0,1.0,,,,,,,,
210,PT08M29.00S,2023-03-29T02:44:18.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630530,81.02825229960578,22.058823529411764,1610612740,32,43,2023-03-29T02:44:22Z,2040000,False,-140.0,126.0,1,right,T. Murphy III 18' pullup Jump Shot (8 PTS) (N. Marshall 2 AST),"[1630530, 1630230]",1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,,,,18.8,Made,8.0,,,,,,,N. Marshall,1630230.0,2.0,,,,,
212,PT08M15.00S,2023-03-29T02:44:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,12.565703022339028,43.38235294117647,1610612744,32,43,2023-03-29T02:44:37Z,2060000,False,33.0,66.0,1,left,MISS S. Curry 7' cutting finger roll Layup - blocked,"[201939, 1630530]",1610612744.0,GSW,cutting finger roll,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,7.35,Missed,,Murphy III,1630530.0,,,,,,,,,,,,
213,PT08M15.00S,2023-03-29T02:44:32.1Z,2,REGULAR,block,,[],1630530,,,1610612744,32,43,2023-03-29T02:44:35Z,2070000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT08M11.00S,2023-03-29T02:44:36.1Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,32,43,2023-03-29T02:44:37Z,2080000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,212.0,3.0,2.0,1.0,,,,,,,,
267,PT08M07.00S,2023-03-29T02:44:36.5Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612740,32,43,2023-03-29T02:53:12Z,2085000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1629673]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,1.0,Poole,1629673.0,,,,,,,,,,,,,,,,,
268,PT08M07.00S,2023-03-29T02:44:36.5Z,2,REGULAR,steal,,[],1629673,,,1610612744,32,43,2023-03-29T02:53:12Z,2087500,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
217,PT07M55.00S,2023-03-29T02:44:56.3Z,2,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612744,32,43,2023-03-29T02:45:25Z,2110000,False,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Poole 2 FT),"[1630530, 1629673]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Poole,1629673.0
219,PT07M55.00S,2023-03-29T02:45:37.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629673,,,1610612744,33,43,2023-03-29T02:53:15Z,2130000,False,,,0,,J. Poole Free Throw 1 of 2 (3 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
220,PT07M55.00S,2023-03-29T02:45:55.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629673,,,1610612744,34,43,2023-03-29T02:53:15Z,2140000,False,,,0,,J. Poole Free Throw 2 of 2 (4 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
221,PT07M32.00S,2023-03-29T02:46:19.3Z,2,REGULAR,turnover,lost ball,[],203468,,,1610612740,34,43,2023-03-29T02:46:22Z,2150000,False,,,0,,C. McCollum lost ball TURNOVER (1 TO),"[203468, 203110]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,1.0,Green,203110.0,,,,,,,,,,,,,,,,,
222,PT07M32.00S,2023-03-29T02:46:19.3Z,2,REGULAR,steal,,[],203110,,,1610612744,34,43,2023-03-29T03:56:34Z,2160000,False,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
223,PT07M26.00S,2023-03-29T02:46:24.6Z,2,REGULAR,turnover,lost ball,[],1629673,,,1610612744,34,43,2023-03-29T02:46:29Z,2170000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1626204]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,1.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
224,PT07M26.00S,2023-03-29T02:46:24.6Z,2,REGULAR,steal,,[],1626204,,,1610612740,34,43,2023-03-29T02:46:25Z,2180000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
225,PT07M23.00S,2023-03-29T02:46:27.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630530,72.35545335085413,17.892156862745097,1610612740,34,46,2023-03-29T02:47:11Z,2190000,False,-161.0,207.0,1,right,T. Murphy III 26' 3PT running pullup (11 PTS),[1630530],1610612740.0,NOP,running pullup,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,26.22,Made,11.0,,,,,,,,,,,,,,
226,PT07M11.00S,2023-03-29T02:46:44.5Z,2,REGULAR,foul,personal,[],1630230,,,1610612744,34,46,2023-03-29T02:46:55Z,2200000,False,,,0,,N. Marshall personal FOUL (1 PF),"[1630230, 1630228]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Kuminga,1630228.0
228,PT07M11.00S,2023-03-29T02:46:51.0Z,2,REGULAR,substitution,out,[],203110,,,1610612744,34,46,2023-03-29T02:46:56Z,2220000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M11.00S,2023-03-29T02:46:51.0Z,2,REGULAR,substitution,out,[],201939,,,1610612744,34,46,2023-03-29T02:46:56Z,2230000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M11.00S,2023-03-29T02:46:51.0Z,2,REGULAR,substitution,in,[],202691,,,1610612744,34,46,2023-03-29T02:46:56Z,2240000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M11.00S,2023-03-29T02:46:51.0Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,34,46,2023-03-29T02:46:56Z,2250000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M11.00S,2023-03-29T02:47:11.1Z,2,REGULAR,substitution,out,[],1630530,,,1610612744,34,46,2023-03-29T02:47:16Z,2260000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M11.00S,2023-03-29T02:47:11.1Z,2,REGULAR,substitution,in,[],1627742,,,1610612744,34,46,2023-03-29T02:47:16Z,2270000,False,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M05.00S,2023-03-29T02:47:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,8.492115637319317,59.80392156862745,1610612744,36,46,2023-03-29T02:47:36Z,2280000,False,-49.0,27.0,1,left,J. Poole alley-oop Layup (6 PTS) (A. Lamb 1 AST),"[1629673, 1630237]",1610612744.0,GSW,alley-oop,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,5.61,Made,6.0,,,,,,,A. Lamb,1630237.0,1.0,,,,,
236,PT06M45.00S,2023-03-29T02:47:50.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,83.65637319316689,41.66666666666667,1610612740,36,48,2023-03-29T02:47:55Z,2300000,False,-42.0,101.0,1,right,N. Marshall 10' driving floating Jump Shot (2 PTS) (C. McCollum 3 AST),"[1630230, 203468]",1610612740.0,NOP,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,10.94,Made,2.0,,,,,,,C. McCollum,203468.0,3.0,,,,,
238,PT06M30.00S,2023-03-29T02:48:06.5Z,2,REGULAR,3pt,Jump Shot,[],1629673,27.54599211563732,82.35294117647058,1610612744,36,48,2023-03-29T02:49:16Z,2320000,False,-162.0,206.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,26.23,Missed,,,,,,,,,,,,,,,
239,PT06M27.00S,2023-03-29T02:48:09.5Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,36,48,2023-03-29T02:48:11Z,2330000,False,,,0,,B. Ingram REBOUND (Off:2 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,,,,,,,238.0,5.0,3.0,2.0,,,,,,,,
240,PT06M19.00S,2023-03-29T02:48:17.6Z,2,REGULAR,2pt,Jump Shot,[],1627742,74.85216819973719,46.81372549019608,1610612740,36,48,2023-03-29T02:48:23Z,2340000,False,-16.0,184.0,1,right,MISS B. Ingram 18' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,,18.46,Missed,,,,,,,,,,,,,,,
241,PT06M17.00S,2023-03-29T02:48:19.6Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,36,48,2023-03-29T02:48:43Z,2350000,False,,,0,,L. Nance Jr. REBOUND (Off:2 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,240.0,4.0,2.0,2.0,,,,,,,,
242,PT06M15.00S,2023-03-29T02:48:21.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,94.40999984741211,50.0,1610612740,36,50,2023-03-29T02:48:21Z,2360000,False,0.0,0.0,1,right,L. Nance Jr. tip Layup (4 PTS),[1626204],1610612740.0,NOP,tip,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Left,,,,0.0,Made,4.0,,,,,,,,,,,,,,
243,PT06M00.00S,2023-03-29T02:48:37.1Z,2,REGULAR,3pt,Jump Shot,[],1630228,10.33180026281209,5.147058823529411,1610612744,39,50,2023-03-29T02:48:41Z,2370000,False,224.0,45.0,1,left,J. Kuminga 3PT  (5 PTS) (A. Lamb 2 AST),"[1630228, 1630237]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Right Corner 3,24+ Right,,,,22.87,Made,5.0,,,,,,,A. Lamb,1630237.0,2.0,,,,,
245,PT05M32.00S,2023-03-29T02:49:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,89.70105124835742,39.950980392156865,1610612740,39,50,2023-03-29T02:49:09Z,2390000,False,-50.0,44.0,1,right,MISS B. Ingram 6' driving Layup - blocked,"[1627742, 1626172]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,,,,6.7,Missed,,Looney,1626172.0,,,,,,,,,,,,
246,PT05M32.00S,2023-03-29T02:49:04.7Z,2,REGULAR,block,,[],1626172,,,1610612740,39,50,2023-03-29T02:49:07Z,2400000,False,,,0,,K. Looney BLOCK (1 BLK),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
247,PT05M29.00S,2023-03-29T02:49:07.7Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,39,50,2023-03-29T02:49:09Z,2410000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,245.0,1.0,1.0,0.0,,,,,,,,
248,PT05M20.00S,2023-03-29T02:49:19.2Z,2,REGULAR,foul,personal,[],1626204,,,1610612744,39,50,2023-03-29T02:49:41Z,2420000,False,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 1626172]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Looney,1626172.0
250,PT05M20.00S,2023-03-29T02:49:27.0Z,2,REGULAR,substitution,out,[],1630237,,,1610612744,39,50,2023-03-29T02:49:35Z,2440000,False,,,0,,SUB out: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M20.00S,2023-03-29T02:49:27.0Z,2,REGULAR,substitution,out,[],1626196,,,1610612744,39,50,2023-03-29T02:49:35Z,2450000,False,,,0,,SUB out: J. Richardson,[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M20.00S,2023-03-29T02:49:27.0Z,2,REGULAR,substitution,out,[],203468,,,1610612744,39,50,2023-03-29T02:49:35Z,2460000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M20.00S,2023-03-29T02:49:27.0Z,2,REGULAR,substitution,in,[],1628978,,,1610612744,39,50,2023-03-29T02:49:35Z,2470000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M20.00S,2023-03-29T02:49:27.0Z,2,REGULAR,substitution,in,[],1630700,,,1610612744,39,50,2023-03-29T02:49:35Z,2480000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M20.00S,2023-03-29T02:49:27.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612744,39,50,2023-03-29T02:49:35Z,2490000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M17.00S,2023-03-29T02:49:47.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612744,39,50,2023-03-29T02:49:53Z,2500000,False,,,0,,D. Daniels personal FOUL (2 PF) (Looney 2 FT),"[1630700, 1626172]",1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Looney,1626172.0
258,PT05M17.00S,2023-03-29T02:50:15.8Z,2,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,40,50,2023-03-29T02:50:15Z,2520000,False,,,0,,K. Looney Free Throw 1 of 2 (1 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
259,PT05M17.00S,2023-03-29T02:50:32.6Z,2,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,41,50,2023-03-29T02:50:32Z,2530000,False,,,0,,K. Looney Free Throw 2 of 2 (2 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
