actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
172,PT12M00.00S,2023-01-28T03:36:38.5Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,34,36,2023-01-28T03:37:05Z,1700000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-01-28T03:36:38.5Z,2,REGULAR,substitution,in,['startperiod'],203210,,,1610612761,34,36,2023-01-28T03:37:05Z,1710000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-01-28T03:36:38.5Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612761,34,36,2023-01-28T03:37:05Z,1720000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-01-28T03:36:38.5Z,2,REGULAR,substitution,in,['startperiod'],1630567,,,1610612761,34,36,2023-01-28T03:37:05Z,1730000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-01-28T03:37:13.1Z,2,REGULAR,period,start,[],0,,,1610612761,34,36,2023-01-28T03:37:13Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M43.00S,2023-01-28T03:37:29.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,7.440867279894875,39.21568627450981,1610612761,34,38,2023-01-28T03:37:35Z,1750000,False,54.0,17.0,1,left,P. Achiuwa alley-oop DUNK (4 PTS) (S. Barnes 4 AST),"[1630173, 1630567]",1610612761.0,TOR,alley-oop,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,5.66,Made,4.0,,,,,,S. Barnes,1630567.0,4.0,,,,,,
180,PT11M25.00S,2023-01-28T03:38:03.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,88.91261498028909,59.31372549019608,1610612744,34,38,2023-01-28T03:38:12Z,1780000,False,47.0,52.0,1,right,MISS D. DiVincenzo 6' floating Shot,[1628978],1610612744.0,GSW,floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,6.96,Missed,,,,,,,,,,,,,,,
181,PT11M23.00S,2023-01-28T03:38:05.0Z,2,REGULAR,rebound,offensive,[],203210,,,1610612744,34,38,2023-01-28T03:38:28Z,1790000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,180.0,1.0,0.0,1.0,,,,,,,,,
182,PT11M22.00S,2023-01-28T03:38:06.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203210,88.51839684625493,3.9215686274509802,1610612744,34,38,2023-01-28T03:38:15Z,1800000,False,-230.0,55.0,1,right,MISS J. Green 3PT - blocked,"[203210, 1628449]",1610612744.0,GSW,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,23.7,Missed,,,,,,,,,,,,,,Boucher,1628449.0
183,PT11M22.00S,2023-01-28T03:38:06.1Z,2,REGULAR,block,,[],1628449,,,1610612744,34,38,2023-01-28T03:38:08Z,1810000,False,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
184,PT11M22.00S,2023-01-28T03:38:06.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,34,38,2023-01-28T03:38:15Z,1820000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,182.0,,,,,,,,,,,,
186,PT11M19.00S,2023-01-28T03:38:34.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630237,75.64060446780552,8.823529411764707,1610612744,34,38,2023-01-28T03:38:40Z,1840000,False,-206.0,176.0,1,right,MISS A. Lamb 27' pullup 3PT,[1630237],1610612744.0,GSW,pullup,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Left Center,,,,27.12,Missed,,,,,,,,,,,,,,,
187,PT11M16.00S,2023-01-28T03:38:37.8Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,34,38,2023-01-28T03:38:40Z,1850000,False,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,,,,186.0,3.0,3.0,0.0,,,,,,,,,
188,PT11M01.00S,2023-01-28T03:38:53.0Z,2,REGULAR,3pt,Jump Shot,[],1630173,5.075558475689881,95.58823529411765,1610612761,34,38,2023-01-28T03:38:58Z,1860000,False,-228.0,-5.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,22.8,Missed,,,,,,,,,,,,,,,
189,PT10M58.00S,2023-01-28T03:38:56.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,34,38,2023-01-28T03:38:58Z,1870000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,188.0,,,,,,,,,,,,
191,PT10M48.00S,2023-01-28T03:39:12.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630237,86.5473061760841,57.107843137254896,1610612744,36,38,2023-01-28T03:39:32Z,1890000,False,36.0,74.0,1,right,A. Lamb 8' turnaround fadeaway Jump Shot (2 PTS),[1630237],1610612744.0,GSW,turnaround fadeaway,,,Lamb,A. Lamb,,,,,In The Paint (Non-RA),8-16 Center,,,,8.21,Made,2.0,,,,,,,,,,,,,,
192,PT10M29.00S,2023-01-28T03:39:31.1Z,2,REGULAR,3pt,Jump Shot,[],1628384,33.590670170827856,38.48039215686275,1610612761,36,38,2023-01-28T03:39:36Z,1900000,False,58.0,263.0,1,left,MISS O. Anunoby 26' pullup 3PT,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,26.95,Missed,,,,,,,,,,,,,,,
193,PT10M27.00S,2023-01-28T03:39:33.1Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,36,38,2023-01-28T03:39:52Z,1910000,False,,,0,,C. Boucher REBOUND (Off:1 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,,,,,192.0,4.0,3.0,1.0,,,,,,,,,
194,PT10M26.00S,2023-01-28T03:39:35.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,5.590000152587891,50.0,1610612761,36,38,2023-01-28T03:40:19Z,1920000,False,0.0,0.0,1,left,MISS C. Boucher putback Layup,[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
195,PT10M25.00S,2023-01-28T03:39:36.3Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612744,36,38,2023-01-28T03:40:19Z,1930000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,
196,PT10M13.00S,2023-01-28T03:39:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203210,90.62089356110381,50.0,1610612744,38,38,2023-01-28T03:39:51Z,1940000,False,0.0,36.0,1,right,J. Green cutting Layup (8 PTS) (D. DiVincenzo 3 AST),"[203210, 1628978]",1610612744.0,GSW,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,3.57,Made,8.0,,,,,,D. DiVincenzo,1628978.0,3.0,,,,,,
198,PT09M50.00S,2023-01-28T03:40:09.5Z,2,REGULAR,3pt,Jump Shot,[],1630567,23.603810775295663,91.66666666666666,1610612761,38,41,2023-01-28T03:40:14Z,1960000,False,-208.0,169.0,1,left,S. Barnes 26' 3PT step back (12 PTS),[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,26.85,Made,12.0,,,,,,,,,,,,,,
199,PT09M35.00S,2023-01-28T03:40:25.1Z,2,REGULAR,3pt,Jump Shot,[],1628978,81.2910643889619,6.61764705882353,1610612744,38,41,2023-01-28T03:40:30Z,1970000,False,-217.0,123.0,1,right,MISS D. DiVincenzo 24' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,24.95,Missed,,,,,,,,,,,,,,,
200,PT09M31.00S,2023-01-28T03:40:29.1Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,38,41,2023-01-28T03:40:30Z,1980000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,199.0,5.0,3.0,2.0,,,,,,,,,
201,PT09M20.00S,2023-01-28T03:40:42.0Z,2,REGULAR,foul,personal,['2freethrow'],203210,,,1610612761,38,41,2023-01-28T03:41:15Z,1990000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Anunoby 2 FT),"[203210, 1628384]",1610612744.0,GSW,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,1.0,0.0,Anunoby,1628384.0,,
203,PT09M20.00S,2023-01-28T03:41:39.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,38,41,2023-01-28T03:41:41Z,2010000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M20.00S,2023-01-28T03:44:00.4Z,2,REGULAR,substitution,out,[],1630237,,,1610612761,38,41,2023-01-28T03:44:14Z,2020000,False,,,0,,SUB out: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M20.00S,2023-01-28T03:44:00.4Z,2,REGULAR,substitution,out,[],203210,,,1610612761,38,41,2023-01-28T03:44:14Z,2030000,False,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M20.00S,2023-01-28T03:44:00.4Z,2,REGULAR,substitution,in,[],202691,,,1610612761,38,41,2023-01-28T03:44:14Z,2040000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M20.00S,2023-01-28T03:44:00.4Z,2,REGULAR,substitution,in,[],1630228,,,1610612761,38,41,2023-01-28T03:44:14Z,2050000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M20.00S,2023-01-28T03:44:41.8Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,38,42,2023-01-28T03:44:58Z,2060000,False,,,0,,O. Anunoby Free Throw 1 of 2 (1 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
209,PT09M20.00S,2023-01-28T03:44:41.8Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,38,42,2023-01-28T03:44:58Z,2070000,False,,,0,,MISS O. Anunoby Free Throw 2 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
210,PT09M18.00S,2023-01-28T03:44:43.8Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,38,42,2023-01-28T03:44:58Z,2080000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,209.0,3.0,3.0,0.0,,,,,,,,,
211,PT09M18.00S,2023-01-28T03:45:00.1Z,2,REGULAR,foul,personal,[],1627823,,,1610612744,38,42,2023-01-28T03:45:09Z,2090000,False,,,0,,J. Hernangomez personal FOUL (1 PF),"[1627823, 203110]",1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Mid-Range,8-16 Right,,,,,,,201638.0,,,,,,,,1.0,0.0,Green,203110.0,,
213,PT09M18.00S,2023-01-28T03:45:09.8Z,2,REGULAR,substitution,out,[],1628384,,,1610612744,38,42,2023-01-28T03:45:18Z,2110000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M18.00S,2023-01-28T03:45:09.8Z,2,REGULAR,substitution,in,[],1627783,,,1610612744,38,42,2023-01-28T03:45:18Z,2120000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M08.00S,2023-01-28T03:45:35.6Z,2,REGULAR,foul,personal,['2freethrow'],1627823,,,1610612744,38,42,2023-01-28T03:45:41Z,2130000,False,,,0,,J. Hernangomez shooting personal FOUL (2 PF) (Kuminga 2 FT),"[1627823, 1630228]",1610612761.0,TOR,shooting,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,2.0,0.0,Kuminga,1630228.0,,
217,PT09M08.00S,2023-01-28T03:46:01.4Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,38,42,2023-01-28T03:46:01Z,2150000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
218,PT09M08.00S,2023-01-28T03:46:01.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,38,42,2023-01-28T03:46:01Z,2160000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,217.0,,,,,,,,,,,,
219,PT09M08.00S,2023-01-28T03:46:15.3Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,39,42,2023-01-28T03:46:15Z,2170000,False,,,0,,J. Kuminga Free Throw 2 of 2 (1 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
220,PT08M46.00S,2023-01-28T03:46:42.2Z,2,REGULAR,3pt,Jump Shot,[],1627783,31.488173455978973,63.48039215686274,1610612761,39,42,2023-01-28T03:46:49Z,2180000,False,-67.0,243.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,25.27,Missed,,,,,,,,,,,,,,,
221,PT08M43.00S,2023-01-28T03:46:45.2Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,39,42,2023-01-28T04:10:19Z,2190000,False,,,0,,C. Boucher REBOUND (Off:2 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,,,,,220.0,5.0,3.0,2.0,,,,,,,,,
351,PT08M43.00S,2023-01-28T03:46:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,9.986859395532194,50.02297794117647,1610612761,39,42,2023-01-28T04:10:56Z,2195000,False,0.0,41.0,1,left,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,4.14,Missed,,,,,,,,,,,,,,,
352,PT08M42.00S,2023-01-28T03:46:55.4Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,39,42,2023-01-28T04:10:56Z,2197500,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,,351.0,4.0,4.0,0.0,,,,,,,,,
222,PT08M23.00S,2023-01-28T03:47:06.6Z,2,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,39,42,2023-01-28T03:47:17Z,2200000,False,,,0,,J. Kuminga bad pass out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,bad pass,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,202041.0,,,,,,,,,,,,,
223,PT08M07.00S,2023-01-28T03:47:27.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,17.0335085413929,42.8921568627451,1610612761,39,44,2023-01-28T03:47:35Z,2210000,False,36.0,108.0,1,left,P. Siakam 11' fadeaway Jump Shot (5 PTS),[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,11.33,Made,5.0,,,,,,,,,,,,,,
224,PT07M48.00S,2023-01-28T03:47:45.7Z,2,REGULAR,3pt,Jump Shot,[],1629673,80.23981603153744,6.862745098039216,1610612744,39,44,2023-01-28T03:47:51Z,2220000,False,-216.0,133.0,1,right,MISS J. Poole 25' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,25.35,Missed,,,,,,,,,,,,,,,
225,PT07M45.00S,2023-01-28T03:47:48.7Z,2,REGULAR,rebound,defensive,[],1627823,,,1610612761,39,44,2023-01-28T03:47:51Z,2230000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:2),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Left Center,,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,
226,PT07M35.00S,2023-01-28T03:47:58.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,15.588042049934298,45.83333333333333,1610612761,39,44,2023-01-28T03:48:04Z,2240000,False,21.0,94.0,1,left,MISS P. Siakam 9' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,9.63,Missed,,,,,,,,,,,,,,,
227,PT07M33.00S,2023-01-28T03:48:00.1Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,39,44,2023-01-28T03:48:04Z,2250000,False,,,0,,P. Achiuwa REBOUND (Off:3 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,226.0,6.0,3.0,3.0,,,,,,,,,
228,PT07M33.00S,2023-01-28T03:48:02.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.590000152587891,50.0,1610612761,39,46,2023-01-28T03:48:02Z,2260000,False,0.0,0.0,1,left,P. Achiuwa putback Layup (6 PTS),[1630173],1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,0.0,Made,6.0,,,,,,,,,,,,,,
229,PT07M33.00S,2023-01-28T03:48:03.5Z,2,REGULAR,foul,personal,['1freethrow'],1628978,,,1610612761,39,46,2023-01-28T03:48:20Z,2270000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Achiuwa 1 FT),"[1628978, 1630173]",1610612744.0,GSW,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,
231,PT07M33.00S,2023-01-28T03:48:16.6Z,2,REGULAR,substitution,out,[],203110,,,1610612761,39,46,2023-01-28T03:48:19Z,2290000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M33.00S,2023-01-28T03:48:16.6Z,2,REGULAR,substitution,in,[],1626172,,,1610612761,39,46,2023-01-28T03:48:19Z,2300000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M33.00S,2023-01-28T03:48:30.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630173,,,1610612761,39,46,2023-01-28T03:48:34Z,2310000,False,,,0,,MISS P. Achiuwa Free Throw 1 of 1,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
234,PT07M31.00S,2023-01-28T03:48:32.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,39,46,2023-01-28T03:48:34Z,2320000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,,,
236,PT07M07.00S,2023-01-28T03:49:05.8Z,2,REGULAR,3pt,Jump Shot,[],1629673,62.10578186596584,54.166666666666664,1610612744,42,46,2023-01-28T03:49:10Z,2340000,False,21.0,304.0,1,right,J. Poole 30' 3PT pullup (3 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,30.44,Made,3.0,,,,,,,,,,,,,,
238,PT06M52.00S,2023-01-28T03:49:23.9Z,2,REGULAR,substitution,out,[],1628978,,,1610612761,42,46,2023-01-28T03:49:39Z,2360000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M52.00S,2023-01-28T03:49:23.9Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,42,46,2023-01-28T03:49:39Z,2370000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M52.00S,2023-01-28T03:49:23.9Z,2,REGULAR,substitution,out,[],1627823,,,1610612761,42,46,2023-01-28T03:49:39Z,2380000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M52.00S,2023-01-28T03:49:23.9Z,2,REGULAR,substitution,in,[],201939,,,1610612761,42,46,2023-01-28T03:49:39Z,2390000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M52.00S,2023-01-28T03:49:23.9Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,42,46,2023-01-28T03:49:39Z,2400000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M52.00S,2023-01-28T03:49:23.9Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,42,46,2023-01-28T03:49:39Z,2410000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M46.00S,2023-01-28T03:49:48.2Z,2,REGULAR,2pt,Jump Shot,[],1627783,10.988830486202366,32.1078431372549,1610612761,42,46,2023-01-28T03:49:52Z,2420000,False,89.0,51.0,1,left,MISS P. Siakam 10' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,10.29,Missed,,,,,,,,,,,,,,,
245,PT06M44.00S,2023-01-28T03:49:50.2Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,42,46,2023-01-28T03:49:52Z,2430000,False,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,244.0,3.0,3.0,0.0,,,,,,,,,
246,PT06M40.00S,2023-01-28T03:49:54.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202691,72.88107752956637,13.725490196078432,1610612744,42,46,2023-01-28T03:50:36Z,2440000,False,-181.0,202.0,1,right,MISS K. Thompson 27' running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,27.18,Missed,,,,,,,,,,,,,,,
247,PT06M37.00S,2023-01-28T03:49:57.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,42,46,2023-01-28T03:50:00Z,2450000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,246.0,3.0,2.0,1.0,,,,,,,,,
248,PT06M32.00S,2023-01-28T03:50:02.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,7.440867279894875,38.23529411764706,1610612761,42,46,2023-01-28T03:50:14Z,2460000,False,59.0,17.0,1,left,MISS F. VanVleet 6' running Layup,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,6.13,Missed,,,,,,,,,,,,,,,
249,PT06M32.00S,2023-01-28T03:50:02.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,42,46,2023-01-28T03:50:14Z,2470000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,248.0,,,,,,,,,,,,
250,PT06M32.00S,2023-01-28T03:50:13.2Z,2,REGULAR,foul,personal,[],1627783,,,1610612744,42,46,2023-01-28T03:50:24Z,2480000,False,,,0,,P. Siakam loose ball personal FOUL (2 PF),"[1627783, 1630228]",1610612761.0,TOR,loose ball,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,,,2.0,0.0,Kuminga,1630228.0,,
252,PT06M11.00S,2023-01-28T03:50:45.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,83.65637319316689,49.50980392156863,1610612744,42,46,2023-01-28T03:50:55Z,2500000,False,-2.0,101.0,1,right,MISS K. Thompson 10' driving floating Shot,[202691],1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,10.11,Missed,,,,,,,,,,,,,,,
253,PT06M06.00S,2023-01-28T03:50:50.0Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,42,46,2023-01-28T03:50:55Z,2510000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,252.0,4.0,3.0,1.0,,,,,,,,,
