actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
597,PT00M52.70S,2022-10-19T04:39:55.7Z,3,REGULAR,steal,,[],201976,,,1610612747,91,68,2022-10-19T04:39:58Z,5830000,,,0,,P. Beverley STEAL (1 STL),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
598,PT00M46.50S,2022-10-19T04:40:03.5Z,3,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,91,68,2022-10-19T04:40:08Z,5840000,,,0,,R. Westbrook step out-of-bounds TURNOVER (4 TO),[201566],1610612747.0,LAL,step,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,1146.0,,,,,,,,,,,,4.0,,,,,,,
599,PT00M29.40S,2022-10-19T04:40:33.9Z,3,REGULAR,turnover,lost ball,[],1628978,,,1610612744,91,68,2022-10-19T04:40:40Z,5850000,,,0,,D. DiVincenzo lost ball TURNOVER (3 TO),"[1628978, 201976]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,Beverley,201976.0,,,,,
600,PT00M29.40S,2022-10-19T04:40:33.9Z,3,REGULAR,steal,,[],201976,,,1610612747,91,68,2022-10-19T04:40:38Z,5860000,,,0,,P. Beverley STEAL (2 STL),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
601,PT00M28.20S,2022-10-19T04:41:45.0Z,3,REGULAR,jumpball,recovered,[],2544,,,1610612747,91,68,2022-10-19T04:42:15Z,5870000,,,0,,Jump Ball J. Toscano-Anderson vs. J. Poole: Tip to L. James,"[2544, 1629308, 1629673]",1610612747.0,LAL,heldball,L. James,2544.0,James,L. James,Toscano-Anderson,1629308.0,Poole,1629673.0,,,,,,,,,,,,,,,,,,,,,,
604,PT00M06.10S,2022-10-19T04:42:04.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],2544,31.750985545335087,60.29411764705882,1610612747,91,71,2022-10-19T04:42:11Z,5900000,-51.0,246.0,1,left,L. James 25' 3PT step back (24 PTS),[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,25.13,Made,24.0,,,,,,,,,,,,
605,PT00M00.80S,2022-10-19T04:42:13.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.24901445466492,47.05882352941176,1610612744,91,71,2022-10-19T04:42:24Z,5910000,-15.0,11.0,1,right,MISS J. Poole driving finger roll Layup,[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,1.84,Missed,,,,,,,,,,,,,
606,PT00M00.10S,2022-10-19T04:42:14.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,91,71,2022-10-19T04:42:24Z,5920000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,605.0,,,,,,,,,,,
607,PT00M00.00S,2022-10-19T04:42:26.4Z,3,REGULAR,period,end,[],0,,,1610612744,91,71,2022-10-19T04:42:26Z,5930000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT12M00.00S,2022-10-19T04:45:56.2Z,4,REGULAR,substitution,out,['startperiod'],1630228,,,1610612744,91,71,2022-10-19T04:46:07Z,5940000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT12M00.00S,2022-10-19T04:45:56.2Z,4,REGULAR,substitution,out,['startperiod'],1630164,,,1610612744,91,71,2022-10-19T04:46:07Z,5950000,,,0,,SUB out: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT12M00.00S,2022-10-19T04:45:56.2Z,4,REGULAR,substitution,out,['startperiod'],201566,,,1610612744,91,71,2022-10-19T04:46:07Z,5960000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT12M00.00S,2022-10-19T04:45:56.2Z,4,REGULAR,substitution,out,['startperiod'],1630346,,,1610612744,91,71,2022-10-19T04:46:07Z,5970000,,,0,,SUB out: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT12M00.00S,2022-10-19T04:45:56.2Z,4,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,91,71,2022-10-19T04:46:07Z,5980000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT12M00.00S,2022-10-19T04:45:56.2Z,4,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,91,71,2022-10-19T04:46:07Z,5990000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT12M00.00S,2022-10-19T04:45:56.2Z,4,REGULAR,substitution,in,['startperiod'],1629022,,,1610612744,91,71,2022-10-19T04:46:07Z,6000000,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT12M00.00S,2022-10-19T04:45:56.2Z,4,REGULAR,substitution,in,['startperiod'],1630559,,,1610612744,91,71,2022-10-19T04:46:07Z,6010000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT12M00.00S,2022-10-19T04:46:08.7Z,4,REGULAR,period,start,[],0,,,1610612747,91,71,2022-10-19T04:46:08Z,6020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT11M44.00S,2022-10-19T04:46:10.1Z,4,REGULAR,3pt,Jump Shot,[],2544,26.62614980289093,18.627450980392158,1610612747,91,71,2022-10-19T04:46:41Z,6030000,157.0,198.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,25.25,Missed,,,,,,,,,,,,,
620,PT11M42.00S,2022-10-19T04:46:12.1Z,4,REGULAR,rebound,defensive,[],202691,,,1610612744,91,71,2022-10-19T04:46:41Z,6040000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,619.0,1.0,1.0,0.0,,,,,,,,
621,PT11M34.00S,2022-10-19T04:46:19.8Z,4,REGULAR,2pt,Jump Shot,[],1629673,81.15965834428384,20.34313725490196,1610612744,93,71,2022-10-19T04:48:33Z,6050000,-148.0,125.0,1,right,J. Poole 19' pullup Jump Shot (12 PTS) (D. Green 4 AST),"[1629673, 203110]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,,,,,,19.37,Made,12.0,,,,,,,,D. Green,203110.0,4.0,,
623,PT11M17.00S,2022-10-19T04:46:36.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,10.726018396846255,41.42156862745098,1610612747,93,73,2022-10-19T04:48:52Z,6070000,43.0,48.0,1,left,L. Walker IV 6' driving Layup (5 PTS),[1629022],1610612747.0,LAL,driving,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.46,Made,5.0,,,,,,,,,,,,
624,PT11M09.00S,2022-10-19T04:46:44.8Z,4,REGULAR,3pt,Jump Shot,[],1629673,69.72733245729303,83.08823529411765,1610612744,93,73,2022-10-19T04:46:50Z,6080000,165.0,232.0,1,right,MISS J. Poole 28' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,28.5,Missed,,,,,,,,,,,,,
625,PT11M05.00S,2022-10-19T04:46:48.8Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612747,93,73,2022-10-19T04:46:50Z,6090000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:3),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,624.0,3.0,3.0,0.0,,,,,,,,
626,PT10M54.00S,2022-10-19T04:46:59.6Z,4,REGULAR,3pt,Jump Shot,[],1629022,27.54599211563732,15.686274509803921,1610612747,93,73,2022-10-19T04:47:06Z,6100000,172.0,206.0,1,left,MISS L. Walker IV 26' pullup 3PT,[1629022],1610612747.0,LAL,pullup,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,,,,26.84,Missed,,,,,,,,,,,,,
627,PT10M52.00S,2022-10-19T04:47:01.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,93,73,2022-10-19T04:47:06Z,6110000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,626.0,,,,,,,,,,,
629,PT10M34.00S,2022-10-19T04:47:27.5Z,4,REGULAR,3pt,Jump Shot,[],202691,67.88764783180025,29.166666666666668,1610612744,93,73,2022-10-19T04:47:32Z,6130000,-104.0,249.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,27.03,Missed,,,,,,,,,,,,,
630,PT10M30.00S,2022-10-19T04:47:31.5Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612747,93,73,2022-10-19T04:47:32Z,6140000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:4),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,629.0,4.0,4.0,0.0,,,,,,,,
631,PT10M27.00S,2022-10-19T04:47:34.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",2544,6.652431011826544,49.754901960784316,1610612747,93,75,2022-10-19T04:47:40Z,6150000,1.0,10.0,1,left,L. James running DUNK (26 PTS) (L. Walker IV 4 AST),"[2544, 1629022]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,1.01,Made,26.0,,,,,,,,L. Walker IV,1629022.0,4.0,,
633,PT10M09.00S,2022-10-19T04:47:52.2Z,4,REGULAR,3pt,Jump Shot,[],1628978,91.67214191852825,93.87254901960785,1610612744,93,75,2022-10-19T04:47:57Z,6170000,219.0,26.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,,22.09,Missed,,,,,,,,,,,,,
634,PT10M06.00S,2022-10-19T04:47:55.2Z,4,REGULAR,rebound,offensive,[],203210,,,1610612744,93,75,2022-10-19T04:47:57Z,6180000,,,0,,J. Green REBOUND (Off:2 Def:1),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,633.0,3.0,1.0,2.0,,,,,,,,
635,PT10M02.00S,2022-10-19T04:48:00.8Z,4,REGULAR,foul,offensive,[],202691,,,1610612744,93,75,2022-10-19T04:48:12Z,6190000,,,0,,K. Thompson charge offensive FOUL (3 PF),"[202691, 201976]",1610612744.0,GSW,charge,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,1146.0,3.0,0.0,Beverley,201976.0,,,,,,,,,,,,,,,
637,PT10M02.00S,2022-10-19T04:48:00.8Z,4,REGULAR,turnover,offensive foul,[],202691,,,1610612744,93,75,2022-10-19T04:48:00Z,6210000,,,0,,K. Thompson offensive foul TURNOVER (1 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,1146.0,,,,,,,,,,,,1.0,,,,,,,
638,PT10M02.00S,2022-10-19T04:48:11.3Z,4,REGULAR,substitution,out,[],1629308,,,1610612747,93,75,2022-10-19T04:48:13Z,6220000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT10M02.00S,2022-10-19T04:48:11.3Z,4,REGULAR,substitution,in,[],203076,,,1610612747,93,75,2022-10-19T04:48:13Z,6230000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT09M49.00S,2022-10-19T04:48:31.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],2544,30.831143232588698,67.64705882352942,1610612747,93,75,2022-10-19T04:48:41Z,6250000,-88.0,237.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,25.32,Missed,,,,,,,,,,,,,
642,PT09M44.00S,2022-10-19T04:48:36.4Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612744,93,75,2022-10-19T05:19:18Z,6260000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,641.0,2.0,2.0,0.0,,,,,,,,
644,PT09M34.00S,2022-10-19T04:48:57.2Z,4,REGULAR,turnover,lost ball,[],202691,,,1610612744,93,75,2022-10-19T04:49:03Z,6280000,,,0,,K. Thompson lost ball TURNOVER (2 TO),"[202691, 201976]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,Beverley,201976.0,,,,,
645,PT09M34.00S,2022-10-19T04:48:57.2Z,4,REGULAR,steal,,[],201976,,,1610612747,93,75,2022-10-19T05:21:53Z,6290000,,,0,,P. Beverley STEAL (3 STL),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
646,PT09M29.00S,2022-10-19T04:49:02.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630559,25.312089356110377,83.57843137254902,1610612747,93,75,2022-10-19T04:53:29Z,6300000,-168.0,185.0,1,left,MISS A. Reaves 25' running 3PT,[1630559],1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,25.01,Missed,,,,,,,,,,,,,
647,PT09M28.00S,2022-10-19T04:49:03.5Z,4,REGULAR,rebound,offensive,[],1629022,,,1610612747,93,75,2022-10-19T04:54:26Z,6310000,,,0,,L. Walker IV REBOUND (Off:1 Def:2),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,,,,,,,,,646.0,3.0,2.0,1.0,,,,,,,,
648,PT09M28.00S,2022-10-19T04:49:11.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629022,5.590000152587891,50.0,1610612747,93,75,2022-10-19T04:54:43Z,6320000,0.0,0.0,1,left,MISS L. Walker IV tip Layup,[1629022],1610612747.0,LAL,tip,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
649,PT09M27.00S,2022-10-19T04:49:12.2Z,4,REGULAR,rebound,defensive,[],203210,,,1610612744,93,75,2022-10-19T04:54:43Z,6330000,,,0,,J. Green REBOUND (Off:2 Def:2),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,648.0,4.0,2.0,2.0,,,,,,,,
650,PT09M17.00S,2022-10-19T04:49:16.9Z,4,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,93,75,2022-10-19T04:49:24Z,6340000,,,0,,J. Poole step out-of-bounds TURNOVER (4 TO),[1629673],1610612744.0,GSW,step,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,1146.0,,,,,,,,,,,,4.0,,,,,,,
651,PT09M04.00S,2022-10-19T04:49:44.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629022,7.440867279894875,46.81372549019608,1610612747,93,75,2022-10-19T04:49:51Z,6350000,16.0,17.0,1,left,MISS L. Walker IV driving Layup,[1629022],1610612747.0,LAL,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,2.36,Missed,,,,,,,,,,,,,
652,PT09M04.00S,2022-10-19T04:49:44.5Z,4,REGULAR,rebound,offensive,[],2544,,,1610612747,93,75,2022-10-19T04:49:51Z,6360000,,,0,,L. James REBOUND (Off:4 Def:10),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,651.0,14.0,10.0,4.0,,,,,,,,
653,PT09M04.00S,2022-10-19T04:49:48.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",2544,5.590000152587891,50.0,1610612747,93,77,2022-10-19T04:55:29Z,6370000,0.0,0.0,1,left,L. James tip Layup (28 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,28.0,,,,,,,,,,,,
654,PT09M04.00S,2022-10-19T04:49:52.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,93,77,2022-10-19T04:49:52Z,6380000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT09M04.00S,2022-10-19T04:52:54.9Z,4,REGULAR,substitution,out,[],2544,,,1610612744,93,77,2022-10-19T04:53:23Z,6390000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT09M04.00S,2022-10-19T04:52:54.9Z,4,REGULAR,substitution,out,[],1630559,,,1610612744,93,77,2022-10-19T04:53:23Z,6400000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT09M04.00S,2022-10-19T04:52:54.9Z,4,REGULAR,substitution,in,[],201566,,,1610612744,93,77,2022-10-19T04:53:23Z,6410000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT09M04.00S,2022-10-19T04:52:54.9Z,4,REGULAR,substitution,in,[],1629134,,,1610612744,93,77,2022-10-19T04:53:23Z,6420000,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT08M51.00S,2022-10-19T04:53:35.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,94.43166885676742,47.549019607843135,1610612744,95,77,2022-10-19T04:53:40Z,6430000,-12.0,0.0,1,right,D. DiVincenzo cutting Layup (5 PTS) (D. Green 5 AST),"[1628978, 203110]",1610612744.0,GSW,cutting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,1.23,Made,5.0,,,,,,,,D. Green,203110.0,5.0,,
661,PT08M35.00S,2022-10-19T04:53:51.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,6.258212877792378,51.9607843137255,1610612747,95,77,2022-10-19T04:53:56Z,6450000,-10.0,6.0,1,left,MISS K. Nunn driving Layup,[1629134],1610612747.0,LAL,driving,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,,,,,,1.17,Missed,,,,,,,,,,,,,
662,PT08M33.00S,2022-10-19T04:53:53.0Z,4,REGULAR,rebound,defensive,[],202691,,,1610612744,95,77,2022-10-19T04:53:56Z,6460000,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,661.0,2.0,2.0,0.0,,,,,,,,
663,PT08M29.00S,2022-10-19T04:53:56.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203110,90.62089356110381,50.98039215686274,1610612744,95,77,2022-10-19T04:57:34Z,6470000,5.0,36.0,1,right,MISS D. Green running Layup - blocked,"[203110, 201976]",1610612744.0,GSW,running,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,3.6,Missed,,,,,,,,,,,,Beverley,201976.0
664,PT08M29.00S,2022-10-19T04:53:56.9Z,4,REGULAR,block,,[],201976,,,1610612744,95,77,2022-10-19T04:53:59Z,6480000,,,0,,P. Beverley BLOCK (2 BLK),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
665,PT08M25.00S,2022-10-19T04:54:00.9Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,95,77,2022-10-19T04:54:08Z,6490000,,,0,,R. Westbrook REBOUND (Off:1 Def:8),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,663.0,9.0,8.0,1.0,,,,,,,,
666,PT08M20.00S,2022-10-19T04:54:06.3Z,4,REGULAR,turnover,bad pass,[],1629022,,,1610612747,95,77,2022-10-19T04:54:14Z,6500000,,,0,,L. Walker IV bad pass TURNOVER (2 TO),"[1629022, 1629673]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,Poole,1629673.0,,,,,
667,PT08M20.00S,2022-10-19T04:54:06.3Z,4,REGULAR,steal,,[],1629673,,,1610612744,95,77,2022-10-19T04:54:10Z,6510000,,,0,,J. Poole STEAL (2 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
668,PT08M04.00S,2022-10-19T04:54:24.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628978,91.27792378449409,49.26470588235294,1610612744,95,77,2022-10-19T04:59:47Z,6520000,-4.0,29.0,1,right,MISS D. DiVincenzo driving finger roll Layup,[1628978],1610612744.0,GSW,driving finger roll,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,2.97,Missed,,,,,,,,,,,,,
669,PT08M02.00S,2022-10-19T04:54:26.3Z,4,REGULAR,rebound,offensive,[],203210,,,1610612744,95,77,2022-10-19T04:59:47Z,6530000,,,0,,J. Green REBOUND (Off:3 Def:2),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,668.0,5.0,2.0,3.0,,,,,,,,
670,PT08M01.00S,2022-10-19T04:54:28.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203210,94.40999984741211,50.0,1610612744,95,77,2022-10-19T05:00:05Z,6540000,0.0,0.0,1,right,MISS J. Green tip Layup,[203210],1610612744.0,GSW,tip,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
671,PT08M00.00S,2022-10-19T04:54:29.6Z,4,REGULAR,rebound,offensive,[],203210,,,1610612744,95,77,2022-10-19T05:00:05Z,6550000,,,0,,J. Green REBOUND (Off:4 Def:2),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,670.0,6.0,2.0,4.0,,,,,,,,
672,PT07M59.00S,2022-10-19T04:54:29.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203210,94.40999984741211,50.0,1610612744,95,77,2022-10-19T05:00:22Z,6560000,0.0,0.0,1,right,MISS J. Green tip Layup,[203210],1610612744.0,GSW,tip,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
673,PT07M59.00S,2022-10-19T04:54:29.8Z,4,REGULAR,rebound,offensive,[],203210,,,1610612744,95,77,2022-10-19T05:00:22Z,6570000,,,0,,J. Green REBOUND (Off:5 Def:2),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,672.0,7.0,2.0,5.0,,,,,,,,
674,PT07M58.00S,2022-10-19T04:54:37.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203210,94.40999984741211,50.0,1610612744,97,77,2022-10-19T05:00:30Z,6580000,0.0,0.0,1,right,J. Green putback Layup (8 PTS),[203210],1610612744.0,GSW,putback,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,8.0,,,,,,,,,,,,
675,PT07M41.00S,2022-10-19T04:54:44.3Z,4,REGULAR,3pt,Jump Shot,[],201976,6.783837056504599,96.32352941176471,1610612747,97,80,2022-10-19T04:54:50Z,6590000,-232.0,11.0,1,left,P. Beverley 3PT  (3 PTS) (L. Walker IV 5 AST),"[201976, 1629022]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,,,,,,23.19,Made,3.0,,,,,,,,L. Walker IV,1629022.0,5.0,,
677,PT07M21.00S,2022-10-19T04:55:04.5Z,4,REGULAR,3pt,Jump Shot,[],1629673,78.9257555847569,9.558823529411764,1610612744,97,80,2022-10-19T04:55:10Z,6610000,-202.0,146.0,1,right,MISS J. Poole 24' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,24.92,Missed,,,,,,,,,,,,,
678,PT07M18.00S,2022-10-19T04:55:07.5Z,4,REGULAR,rebound,defensive,[],201566,,,1610612747,97,80,2022-10-19T04:55:10Z,6620000,,,0,,R. Westbrook REBOUND (Off:1 Def:9),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,677.0,10.0,9.0,1.0,,,,,,,,
679,PT07M07.00S,2022-10-19T04:55:19.0Z,4,REGULAR,3pt,Jump Shot,[],1629134,30.699737187910642,59.068627450980394,1610612747,97,83,2022-10-19T04:55:24Z,6630000,-45.0,236.0,1,left,K. Nunn 24' 3PT pullup (9 PTS),[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,,,,24.04,Made,9.0,,,,,,,,,,,,
680,PT06M50.00S,2022-10-19T04:55:35.0Z,4,REGULAR,3pt,Jump Shot,[],202691,69.85873850197109,73.0392156862745,1610612744,100,83,2022-10-19T04:55:39Z,6640000,115.0,231.0,1,right,K. Thompson 25' 3PT  (18 PTS) (J. Poole 7 AST),"[202691, 1629673]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,25.8,Made,18.0,,,,,,,,J. Poole,1629673.0,7.0,,
