actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
187,PT10M04.00S,2022-10-22T02:46:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630164,85.10183968462549,53.431372549019606,1610612744,38,46,2022-10-22T02:46:12Z,1850000,17.0,88.0,1,right,J. Wiseman 8' driving floating Jump Shot (8 PTS) (J. Poole 4 AST),"[1630164, 1629673]",1610612744.0,GSW,driving floating,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,8.92,Made,8.0,J. Poole,1629673.0,4.0,,,,,,,,,,,,,,
189,PT09M37.00S,2022-10-22T02:46:28.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.521024967148489,53.67647058823529,1610612743,38,48,2022-10-22T02:46:33Z,1870000,-18.0,9.0,1,left,D. Jordan DUNK (6 PTS) (J. Green 1 AST),"[201599, 201145]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.04,Made,6.0,J. Green,201145.0,1.0,,,,,,,,,,,,,,
191,PT09M20.00S,2022-10-22T02:46:45.9Z,2,REGULAR,3pt,Jump Shot,[],1628978,63.81406044678055,52.20588235294118,1610612744,38,48,2022-10-22T02:46:52Z,1890000,11.0,288.0,1,right,MISS D. DiVincenzo 28' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,28.78,Missed,,,,,,,,,,,,,,,,,,
192,PT09M18.00S,2022-10-22T02:46:47.9Z,2,REGULAR,rebound,defensive,[],1628432,,,1610612743,38,48,2022-10-22T02:47:19Z,1900000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Center,,,,,,,191.0,1.0,1.0,0.0,,,,,,,,,,
193,PT09M09.00S,2022-10-22T02:46:57.3Z,2,REGULAR,2pt,Hook,[],1630538,10.38107752956636,69.140625,1610612743,38,48,2022-10-22T03:22:00Z,1910000,-96.0,45.0,1,left,MISS B. Hyland 10' driving bank Hook,[1630538],1610612743.0,DEN,driving bank,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Left,10.58,Missed,,,,,,,,,,,,,,,,,,
194,PT09M07.00S,2022-10-22T02:46:59.3Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,38,48,2022-10-22T02:47:16Z,1920000,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,193.0,2.0,1.0,1.0,,,,,,,,,,
195,PT09M07.00S,2022-10-22T02:47:01.3Z,2,REGULAR,foul,personal,['2freethrow'],1630164,,,1610612743,38,48,2022-10-22T02:47:32Z,1930000,,,0,,J. Wiseman shooting personal FOUL (1 PF) (Jordan 2 FT),"[1630164, 201599]",1610612744.0,GSW,shooting,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,,1.0,0.0,Jordan,201599.0,,,,
197,PT09M07.00S,2022-10-22T02:47:35.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201599,,,1610612743,38,48,2022-10-22T02:47:35Z,1950000,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
198,PT09M07.00S,2022-10-22T02:47:35.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,38,48,2022-10-22T02:47:35Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,
199,PT09M07.00S,2022-10-22T02:48:00.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201599,,,1610612743,38,49,2022-10-22T02:48:00Z,1970000,,,0,,D. Jordan Free Throw 2 of 2 (7 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
200,PT08M53.00S,2022-10-22T02:48:15.0Z,2,REGULAR,turnover,lost ball,[],1629673,,,1610612744,38,49,2022-10-22T02:48:43Z,1980000,,,0,,J. Poole lost ball TURNOVER (3 TO),"[1629673, 1628432]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,3.0,,,,,Reed,1628432.0,,
201,PT08M53.00S,2022-10-22T02:48:15.0Z,2,REGULAR,steal,,[],1628432,,,1610612743,38,49,2022-10-22T02:48:16Z,1990000,,,0,,D. Reed STEAL (3 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
202,PT08M51.00S,2022-10-22T02:48:17.6Z,2,REGULAR,turnover,lost ball,[],1628432,,,1610612743,38,49,2022-10-22T02:48:22Z,2000000,,,0,,D. Reed lost ball TURNOVER (1 TO),"[1628432, 203210]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,Green,203210.0,,
203,PT08M51.00S,2022-10-22T02:48:17.6Z,2,REGULAR,steal,,[],203210,,,1610612744,38,49,2022-10-22T02:48:19Z,2010000,,,0,,J. Green STEAL (1 STL),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
204,PT08M49.00S,2022-10-22T02:48:21.4Z,2,REGULAR,foul,offensive,[],1630164,,,1610612744,38,49,2022-10-22T02:48:27Z,2020000,,,0,,J. Wiseman charge offensive FOUL (2 PF),"[1630164, 201145]",1610612744.0,GSW,charge,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,,2.0,0.0,Green,201145.0,,,,
206,PT08M49.00S,2022-10-22T02:48:21.4Z,2,REGULAR,turnover,offensive foul,[],1630164,,,1610612744,38,49,2022-10-22T02:48:21Z,2040000,,,0,,J. Wiseman offensive foul TURNOVER (1 TO),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,1.0,,,,,,,,
207,PT08M49.00S,2022-10-22T02:48:35.6Z,2,REGULAR,substitution,out,[],1630228,,,1610612743,38,49,2022-10-22T02:48:50Z,2050000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M49.00S,2022-10-22T02:48:35.6Z,2,REGULAR,substitution,out,[],1630164,,,1610612743,38,49,2022-10-22T02:48:50Z,2060000,,,0,,SUB out: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M49.00S,2022-10-22T02:48:35.6Z,2,REGULAR,substitution,in,[],1626172,,,1610612743,38,49,2022-10-22T02:48:50Z,2070000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M49.00S,2022-10-22T02:48:35.6Z,2,REGULAR,substitution,in,[],203952,,,1610612743,38,49,2022-10-22T02:48:50Z,2080000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M32.00S,2022-10-22T02:49:07.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628432,17.296320630749015,44.6078431372549,1610612743,38,49,2022-10-22T02:49:11Z,2090000,27.0,110.0,1,left,MISS D. Reed 11' Jump Shot,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,In The Paint (Non-RA),8-16 Center,11.34,Missed,,,,,,,,,,,,,,,,,,
212,PT08M30.00S,2022-10-22T02:49:09.1Z,2,REGULAR,rebound,defensive,[],203210,,,1610612744,38,49,2022-10-22T02:49:11Z,2100000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,211.0,1.0,1.0,0.0,,,,,,,,,,
213,PT08M19.00S,2022-10-22T02:49:20.6Z,2,REGULAR,3pt,Jump Shot,[],203952,85.75886990801577,4.901960784313726,1610612744,38,49,2022-10-22T02:49:25Z,2110000,-225.0,81.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.97,Missed,,,,,,,,,,,,,,,,,,
214,PT08M18.00S,2022-10-22T02:49:21.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,38,49,2022-10-22T02:49:25Z,2120000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,213.0,,,,,,,,,,,,,
216,PT08M18.00S,2022-10-22T02:49:26.5Z,2,REGULAR,substitution,out,[],1629673,,,1610612743,38,49,2022-10-22T02:49:32Z,2140000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M18.00S,2022-10-22T02:49:26.5Z,2,REGULAR,substitution,out,[],1631128,,,1610612743,38,49,2022-10-22T02:49:32Z,2150000,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M18.00S,2022-10-22T02:49:26.5Z,2,REGULAR,substitution,in,[],201939,,,1610612743,38,49,2022-10-22T02:49:32Z,2160000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M18.00S,2022-10-22T02:49:26.5Z,2,REGULAR,substitution,in,[],1629008,,,1610612743,38,49,2022-10-22T02:49:32Z,2170000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M04.00S,2022-10-22T02:50:02.1Z,2,REGULAR,3pt,Jump Shot,[],1630538,29.911300919842315,82.1078431372549,1610612743,38,49,2022-10-22T02:50:09Z,2180000,-161.0,229.0,1,left,MISS B. Hyland 27' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,27.94,Missed,,,,,,,,,,,,,,,,,,
221,PT07M59.00S,2022-10-22T02:50:07.1Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,38,49,2022-10-22T02:50:09Z,2190000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,
222,PT07M55.00S,2022-10-22T02:50:11.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203210,88.91261498028909,3.6764705882352944,1610612744,38,49,2022-10-22T02:50:18Z,2200000,-232.0,52.0,1,right,MISS J. Green 3PT,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,,
223,PT07M51.00S,2022-10-22T02:50:15.3Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,38,49,2022-10-22T02:50:18Z,2210000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,222.0,1.0,1.0,0.0,,,,,,,,,,
224,PT07M41.00S,2022-10-22T02:50:25.5Z,2,REGULAR,3pt,Jump Shot,[],1629008,25.443495400788436,87.5,1610612743,38,49,2022-10-22T02:50:30Z,2220000,-188.0,187.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
225,PT07M38.00S,2022-10-22T02:50:28.5Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,38,49,2022-10-22T02:50:30Z,2230000,,,0,,D. Jordan REBOUND (Off:2 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,224.0,3.0,1.0,2.0,,,,,,,,,,
226,PT07M32.00S,2022-10-22T02:50:36.2Z,2,REGULAR,turnover,out-of-bounds,[],201599,,,1610612743,38,49,2022-10-22T02:50:43Z,2240000,,,0,,D. Jordan bad pass out-of-bounds TURNOVER (2 TO),[201599],1610612743.0,DEN,bad pass,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2004.0,2.0,,,,,,,,
227,PT07M32.00S,2022-10-22T02:50:39.4Z,2,REGULAR,substitution,out,[],1628432,,,1610612744,38,49,2022-10-22T02:50:44Z,2250000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M32.00S,2022-10-22T02:50:39.4Z,2,REGULAR,substitution,in,[],203484,,,1610612744,38,49,2022-10-22T02:50:44Z,2260000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M19.00S,2022-10-22T02:51:12.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,66.83639947437582,58.82352941176471,1610612744,38,49,2022-10-22T02:51:17Z,2270000,44.0,259.0,1,right,MISS D. DiVincenzo 26' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
230,PT07M16.00S,2022-10-22T02:51:15.6Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,38,49,2022-10-22T02:51:17Z,2280000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,,,
231,PT07M13.00S,2022-10-22T02:51:18.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,25.969119579500656,87.00980392156863,1610612743,38,52,2022-10-22T02:51:25Z,2290000,-185.0,192.0,1,left,B. Hyland 26' 3PT  (11 PTS) (M. Porter Jr. 1 AST),"[1630538, 1629008]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,26.63,Made,11.0,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,,,
233,PT06M50.00S,2022-10-22T02:51:41.3Z,2,REGULAR,3pt,Jump Shot,[],203210,94.69448094612353,95.83333333333334,1610612744,41,52,2022-10-22T02:51:46Z,2310000,229.0,-3.0,1,right,J. Green 3PT  (3 PTS) (S. Curry 3 AST),"[203210, 201939]",1610612744.0,GSW,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.92,Made,3.0,S. Curry,201939.0,3.0,,,,,,,,,,,,,,
235,PT06M40.00S,2022-10-22T02:51:56.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,41,52,2022-10-22T02:51:56Z,2330000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,out,[],1628978,,,1610612743,41,52,2022-10-22T02:55:15Z,2340000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,out,[],203210,,,1610612743,41,52,2022-10-22T02:55:15Z,2350000,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,41,52,2022-10-22T02:55:15Z,2360000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,out,[],201599,,,1610612743,41,52,2022-10-22T02:55:15Z,2370000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,out,[],201145,,,1610612743,41,52,2022-10-22T02:55:15Z,2380000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,in,[],1629673,,,1610612743,41,52,2022-10-22T02:55:15Z,2390000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,in,[],203110,,,1610612743,41,52,2022-10-22T02:55:15Z,2400000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,in,[],203999,,,1610612743,41,52,2022-10-22T02:55:15Z,2410000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,in,[],203932,,,1610612743,41,52,2022-10-22T02:55:15Z,2420000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M40.00S,2022-10-22T02:54:01.5Z,2,REGULAR,substitution,in,[],1628971,,,1610612743,41,52,2022-10-22T02:55:15Z,2430000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M31.00S,2022-10-22T02:56:06.2Z,2,REGULAR,foul,personal,[],1626172,,,1610612743,41,52,2022-10-22T02:56:19Z,2440000,,,0,,K. Looney personal FOUL (2 PF),"[1626172, 203999]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,,2.0,0.0,Jokic,203999.0,,,,
249,PT06M21.00S,2022-10-22T02:56:32.8Z,2,REGULAR,3pt,Jump Shot,[],1628971,26.231931668856767,83.82352941176471,1610612743,41,55,2022-10-22T02:56:38Z,2470000,-169.0,194.0,1,left,B. Brown 25' 3PT  (6 PTS) (N. Jokic 5 AST),"[1628971, 203999]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,25.74,Made,6.0,N. Jokic,203999.0,5.0,,,,,,,,,,,,,,
251,PT06M07.00S,2022-10-22T02:56:48.7Z,2,REGULAR,foul,personal,[],203484,,,1610612744,41,55,2022-10-22T02:56:53Z,2490000,,,0,,K. Caldwell-Pope personal FOUL (1 PF),"[203484, 1629673]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,204058.0,,1.0,0.0,Poole,1629673.0,,,,
253,PT06M07.00S,2022-10-22T02:56:53.1Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,41,55,2022-10-22T02:56:57Z,2510000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M07.00S,2022-10-22T02:56:53.1Z,2,REGULAR,substitution,in,[],202691,,,1610612744,41,55,2022-10-22T02:56:57Z,2520000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M59.00S,2022-10-22T02:57:22.4Z,2,REGULAR,3pt,Jump Shot,[],201939,72.61826544021025,80.14705882352942,1610612744,41,55,2022-10-22T02:57:26Z,2530000,151.0,205.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,25.44,Missed,,,,,,,,,,,,,,,,,,
256,PT05M57.00S,2022-10-22T02:57:24.4Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,41,55,2022-10-22T02:57:26Z,2540000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,255.0,3.0,3.0,0.0,,,,,,,,,,
257,PT05M51.00S,2022-10-22T02:57:30.7Z,2,REGULAR,turnover,bad pass,[],203932,,,1610612743,41,55,2022-10-22T02:57:34Z,2550000,,,0,,A. Gordon bad pass TURNOVER (2 TO),"[203932, 203110]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,,,Green,203110.0,,
258,PT05M51.00S,2022-10-22T02:57:30.7Z,2,REGULAR,steal,,[],203110,,,1610612744,41,55,2022-10-22T02:57:32Z,2560000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
259,PT05M45.00S,2022-10-22T02:57:37.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203952,71.96123521681997,77.20588235294117,1610612744,41,55,2022-10-22T02:57:43Z,2570000,136.0,211.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
260,PT05M42.00S,2022-10-22T02:57:40.4Z,2,REGULAR,rebound,defensive,[],203484,,,1610612743,41,55,2022-10-22T02:57:43Z,2580000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,259.0,1.0,1.0,0.0,,,,,,,,,,
261,PT05M31.00S,2022-10-22T02:57:50.9Z,2,REGULAR,turnover,lost ball,[],203999,,,1610612743,41,55,2022-10-22T02:57:58Z,2590000,,,0,,N. Jokic lost ball TURNOVER (2 TO),"[203999, 203952]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,,,Wiggins,203952.0,,
262,PT05M31.00S,2022-10-22T02:57:50.9Z,2,REGULAR,steal,,[],203952,,,1610612744,41,55,2022-10-22T02:58:05Z,2600000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
263,PT05M28.00S,2022-10-22T02:57:54.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,89.70105124835742,50.49019607843137,1610612744,43,55,2022-10-22T02:58:03Z,2610000,2.0,44.0,1,right,J. Poole DUNK (2 PTS) (A. Wiggins 1 AST),"[1629673, 203952]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,4.44,Made,2.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,
265,PT05M10.00S,2022-10-22T02:58:14.2Z,2,REGULAR,foul,offensive,[],203999,,,1610612743,43,55,2022-10-22T02:58:34Z,2630000,,,0,,N. Jokic offensive FOUL (2 PF),"[203999, 201939]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627961.0,,2.0,0.0,Curry,201939.0,,,,
267,PT05M10.00S,2022-10-22T02:58:14.2Z,2,REGULAR,turnover,offensive foul,[],203999,,,1610612743,43,55,2022-10-22T02:58:14Z,2650000,,,0,,N. Jokic offensive foul TURNOVER (3 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627961.0,3.0,,,,,,,,
268,PT05M10.00S,2022-10-22T02:58:33.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,43,55,2022-10-22T02:58:52Z,2660000,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,
269,PT05M04.00S,2022-10-22T02:58:46.9Z,2,REGULAR,foul,offensive,[],203110,,,1610612744,43,55,2022-10-22T02:58:54Z,2670000,,,0,,D. Green offensive FOUL (3 PF),"[203110, 203484]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,204058.0,,3.0,0.0,Caldwell-Pope,203484.0,,,,
271,PT05M04.00S,2022-10-22T02:58:46.9Z,2,REGULAR,turnover,offensive foul,[],203110,,,1610612744,43,55,2022-10-22T02:58:46Z,2690000,,,0,,D. Green offensive foul TURNOVER (1 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,204058.0,1.0,,,,,,,,
272,PT04M53.00S,2022-10-22T02:59:06.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,29.77989487516426,76.47058823529412,1610612743,43,58,2022-10-22T02:59:12Z,2700000,-132.0,227.0,1,left,M. Porter Jr. 26' 3PT  (9 PTS) (N. Jokic 6 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,26.31,Made,9.0,N. Jokic,203999.0,6.0,,,,,,,,,,,,,,
274,PT04M33.00S,2022-10-22T02:59:26.8Z,2,REGULAR,3pt,Jump Shot,[],202691,67.23061760840999,68.38235294117648,1610612744,43,58,2022-10-22T02:59:31Z,2720000,92.0,256.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,27.15,Missed,,,,,,,,,,,,,,,,,,
