actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-04-01T02:10:32.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-01T02:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-04-01T02:10:34.6Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,0,0,2023-04-01T02:10:34Z,40000,False,,,0,,Jump Ball J. Kuminga vs. S. Mamukelashvili: Tip to D. Green,"[203110, 1630228, 1630572]",1610612744.0,GSW,startperiod,D. Green,203110.0,Green,D. Green,Kuminga,1630228.0,Mamukelashvili,1630572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-04-01T02:10:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,92.32917214191852,56.86274509803921,1610612744,2,0,2023-04-01T02:10:59Z,70000,False,34.0,20.0,1,right,J. Kuminga reverse Layup (2 PTS),[1630228],1610612744.0,GSW,reverse,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,3.95,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M18.00S,2023-04-01T02:11:13.4Z,1,REGULAR,3pt,Jump Shot,[],1630572,33.459264126149804,26.715686274509803,1610612759,2,0,2023-04-01T02:11:16Z,80000,False,116.0,262.0,1,left,MISS S. Mamukelashvili 28' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,28.67,Missed,,,,,,,,,,,,,,,,,,
9,PT11M15.00S,2023-04-01T02:11:16.5Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,2,0,2023-04-01T02:11:16Z,90000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M10.00S,2023-04-01T02:11:21.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,69.20170827858082,24.264705882352942,1610612744,2,0,2023-04-01T02:11:27Z,100000,False,-129.0,237.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
11,PT11M07.00S,2023-04-01T02:11:24.3Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,2,0,2023-04-01T02:11:27Z,110000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,
12,PT11M01.00S,2023-04-01T02:11:30.9Z,1,REGULAR,3pt,Jump Shot,[],1630200,10.200394218134035,1.715686274509804,1610612759,2,0,2023-04-01T02:11:33Z,120000,False,241.0,43.0,1,left,MISS T. Jones 24' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,24.53,Missed,,,,,,,,,,,,,,,,,,
13,PT10M58.00S,2023-04-01T02:11:33.7Z,1,REGULAR,rebound,offensive,[],1630572,,,1610612759,2,0,2023-04-01T02:11:33Z,130000,False,,,0,,S. Mamukelashvili REBOUND (Off:1 Def:0),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Right Corner 3,24+ Right,,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,,
14,PT10M55.00S,2023-04-01T02:11:36.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631103,3.892904073587385,94.85294117647058,1610612759,2,3,2023-04-01T02:11:40Z,140000,False,-224.0,-16.0,1,left,M. Branham 3PT  (3 PTS) (K. Johnson 1 AST),"[1631103, 1629640]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,22.49,Made,3.0,,,,,K. Johnson,1629640.0,1.0,,,,,,,,,,
16,PT10M43.00S,2023-04-01T02:11:50.8Z,1,REGULAR,foul,personal,[],1631103,,,1610612744,2,3,2023-04-01T02:11:53Z,160000,False,,,0,,M. Branham personal FOUL (1 PF),"[1631103, 1628978]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,202035.0,1.0,0.0,DiVincenzo,1628978.0,,,,,
18,PT10M37.00S,2023-04-01T02:12:11.7Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,2,3,2023-04-01T02:12:13Z,180000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1631103]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Branham,1631103.0,,
19,PT10M37.00S,2023-04-01T02:12:11.7Z,1,REGULAR,steal,,[],1631103,,,1610612759,2,3,2023-04-01T02:12:14Z,190000,False,,,0,,M. Branham STEAL (1 STL),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M32.00S,2023-04-01T02:12:16.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628966,9.149145860709593,37.5,1610612759,2,5,2023-04-01T02:12:56Z,200000,False,62.0,34.0,1,left,K. Bates-Diop 7' running Layup (2 PTS) (M. Branham 1 AST),"[1628966, 1631103]",1610612759.0,SAS,running,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,7.09,Made,2.0,,,,,M. Branham,1631103.0,1.0,,,,,,,,,,
22,PT10M11.00S,2023-04-01T02:12:36.6Z,1,REGULAR,3pt,Jump Shot,[],1628978,63.6826544021025,40.44117647058824,1610612744,2,5,2023-04-01T02:12:38Z,220000,False,-48.0,289.0,1,right,MISS D. DiVincenzo 29' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,29.28,Missed,,,,,,,,,,,,,,,,,,
23,PT10M08.00S,2023-04-01T02:12:40.2Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,2,5,2023-04-01T02:12:40Z,230000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT10M01.00S,2023-04-01T02:12:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,7.966491458607096,52.69607843137255,1610612759,2,7,2023-04-01T02:12:49Z,240000,False,-13.0,22.0,1,left,K. Johnson driving Layup (2 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.62,Made,2.0,,,,,,,,,,,,,,,,,
25,PT09M48.00S,2023-04-01T02:13:00.1Z,1,REGULAR,3pt,Jump Shot,[],1630228,78.13731931668858,9.313725490196079,1610612744,2,7,2023-04-01T02:13:02Z,250000,False,-203.0,153.0,1,right,MISS J. Kuminga 25' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
26,PT09M46.00S,2023-04-01T02:13:03.2Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,2,7,2023-04-01T02:13:03Z,260000,False,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,
