actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
84,PT06M07.00S,2023-02-27T00:59:16.7Z,1,REGULAR,substitution,in,[],203085,,,1610612744,10,23,2023-02-27T00:59:21Z,840000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M07.00S,2023-02-27T00:59:15.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,10,23,2023-02-27T00:59:39Z,850000,False,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
86,PT06M06.00S,2023-02-27T00:59:16.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,10,23,2023-02-27T00:59:39Z,860000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,
88,PT06M04.00S,2023-02-27T00:59:55.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,95.74572930354796,4.901960784313726,1610612744,13,23,2023-02-27T00:59:59Z,880000,False,-225.0,-13.0,1,right,K. Thompson 3PT  (7 PTS) (T. Jerome 1 AST),"[202691, 1629660]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,22.58,Made,7.0,,,,,,,,,,T. Jerome,1629660.0,1.0,,
90,PT05M41.00S,2023-02-27T01:00:20.7Z,1,REGULAR,turnover,traveling,[],1629675,,,1610612750,13,23,2023-02-27T01:00:25Z,900000,False,,,0,,N. Reid traveling TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,1146.0,,,,,,,,,
91,PT05M33.00S,2023-02-27T01:00:41.2Z,1,REGULAR,foul,offensive,[],1629673,,,1610612744,13,23,2023-02-27T01:00:59Z,910000,False,,,0,,J. Poole offensive FOUL (1 PF),"[1629673, 203085]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1146.0,1.0,0.0,Rivers,203085.0,,,,,
93,PT05M33.00S,2023-02-27T01:00:41.2Z,1,REGULAR,turnover,offensive foul,[],1629673,,,1610612744,13,23,2023-02-27T01:00:41Z,930000,False,,,0,,J. Poole offensive foul TURNOVER (1 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,1.0,,,,,,,,,,1146.0,,,,,,,,,
95,PT05M19.00S,2023-02-27T01:01:20.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,29.517082785808146,78.18627450980392,1610612750,13,26,2023-02-27T01:01:26Z,950000,False,-141.0,225.0,1,left,N. Reid 26' 3PT  (15 PTS) (M. Conley 2 AST),"[1629675, 201144]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,26.55,Made,15.0,,,,,,,,,,M. Conley,201144.0,2.0,,
97,PT05M05.00S,2023-02-27T01:01:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,89.17542706964521,48.77450980392157,1610612744,13,26,2023-02-27T01:01:38Z,970000,False,-6.0,49.0,1,right,MISS J. Poole driving Layup,[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,4.97,Missed,,,,,,,,,,,,,,,
98,PT05M02.00S,2023-02-27T01:01:37.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,13,26,2023-02-27T01:01:37Z,980000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,97.0,2.0,1.0,1.0,,,,,,,,,,
99,PT05M02.00S,2023-02-27T01:01:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,15,26,2023-02-27T01:01:37Z,990000,False,0.0,0.0,1,right,K. Looney putback Layup (6 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,0.0,Made,6.0,,,,,,,,,,,,,,
100,PT04M51.00S,2023-02-27T01:01:57.1Z,1,REGULAR,foul,technical,['1freethrow'],1630237,,,1610612750,15,26,2023-02-27T01:02:03Z,1000000,False,,,0,,A. Lamb defensive-3-second technical FOUL (1 Tech),[1630237],1610612744.0,GSW,defensive-3-second,,,Lamb,A. Lamb,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1146.0,0.0,1.0,,,,,,,
101,PT04M51.00S,2023-02-27T01:02:10.7Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,15,26,2023-02-27T01:02:10Z,1010000,False,,,0,,MISS A. Edwards technical Free Throw 1 of 1,[1630162],1610612750.0,MIN,technical,,,Edwards,A. Edwards,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
102,PT04M51.00S,2023-02-27T01:02:10.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,15,26,2023-02-27T01:02:10Z,1020000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,
103,PT04M51.00S,2023-02-27T01:02:19.9Z,1,REGULAR,substitution,out,[],201144,,,1610612750,15,26,2023-02-27T01:02:23Z,1030000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M51.00S,2023-02-27T01:02:19.9Z,1,REGULAR,substitution,in,[],1629162,,,1610612750,15,26,2023-02-27T01:02:23Z,1040000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M42.00S,2023-02-27T01:02:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,11.251642575558476,42.15686274509804,1610612750,15,26,2023-02-27T01:02:40Z,1050000,False,39.0,53.0,1,left,MISS A. Rivers 6' driving Layup,[203085],1610612750.0,MIN,driving,,,Rivers,A. Rivers,,,,,In The Paint (Non-RA),0-8 Center,,,,6.62,Missed,,,,,,,,,,,,,,,
106,PT04M41.00S,2023-02-27T01:02:37.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,15,26,2023-02-27T01:02:40Z,1060000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,105.0,3.0,2.0,1.0,,,,,,,,,,
107,PT04M37.00S,2023-02-27T01:02:42.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630237,93.51182654402102,57.107843137254896,1610612744,15,26,2023-02-27T01:02:50Z,1070000,False,36.0,8.0,1,right,MISS A. Lamb running Layup - blocked,"[1630237, 1630162]",1610612744.0,GSW,running,,,Lamb,A. Lamb,,,,,Restricted Area,0-8 Center,,,,3.65,Missed,,,,,,,,,,,,,,Edwards,1630162.0
108,PT04M37.00S,2023-02-27T01:02:42.8Z,1,REGULAR,block,,[],1630162,,,1610612744,15,26,2023-02-27T01:02:44Z,1080000,False,,,0,,A. Edwards BLOCK (2 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
109,PT04M33.00S,2023-02-27T01:02:46.8Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,15,26,2023-02-27T01:02:50Z,1090000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,
110,PT04M31.00S,2023-02-27T01:02:47.9Z,1,REGULAR,turnover,bad pass,[],1629162,,,1610612750,15,26,2023-02-27T01:02:55Z,1100000,False,,,0,,J. McLaughlin bad pass TURNOVER (1 TO),"[1629162, 1629673]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Right Center,1.0,Poole,1629673.0,,,,,,,,,,,,,,,,,
111,PT04M31.00S,2023-02-27T01:02:47.9Z,1,REGULAR,steal,,[],1629673,,,1610612744,15,26,2023-02-27T01:02:49Z,1110000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
112,PT04M27.00S,2023-02-27T01:02:51.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,94.43166885676742,52.450980392156865,1610612744,17,26,2023-02-27T01:02:59Z,1120000,False,12.0,0.0,1,right,J. Poole running DUNK (2 PTS),[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,1.23,Made,2.0,,,,,,,,,,,,,,
113,PT04M18.00S,2023-02-27T01:03:04.4Z,1,REGULAR,turnover,traveling,[],1629638,,,1610612750,17,26,2023-02-27T01:03:08Z,1130000,False,,,0,,N. Alexander-Walker traveling TURNOVER (1 TO),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,1627541.0,,,,,,,,,
114,PT04M18.00S,2023-02-27T01:03:10.4Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,17,26,2023-02-27T01:03:18Z,1140000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M18.00S,2023-02-27T01:03:10.4Z,1,REGULAR,substitution,out,[],202691,,,1610612744,17,26,2023-02-27T01:03:18Z,1150000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M18.00S,2023-02-27T01:03:10.4Z,1,REGULAR,substitution,in,[],203210,,,1610612744,17,26,2023-02-27T01:03:18Z,1160000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M18.00S,2023-02-27T01:03:10.4Z,1,REGULAR,substitution,in,[],1630541,,,1610612744,17,26,2023-02-27T01:03:18Z,1170000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M04.00S,2023-02-27T01:03:38.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,66.5735873850197,58.08823529411765,1610612744,17,26,2023-02-27T01:03:43Z,1180000,False,40.0,262.0,1,right,MISS J. Poole 26' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,26.48,Missed,,,,,,,,,,,,,,,
119,PT04M01.00S,2023-02-27T01:03:41.3Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,17,26,2023-02-27T01:03:43Z,1190000,False,,,0,,N. Reid REBOUND (Off:1 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,118.0,6.0,5.0,1.0,,,,,,,,,,
120,PT03M57.00S,2023-02-27T01:03:45.8Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,17,26,2023-02-27T01:03:52Z,1200000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1629660]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,1.0,Jerome,1629660.0,,,,,,,,,,,,,,,,,
121,PT03M57.00S,2023-02-27T01:03:45.8Z,1,REGULAR,steal,,[],1629660,,,1610612744,17,26,2023-02-27T01:03:47Z,1210000,False,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
122,PT03M53.00S,2023-02-27T01:03:51.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629660,93.64323258869908,46.81372549019608,1610612744,19,26,2023-02-27T01:03:58Z,1220000,False,-16.0,7.0,1,right,T. Jerome running reverse Layup (2 PTS),[1629660],1610612744.0,GSW,running reverse,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,1.75,Made,2.0,,,,,,,,,,,,,,
123,PT03M52.00S,2023-02-27T01:03:57.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,19,26,2023-02-27T01:03:57Z,1230000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M41.00S,2023-02-27T01:07:36.2Z,1,REGULAR,turnover,out-of-bounds,[],1629675,,,1610612750,19,26,2023-02-27T01:07:41Z,1240000,False,,,0,,N. Reid lost ball out-of-bounds TURNOVER (2 TO),[1629675],1610612750.0,MIN,lost ball,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,2.0,,,,,,,,,,1627541.0,,,,,,,,,
125,PT03M22.00S,2023-02-27T01:08:01.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203210,76.69185282522996,11.27450980392157,1610612744,22,26,2023-02-27T01:08:06Z,1250000,False,-194.0,167.0,1,right,J. Green 25' 3PT  (3 PTS) (J. Poole 1 AST),"[203210, 1629673]",1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,25.54,Made,3.0,,,,,,,,,,J. Poole,1629673.0,1.0,,
127,PT03M10.00S,2023-02-27T01:08:13.5Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612750,22,26,2023-02-27T01:08:17Z,1270000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (2 TO),"[1629638, 1630541]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,2.0,Moody,1630541.0,,,,,,,,,,,,,,,,,
128,PT03M10.00S,2023-02-27T01:08:13.5Z,1,REGULAR,steal,,[],1630541,,,1610612744,22,26,2023-02-27T01:08:15Z,1280000,False,,,0,,M. Moody STEAL (1 STL),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
129,PT03M06.00S,2023-02-27T01:08:17.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629673,70.38436268068331,74.50980392156863,1610612744,22,26,2023-02-27T01:08:24Z,1290000,False,123.0,226.0,1,right,MISS J. Poole 25' running pullup 3PT,[1629673],1610612744.0,GSW,running pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,25.7,Missed,,,,,,,,,,,,,,,
130,PT03M03.00S,2023-02-27T01:08:20.4Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,22,26,2023-02-27T01:08:27Z,1300000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,
131,PT02M51.00S,2023-02-27T01:08:32.0Z,1,REGULAR,3pt,Jump Shot,[],1629675,32.802233902759525,23.52941176470588,1610612750,22,29,2023-02-27T01:08:36Z,1310000,False,132.0,256.0,1,left,N. Reid 28' 3PT  (18 PTS) (J. McLaughlin 1 AST),"[1629675, 1629162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,28.8,Made,18.0,,,,,,,,,,J. McLaughlin,1629162.0,1.0,,
133,PT02M32.00S,2023-02-27T01:08:51.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203210,84.70762155059133,48.28431372549019,1610612744,22,29,2023-02-27T01:08:55Z,1330000,False,-9.0,91.0,1,right,MISS J. Green 9' turnaround fadeaway Shot,[203210],1610612744.0,GSW,turnaround fadeaway,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,9.16,Missed,,,,,,,,,,,,,,,
134,PT02M29.00S,2023-02-27T01:08:54.7Z,1,REGULAR,rebound,offensive,[],1630237,,,1610612744,22,29,2023-02-27T01:08:55Z,1340000,False,,,0,,A. Lamb REBOUND (Off:1 Def:0),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,133.0,1.0,0.0,1.0,,,,,,,,,,
135,PT02M27.00S,2023-02-27T01:08:56.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,95.22010512483574,3.1862745098039214,1610612744,22,29,2023-02-27T01:09:02Z,1350000,False,-234.0,-8.0,1,right,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,,,,23.42,Missed,,,,,,,,,,,,,,,
136,PT02M25.00S,2023-02-27T01:08:58.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,22,29,2023-02-27T01:09:02Z,1360000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,135.0,,,,,,,,,,,,,
138,PT02M25.00S,2023-02-27T01:09:02.0Z,1,REGULAR,substitution,out,[],1629675,,,1610612750,22,29,2023-02-27T01:09:05Z,1380000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M25.00S,2023-02-27T01:09:02.0Z,1,REGULAR,substitution,in,[],1630233,,,1610612750,22,29,2023-02-27T01:09:05Z,1390000,False,,,0,,SUB in: N. Knight,[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M17.00S,2023-02-27T01:09:22.9Z,1,REGULAR,3pt,Jump Shot,[],1629162,25.969119579500656,85.5392156862745,1610612750,22,32,2023-02-27T01:09:27Z,1400000,False,-178.0,192.0,1,left,J. McLaughlin 26' 3PT  (3 PTS) (A. Edwards 3 AST),"[1629162, 1630162]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Left Center,,,,26.13,Made,3.0,,,,,,,,,,A. Edwards,1630162.0,3.0,,
142,PT01M55.00S,2023-02-27T01:09:44.2Z,1,REGULAR,2pt,Jump Shot,[],1629673,93.38042049934296,79.16666666666666,1610612744,22,32,2023-02-27T01:09:49Z,1420000,False,146.0,10.0,1,right,MISS J. Poole 14' Jump Shot,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,,14.61,Missed,,,,,,,,,,,,,,,
143,PT01M53.00S,2023-02-27T01:09:46.2Z,1,REGULAR,rebound,offensive,[],1630237,,,1610612744,22,32,2023-02-27T01:10:30Z,1430000,False,,,0,,A. Lamb REBOUND (Off:2 Def:0),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Mid-Range,8-16 Right,,,,,,,142.0,2.0,0.0,2.0,,,,,,,,,,
144,PT01M51.00S,2023-02-27T01:09:48.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630237,94.40999984741211,50.0,1610612744,24,32,2023-02-27T01:10:19Z,1440000,False,0.0,0.0,1,right,A. Lamb tip Layup (2 PTS),[1630237],1610612744.0,GSW,tip,,,Lamb,A. Lamb,,,,,Restricted Area,0-8 Center,,,,0.0,Made,2.0,,,,,,,,,,,,,,
145,PT01M38.00S,2023-02-27T01:10:01.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,29.911300919842315,26.715686274509803,1610612750,24,32,2023-02-27T01:10:06Z,1450000,False,116.0,229.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,25.66,Missed,,,,,,,,,,,,,,,
146,PT01M36.00S,2023-02-27T01:10:03.4Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,24,32,2023-02-27T01:10:06Z,1460000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,
147,PT01M24.00S,2023-02-27T01:10:17.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203085,,,1610612744,24,32,2023-02-27T01:10:23Z,1470000,False,,,0,,A. Rivers shooting personal FOUL (1 PF) (Green 2 FT),"[203085, 203210]",1610612750.0,MIN,shooting,,,Rivers,A. Rivers,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,1.0,0.0,Green,203210.0,,,,,
149,PT01M24.00S,2023-02-27T01:10:47.8Z,1,REGULAR,freethrow,1 of 2,[],203210,,,1610612744,24,32,2023-02-27T01:10:47Z,1490000,False,,,0,,MISS J. Green Free Throw 1 of 2,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
150,PT01M24.00S,2023-02-27T01:10:47.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,24,32,2023-02-27T01:10:47Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,
151,PT01M24.00S,2023-02-27T01:10:48.8Z,1,REGULAR,substitution,out,[],1629673,,,1610612744,24,32,2023-02-27T01:10:53Z,1510000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M24.00S,2023-02-27T01:10:48.8Z,1,REGULAR,substitution,in,[],202691,,,1610612744,24,32,2023-02-27T01:10:53Z,1520000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M24.00S,2023-02-27T01:11:02.7Z,1,REGULAR,freethrow,2 of 2,[],203210,,,1610612744,25,32,2023-02-27T01:11:02Z,1530000,False,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
154,PT01M13.00S,2023-02-27T01:11:14.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,24.26084099868594,13.23529411764706,1610612750,25,32,2023-02-27T01:11:18Z,1540000,False,184.0,176.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,25.42,Missed,,,,,,,,,,,,,,,
155,PT01M11.00S,2023-02-27T01:11:16.1Z,1,REGULAR,rebound,offensive,[],1629638,,,1610612750,25,32,2023-02-27T01:11:27Z,1550000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,
156,PT01M08.00S,2023-02-27T01:11:19.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629638,9.806176084099869,55.63725490196079,1610612750,25,34,2023-02-27T01:12:01Z,1560000,False,-28.0,40.0,1,left,N. Alexander-Walker turnaround Jump Shot (5 PTS),[1629638],1610612750.0,MIN,turnaround,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,4.87,Made,5.0,,,,,,,,,,,,,,
157,PT00M51.10S,2023-02-27T01:11:39.2Z,1,REGULAR,turnover,traveling,[],202691,,,1610612744,25,34,2023-02-27T01:11:44Z,1570000,False,,,0,,K. Thompson traveling TURNOVER (1 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,1626301.0,,,,,,,,,
158,PT00M51.10S,2023-02-27T01:11:44.0Z,1,REGULAR,substitution,out,[],1629638,,,1610612750,25,34,2023-02-27T01:11:46Z,1580000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M51.10S,2023-02-27T01:11:44.0Z,1,REGULAR,substitution,in,[],203937,,,1610612750,25,34,2023-02-27T01:11:46Z,1590000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M36.50S,2023-02-27T01:12:10.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,21.107095926412615,87.99019607843137,1610612750,25,34,2023-02-27T01:12:14Z,1600000,False,-190.0,146.0,1,left,MISS A. Edwards pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,23.96,Missed,,,,,,,,,,,,,,,
161,PT00M33.20S,2023-02-27T01:12:13.4Z,1,REGULAR,rebound,defensive,[],1629660,,,1610612744,25,34,2023-02-27T01:12:14Z,1610000,False,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,,,,,,,160.0,1.0,1.0,0.0,,,,,,,,,,
162,PT00M24.20S,2023-02-27T01:12:22.3Z,1,REGULAR,2pt,Jump Shot,[],1629660,92.72339027595268,74.26470588235294,1610612744,25,34,2023-02-27T01:12:27Z,1620000,False,121.0,16.0,1,right,MISS T. Jerome 12' pullup Shot,[1629660],1610612744.0,GSW,pullup,,,Jerome,T. Jerome,,,,,Mid-Range,8-16 Right,,,,12.23,Missed,,,,,,,,,,,,,,,
163,PT00M21.30S,2023-02-27T01:12:25.2Z,1,REGULAR,rebound,defensive,[],1630233,,,1610612750,25,34,2023-02-27T01:12:25Z,1630000,False,,,0,,N. Knight REBOUND (Off:0 Def:1),[1630233],1610612750.0,MIN,,,,Knight,N. Knight,,,,,Mid-Range,8-16 Right,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,
164,PT00M00.90S,2023-02-27T01:12:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203937,7.835085413929041,43.872549019607845,1610612750,25,34,2023-02-27T01:15:25Z,1640000,False,31.0,21.0,1,left,MISS K. Anderson reverse Layup,[203937],1610612750.0,MIN,reverse,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,3.72,Missed,,,,,,,,,,,,,,,
