actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-26T03:16:38.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-26T03:16:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-01-26T03:16:39.2Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2023-01-26T03:16:39Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. J. Kuminga: Tip to J. Morant,"[1629630, 1628991, 1630228]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Jackson Jr.,1628991.0,Kuminga,1630228.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-01-26T03:16:56.7Z,1,REGULAR,foul,personal,[],201939,,,1610612763,0,0,2023-01-26T03:17:04Z,70000,False,,,0,,S. Curry personal FOUL (1 PF),"[201939, 1628415]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,2005.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,,,,,,,
9,PT11M34.00S,2023-01-26T03:17:26.4Z,1,REGULAR,3pt,Jump Shot,[],1629630,66.17936925098554,35.53921568627451,1610612763,0,0,2023-01-26T03:17:35Z,90000,False,-72.0,265.0,1,right,MISS J. Morant 27' step back 3PT,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,27.51,Missed,,,,,,,,,,,,,
10,PT11M32.00S,2023-01-26T03:17:28.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,0,2023-01-26T03:17:57Z,100000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,
11,PT11M15.00S,2023-01-26T03:17:45.2Z,1,REGULAR,3pt,Jump Shot,[],201939,27.94021024967148,81.37254901960785,1610612744,0,0,2023-01-26T03:17:49Z,110000,False,-157.0,210.0,1,left,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,26.22,Missed,,,,,,,,,,,,,
12,PT11M12.00S,2023-01-26T03:17:48.2Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,0,0,2023-01-26T03:17:49Z,120000,False,,,0,,J. Kuminga REBOUND (Off:1 Def:0),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,
13,PT11M10.00S,2023-01-26T03:17:50.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629673,13.748357424441524,68.38235294117648,1610612744,2,0,2023-01-26T03:17:56Z,130000,False,-92.0,77.0,1,left,J. Poole 11' pullup Jump Shot (2 PTS) (J. Kuminga 1 AST),"[1629673, 1630228]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,11.97,Made,,,,,2.0,J. Kuminga,1630228.0,1.0,,,,,
15,PT11M01.00S,2023-01-26T03:18:01.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,91.80354796320631,62.745098039215684,1610612763,2,2,2023-01-26T03:28:12Z,150000,False,64.0,25.0,1,right,B. Clarke 6' cutting Layup (2 PTS) (D. Bane 1 AST),"[1629634, 1630217]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.82,Made,,,,,2.0,D. Bane,1630217.0,1.0,,,,,
17,PT11M01.00S,2023-01-26T03:18:07.3Z,1,REGULAR,foul,personal,['1freethrow'],201939,,,1610612763,2,2,2023-01-26T03:18:13Z,170000,False,,,0,,S. Curry shooting personal FOUL (2 PF) (Clarke 1 FT),"[201939, 1629634]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,2882.0,2.0,0.0,Clarke,1629634.0,,,,,,,,,,,,,,,
