shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-06T03:10:13.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-06T03:10:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:58,4,PT11M58.00S,2022-12-06T03:10:15.5Z,1,REGULAR,jumpball,recovered,[],201939,,,1610612744,0,0,2022-12-06T03:10:15Z,40000,False,,,0,,Jump Ball K. Looney vs. J. Smith: Tip to S. Curry,"[201939, 1626172, 1630188]",30,1610612744.0,GSW,startperiod,S. Curry,201939.0,Curry,S. Curry,Looney,1626172.0,Smith,1630188.0,,,,,,,,,,,,,,,,,,,,,,
11:40,7,PT11M40.00S,2022-12-06T03:10:32.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,85.62746386333771,48.529411764705884,1610612744,0,0,2022-12-06T03:10:39Z,70000,False,-7.0,83.0,1,right,MISS K. Thompson 8' pullup Shot,[202691],11,1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,,,,,,,,,,,,,,,,,,
11:38,8,PT11M38.00S,2022-12-06T03:10:34.0Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,0,0,2022-12-06T03:10:39Z,80000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],25,1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11:28,9,PT11M28.00S,2022-12-06T03:10:44.7Z,1,REGULAR,3pt,Jump Shot,[],1630188,31.225361366622867,33.088235294117645,1610612754,0,3,2022-12-06T03:10:49Z,90000,False,85.0,241.0,1,left,J. Smith 25' 3PT  (3 PTS) (A. Nembhard 1 AST),"[1630188, 1629614]",25,1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,25.54,Made,,,,,3.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,
11:14,11,PT11M14.00S,2022-12-06T03:10:58.0Z,1,REGULAR,2pt,Jump Shot,[],201939,72.48685939553219,50.245098039215684,1610612744,0,3,2022-12-06T03:11:02Z,110000,False,1.0,206.0,1,right,MISS S. Curry 20' Jump Shot,[201939],30,1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Center,20.61,Missed,,,,,,,,,,,,,,,,,,
11:11,12,PT11M11.00S,2022-12-06T03:11:01.0Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,0,3,2022-12-06T03:11:02Z,120000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],25,1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
11:02,13,PT11M02.00S,2022-12-06T03:11:10.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,32.14520367936925,64.2156862745098,1610612754,0,3,2022-12-06T03:11:14Z,130000,False,-71.0,250.0,1,left,MISS B. Hield 25' 3PT,[1627741],24,1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
10:59,14,PT10M59.00S,2022-12-06T03:11:13.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,0,3,2022-12-06T03:11:14Z,140000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],23,1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:48,15,PT10M48.00S,2022-12-06T03:11:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,93.24901445466492,40.68627450980392,1610612744,0,3,2022-12-06T03:11:47Z,150000,False,-47.0,11.0,1,right,MISS D. Green cutting Layup,[203110],23,1610612744.0,GSW,cutting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,,,,
10:45,16,PT10M45.00S,2022-12-06T03:11:27.7Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,0,3,2022-12-06T03:11:28Z,160000,False,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],23,1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10:45,17,PT10M45.00S,2022-12-06T03:11:27.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203110,94.40999984741211,50.0,1610612744,0,3,2022-12-06T03:11:27Z,170000,False,0.0,0.0,1,right,MISS D. Green tip Layup,[203110],23,1610612744.0,GSW,tip,,,Green,D. Green,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
10:44,18,PT10M44.00S,2022-12-06T03:11:28.3Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,0,3,2022-12-06T03:11:28Z,180000,False,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],25,1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,8-16 Left,,,17.0,3.0,3.0,0.0,,,,,,,,,,,,,,
10:38,19,PT10M38.00S,2022-12-06T03:11:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,9.411957950065702,56.127450980392155,1610612754,0,3,2022-12-06T03:12:19Z,190000,False,-31.0,36.0,1,left,MISS A. Nembhard driving Layup,[1629614],2,1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,4.72,Missed,,,,,,,,,,,,,,,,,,
10:37,20,PT10M37.00S,2022-12-06T03:11:35.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,3,2022-12-06T03:11:39Z,200000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10:34,21,PT10M34.00S,2022-12-06T03:11:40.9Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612744,0,3,2022-12-06T03:11:51Z,210000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630174, 202691]",23,1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627529.0,1.0,0.0,Thompson,202691.0,,,,,
10:34,23,PT10M34.00S,2022-12-06T03:12:09.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202691,,,1610612744,1,3,2022-12-06T03:12:10Z,230000,False,,,0,,K. Thompson Free Throw 1 of 2 (1 PTS),[202691],11,1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
10:34,24,PT10M34.00S,2022-12-06T03:12:28.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202691,,,1610612744,2,3,2022-12-06T03:12:28Z,240000,False,,,0,,K. Thompson Free Throw 2 of 2 (2 PTS),[202691],11,1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
10:19,25,PT10M19.00S,2022-12-06T03:12:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,19.136005256241788,49.50980392156863,1610612754,2,5,2022-12-06T03:12:53Z,250000,False,2.0,127.0,1,left,A. Nembhard 12' step back Jump Shot (2 PTS),[1629614],2,1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,12.74,Made,,,,,2.0,,,,,,,,,,,,,
10:09,26,PT10M09.00S,2022-12-06T03:12:54.3Z,1,REGULAR,turnover,lost ball,[],201939,,,1610612744,2,5,2022-12-06T03:12:58Z,260000,False,,,0,,S. Curry lost ball TURNOVER (1 TO),"[201939, 1629614]",30,1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,Nembhard,1629614.0,,
10:09,27,PT10M09.00S,2022-12-06T03:12:54.3Z,1,REGULAR,steal,,[],1629614,,,1610612754,2,5,2022-12-06T03:12:56Z,270000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],2,1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
10:05,28,PT10M05.00S,2022-12-06T03:12:58.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627741,7.046649145860711,40.44117647058824,1610612754,2,7,2022-12-06T03:13:25Z,280000,False,48.0,14.0,1,left,B. Hield running reverse Layup (2 PTS) (A. Nembhard 2 AST),"[1627741, 1629614]",24,1610612754.0,IND,running reverse,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,,,,,2.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,
09:59,30,PT09M59.00S,2022-12-06T03:13:06.6Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,2,7,2022-12-06T03:13:13Z,300000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],23,1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1662.0,,,,,1.0,,,,
09:40,31,PT09M40.00S,2022-12-06T03:13:32.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,30.699737187910642,71.81372549019608,1610612754,2,10,2022-12-06T03:13:38Z,310000,False,-109.0,236.0,1,left,A. Nesmith 26' 3PT  (3 PTS) (B. Hield 1 AST),"[1630174, 1627741]",23,1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,26.01,Made,,,,,3.0,B. Hield,1627741.0,1.0,,,,,,,,,,
09:20,33,PT09M20.00S,2022-12-06T03:13:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.77463863337714,56.127450980392155,1610612744,2,10,2022-12-06T03:13:56Z,330000,False,31.0,6.0,1,right,MISS J. Poole driving Layup - blocked,"[1629673, 1630188]",3,1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,Smith,1630188.0
09:20,106,PT09M20.00S,2022-12-06T03:13:51.7Z,1,REGULAR,block,,[],1630188,,,1610612744,2,10,2022-12-06T03:27:38Z,335000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],25,1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
09:19,34,PT09M19.00S,2022-12-06T03:13:52.7Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,2,10,2022-12-06T03:27:38Z,340000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],5,1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,33.0,2.0,1.0,1.0,,,,,,,,,,,,,,
09:18,35,PT09M18.00S,2022-12-06T03:13:53.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,87.99277266754271,48.03921568627451,1610612744,4,10,2022-12-06T03:14:47Z,350000,False,-10.0,60.0,1,right,K. Looney 6' putback Layup (2 PTS),[1626172],5,1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,6.12,Made,,,,,2.0,,,,,,,,,,,,,
