actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-02-07T03:10:38.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-07T03:10:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-07T03:10:41.4Z,1,REGULAR,jumpball,recovered,[],1630581,,,1610612760,0,0,2023-02-07T03:10:41Z,40000,False,,,0,,Jump Ball J. Williams vs. J. Kuminga: Tip to J. Giddey,"[1630581, 1631119, 1630228]",1610612760.0,OKC,startperiod,J. Giddey,1630581.0,Giddey,J. Giddey,Williams,1631119.0,Kuminga,1630228.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-02-07T03:10:53.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,89.17542706964521,38.970588235294116,1610612760,0,2,2023-02-07T03:11:04Z,70000,False,-55.0,49.0,1,right,J. Williams 7' fadeaway Jump Shot (2 PTS),[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.39,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M22.00S,2023-02-07T03:11:15.0Z,1,REGULAR,2pt,Jump Shot,[],203952,13.222733245729303,76.22549019607843,1610612744,2,2,2023-02-07T03:11:20Z,80000,False,-131.0,72.0,1,left,A. Wiggins 14' Jump Shot (2 PTS) (J. Poole 1 AST),"[203952, 1629673]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,14.95,Made,2.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,
10,PT11M11.00S,2023-02-07T03:11:26.6Z,1,REGULAR,3pt,Jump Shot,[],1631119,70.25295663600527,22.058823529411764,1610612760,2,5,2023-02-07T03:11:31Z,100000,False,-140.0,227.0,1,right,J. Williams 26' 3PT  (3 PTS) (J. Giddey 1 AST),"[1631119, 1630581]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.66,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
12,PT10M58.00S,2023-02-07T03:11:39.4Z,1,REGULAR,3pt,Jump Shot,[],1629673,23.866622864651774,6.61764705882353,1610612744,2,5,2023-02-07T03:11:43Z,120000,False,217.0,172.0,1,left,MISS J. Poole 27' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,27.67,Missed,,,,,,,,,,,,,,,,,,
13,PT10M55.00S,2023-02-07T03:11:42.4Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,2,5,2023-02-07T03:11:43Z,130000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M48.00S,2023-02-07T03:11:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,94.43166885676742,39.950980392156865,1610612760,2,7,2023-02-07T03:11:57Z,140000,False,-50.0,0.0,1,right,A. Wiggins cutting Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1630598, 1628983]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.02,Made,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
16,PT10M41.00S,2023-02-07T03:11:56.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],202691,12.434296977660972,17.892156862745097,1610612744,2,7,2023-02-07T03:12:42Z,160000,False,161.0,64.0,1,left,MISS K. Thompson 17' pullup Shot,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right,17.29,Missed,,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2023-02-07T03:11:58.1Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,2,7,2023-02-07T03:12:05Z,170000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M24.00S,2023-02-07T03:12:13.4Z,1,REGULAR,3pt,Jump Shot,[],1630581,67.23061760840999,27.941176470588236,1610612760,2,7,2023-02-07T03:12:18Z,180000,False,-110.0,256.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,27.83,Missed,,,,,,,,,,,,,,,,,,
19,PT10M20.00S,2023-02-07T03:12:17.4Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,2,7,2023-02-07T03:12:18Z,190000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M08.00S,2023-02-07T03:12:29.4Z,1,REGULAR,2pt,Jump Shot,[],1630228,6.258212877792378,14.705882352941178,1610612744,2,7,2023-02-07T03:12:33Z,200000,False,176.0,6.0,1,left,MISS J. Kuminga 17' pullup Shot,[1630228],1610612744.0,GSW,pullup,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right,17.66,Missed,,,,,,,,,,,,,,,,,,
21,PT10M06.00S,2023-02-07T03:12:31.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,2,7,2023-02-07T03:12:33Z,210000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right,,,,,,,20.0,2.0,2.0,0.0,,,,,,,,,,
22,PT09M58.00S,2023-02-07T03:12:39.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.06636005256242,56.86274509803921,1610612760,2,9,2023-02-07T03:12:49Z,220000,False,34.0,22.0,1,right,S. Gilgeous-Alexander driving Layup (2 PTS) (J. Giddey 2 AST),"[1628983, 1630581]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,4.08,Made,2.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
23,PT09M57.00S,2023-02-07T03:12:45.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,2,9,2023-02-07T03:12:45Z,230000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M45.00S,2023-02-07T03:15:56.8Z,1,REGULAR,2pt,Jump Shot,[],202691,24.392247043363994,31.862745098039213,1610612744,4,9,2023-02-07T03:16:01Z,240000,False,91.0,177.0,1,left,K. Thompson 19' Jump Shot (2 PTS) (J. Kuminga 1 AST),"[202691, 1630228]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,19.87,Made,2.0,J. Kuminga,1630228.0,1.0,,,,,,,,,,,,,,
27,PT09M31.00S,2023-02-07T03:16:11.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,84.44480946123521,37.745098039215684,1610612760,4,9,2023-02-07T03:16:20Z,260000,False,-61.0,94.0,1,right,MISS J. Williams 11' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,11.2,Missed,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2023-02-07T03:16:14.0Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,4,9,2023-02-07T03:16:20Z,270000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M19.00S,2023-02-07T03:16:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,11.645860709592641,45.588235294117645,1610612744,4,9,2023-02-07T03:16:29Z,280000,False,22.0,57.0,1,left,MISS J. Kuminga 6' driving Layup - blocked,"[1630228, 1630581]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,6.11,Missed,,,,,,,,,Giddey,1630581.0,,,,,,,,
30,PT09M19.00S,2023-02-07T03:16:23.5Z,1,REGULAR,block,,[],1630581,,,1610612744,4,9,2023-02-07T03:16:25Z,290000,False,,,0,,J. Giddey BLOCK (1 BLK),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M17.00S,2023-02-07T03:16:25.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,4,9,2023-02-07T03:16:29Z,300000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,29.0,3.0,3.0,0.0,,,,,,,,,,
32,PT09M12.00S,2023-02-07T03:16:30.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628983,85.62746386333771,50.73529411764706,1610612760,4,11,2023-02-07T03:16:52Z,310000,False,4.0,83.0,1,right,S. Gilgeous-Alexander 8' turnaround Jump Shot (4 PTS),[1628983],1610612760.0,OKC,turnaround,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,8.27,Made,4.0,,,,,,,,,,,,,,,,,
33,PT08M59.00S,2023-02-07T03:16:43.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,7.5722733245729295,43.627450980392155,1610612744,6,11,2023-02-07T03:16:47Z,320000,False,32.0,19.0,1,left,J. Kuminga alley-oop DUNK (2 PTS) (D. Green 1 AST),"[1630228, 203110]",1610612744.0,GSW,alley-oop,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,3.7,Made,2.0,D. Green,203110.0,1.0,,,,,,,,,,,,,,
35,PT08M45.00S,2023-02-07T03:16:56.8Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,6,11,2023-02-07T03:17:04Z,340000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 203110]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Green,203110.0,,,,,
36,PT08M45.00S,2023-02-07T03:16:56.8Z,1,REGULAR,steal,,[],203110,,,1610612744,6,11,2023-02-07T03:16:59Z,350000,False,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
37,PT08M39.00S,2023-02-07T03:17:02.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,21.369908015768726,91.17647058823529,1610612744,9,11,2023-02-07T03:17:08Z,360000,False,-206.0,148.0,1,left,K. Thompson 25' 3PT running pullup (5 PTS) (J. Kuminga 2 AST),"[202691, 1630228]",1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.38,Made,5.0,J. Kuminga,1630228.0,2.0,,,,,,,,,,,,,,
39,PT08M28.00S,2023-02-07T03:17:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,93.9060446780552,45.09803921568628,1610612760,9,13,2023-02-07T03:17:22Z,380000,False,-25.0,5.0,1,right,A. Wiggins cutting Layup (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1630598, 1628983]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.5,Made,4.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,
41,PT08M18.00S,2023-02-07T03:17:26.4Z,1,REGULAR,foul,personal,[],1631114,,,1610612744,9,13,2023-02-07T03:17:40Z,400000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1630228]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Kuminga,1630228.0
44,PT08M10.00S,2023-02-07T03:18:15.1Z,1,REGULAR,foul,personal,[],1628983,,,1610612744,9,13,2023-02-07T03:18:21Z,430000,False,,,0,,S. Gilgeous-Alexander personal FOUL (1 PF),"[1628983, 1629673]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,203054.0,1.0,0.0,Poole,1629673.0
46,PT08M05.00S,2023-02-07T03:18:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,17.821944809461236,49.754901960784316,1610612744,11,13,2023-02-07T03:18:45Z,450000,False,1.0,115.0,1,left,K. Thompson 11' fadeaway Jump Shot (7 PTS) (J. Poole 2 AST),"[202691, 1629673]",1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,11.5,Made,7.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,,,
48,PT07M50.00S,2023-02-07T03:18:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,92.72339027595268,45.588235294117645,1610612760,11,15,2023-02-07T03:18:53Z,470000,False,-22.0,16.0,1,right,J. Williams cutting Layup (5 PTS) (J. Giddey 3 AST),"[1631119, 1630581]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.72,Made,5.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,
50,PT07M39.00S,2023-02-07T03:19:00.6Z,1,REGULAR,2pt,Jump Shot,[],1629673,24.129434954007884,57.84313725490197,1610612744,13,15,2023-02-07T03:19:07Z,490000,False,-39.0,174.0,1,left,J. Poole 17' pullup Jump Shot (2 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Center,17.87,Made,2.0,,,,,,,,,,,,,,,,,
51,PT07M26.00S,2023-02-07T03:19:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.40932982917214,47.30392156862745,1610612760,13,15,2023-02-07T03:19:17Z,500000,False,-13.0,28.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.14,Missed,,,,,,,,,,,,,,,,,,
52,PT07M23.00S,2023-02-07T03:19:16.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,13,15,2023-02-07T03:19:17Z,510000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,
