actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
265,PT03M35.00S,2023-03-04T03:59:14.3Z,2,REGULAR,turnover,out-of-bounds,[],1629637,,,1610612740,41,46,2023-03-04T03:59:22Z,2630000,False,,,0,,J. Hayes bad pass out-of-bounds TURNOVER (2 TO),[1629637],1610612740.0,NOP,bad pass,,,,,,Above the Break 3,24+ Center,,,,Hayes,J. Hayes,,,,202901.0,2.0,,,,,,,,,,,,,
266,PT03M32.00S,2023-03-04T03:59:35.2Z,2,REGULAR,foul,personal,[],1630529,,,1610612744,41,46,2023-03-04T03:59:51Z,2640000,False,,,0,,H. Jones personal FOUL (1 PF),"[1630529, 1626172]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jones,H. Jones,,,,2882.0,,,,,,,,1.0,0.0,Looney,1626172.0,,,
268,PT03M30.00S,2023-03-04T03:59:55.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202691,33.590670170827856,44.6078431372549,1610612744,44,46,2023-03-04T03:59:59Z,2660000,False,27.0,263.0,1,left,K. Thompson 26' 3PT  (7 PTS) (D. DiVincenzo 2 AST),"[202691, 1628978]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,26.47,Made,7.0,Thompson,K. Thompson,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,,,,,,
270,PT03M10.00S,2023-03-04T04:00:16.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.553876478318,49.26470588235294,1610612740,44,46,2023-03-04T04:00:19Z,2680000,False,-4.0,121.0,1,right,MISS B. Ingram 12' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),8-16 Center,12.1,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
271,PT03M08.00S,2023-03-04T04:00:18.2Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612744,44,46,2023-03-04T04:00:19Z,2690000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Center,,,,DiVincenzo,D. DiVincenzo,,,,,,,,270.0,2.0,2.0,0.0,,,,,,,
272,PT03M01.00S,2023-03-04T04:00:25.4Z,2,REGULAR,turnover,bad pass,[],202691,,,1610612744,44,46,2023-03-04T04:00:35Z,2700000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 1630529]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left,,,,Thompson,K. Thompson,,,,,1.0,Jones,1630529.0,,,,,,,,,,,
273,PT03M01.00S,2023-03-04T04:00:25.4Z,2,REGULAR,steal,,[],1630529,,,1610612740,44,46,2023-03-04T04:00:26Z,2710000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Left,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
274,PT02M56.00S,2023-03-04T04:00:30.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,86.5473061760841,95.58823529411765,1610612740,44,46,2023-03-04T04:00:38Z,2720000,False,228.0,74.0,1,right,MISS C. McCollum 3PT,[203468],1610612740.0,NOP,,,,,,,Right Corner 3,24+ Right,23.96,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
275,PT02M51.00S,2023-03-04T04:00:35.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,44,46,2023-03-04T04:00:35Z,2730000,False,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,Looney,K. Looney,,,,,,,,274.0,4.0,3.0,1.0,,,,,,,
276,PT02M46.00S,2023-03-04T04:00:45.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612744,44,46,2023-03-04T04:00:56Z,2740000,False,,,0,,H. Jones personal FOUL (2 PF) (Poole 2 FT),"[1630529, 1629673]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right,,,,Jones,H. Jones,,,,202901.0,,,,,,,,2.0,0.0,Poole,1629673.0,,,
278,PT02M46.00S,2023-03-04T04:01:14.4Z,2,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,45,46,2023-03-04T04:01:14Z,2760000,False,,,0,,J. Poole Free Throw 1 of 2 (7 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,7.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
279,PT02M46.00S,2023-03-04T04:01:16.5Z,2,REGULAR,substitution,out,[],1629637,,,1610612744,45,46,2023-03-04T04:01:19Z,2770000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,
280,PT02M46.00S,2023-03-04T04:01:16.5Z,2,REGULAR,substitution,in,[],1630530,,,1610612744,45,46,2023-03-04T04:01:19Z,2780000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
281,PT02M46.00S,2023-03-04T04:01:36.5Z,2,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,46,46,2023-03-04T04:01:36Z,2790000,False,,,0,,J. Poole Free Throw 2 of 2 (8 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,8.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
282,PT02M39.00S,2023-03-04T04:01:51.2Z,2,REGULAR,foul,personal,[],1629673,,,1610612740,46,46,2023-03-04T04:01:56Z,2800000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1630230]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Poole,J. Poole,,,,2882.0,,,,,,,,1.0,0.0,Marshall,1630230.0,,,
284,PT02M32.00S,2023-03-04T04:02:10.1Z,2,REGULAR,3pt,Jump Shot,[],203468,73.66951379763469,85.5392156862745,1610612740,46,49,2023-03-04T04:02:15Z,2820000,False,178.0,195.0,1,right,C. McCollum 26' 3PT  (8 PTS) (H. Jones 3 AST),"[203468, 1630529]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,26.38,Made,8.0,McCollum,C. McCollum,H. Jones,1630529.0,3.0,,,,,,,,,,,,,,,
286,PT02M07.00S,2023-03-04T04:02:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202691,9.017739816031538,39.950980392156865,1610612744,48,49,2023-03-04T04:02:42Z,2840000,False,50.0,32.0,1,left,K. Thompson driving Layup (9 PTS),[202691],1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.97,Made,9.0,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
288,PT01M54.00S,2023-03-04T04:02:48.4Z,2,REGULAR,3pt,Jump Shot,[],1627742,66.04796320630749,44.36274509803921,1610612740,48,49,2023-03-04T04:03:11Z,2860000,False,-28.0,267.0,1,right,MISS B. Ingram 26' pullup 3PT,[1627742],1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Center,26.81,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
289,PT01M53.00S,2023-03-04T04:02:49.4Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,48,49,2023-03-04T04:02:51Z,2870000,False,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Looney,K. Looney,,,,,,,,288.0,5.0,4.0,1.0,,,,,,,
290,PT01M48.00S,2023-03-04T04:02:54.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202691,13.222733245729303,3.431372549019608,1610612744,48,49,2023-03-04T04:03:03Z,2880000,False,233.0,72.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,24.36,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
291,PT01M46.00S,2023-03-04T04:02:56.6Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612744,48,49,2023-03-04T04:03:41Z,2890000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,,,,DiVincenzo,D. DiVincenzo,,,,,,,,290.0,3.0,2.0,1.0,,,,,,,
292,PT01M37.00S,2023-03-04T04:03:05.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630228,10.463206307490145,49.26470588235294,1610612744,50,49,2023-03-04T04:03:10Z,2900000,False,4.0,46.0,1,left,J. Kuminga bank Hook (9 PTS),[1630228],1610612744.0,GSW,bank,,,,,,In The Paint (Non-RA),0-8 Center,4.6,Made,9.0,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
293,PT01M30.00S,2023-03-04T04:03:14.8Z,2,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612740,50,49,2023-03-04T04:03:24Z,2910000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (McCollum 2 FT),"[1628978, 203468]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,DiVincenzo,D. DiVincenzo,,,,202901.0,,,,,,,,2.0,0.0,McCollum,203468.0,,,
295,PT01M30.00S,2023-03-04T04:03:48.0Z,2,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,50,50,2023-03-04T04:03:48Z,2930000,False,,,0,,C. McCollum Free Throw 1 of 2 (9 PTS),[203468],1610612740.0,NOP,,,,,,,,,,Made,9.0,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
296,PT01M30.00S,2023-03-04T04:04:07.2Z,2,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,50,51,2023-03-04T04:04:07Z,2940000,False,,,0,,C. McCollum Free Throw 2 of 2 (10 PTS),[203468],1610612740.0,NOP,,,,,,,,,,Made,10.0,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
297,PT01M16.00S,2023-03-04T04:04:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,10.463206307490145,56.86274509803921,1610612744,50,51,2023-03-04T04:04:26Z,2950000,False,-34.0,46.0,1,left,MISS J. Poole driving Layup - blocked,"[1629673, 203468]",1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.73,Missed,,Poole,J. Poole,,,,,,,,,,,,,,,,McCollum,203468.0,
298,PT01M16.00S,2023-03-04T04:04:23.1Z,2,REGULAR,block,,[],203468,,,1610612744,50,51,2023-03-04T04:04:25Z,2960000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
299,PT01M13.00S,2023-03-04T04:04:26.1Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,50,51,2023-03-04T04:04:26Z,2970000,False,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,McCollum,C. McCollum,,,,,,,,297.0,3.0,3.0,0.0,,,,,,,
300,PT01M11.00S,2023-03-04T04:04:27.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630230,92.72339027595268,54.166666666666664,1610612740,50,53,2023-03-04T04:05:27Z,2980000,False,21.0,16.0,1,right,N. Marshall running reverse Layup (10 PTS) (C. McCollum 2 AST),"[1630230, 203468]",1610612740.0,NOP,running reverse,,,,,,Restricted Area,0-8 Center,2.62,Made,10.0,Marshall,N. Marshall,C. McCollum,203468.0,2.0,,,,,,,,,,,,,,,
302,PT00M59.00S,2023-03-04T04:04:40.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,6.652431011826544,47.794117647058826,1610612744,52,53,2023-03-04T04:04:45Z,3000000,False,11.0,10.0,1,left,K. Looney cutting DUNK (8 PTS) (K. Thompson 3 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,1.49,Made,8.0,Looney,K. Looney,K. Thompson,202691.0,3.0,,,,,,,,,,,,,,,
304,PT00M45.20S,2023-03-04T04:04:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,92.72339027595268,42.15686274509804,1610612740,52,55,2023-03-04T04:05:03Z,3020000,False,-39.0,16.0,1,right,N. Marshall cutting Layup (12 PTS) (H. Jones 4 AST),"[1630230, 1630529]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,4.23,Made,12.0,Marshall,N. Marshall,H. Jones,1630529.0,4.0,,,,,,,,,,,,,,,
306,PT00M35.00S,2023-03-04T04:05:15.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612744,52,55,2023-03-04T04:05:20Z,3040000,False,,,0,,C. McCollum personal FOUL (2 PF) (Thompson 2 FT),"[203468, 202691]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,McCollum,C. McCollum,,,,2882.0,,,,,,,,2.0,0.0,Thompson,202691.0,,,
308,PT00M35.00S,2023-03-04T04:05:47.6Z,2,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,53,55,2023-03-04T04:05:47Z,3060000,False,,,0,,K. Thompson Free Throw 1 of 2 (10 PTS),[202691],1610612744.0,GSW,,,,,,,,,,Made,10.0,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
309,PT00M35.00S,2023-03-04T04:05:48.7Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,53,55,2023-03-04T04:05:54Z,3070000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
310,PT00M35.00S,2023-03-04T04:05:48.7Z,2,REGULAR,substitution,in,[],1630237,,,1610612744,53,55,2023-03-04T04:05:54Z,3080000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,,,,,,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,
311,PT00M35.00S,2023-03-04T04:06:10.6Z,2,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,54,55,2023-03-04T04:06:10Z,3090000,False,,,0,,K. Thompson Free Throw 2 of 2 (11 PTS),[202691],1610612744.0,GSW,,,,,,,,,,Made,11.0,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
312,PT00M21.40S,2023-03-04T04:06:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,90.75229960578186,53.92156862745098,1610612740,54,57,2023-03-04T04:06:32Z,3100000,False,20.0,34.0,1,right,H. Jones cutting Layup (6 PTS) (B. Ingram 4 AST),"[1630529, 1627742]",1610612740.0,NOP,cutting,,,,,,Restricted Area,0-8 Center,3.96,Made,6.0,Jones,H. Jones,B. Ingram,1627742.0,4.0,,,,,,,,,,,,,,,
314,PT00M04.00S,2023-03-04T04:06:47.7Z,2,REGULAR,3pt,Jump Shot,[],202691,24.392247043363994,8.823529411764707,1610612744,54,57,2023-03-04T04:07:08Z,3120000,False,206.0,177.0,1,left,MISS K. Thompson 27' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,,,,Above the Break 3,24+ Right Center,27.14,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
315,PT00M02.40S,2023-03-04T04:06:49.3Z,2,REGULAR,rebound,offensive,[],1630228,,,1610612744,54,57,2023-03-04T04:07:20Z,3130000,False,,,0,,J. Kuminga REBOUND (Off:2 Def:2),[1630228],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Kuminga,J. Kuminga,,,,,,,,314.0,4.0,2.0,2.0,,,,,,,
316,PT00M01.60S,2023-03-04T04:06:52.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630228,12.828515111695138,37.00980392156863,1610612744,54,57,2023-03-04T04:07:50Z,3140000,False,65.0,68.0,1,left,MISS J. Kuminga 9' floating Shot,[1630228],1610612744.0,GSW,floating,,,,,,In The Paint (Non-RA),8-16 Right,9.41,Missed,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
317,PT00M00.10S,2023-03-04T04:06:54.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,54,57,2023-03-04T04:07:50Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,316.0,,,,,,,,,,
318,PT00M00.00S,2023-03-04T04:07:13.6Z,2,REGULAR,period,end,[],0,,,1610612744,54,57,2023-03-04T04:07:13Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2023-03-04T04:22:07.0Z,3,REGULAR,substitution,out,['startperiod'],1630228,,,1610612744,54,57,2023-03-04T04:22:24Z,3170000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2023-03-04T04:22:07.0Z,3,REGULAR,substitution,out,['startperiod'],1630237,,,1610612744,54,57,2023-03-04T04:22:24Z,3180000,False,,,0,,SUB out: A. Lamb,[1630237],1610612744.0,GSW,,,,,,,,,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-03-04T04:22:07.0Z,3,REGULAR,substitution,out,['startperiod'],1630230,,,1610612744,54,57,2023-03-04T04:22:24Z,3190000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-03-04T04:22:07.0Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,54,57,2023-03-04T04:22:24Z,3200000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-03-04T04:22:07.0Z,3,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,54,57,2023-03-04T04:22:24Z,3210000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2023-03-04T04:22:07.0Z,3,REGULAR,substitution,in,['startperiod'],1626195,,,1610612744,54,57,2023-03-04T04:22:24Z,3220000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,,,,,,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2023-03-04T04:22:18.2Z,3,REGULAR,period,start,[],0,,,1610612744,54,57,2023-03-04T04:22:25Z,3230000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M40.00S,2023-03-04T04:22:37.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,91.93495400788436,53.431372549019606,1610612744,54,57,2023-03-04T04:22:45Z,3240000,False,17.0,23.0,1,right,MISS D. Green driving Layup - blocked,"[203110, 1630529]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,2.9,Missed,,Green,D. Green,,,,,,,,,,,,,,,,Jones,1630529.0,
327,PT11M40.00S,2023-03-04T04:22:37.3Z,3,REGULAR,block,,[],1630529,,,1610612744,54,57,2023-03-04T04:22:40Z,3250000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
328,PT11M40.00S,2023-03-04T04:22:37.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,54,57,2023-03-04T04:22:45Z,3260000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,326.0,,,,,,,,,,
330,PT11M29.00S,2023-03-04T04:23:02.4Z,3,REGULAR,foul,offensive,[],203468,,,1610612740,54,57,2023-03-04T04:23:19Z,3280000,False,,,0,,C. McCollum offensive FOUL (3 PF),"[203468, 1628978]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,McCollum,C. McCollum,,,,2882.0,,,,,,,,3.0,0.0,DiVincenzo,1628978.0,,,
332,PT11M29.00S,2023-03-04T04:23:02.4Z,3,REGULAR,turnover,offensive foul,[],203468,,,1610612740,54,57,2023-03-04T04:23:19Z,3300000,False,,,0,,C. McCollum offensive foul TURNOVER (2 TO),[203468],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,McCollum,C. McCollum,,,,1193.0,2.0,,,,,,,,,,,,,
333,PT11M15.00S,2023-03-04T04:23:28.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626172,92.06636005256242,47.05882352941176,1610612744,56,57,2023-03-04T04:23:37Z,3310000,False,-15.0,22.0,1,right,K. Looney cutting DUNK (10 PTS) (J. Poole 4 AST),"[1626172, 1629673]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.65,Made,10.0,Looney,K. Looney,J. Poole,1629673.0,4.0,,,,,,,,,,,,,,,
335,PT11M08.00S,2023-03-04T04:23:34.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630529,8.09789750328515,95.58823529411765,1610612740,56,57,2023-03-04T04:23:39Z,3330000,False,-228.0,24.0,1,left,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,22.91,Missed,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
336,PT11M08.00S,2023-03-04T04:23:34.4Z,3,REGULAR,rebound,offensive,[],1626195,,,1610612740,56,57,2023-03-04T04:23:39Z,3340000,False,,,0,,W. Hernangomez REBOUND (Off:1 Def:4),[1626195],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Hernangomez,W. Hernangomez,,,,,,,,335.0,5.0,4.0,1.0,,,,,,,
337,PT11M02.00S,2023-03-04T04:23:40.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,7.046649145860711,43.13725490196079,1610612740,56,59,2023-03-04T04:23:43Z,3350000,False,34.0,14.0,1,left,W. Hernangomez Layup (6 PTS),[1626195],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,3.69,Made,6.0,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,
338,PT10M55.00S,2023-03-04T04:23:50.8Z,3,REGULAR,foul,personal,['2freethrow'],1626195,,,1610612744,56,59,2023-03-04T04:23:57Z,3360000,False,,,0,,W. Hernangomez shooting personal FOUL (2 PF) (Poole 2 FT),"[1626195, 1629673]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hernangomez,W. Hernangomez,,,,2882.0,,,,,,,,2.0,0.0,Poole,1629673.0,,,
340,PT10M55.00S,2023-03-04T04:24:21.0Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,57,59,2023-03-04T04:24:21Z,3380000,False,,,0,,J. Poole Free Throw 1 of 2 (9 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,9.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
341,PT10M55.00S,2023-03-04T04:24:37.3Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,58,59,2023-03-04T04:24:37Z,3390000,False,,,0,,J. Poole Free Throw 2 of 2 (10 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,10.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
342,PT10M39.00S,2023-03-04T04:24:57.3Z,3,REGULAR,foul,personal,[],1629673,,,1610612740,58,59,2023-03-04T04:25:02Z,3400000,False,,,0,,J. Poole personal FOUL (2 PF),"[1629673, 1627742]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Left,,,,Poole,J. Poole,,,,202901.0,,,,,,,,2.0,0.0,Ingram,1627742.0,,,
344,PT10M25.00S,2023-03-04T04:25:29.2Z,3,REGULAR,3pt,Jump Shot,[],203468,10.988830486202366,94.85294117647058,1610612740,58,62,2023-03-04T04:25:33Z,3420000,False,-224.0,51.0,1,left,C. McCollum 3PT  (13 PTS) (H. Jones 5 AST),"[203468, 1630529]",1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,23.0,Made,13.0,McCollum,C. McCollum,H. Jones,1630529.0,5.0,,,,,,,,,,,,,,,
346,PT10M18.00S,2023-03-04T04:25:37.9Z,3,REGULAR,turnover,palming,[],1629673,,,1610612744,58,62,2023-03-04T04:32:06Z,3440000,False,,,0,,J. Poole palming TURNOVER (2 TO),[1629673],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,Poole,J. Poole,,,,2882.0,2.0,,,,,,,,,,,,,
347,PT10M01.00S,2023-03-04T04:26:04.6Z,3,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612740,58,62,2023-03-04T04:26:11Z,3450000,False,,,0,,D. DiVincenzo shooting personal FOUL (3 PF) (McCollum 2 FT),"[1628978, 203468]",1610612744.0,GSW,shooting,,,,,,Mid-Range,16-24 Left Center,,,,DiVincenzo,D. DiVincenzo,,,,1193.0,,,,,,,,3.0,0.0,McCollum,203468.0,,,
349,PT10M01.00S,2023-03-04T04:26:38.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203468,,,1610612740,58,63,2023-03-04T04:26:38Z,3470000,False,,,0,,C. McCollum Free Throw 1 of 2 (14 PTS),[203468],1610612740.0,NOP,,,,,,,,,,Made,14.0,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
350,PT10M01.00S,2023-03-04T04:26:54.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203468,,,1610612740,58,64,2023-03-04T04:26:54Z,3480000,False,,,0,,C. McCollum Free Throw 2 of 2 (15 PTS),[203468],1610612740.0,NOP,,,,,,,,,,Made,15.0,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
351,PT09M47.00S,2023-03-04T04:27:11.0Z,3,REGULAR,3pt,Jump Shot,[],1629673,64.73390275952694,33.82352941176471,1610612744,58,64,2023-03-04T04:27:16Z,3490000,False,-81.0,279.0,1,right,MISS J. Poole 29' 3PT,[1629673],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,29.05,Missed,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
352,PT09M44.00S,2023-03-04T04:27:14.0Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,58,64,2023-03-04T04:27:16Z,3500000,False,,,0,,B. Ingram REBOUND (Off:0 Def:4),[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Ingram,B. Ingram,,,,,,,,351.0,4.0,4.0,0.0,,,,,,,
