actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
90,PT04M15.00S,2022-10-28T02:24:38.5Z,1,REGULAR,substitution,out,[],202691,,,1610612748,23,20,2022-10-28T02:24:47Z,900000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M15.00S,2022-10-28T02:24:38.5Z,1,REGULAR,substitution,out,[],203952,,,1610612748,23,20,2022-10-28T02:24:47Z,910000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M15.00S,2022-10-28T02:24:38.5Z,1,REGULAR,substitution,in,[],1629673,,,1610612748,23,20,2022-10-28T02:24:47Z,920000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M15.00S,2022-10-28T02:24:38.5Z,1,REGULAR,substitution,in,[],1630541,,,1610612748,23,20,2022-10-28T02:24:47Z,930000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M09.00S,2022-10-28T02:25:05.6Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,23,20,2022-10-28T02:25:11Z,940000,,,0,,T. Herro lost ball out-of-bounds TURNOVER (1 TO),[1629639],1610612748.0,MIA,lost ball,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,2534.0,,,,,,
95,PT03M53.00S,2022-10-28T02:25:25.9Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,23,20,2022-10-28T02:25:30Z,950000,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 202710]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,Butler,202710.0,,,,,,,
96,PT03M53.00S,2022-10-28T02:25:25.9Z,1,REGULAR,steal,,[],202710,,,1610612748,23,20,2022-10-28T02:25:28Z,960000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
97,PT03M45.00S,2022-10-28T02:25:33.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631107,28.86005256241787,80.14705882352942,1610612748,23,20,2022-10-28T02:25:38Z,970000,-151.0,219.0,1,left,MISS N. Jovic 26' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Left Center,26.57,Missed,,,,,,,,,,,,,,,,,,
98,PT03M42.00S,2022-10-28T02:25:36.8Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,23,20,2022-10-28T02:25:38Z,980000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Left Center,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT03M35.00S,2022-10-28T02:25:43.1Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612744,23,20,2022-10-28T02:25:46Z,990000,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 202710]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Butler,202710.0,,,,,,,
100,PT03M35.00S,2022-10-28T02:25:43.1Z,1,REGULAR,steal,,[],202710,,,1610612748,23,20,2022-10-28T02:25:45Z,1000000,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
101,PT03M31.00S,2022-10-28T02:25:47.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,25.969119579500656,9.068627450980392,1610612748,23,20,2022-10-28T02:29:10Z,1010000,205.0,192.0,1,left,MISS T. Herro 28' running 3PT,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,28.04,Missed,,,,,,,,,,,,,,,,,,
102,PT03M28.00S,2022-10-28T02:25:50.3Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612744,23,20,2022-10-28T02:25:52Z,1020000,,,0,,J. Wiseman REBOUND (Off:1 Def:1),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Right Center,,,101.0,2.0,1.0,1.0,,,,,,,,,,,,,,
103,PT03M19.00S,2022-10-28T02:25:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,93.38042049934296,39.705882352941174,1610612744,23,20,2022-10-28T02:26:06Z,1030000,-51.0,10.0,1,right,MISS J. Wiseman Layup,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,5.24,Missed,,,,,,,,,,,,,,,,,,
104,PT03M16.00S,2022-10-28T02:26:01.7Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612744,23,20,2022-10-28T02:26:01Z,1040000,,,0,,J. Wiseman REBOUND (Off:2 Def:1),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,103.0,3.0,1.0,2.0,,,,,,,,,,,,,,
105,PT03M16.00S,2022-10-28T02:26:01.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630164,94.40999984741211,50.0,1610612744,25,20,2022-10-28T02:26:01Z,1050000,0.0,0.0,1,right,J. Wiseman putback DUNK (2 PTS),[1630164],1610612744.0,GSW,putback,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
106,PT03M12.00S,2022-10-28T02:26:11.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,25,20,2022-10-28T02:26:11Z,1060000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M12.00S,2022-10-28T02:27:43.0Z,1,REGULAR,substitution,out,[],203110,,,1610612748,25,20,2022-10-28T02:29:02Z,1070000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M12.00S,2022-10-28T02:27:43.0Z,1,REGULAR,substitution,out,[],200768,,,1610612748,25,20,2022-10-28T02:29:02Z,1080000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M12.00S,2022-10-28T02:27:43.0Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,25,20,2022-10-28T02:29:02Z,1090000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M12.00S,2022-10-28T02:27:43.0Z,1,REGULAR,substitution,in,[],203210,,,1610612748,25,20,2022-10-28T02:29:02Z,1100000,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M12.00S,2022-10-28T02:27:43.0Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,25,20,2022-10-28T02:29:02Z,1110000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M12.00S,2022-10-28T02:27:43.0Z,1,REGULAR,substitution,in,[],1629216,,,1610612748,25,20,2022-10-28T02:29:02Z,1120000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M01.00S,2022-10-28T02:29:20.1Z,1,REGULAR,2pt,Jump Shot,[],1629622,20.05584756898817,17.647058823529413,1610612748,25,20,2022-10-28T02:29:26Z,1130000,162.0,136.0,1,left,MISS M. Strus 21' pullup Shot,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right Center,21.14,Missed,,,,,,,,,,,,,,,,,,
114,PT02M58.00S,2022-10-28T02:29:23.1Z,1,REGULAR,rebound,defensive,[],203210,,,1610612744,25,20,2022-10-28T02:29:26Z,1140000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT02M50.00S,2022-10-28T02:29:34.4Z,1,REGULAR,foul,personal,[],1629622,,,1610612744,25,20,2022-10-28T02:29:50Z,1150000,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 1630164]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Wiseman,1630164.0,,
117,PT02M50.00S,2022-10-28T02:29:48.2Z,1,REGULAR,substitution,out,[],1631107,,,1610612744,25,20,2022-10-28T02:29:52Z,1170000,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M50.00S,2022-10-28T02:29:48.2Z,1,REGULAR,substitution,in,[],1628389,,,1610612744,25,20,2022-10-28T02:29:52Z,1180000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M42.00S,2022-10-28T02:30:04.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,95.0886990801577,4.6568627450980395,1610612744,25,20,2022-10-28T02:30:08Z,1190000,-227.0,-6.0,1,right,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
120,PT02M39.00S,2022-10-28T02:30:07.6Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,25,20,2022-10-28T02:30:08Z,1200000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT02M31.00S,2022-10-28T02:30:14.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,35.69316688567674,46.07843137254902,1610612748,25,23,2022-10-28T02:30:19Z,1210000,20.0,283.0,1,left,D. Robinson 28' 3PT  (3 PTS) (J. Butler 3 AST),"[1629130, 202710]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,28.37,Made,,,,,3.0,J. Butler,202710.0,3.0,,,,,,,,,,
123,PT02M14.00S,2022-10-28T02:30:31.7Z,1,REGULAR,3pt,Jump Shot,[],201939,65.39093298291722,48.28431372549019,1610612744,25,23,2022-10-28T02:30:38Z,1230000,-9.0,273.0,1,right,MISS S. Curry 27' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,27.29,Missed,,,,,,,,,,,,,,,,,,
124,PT02M10.00S,2022-10-28T02:30:35.7Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612744,25,23,2022-10-28T02:30:38Z,1240000,,,0,,J. Wiseman REBOUND (Off:3 Def:1),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,,,123.0,4.0,1.0,3.0,,,,,,,,,,,,,,
125,PT02M10.00S,2022-10-28T02:30:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630164,94.40999984741211,50.0,1610612744,25,23,2022-10-28T02:30:35Z,1250000,0.0,0.0,1,right,MISS J. Wiseman tip Layup,[1630164],1610612744.0,GSW,tip,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
126,PT02M10.00S,2022-10-28T02:30:36.6Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,25,23,2022-10-28T02:30:36Z,1260000,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT01M53.00S,2022-10-28T02:30:53.5Z,1,REGULAR,foul,personal,['2freethrow'],1630164,,,1610612748,25,23,2022-10-28T02:31:01Z,1270000,,,0,,J. Wiseman shooting personal FOUL (1 PF) (Butler 2 FT),"[1630164, 202710]",1610612744.0,GSW,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Butler,202710.0,,
129,PT01M53.00S,2022-10-28T02:31:25.1Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,25,24,2022-10-28T02:31:25Z,1290000,,,0,,J. Butler Free Throw 1 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
130,PT01M53.00S,2022-10-28T02:31:26.1Z,1,REGULAR,substitution,out,[],201939,,,1610612748,25,24,2022-10-28T02:31:33Z,1300000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M53.00S,2022-10-28T02:31:26.1Z,1,REGULAR,substitution,in,[],1629660,,,1610612748,25,24,2022-10-28T02:31:33Z,1310000,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M53.00S,2022-10-28T02:31:48.8Z,1,REGULAR,substitution,out,[],1630541,,,1610612748,25,24,2022-10-28T02:31:54Z,1320000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M53.00S,2022-10-28T02:31:48.8Z,1,REGULAR,substitution,in,[],203952,,,1610612748,25,24,2022-10-28T02:31:54Z,1330000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M53.00S,2022-10-28T02:32:06.6Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,25,25,2022-10-28T02:32:06Z,1340000,,,0,,J. Butler Free Throw 2 of 2 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
135,PT01M41.00S,2022-10-28T02:32:19.7Z,1,REGULAR,turnover,bad pass,[],1630164,,,1610612744,25,25,2022-10-28T02:32:24Z,1350000,,,0,,J. Wiseman bad pass TURNOVER (1 TO),"[1630164, 1628389]",1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,,,,
136,PT01M41.00S,2022-10-28T02:32:19.7Z,1,REGULAR,steal,,[],1628389,,,1610612748,25,25,2022-10-28T02:32:21Z,1360000,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
137,PT01M38.00S,2022-10-28T02:32:22.8Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,25,25,2022-10-28T02:32:26Z,1370000,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 1629673]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Poole,1629673.0,,,,,,,
138,PT01M38.00S,2022-10-28T02:32:22.8Z,1,REGULAR,steal,,[],1629673,,,1610612744,25,25,2022-10-28T02:32:24Z,1380000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
139,PT01M20.00S,2022-10-28T02:32:40.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630164,87.86136662286465,62.254901960784316,1610612744,25,25,2022-10-28T02:32:44Z,1390000,61.0,62.0,1,right,MISS J. Wiseman 8' turnaround Hook,[1630164],1610612744.0,GSW,turnaround,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Right,8.69,Missed,,,,,,,,,,,,,,,,,,
140,PT01M18.00S,2022-10-28T02:32:42.4Z,1,REGULAR,rebound,offensive,[],203210,,,1610612744,25,25,2022-10-28T02:32:42Z,1400000,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,139.0,2.0,1.0,1.0,,,,,,,,,,,,,,
141,PT01M18.00S,2022-10-28T02:32:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203210,94.40999984741211,50.0,1610612744,27,25,2022-10-28T02:32:42Z,1410000,0.0,0.0,1,right,J. Green putback Layup (2 PTS),[203210],1610612744.0,GSW,putback,,,Green,J. Green,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
142,PT01M08.00S,2022-10-28T02:32:52.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,13.485545335085414,50.73529411764706,1610612748,27,27,2022-10-28T02:32:57Z,1420000,-4.0,74.0,1,left,B. Adebayo 7' floating Jump Shot (6 PTS) (J. Butler 4 AST),"[1628389, 202710]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.44,Made,,,,,6.0,J. Butler,202710.0,4.0,,,,,,,,,,
144,PT00M56.00S,2022-10-28T02:33:06.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630164,87.33574244415243,54.166666666666664,1610612744,29,27,2022-10-28T02:33:11Z,1440000,21.0,67.0,1,right,J. Wiseman 6' turnaround Hook (4 PTS) (J. Poole 1 AST),"[1630164, 1629673]",1610612744.0,GSW,turnaround,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,6.97,Made,,,,,4.0,J. Poole,1629673.0,1.0,,,,,,,,,,
146,PT00M48.70S,2022-10-28T02:33:15.6Z,1,REGULAR,2pt,Jump Shot,[],1629216,10.068988173455978,79.41176470588235,1610612748,29,27,2022-10-28T02:33:20Z,1460000,-147.0,42.0,1,left,MISS G. Vincent 15' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,15.3,Missed,,,,,,,,,,,,,,,,,,
147,PT00M45.60S,2022-10-28T02:33:18.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,29,27,2022-10-28T02:33:20Z,1470000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,146.0,2.0,2.0,0.0,,,,,,,,,,,,,,
148,PT00M34.00S,2022-10-28T02:33:30.0Z,1,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612744,29,27,2022-10-28T02:35:06Z,1545000,,,0,,G. Vincent shooting personal FOUL (1 PF) (Poole 2 FT),"[1629216, 1629673]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,1201.0,1.0,0.0,Poole,1629673.0,,
150,PT00M34.00S,2022-10-28T02:33:53.0Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,30,27,2022-10-28T02:36:01Z,1548125,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
155,PT00M34.00S,2022-10-28T02:33:53.0Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,31,27,2022-10-28T02:36:01Z,1548437,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
151,PT00M34.00S,2022-10-28T02:33:54.3Z,1,REGULAR,substitution,out,[],203952,,,1610612748,31,27,2022-10-28T02:36:01Z,1548750,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M34.00S,2022-10-28T02:33:54.3Z,1,REGULAR,substitution,out,[],202710,,,1610612748,31,27,2022-10-28T02:36:01Z,1549375,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M34.00S,2022-10-28T02:33:54.3Z,1,REGULAR,substitution,in,[],1630541,,,1610612748,31,27,2022-10-28T02:36:01Z,1549687,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M34.00S,2022-10-28T02:33:54.3Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,31,27,2022-10-28T02:36:01Z,1549843,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M28.00S,2022-10-28T02:34:20.9Z,1,REGULAR,3pt,Jump Shot,[],1629622,24.655059132720105,85.04901960784314,1610612748,31,30,2022-10-28T02:34:26Z,1560000,-175.0,179.0,1,left,M. Strus 25' 3PT  (3 PTS) (G. Vincent 1 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,25.07,Made,,,,,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,
158,PT00M03.50S,2022-10-28T02:34:50.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,31,30,2022-10-28T02:35:01Z,1580000,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2534.0,,,,,,
159,PT00M01.70S,2022-10-28T02:35:05.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,36.87582128777924,20.833333333333336,1610612748,31,30,2022-10-28T02:36:52Z,1590000,146.0,294.0,1,left,MISS G. Vincent 32' pullup bank 3PT,[1629216],1610612748.0,MIA,pullup bank,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,32.83,Missed,,,,,,,,,,,,,,,,,,
160,PT00M00.10S,2022-10-28T02:35:06.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,31,30,2022-10-28T02:35:44Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,159.0,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2022-10-28T02:35:13.0Z,1,REGULAR,period,end,[],0,,,1610612748,31,30,2022-10-28T02:35:13Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-10-28T02:37:18.8Z,2,REGULAR,substitution,out,['startperiod'],1629660,,,1610612748,31,30,2022-10-28T02:37:46Z,1620000,,,0,,SUB out: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-10-28T02:37:18.8Z,2,REGULAR,substitution,out,['startperiod'],1630164,,,1610612748,31,30,2022-10-28T02:37:46Z,1630000,,,0,,SUB out: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-10-28T02:37:18.8Z,2,REGULAR,substitution,in,['startperiod'],1626172,,,1610612748,31,30,2022-10-28T02:37:46Z,1640000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-10-28T02:37:18.8Z,2,REGULAR,substitution,in,['startperiod'],203952,,,1610612748,31,30,2022-10-28T02:37:46Z,1650000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-10-28T02:38:01.5Z,2,REGULAR,period,start,[],0,,,1610612744,31,30,2022-10-28T02:38:01Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M37.00S,2022-10-28T02:38:24.2Z,2,REGULAR,2pt,Jump Shot,[],203952,73.53810775295663,53.67647058823529,1610612744,31,30,2022-10-28T02:38:29Z,1670000,18.0,196.0,1,right,MISS A. Wiggins 19' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,19.71,Missed,,,,,,,,,,,,,,,,,,
168,PT11M36.00S,2022-10-28T02:38:25.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,31,30,2022-10-28T02:38:29Z,1680000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,16-24 Center,,,167.0,,,,,,,,,,,,,,,,,
170,PT11M22.00S,2022-10-28T02:38:46.1Z,2,REGULAR,3pt,Jump Shot,[],1629130,27.677398160315374,13.725490196078432,1610612748,31,30,2022-10-28T02:39:15Z,1700000,181.0,208.0,1,left,MISS D. Robinson 27' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,27.58,Missed,,,,,,,,,,,,,,,,,,
171,PT11M20.00S,2022-10-28T02:38:48.1Z,2,REGULAR,rebound,defensive,[],1626172,,,1610612744,31,30,2022-10-28T02:39:21Z,1710000,,,0,,K. Looney REBOUND (Off:0 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Right Center,,,170.0,5.0,5.0,0.0,,,,,,,,,,,,,,
172,PT10M59.00S,2022-10-28T02:39:09.7Z,2,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612744,31,30,2022-10-28T02:39:16Z,1720000,,,0,,G. Vincent shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1629216, 203952]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2534.0,2.0,0.0,Wiggins,203952.0,,
