actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
20,PT10M10.00S,2023-01-03T03:12:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612737,2,0,2023-01-03T03:13:18Z,200000,False,,,0,,K. Looney shooting personal FOUL (1 PF) (Collins 2 FT),"[1626172, 1628381]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,1628951.0,,,,,,,,,,,,,,1.0,0.0,Collins,1628381.0,,
22,PT10M10.00S,2023-01-03T03:13:24.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628381,,,1610612737,2,1,2023-01-03T03:13:24Z,220000,False,,,0,,J. Collins Free Throw 1 of 2 (1 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
23,PT10M10.00S,2023-01-03T03:13:46.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628381,,,1610612737,2,2,2023-01-03T03:13:46Z,230000,False,,,0,,J. Collins Free Throw 2 of 2 (2 PTS),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
24,PT09M59.00S,2023-01-03T03:13:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.19776609724047,45.83333333333333,1610612744,4,2,2023-01-03T03:14:05Z,240000,False,-21.0,21.0,1,right,J. Poole cutting finger roll Layup (2 PTS) (K. Looney 1 AST),"[1629673, 1626172]",1610612744.0,GSW,cutting finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,2.94,Made,,,,,2.0,K. Looney,1626172.0,1.0,,,,,,,,
26,PT09M49.00S,2023-01-03T03:14:07.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,32.013797634691194,74.01960784313727,1610612737,4,2,2023-01-03T03:14:43Z,260000,False,-120.0,248.0,1,left,MISS T. Young 27' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,27.59,Missed,,,,,,,,,,,,,,,,
27,PT09M47.00S,2023-01-03T03:14:09.9Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,4,2,2023-01-03T03:14:13Z,270000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,
28,PT09M43.00S,2023-01-03T03:14:14.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,95.0886990801577,4.166666666666666,1610612744,7,2,2023-01-03T03:14:17Z,280000,False,-229.0,-6.0,1,right,J. Poole 3PT  (5 PTS) (D. DiVincenzo 1 AST),"[1629673, 1628978]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,22.93,Made,,,,,5.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,
30,PT09M23.00S,2023-01-03T03:14:34.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,22.421156373193167,6.862745098039216,1610612737,7,2,2023-01-03T03:14:37Z,300000,False,216.0,158.0,1,left,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,26.76,Missed,,,,,,,,,,,,,,,,
31,PT09M21.00S,2023-01-03T03:14:36.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,7,2,2023-01-03T03:18:06Z,310000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,
32,PT09M14.00S,2023-01-03T03:14:43.4Z,1,REGULAR,3pt,Jump Shot,[],1628978,94.82588699080158,4.411764705882353,1610612744,7,2,2023-01-03T03:19:21Z,320000,False,-228.0,-4.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,22.79,Missed,,,,,,,,,,,,,,,,
33,PT09M12.00S,2023-01-03T03:14:45.4Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,7,2,2023-01-03T03:15:07Z,330000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,
34,PT09M05.00S,2023-01-03T03:14:52.1Z,1,REGULAR,3pt,Jump Shot,[],1629027,33.196452036793694,36.029411764705884,1610612737,7,5,2023-01-03T03:16:29Z,340000,False,70.0,260.0,1,left,T. Young 26' 3PT step back (3 PTS),[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,26.87,Made,,,,,3.0,,,,,,,,,,,
35,PT08M47.00S,2023-01-03T03:15:10.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,73.53810775295663,16.666666666666664,1610612744,7,5,2023-01-03T03:15:12Z,350000,False,-167.0,196.0,1,right,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,25.75,Missed,,,,,,,,,,,,,,,,
36,PT08M44.00S,2023-01-03T03:15:13.7Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,7,5,2023-01-03T03:15:13Z,360000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,
37,PT08M35.00S,2023-01-03T03:15:22.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,11.251642575558476,43.38235294117647,1610612737,7,5,2023-01-03T03:15:26Z,370000,False,33.0,53.0,1,left,MISS D. Murray 6' driving floating Shot,[1627749],1610612737.0,ATL,driving floating,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,6.27,Missed,,,,,,,,,,,,,,,,
38,PT08M33.00S,2023-01-03T03:15:24.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,7,5,2023-01-03T03:17:59Z,380000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,
39,PT08M24.00S,2023-01-03T03:15:34.3Z,1,REGULAR,3pt,Jump Shot,[],202691,73.53810775295663,14.705882352941178,1610612744,10,5,2023-01-03T03:15:37Z,390000,False,-176.0,196.0,1,right,K. Thompson 26' 3PT  (5 PTS) (J. Poole 1 AST),"[202691, 1629673]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,26.39,Made,,,,,5.0,J. Poole,1629673.0,1.0,,,,,,,,
41,PT08M05.00S,2023-01-03T03:15:52.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,13.354139290407357,95.34313725490196,1610612737,10,5,2023-01-03T03:15:54Z,410000,False,-227.0,73.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,23.82,Missed,,,,,,,,,,,,,,,,
42,PT08M03.00S,2023-01-03T03:15:55.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,10,5,2023-01-03T03:15:55Z,420000,False,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Left Corner 3,24+ Left,,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,
43,PT07M57.00S,2023-01-03T03:16:01.0Z,1,REGULAR,3pt,Jump Shot,[],202691,73.9323258869908,14.705882352941178,1610612744,10,5,2023-01-03T03:16:03Z,430000,False,-176.0,193.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,26.12,Missed,,,,,,,,,,,,,,,,
44,PT07M55.00S,2023-01-03T03:16:03.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,10,5,2023-01-03T03:16:56Z,440000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,
45,PT07M45.00S,2023-01-03T03:16:12.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,8.886333771353483,52.69607843137255,1610612737,10,7,2023-01-03T03:16:14Z,450000,False,-13.0,31.0,1,left,J. Collins cutting DUNK (4 PTS) (D. Hunter 1 AST),"[1628381, 1629631]",1610612737.0,ATL,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,3.38,Made,,,,,4.0,D. Hunter,1629631.0,1.0,,,,,,,,
47,PT07M25.00S,2023-01-03T03:16:32.4Z,1,REGULAR,2pt,Jump Shot,[],202691,79.71419185282524,75.24509803921569,1610612744,10,7,2023-01-03T03:16:34Z,470000,False,126.0,138.0,1,right,MISS K. Thompson 18' Jump Shot,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,,,18.72,Missed,,,,,,,,,,,,,,,,
48,PT07M23.00S,2023-01-03T03:16:35.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,10,7,2023-01-03T03:16:35Z,480000,False,,,0,,J. Collins REBOUND (Off:0 Def:3),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right Center,,,,,47.0,3.0,3.0,0.0,,,,,,,,,,,,
49,PT07M15.00S,2023-01-03T03:16:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,14.011169513797633,45.588235294117645,1610612737,10,9,2023-01-03T03:16:47Z,490000,False,22.0,79.0,1,left,D. Hunter 8' driving floating Jump Shot (2 PTS) (T. Young 1 AST),"[1629631, 1629027]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,8.22,Made,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,,
51,PT06M57.00S,2023-01-03T03:16:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,94.30026281208936,58.82352941176471,1610612744,10,9,2023-01-03T03:17:02Z,510000,False,44.0,1.0,1,right,MISS J. Poole driving finger roll Layup - blocked,"[1629673, 1628381]",1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,4.41,Missed,,,,,,,,,,,,,,,Collins,1628381.0
52,PT06M57.00S,2023-01-03T03:16:59.9Z,1,REGULAR,block,,[],1628381,,,1610612744,10,9,2023-01-03T03:17:03Z,520000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT06M54.00S,2023-01-03T03:17:02.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,10,9,2023-01-03T03:23:15Z,530000,False,,,0,,J. Collins REBOUND (Off:0 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,51.0,4.0,4.0,0.0,,,,,,,,,,,,
54,PT06M51.00S,2023-01-03T03:17:07.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,14.14257555847569,50.73529411764706,1610612737,10,11,2023-01-03T03:17:16Z,540000,False,-4.0,80.0,1,left,D. Hunter 8' driving floating Jump Shot (4 PTS) (T. Young 2 AST),"[1629631, 1629027]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,8.05,Made,,,,,4.0,T. Young,1629027.0,2.0,,,,,,,,
56,PT06M32.00S,2023-01-03T03:17:25.4Z,1,REGULAR,3pt,Jump Shot,[],202691,72.7496714848883,81.12745098039215,1610612744,13,11,2023-01-03T03:17:31Z,560000,False,156.0,204.0,1,right,K. Thompson 25' 3PT pullup (8 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,25.63,Made,,,,,8.0,,,,,,,,,,,
57,PT06M18.00S,2023-01-03T03:17:38.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,17.0335085413929,59.55882352941176,1610612737,13,13,2023-01-03T03:17:41Z,570000,False,-48.0,108.0,1,left,D. Murray 11' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,11.77,Made,,,,,2.0,,,,,,,,,,,
59,PT06M18.00S,2023-01-03T03:17:51.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,13,13,2023-01-03T03:17:51Z,590000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M18.00S,2023-01-03T03:20:05.5Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,13,13,2023-01-03T03:20:32Z,600000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M18.00S,2023-01-03T03:20:05.5Z,1,REGULAR,substitution,out,[],1630168,,,1610612744,13,13,2023-01-03T03:20:32Z,610000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M18.00S,2023-01-03T03:20:05.5Z,1,REGULAR,substitution,in,[],1630237,,,1610612744,13,13,2023-01-03T03:20:32Z,620000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M18.00S,2023-01-03T03:20:05.5Z,1,REGULAR,substitution,in,[],203992,,,1610612744,13,13,2023-01-03T03:20:32Z,630000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M06.00S,2023-01-03T03:20:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.9862023653088,42.64705882352941,1610612744,13,13,2023-01-03T03:20:59Z,640000,False,-37.0,13.0,1,right,MISS D. Green cutting Layup - blocked,"[203110, 1628381]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,3.92,Missed,,,,,,,,,,,,,,,Collins,1628381.0
65,PT06M06.00S,2023-01-03T03:20:57.6Z,1,REGULAR,block,,[],1628381,,,1610612744,13,13,2023-01-03T03:21:00Z,650000,False,,,0,,J. Collins BLOCK (2 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M04.00S,2023-01-03T03:20:59.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,13,13,2023-01-03T03:21:22Z,660000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,
67,PT06M01.00S,2023-01-03T03:21:03.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,27.020367936925098,14.460784313725492,1610612737,13,13,2023-01-03T03:21:06Z,670000,False,178.0,201.0,1,left,MISS D. Murray 26' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,26.87,Missed,,,,,,,,,,,,,,,,
68,PT05M59.00S,2023-01-03T03:21:05.8Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,13,13,2023-01-03T03:21:28Z,680000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,67.0,3.0,3.0,0.0,,,,,,,,,,,,
69,PT05M48.00S,2023-01-03T03:21:16.1Z,1,REGULAR,3pt,Jump Shot,[],202691,67.88764783180025,68.62745098039215,1610612744,16,13,2023-01-03T03:21:18Z,690000,False,93.0,249.0,1,right,K. Thompson 26' 3PT  (11 PTS) (D. Green 2 AST),"[202691, 203110]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,26.62,Made,,,,,11.0,D. Green,203110.0,2.0,,,,,,,,
71,PT05M34.00S,2023-01-03T03:21:29.8Z,1,REGULAR,2pt,Jump Shot,[],1629027,11.12023653088042,67.40196078431373,1610612737,16,13,2023-01-03T03:21:31Z,710000,False,-87.0,52.0,1,left,MISS T. Young 10' driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,10.14,Missed,,,,,,,,,,,,,,,,
72,PT05M32.00S,2023-01-03T03:21:32.4Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,16,13,2023-01-03T03:21:32Z,720000,False,,,0,,J. Collins REBOUND (Off:1 Def:4),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,,,,,71.0,5.0,4.0,1.0,,,,,,,,,,,,
73,PT05M31.00S,2023-01-03T03:21:33.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203992,27.677398160315374,10.784313725490197,1610612737,16,13,2023-01-03T03:21:36Z,730000,False,196.0,208.0,1,left,MISS B. Bogdanovic 28' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,28.56,Missed,,,,,,,,,,,,,,,,
74,PT05M27.00S,2023-01-03T03:21:36.6Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,16,13,2023-01-03T03:21:36Z,740000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,
75,PT05M11.00S,2023-01-03T03:21:56.3Z,1,REGULAR,turnover,traveling,[],1629673,,,1610612744,16,13,2023-01-03T03:21:57Z,750000,False,,,0,,J. Poole traveling TURNOVER (1 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,1201.0,1.0,,,,,,,,,,,,,,,,,,
76,PT05M02.00S,2023-01-03T03:22:12.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,27.94021024967148,84.55882352941177,1610612737,16,13,2023-01-03T03:22:15Z,760000,False,-173.0,210.0,1,left,MISS J. Collins 27' 3PT,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,,,27.2,Missed,,,,,,,,,,,,,,,,
77,PT04M59.00S,2023-01-03T03:22:15.4Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,16,13,2023-01-03T03:22:15Z,770000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,
78,PT04M51.00S,2023-01-03T03:22:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.85479632063075,44.11764705882353,1610612744,18,13,2023-01-03T03:22:26Z,780000,False,-29.0,15.0,1,right,J. Poole driving Layup (7 PTS) (D. Green 3 AST),"[1629673, 203110]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,3.29,Made,,,,,7.0,D. Green,203110.0,3.0,,,,,,,,
80,PT04M41.00S,2023-01-03T03:22:33.3Z,1,REGULAR,3pt,Jump Shot,[],1629631,13.222733245729303,2.450980392156863,1610612737,18,13,2023-01-03T03:22:36Z,800000,False,238.0,72.0,1,left,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,24.83,Missed,,,,,,,,,,,,,,,,
