actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-28T03:10:28.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-28T03:10:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-28T03:10:30.2Z,1,REGULAR,jumpball,recovered,[],202691,,,1610612744,0,0,2022-12-28T03:10:30Z,40000,False,,,0,,Jump Ball K. Looney vs. M. Plumlee: Tip to K. Thompson,"[202691, 1626172, 203486]",1610612744.0,GSW,startperiod,K. Thompson,202691.0,Thompson,K. Thompson,Looney,1626172.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2022-12-28T03:10:43.5Z,1,REGULAR,2pt,Jump Shot,[],1629673,90.62089356110381,75.98039215686273,1610612744,0,0,2022-12-28T03:10:51Z,80000,False,130.0,36.0,1,right,MISS J. Poole 13' Jump Shot,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,13.47,Missed,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2022-12-28T03:10:45.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,0,0,2022-12-28T03:11:15Z,90000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,8-16 Right,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M28.00S,2022-12-28T03:10:59.4Z,1,REGULAR,3pt,Jump Shot,[],202330,30.699737187910642,72.30392156862744,1610612766,0,0,2022-12-28T03:11:04Z,100000,False,-112.0,236.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
11,PT11M25.00S,2022-12-28T03:11:02.4Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,0,0,2022-12-28T03:11:04Z,110000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M18.00S,2022-12-28T03:11:09.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,82.60512483574244,41.17647058823529,1610612744,2,0,2022-12-28T03:11:12Z,120000,False,-44.0,111.0,1,right,J. Poole 11' pullup Jump Shot (2 PTS) (D. DiVincenzo 1 AST),"[1629673, 1628978]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,11.94,Made,,,,,2.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
14,PT11M07.00S,2022-12-28T03:11:20.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203486,10.463206307490145,39.950980392156865,1610612766,2,0,2022-12-28T03:11:23Z,140000,False,50.0,46.0,1,left,MISS M. Plumlee 6' Hook,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,6.8,Missed,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2022-12-28T03:11:23.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,2,0,2022-12-28T03:11:23Z,150000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M55.00S,2022-12-28T03:11:32.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,68.01905387647832,73.2843137254902,1610612744,2,0,2022-12-28T03:11:42Z,160000,False,116.0,248.0,1,right,MISS D. DiVincenzo 27' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,27.4,Missed,,,,,,,,,,,,,,,,,,
