actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-03T03:05:26.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-03T03:05:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-03T03:05:28.6Z,1,REGULAR,jumpball,recovered,[],201569,,,1610612746,0,0,2023-03-03T03:05:28Z,40000,False,,,0,,Jump Ball M. Plumlee vs. K. Looney: Tip to E. Gordon,"[201569, 203486, 1626172]",1610612746.0,LAC,startperiod,E. Gordon,201569.0,Gordon,E. Gordon,Plumlee,203486.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-03-03T03:05:43.6Z,1,REGULAR,2pt,Jump Shot,[],202695,74.45795006570303,43.872549019607845,1610612746,0,0,2023-03-03T03:05:48Z,70000,False,-31.0,188.0,1,right,MISS K. Leonard 19' step back Shot,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,19.01,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-03-03T03:05:45.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,0,0,2023-03-03T03:05:54Z,80000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M18.00S,2023-03-03T03:06:07.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,6.521024967148489,38.23529411764706,1610612744,0,0,2023-03-03T03:06:16Z,90000,False,59.0,9.0,1,left,MISS K. Looney reverse Layup,[1626172],1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,5.95,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2023-03-03T03:06:09.8Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612744,0,0,2023-03-03T03:06:16Z,100000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M16.00S,2023-03-03T03:06:10.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628978,5.590000152587891,50.0,1610612744,0,0,2023-03-03T03:06:10Z,110000,False,0.0,0.0,1,left,MISS D. DiVincenzo tip Layup,[1628978],1610612744.0,GSW,tip,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
12,PT11M15.00S,2023-03-03T03:06:11.2Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,0,0,2023-03-03T03:06:11Z,120000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M12.00S,2023-03-03T03:06:13.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201569,75.3777923784494,12.745098039215685,1610612746,0,0,2023-03-03T03:06:21Z,130000,False,-186.0,179.0,1,right,MISS E. Gordon 25' running 3PT,[201569],1610612746.0,LAC,running,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
14,PT11M10.00S,2023-03-03T03:06:15.9Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,0,0,2023-03-03T03:07:16Z,140000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
15,PT10M59.00S,2023-03-03T03:06:26.6Z,1,REGULAR,3pt,Jump Shot,[],202691,27.151773981603156,13.970588235294118,1610612744,0,0,2023-03-03T03:06:31Z,150000,False,180.0,203.0,1,left,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,27.12,Missed,,,,,,,,,,,,,,,,,,
16,PT10M57.00S,2023-03-03T03:06:28.6Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,0,0,2023-03-03T03:06:31Z,160000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M43.00S,2023-03-03T03:06:43.1Z,1,REGULAR,2pt,Jump Shot,[],202331,80.76544021024968,72.79411764705883,1610612746,0,0,2023-03-03T03:06:48Z,170000,False,114.0,128.0,1,right,MISS P. George 17' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,17.16,Missed,,,,,,,,,,,,,,,,,,
18,PT10M40.00S,2023-03-03T03:06:46.1Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,0,0,2023-03-03T03:06:48Z,180000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,,,17.0,2.0,2.0,0.0,,,,,,,,,,,,,,
19,PT10M32.00S,2023-03-03T03:06:53.9Z,1,REGULAR,2pt,Jump Shot,[],1629673,22.28975032851511,51.9607843137255,1610612744,0,0,2023-03-03T03:07:55Z,190000,False,-10.0,157.0,1,left,MISS J. Poole 15' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,Mid-Range,8-16 Center,15.73,Missed,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2023-03-03T03:06:56.9Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,0,0,2023-03-03T03:07:03Z,200000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
