actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-12T01:40:55.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-12T01:40:55Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-12T01:40:58.0Z,1,REGULAR,jumpball,recovered,[],1626171,,,1610612749,0,0,2023-03-12T01:40:58Z,40000,False,,,0,,Jump Ball B. Lopez vs. K. Looney: Tip to B. Portis,"[1626171, 201572, 1626172]",1610612749.0,MIL,startperiod,B. Portis,1626171.0,Portis,B. Portis,Lopez,201572.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M48.00S,2023-03-12T01:41:06.7Z,1,REGULAR,2pt,Jump Shot,[],201950,69.72733245729303,49.50980392156863,1610612749,0,0,2023-03-12T01:41:59Z,80000,False,-2.0,232.0,1,right,MISS J. Holiday 23' pullup Shot,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,23.21,Missed,,,,,,,,,,,,,,,,,,
9,PT11M46.00S,2023-03-12T01:41:08.7Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,0,2023-03-12T01:42:08Z,90000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Center,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M32.00S,2023-03-12T01:41:24.9Z,1,REGULAR,foul,personal,['2freethrow'],203114,,,1610612744,0,0,2023-03-12T01:41:49Z,110000,False,,,0,,K. Middleton shooting personal FOUL (1 PF) (Thompson 2 FT),"[203114, 202691]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,,,,,,,202035.0,1.0,0.0,Thompson,202691.0,,,,,,,,,
13,PT11M32.00S,2023-03-12T01:41:49.9Z,1,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,1,0,2023-03-12T01:41:49Z,130000,False,,,0,,K. Thompson Free Throw 1 of 2 (1 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
14,PT11M32.00S,2023-03-12T01:42:02.0Z,1,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,2,0,2023-03-12T01:42:02Z,140000,False,,,0,,K. Thompson Free Throw 2 of 2 (2 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
15,PT11M19.00S,2023-03-12T01:42:16.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,92.72339027595268,45.588235294117645,1610612749,2,2,2023-03-12T01:42:22Z,150000,False,-22.0,16.0,1,right,B. Lopez alley-oop Layup (2 PTS) (K. Middleton 1 AST),"[201572, 203114]",1610612749.0,MIL,alley-oop,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,,,,,,2.0,K. Middleton,203114.0,1.0,,,,,
17,PT11M04.00S,2023-03-12T01:42:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,14.4053876478318,42.64705882352941,1610612744,4,2,2023-03-12T01:42:38Z,170000,False,37.0,83.0,1,left,K. Thompson 9' driving floating bank Jump Shot (4 PTS) (D. Green 1 AST),"[202691, 203110]",1610612744.0,GSW,driving floating bank,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,9.07,Made,,,,,,,,,,4.0,D. Green,203110.0,1.0,,,,,
19,PT10M49.00S,2023-03-12T01:42:46.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,85.23324572930355,46.568627450980394,1610612749,4,2,2023-03-12T01:42:51Z,190000,False,-17.0,86.0,1,right,MISS B. Portis 8' turnaround Hook,[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,,,,,,,,,,,,,,,,,,
20,PT10M47.00S,2023-03-12T01:42:48.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,2,2023-03-12T01:42:51Z,200000,False,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M32.00S,2023-03-12T01:43:04.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,32.276609724047304,32.84313725490196,1610612744,4,2,2023-03-12T01:43:08Z,210000,False,86.0,251.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.52,Missed,,,,,,,,,,,,,,,,,,
22,PT10M28.00S,2023-03-12T01:43:08.1Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612744,4,2,2023-03-12T01:43:08Z,220000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT10M26.00S,2023-03-12T01:43:09.4Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612744,4,2,2023-03-12T01:43:12Z,230000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 203114]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Middleton,203114.0,,
24,PT10M26.00S,2023-03-12T01:43:09.4Z,1,REGULAR,steal,,[],203114,,,1610612749,4,2,2023-03-12T01:43:10Z,240000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
25,PT10M24.00S,2023-03-12T01:43:16.4Z,1,REGULAR,violation,kicked ball,[],203110,,,1610612749,4,2,2023-03-12T01:44:07Z,250000,False,,,0,,D. Green kicked ball VIOLATION,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,202035.0,,,,,,,,,,,,,
26,PT10M17.00S,2023-03-12T01:43:34.9Z,1,REGULAR,turnover,bad pass,[],201950,,,1610612749,4,2,2023-03-12T01:43:41Z,260000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1626172]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,Looney,1626172.0,,
27,PT10M17.00S,2023-03-12T01:43:34.9Z,1,REGULAR,steal,,[],1626172,,,1610612744,4,2,2023-03-12T01:43:37Z,270000,False,,,0,,K. Looney STEAL (1 STL),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
28,PT10M08.00S,2023-03-12T01:43:43.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626172,9.411957950065702,48.28431372549019,1610612744,4,2,2023-03-12T01:43:49Z,280000,False,9.0,36.0,1,left,MISS K. Looney Hook - blocked,"[1626172, 201572]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,Lopez,201572.0
29,PT10M08.00S,2023-03-12T01:43:43.9Z,1,REGULAR,block,,[],201572,,,1610612744,4,2,2023-03-12T01:43:47Z,290000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M03.00S,2023-03-12T01:43:48.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,2,2023-03-12T01:43:49Z,300000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M57.00S,2023-03-12T01:43:54.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,69.33311432325887,77.20588235294117,1610612749,4,2,2023-03-12T01:45:39Z,310000,False,136.0,236.0,1,right,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,27.22,Missed,,,,,,,,,,,,,,,,,,
32,PT09M55.00S,2023-03-12T01:43:56.4Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,4,2,2023-03-12T01:44:00Z,320000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M43.00S,2023-03-12T01:44:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,17.296320630749015,46.81372549019608,1610612744,4,2,2023-03-12T01:44:18Z,330000,False,16.0,110.0,1,left,MISS D. DiVincenzo 11' floating Shot,[1628978],1610612744.0,GSW,floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,11.12,Missed,,,,,,,,,,,,,,,,,,
34,PT09M40.00S,2023-03-12T01:44:10.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,2,2023-03-12T01:44:18Z,340000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT09M21.00S,2023-03-12T01:44:30.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,93.64323258869908,59.068627450980394,1610612749,4,2,2023-03-12T01:44:35Z,350000,False,45.0,7.0,1,right,MISS B. Portis alley-oop Layup,[1626171],1610612749.0,MIL,alley-oop,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
36,PT09M18.00S,2023-03-12T01:44:33.3Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,2,2023-03-12T01:44:35Z,360000,False,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,35.0,3.0,3.0,0.0,,,,,,,,,,,,,,
37,PT09M09.00S,2023-03-12T01:44:42.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,30.042706964520367,14.460784313725492,1610612744,4,2,2023-03-12T01:44:46Z,370000,False,178.0,230.0,1,left,MISS D. DiVincenzo 29' 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,29.06,Missed,,,,,,,,,,,,,,,,,,
38,PT09M07.00S,2023-03-12T01:44:44.0Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,4,2,2023-03-12T01:44:46Z,380000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,37.0,3.0,3.0,0.0,,,,,,,,,,,,,,
39,PT08M55.00S,2023-03-12T01:44:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,83.919185282523,49.754901960784316,1610612749,4,4,2023-03-12T01:45:01Z,390000,False,-1.0,99.0,1,right,J. Holiday 9' pullup Jump Shot (2 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,,,,,,,,,,2.0,,,,,,,,
40,PT08M37.00S,2023-03-12T01:45:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.30946123521682,43.872549019607845,1610612744,4,4,2023-03-12T01:45:21Z,400000,False,31.0,16.0,1,left,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
41,PT08M35.00S,2023-03-12T01:45:16.5Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,4,4,2023-03-12T02:00:04Z,410000,False,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,40.0,4.0,3.0,1.0,,,,,,,,,,,,,,
119,PT08M35.00S,2023-03-12T01:45:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,9.543363994743759,42.8921568627451,1610612744,4,4,2023-03-12T02:00:04Z,415000,False,36.0,37.0,1,left,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,,,,,,
120,PT08M33.00S,2023-03-12T01:45:20.7Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,4,4,2023-03-12T01:59:56Z,417500,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M28.00S,2023-03-12T01:45:22.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201950,72.09264126149803,13.970588235294118,1610612749,4,4,2023-03-12T01:47:57Z,420000,False,-180.0,210.0,1,right,MISS J. Holiday 27' running pullup 3PT,[201950],1610612749.0,MIL,running pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,27.65,Missed,,,,,,,,,,,,,,,,,,
43,PT08M24.00S,2023-03-12T01:45:26.9Z,1,REGULAR,rebound,offensive,[],1626171,,,1610612749,4,4,2023-03-12T01:45:31Z,430000,False,,,0,,B. Portis REBOUND (Off:1 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,42.0,4.0,3.0,1.0,,,,,,,,,,,,,,
44,PT08M23.00S,2023-03-12T01:45:28.4Z,1,REGULAR,turnover,bad pass,[],1626171,,,1610612749,4,4,2023-03-12T01:45:34Z,440000,False,,,0,,B. Portis bad pass TURNOVER (1 TO),"[1626171, 201939]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Curry,201939.0,,
45,PT08M23.00S,2023-03-12T01:45:28.4Z,1,REGULAR,steal,,[],201939,,,1610612744,4,4,2023-03-12T01:45:29Z,450000,False,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M19.00S,2023-03-12T01:45:32.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,32.14520367936925,41.17647058823529,1610612744,4,4,2023-03-12T01:45:40Z,460000,False,44.0,250.0,1,left,MISS K. Thompson 25' running pullup 3PT,[202691],1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.36,Missed,,,,,,,,,,,,,,,,,,
47,PT08M17.00S,2023-03-12T01:45:34.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,4,4,2023-03-12T01:49:14Z,470000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT08M12.00S,2023-03-12T01:45:41.4Z,1,REGULAR,foul,personal,[],202691,,,1610612749,4,4,2023-03-12T01:46:13Z,480000,False,,,0,,K. Thompson personal FOUL (1 PF),"[202691, 203114]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,,,,,,,202035.0,1.0,0.0,Middleton,203114.0,,,,,,,,,
51,PT08M06.00S,2023-03-12T01:46:04.2Z,1,REGULAR,3pt,Jump Shot,[],1628960,62.89421813403416,44.36274509803921,1610612749,4,4,2023-03-12T01:48:46Z,510000,False,-28.0,296.0,1,right,MISS G. Allen 29' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,29.76,Missed,,,,,,,,,,,,,,,,,,
52,PT08M04.00S,2023-03-12T01:46:06.2Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,4,4,2023-03-12T01:49:09Z,520000,False,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Center,,,51.0,5.0,4.0,1.0,,,,,,,,,,,,,,
