actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
83,PT04M27.00S,2022-12-29T03:23:38.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630228,8.09789750328515,58.08823529411765,1610612744,16,20,2022-12-29T03:23:55Z,830000,False,-40.0,24.0,1,left,J. Kuminga running Layup (2 PTS) (D. DiVincenzo 2 AST),"[1630228, 1628978]",1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,,,2.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,
85,PT04M14.00S,2022-12-29T03:23:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,90.3580814717477,42.15686274509804,1610612762,16,20,2022-12-29T03:26:49Z,850000,False,-39.0,38.0,1,right,MISS M. Conley driving finger roll Layup,[201144],1610612762.0,UTA,driving finger roll,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
86,PT04M14.00S,2022-12-29T03:23:51.0Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,16,20,2022-12-29T03:24:05Z,860000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,85.0,2.0,1.0,1.0,,,,,,,,,,,,,,
87,PT04M14.00S,2022-12-29T03:24:00.9Z,1,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612762,16,20,2022-12-29T03:24:08Z,870000,False,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Kessler 2 FT),"[1630228, 1631117]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,1.0,0.0,Kessler,1631117.0,,,,
89,PT04M14.00S,2022-12-29T03:24:23.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631117,,,1610612762,16,21,2022-12-29T03:24:23Z,890000,False,,,0,,W. Kessler Free Throw 1 of 2 (1 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
90,PT04M14.00S,2022-12-29T03:24:24.2Z,1,REGULAR,substitution,out,[],1629673,,,1610612762,16,21,2022-12-29T03:24:35Z,900000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M14.00S,2022-12-29T03:24:24.2Z,1,REGULAR,substitution,out,[],1630237,,,1610612762,16,21,2022-12-29T03:24:35Z,910000,False,,,0,,SUB out: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M14.00S,2022-12-29T03:24:24.2Z,1,REGULAR,substitution,out,[],201144,,,1610612762,16,21,2022-12-29T03:24:35Z,920000,False,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M14.00S,2022-12-29T03:24:24.2Z,1,REGULAR,substitution,in,[],1629660,,,1610612762,16,21,2022-12-29T03:24:35Z,930000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M14.00S,2022-12-29T03:24:24.2Z,1,REGULAR,substitution,in,[],1630164,,,1610612762,16,21,2022-12-29T03:24:35Z,940000,False,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M14.00S,2022-12-29T03:24:24.2Z,1,REGULAR,substitution,in,[],200752,,,1610612762,16,21,2022-12-29T03:24:35Z,950000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M14.00S,2022-12-29T03:24:51.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631117,,,1610612762,16,22,2022-12-29T03:24:51Z,960000,False,,,0,,W. Kessler Free Throw 2 of 2 (2 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
97,PT04M02.00S,2022-12-29T03:25:07.2Z,1,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,16,22,2022-12-29T03:25:15Z,970000,False,,,0,,J. Kuminga lost ball out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,lost ball,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,1.0,,,,,,,,,,,,
98,PT03M56.00S,2022-12-29T03:25:19.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,71.04139290407359,74.75490196078431,1610612762,16,25,2022-12-29T03:25:23Z,980000,False,124.0,220.0,1,right,M. Beasley 25' 3PT  (3 PTS) (C. Sexton 1 AST),"[1627736, 1629012]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.22,Made,,,,,,,3.0,C. Sexton,1629012.0,1.0,,,,,,,,
100,PT03M39.00S,2022-12-29T03:25:36.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630164,11.645860709592641,44.6078431372549,1610612744,18,25,2022-12-29T03:30:05Z,1000000,False,27.0,57.0,1,left,J. Wiseman 6' Hook (2 PTS) (J. Kuminga 1 AST),"[1630164, 1630228]",1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,,,,,,,2.0,J. Kuminga,1630228.0,1.0,,,,,,,,
102,PT03M19.00S,2022-12-29T03:25:56.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,95.0886990801577,3.431372549019608,1610612762,18,25,2022-12-29T03:26:05Z,1020000,False,-233.0,-6.0,1,right,MISS M. Beasley 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.29,Missed,,,,,,,,,,,,,,,,,,
103,PT03M14.00S,2022-12-29T03:26:01.0Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,18,25,2022-12-29T03:26:05Z,1030000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,,,102.0,1.0,1.0,0.0,,,,,,,,,,,,,,
104,PT03M09.00S,2022-12-29T03:26:06.1Z,1,REGULAR,3pt,Jump Shot,[],1630541,24.26084099868594,86.76470588235294,1610612744,18,25,2022-12-29T03:31:02Z,1040000,False,-184.0,176.0,1,left,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
105,PT03M05.00S,2022-12-29T03:26:10.1Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,18,25,2022-12-29T03:26:12Z,1050000,False,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Left Center,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT03M00.00S,2022-12-29T03:26:14.8Z,1,REGULAR,3pt,Jump Shot,[],203903,65.65374507227332,35.78431372549019,1610612762,18,28,2022-12-29T03:28:09Z,1060000,False,-71.0,270.0,1,right,J. Clarkson 27' 3PT pullup (7 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,27.96,Made,,,,,,,7.0,,,,,,,,,,,
107,PT02M46.00S,2022-12-29T03:26:28.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,11.12023653088042,38.970588235294116,1610612744,18,28,2022-12-29T03:26:35Z,1070000,False,55.0,52.0,1,left,MISS D. DiVincenzo 7' driving floating Shot,[1628978],1610612744.0,GSW,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,7.58,Missed,,,,,,,,,,,,,,,,,,
108,PT02M42.00S,2022-12-29T03:26:32.6Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612744,18,28,2022-12-29T03:26:32Z,1080000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:0),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,107.0,1.0,0.0,1.0,,,,,,,,,,,,,,
109,PT02M42.00S,2022-12-29T03:26:32.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630164,5.590000152587891,50.0,1610612744,18,28,2022-12-29T03:26:32Z,1090000,False,0.0,0.0,1,left,MISS J. Wiseman tip Layup,[1630164],1610612744.0,GSW,tip,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
110,PT02M41.00S,2022-12-29T03:26:33.8Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612744,18,28,2022-12-29T03:26:33Z,1100000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:0),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,,,109.0,2.0,0.0,2.0,,,,,,,,,,,,,,
111,PT02M41.00S,2022-12-29T03:26:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630164,5.590000152587891,50.0,1610612744,20,28,2022-12-29T03:26:33Z,1110000,False,0.0,0.0,1,left,J. Wiseman putback Layup (4 PTS),[1630164],1610612744.0,GSW,putback,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,4.0,,,,,,,,,,,
112,PT02M29.00S,2022-12-29T03:26:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,86.41590013140605,44.85294117647059,1610612762,20,28,2022-12-29T03:26:49Z,1120000,False,-26.0,75.0,1,right,MISS J. Clarkson 7' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,,,,,,
113,PT02M27.00S,2022-12-29T03:26:47.1Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612744,20,28,2022-12-29T03:26:49Z,1130000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:1),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,112.0,3.0,1.0,2.0,,,,,,,,,,,,,,
114,PT02M21.00S,2022-12-29T03:26:54.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630541,26.888961892247043,11.27450980392157,1610612744,23,28,2022-12-29T03:34:08Z,1140000,False,194.0,200.0,1,left,M. Moody 27' 3PT running (3 PTS) (J. Kuminga 2 AST),"[1630541, 1630228]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,27.86,Made,,,,,,,3.0,J. Kuminga,1630228.0,2.0,,,,,,,,
116,PT02M20.00S,2022-12-29T03:26:59.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,23,28,2022-12-29T03:26:59Z,1160000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M20.00S,2022-12-29T03:29:12.2Z,1,REGULAR,substitution,out,[],203903,,,1610612762,23,28,2022-12-29T03:29:31Z,1170000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M20.00S,2022-12-29T03:29:12.2Z,1,REGULAR,substitution,in,[],1628374,,,1610612762,23,28,2022-12-29T03:29:31Z,1180000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M59.00S,2022-12-29T03:30:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,91.27792378449409,48.28431372549019,1610612762,23,30,2022-12-29T03:30:32Z,1190000,False,-9.0,29.0,1,right,W. Kessler Layup (4 PTS) (M. Beasley 1 AST),"[1631117, 1627736]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,,,4.0,M. Beasley,1627736.0,1.0,,,,,,,,
121,PT01M48.00S,2022-12-29T03:30:25.0Z,1,REGULAR,foul,personal,[],1627736,,,1610612744,23,30,2022-12-29T03:30:34Z,1210000,False,,,0,,M. Beasley personal FOUL (1 PF),"[1627736, 1628978]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Mid-Range,16-24 Left Center,,,,,,,202041.0,,,,,,1.0,0.0,DiVincenzo,1628978.0,,,,
123,PT01M48.00S,2022-12-29T03:30:41.5Z,1,REGULAR,foul,offensive,[],1628978,,,1610612744,23,30,2022-12-29T03:31:01Z,1230000,False,,,0,,D. DiVincenzo offensive FOUL (2 PF),"[1628978, 1627736]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,,,202053.0,,,,,,2.0,0.0,Beasley,1627736.0,,,,
125,PT01M48.00S,2022-12-29T03:30:41.5Z,1,REGULAR,turnover,offensive foul,[],1628978,,,1610612744,23,30,2022-12-29T03:30:41Z,1250000,False,,,0,,D. DiVincenzo offensive foul TURNOVER (1 TO),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,,,202053.0,1.0,,,,,,,,,,,,
126,PT01M37.00S,2022-12-29T03:31:04.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,73.40670170827858,15.441176470588236,1610612762,23,30,2022-12-29T03:31:08Z,1260000,False,-173.0,197.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
127,PT01M36.00S,2022-12-29T03:31:05.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,23,30,2022-12-29T03:31:08Z,1270000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,126.0,,,,,,,,,,,,,,,,,
128,PT01M36.00S,2022-12-29T03:31:08.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612744,23,30,2022-12-29T03:31:18Z,1280000,False,,,0,,L. Markkanen loose ball personal FOUL (1 PF) (DiVincenzo 2 FT),"[1628374, 1628978]",1610612762.0,UTA,loose ball,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,1.0,0.0,DiVincenzo,1628978.0,,,,
130,PT01M36.00S,2022-12-29T03:31:42.4Z,1,REGULAR,freethrow,1 of 2,[],1628978,,,1610612744,24,30,2022-12-29T03:31:42Z,1300000,False,,,0,,D. DiVincenzo Free Throw 1 of 2 (7 PTS),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
131,PT01M36.00S,2022-12-29T03:31:59.5Z,1,REGULAR,freethrow,2 of 2,[],1628978,,,1610612744,25,30,2022-12-29T03:31:59Z,1310000,False,,,0,,D. DiVincenzo Free Throw 2 of 2 (8 PTS),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
132,PT01M26.00S,2022-12-29T03:32:12.6Z,1,REGULAR,foul,personal,['2freethrow'],1630164,,,1610612762,25,30,2022-12-29T03:32:27Z,1320000,False,,,0,,J. Wiseman shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1630164, 1628374]",1610612744.0,GSW,shooting,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202041.0,,,,,,1.0,0.0,Markkanen,1628374.0,,,,
134,PT01M26.00S,2022-12-29T03:32:40.8Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,25,31,2022-12-29T03:32:40Z,1340000,False,,,0,,L. Markkanen Free Throw 1 of 2 (10 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
135,PT01M26.00S,2022-12-29T03:32:41.4Z,1,REGULAR,substitution,out,[],1628978,,,1610612762,25,31,2022-12-29T03:32:43Z,1350000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M26.00S,2022-12-29T03:32:41.4Z,1,REGULAR,substitution,in,[],1629673,,,1610612762,25,31,2022-12-29T03:32:43Z,1360000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M26.00S,2022-12-29T03:33:02.2Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,25,32,2022-12-29T03:33:02Z,1370000,False,,,0,,L. Markkanen Free Throw 2 of 2 (11 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
138,PT01M08.00S,2022-12-29T03:33:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,14.799605781865965,46.07843137254902,1610612744,25,32,2022-12-29T03:33:32Z,1380000,False,20.0,87.0,1,left,MISS J. Kuminga 8' turnaround Shot,[1630228],1610612744.0,GSW,turnaround,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
139,PT01M05.00S,2022-12-29T03:33:25.9Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,25,32,2022-12-29T03:33:32Z,1390000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,,,138.0,4.0,4.0,0.0,,,,,,,,,,,,,,
140,PT00M59.30S,2022-12-29T03:33:33.1Z,1,REGULAR,3pt,Jump Shot,[],1628374,72.48685939553219,18.137254901960784,1610612762,25,35,2022-12-29T03:33:37Z,1400000,False,-159.0,206.0,1,right,L. Markkanen 26' 3PT  (14 PTS) (C. Sexton 2 AST),"[1628374, 1629012]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.05,Made,,,,,,,14.0,C. Sexton,1629012.0,2.0,,,,,,,,
142,PT00M50.20S,2022-12-29T03:33:45.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,19.316688567674113,39.728860294117645,1610612744,27,35,2022-12-29T03:33:59Z,1420000,False,51.0,129.0,1,left,J. Poole 13' pullup Jump Shot (6 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,13.9,Made,,,,,,,6.0,,,,,,,,,,,
143,PT00M36.70S,2022-12-29T03:34:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,92.46057818659659,56.61764705882353,1610612762,27,35,2022-12-29T03:34:10Z,1430000,False,33.0,18.0,1,right,MISS L. Markkanen reverse Layup,[1628374],1610612762.0,UTA,reverse,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.79,Missed,,,,,,,,,,,,,,,,,,
145,PT00M33.60S,2022-12-29T03:34:05.2Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612744,27,35,2022-12-29T03:34:10Z,1450000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:2),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,143.0,4.0,2.0,2.0,,,,,,,,,,,,,,
146,PT00M30.60S,2022-12-29T03:34:08.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629660,25.706307490144546,11.029411764705882,1610612744,27,35,2022-12-29T03:40:05Z,1460000,False,195.0,189.0,1,left,MISS T. Jerome 27' running pullup 3PT,[1629660],1610612744.0,GSW,running pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,27.16,Missed,,,,,,,,,,,,,,,,,,
147,PT00M26.70S,2022-12-29T03:34:12.1Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,27,35,2022-12-29T03:34:14Z,1470000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,146.0,1.0,1.0,0.0,,,,,,,,,,,,,,
148,PT00M10.00S,2022-12-29T03:34:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,91.14651773981603,43.13725490196079,1610612762,27,37,2022-12-29T03:34:34Z,1480000,False,-34.0,31.0,1,right,C. Sexton driving Layup (2 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,4.6,Made,,,,,,,2.0,,,,,,,,,,,
149,PT00M03.40S,2022-12-29T03:34:38.5Z,1,REGULAR,3pt,Jump Shot,[],1629660,24.917871222076215,83.82352941176471,1610612744,27,37,2022-12-29T03:35:11Z,1490000,False,-169.0,182.0,1,left,MISS T. Jerome 24' 3PT,[1629660],1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
150,PT00M02.70S,2022-12-29T03:34:39.2Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,27,37,2022-12-29T03:35:11Z,1500000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,
151,PT00M00.10S,2022-12-29T03:34:47.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,33.98488830486202,48.77450980392157,1610612762,27,37,2022-12-29T03:41:45Z,1510000,False,-6.0,568.0,1,right,MISS M. Beasley 56' pullup 3PT,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,56.8,Missed,,,,,,,,,,,,,,,,,,
152,PT00M00.10S,2022-12-29T03:34:47.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,27,37,2022-12-29T03:35:52Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,151.0,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2022-12-29T03:34:49.6Z,1,REGULAR,period,end,[],0,,,1610612762,27,37,2022-12-29T03:34:49Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-12-29T03:36:48.4Z,2,REGULAR,substitution,out,['startperiod'],1630164,,,1610612762,27,37,2022-12-29T03:37:25Z,1540000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-12-29T03:36:48.4Z,2,REGULAR,substitution,out,['startperiod'],1629012,,,1610612762,27,37,2022-12-29T03:37:25Z,1550000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-12-29T03:36:48.4Z,2,REGULAR,substitution,out,['startperiod'],1631117,,,1610612762,27,37,2022-12-29T03:37:25Z,1560000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-12-29T03:36:48.4Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612762,27,37,2022-12-29T03:37:25Z,1570000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-12-29T03:36:48.4Z,2,REGULAR,substitution,in,['startperiod'],1629020,,,1610612762,27,37,2022-12-29T03:37:25Z,1580000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-12-29T03:36:48.4Z,2,REGULAR,substitution,in,['startperiod'],1629638,,,1610612762,27,37,2022-12-29T03:37:25Z,1590000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-12-29T03:37:26.5Z,2,REGULAR,period,start,[],0,,,1610612744,27,37,2022-12-29T03:37:26Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M47.00S,2022-12-29T03:37:41.2Z,2,REGULAR,foul,personal,[],200752,,,1610612744,27,37,2022-12-29T03:37:53Z,1610000,False,,,0,,R. Gay personal FOUL (1 PF),"[200752, 1630228]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,,,,1627526.0,,,,,,1.0,0.0,Kuminga,1630228.0,,,,
163,PT11M37.00S,2022-12-29T03:38:08.0Z,2,REGULAR,3pt,Jump Shot,[],1629660,22.946780551905388,87.99019607843137,1610612744,30,37,2022-12-29T03:38:12Z,1630000,False,-190.0,163.0,1,left,T. Jerome 25' 3PT  (3 PTS) (M. Moody 1 AST),"[1629660, 1630541]",1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,25.05,Made,,,,,,,3.0,M. Moody,1630541.0,1.0,,,,,,,,
165,PT11M22.00S,2022-12-29T03:38:27.0Z,2,REGULAR,foul,personal,[],1629660,,,1610612762,30,37,2022-12-29T03:38:33Z,1650000,False,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 1629020]",1610612744.0,GSW,,,,Jerome,T. Jerome,,,,,Mid-Range,16-24 Left Center,,,,,,,202053.0,,,,,,1.0,0.0,Vanderbilt,1629020.0,,,,
