actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-25T02:11:07.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-25T02:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-03-25T02:11:09.7Z,1,REGULAR,jumpball,recovered,[],201939,,,1610612744,0,0,2023-03-25T02:11:09Z,40000,False,,,0,,Jump Ball K. Looney vs. J. Embiid: Tip to S. Curry,"[201939, 1626172, 203954]",1610612744.0,GSW,startperiod,S. Curry,201939.0,Curry,S. Curry,Looney,1626172.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-03-25T02:11:27.0Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,0,0,2023-03-25T02:11:32Z,70000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 203954]",1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Left,1.0,Embiid,203954.0,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-03-25T02:11:27.0Z,1,REGULAR,steal,,[],203954,,,1610612755,0,0,2023-03-25T02:11:29Z,80000,False,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2023-03-25T02:11:34.1Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,15.982260183968464,50.0,1610612755,0,2,2023-03-25T02:14:02Z,90000,False,0.0,98.0,1,left,T. Maxey 9' floating Jump Shot (2 PTS) (T. Harris 1 AST),"[1630178, 202699]",1610612755.0,PHI,floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,9.77,Made,2.0,T. Harris,202699.0,1.0,,,,,,,,,,,
11,PT11M18.00S,2023-03-25T02:11:48.6Z,1,REGULAR,3pt,Jump Shot,[],201939,76.5604467805519,7.8431372549019605,1610612744,0,2,2023-03-25T02:11:53Z,110000,False,-211.0,168.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,26.94,Missed,,,,,,,,,,,,,,,
12,PT11M16.00S,2023-03-25T02:11:50.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,0,2,2023-03-25T02:11:50Z,120000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,
13,PT11M08.00S,2023-03-25T02:11:58.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,66.44218134034165,48.77450980392157,1610612744,3,2,2023-03-25T02:13:25Z,130000,False,-6.0,263.0,1,right,K. Thompson 26' 3PT pullup (3 PTS),[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,26.3,Made,3.0,,,,,,,,,,,,,,
14,PT10M48.00S,2023-03-25T02:12:18.6Z,1,REGULAR,2pt,Jump Shot,[],1630178,19.136005256241788,20.34313725490196,1610612755,3,4,2023-03-25T02:14:08Z,140000,False,148.0,127.0,1,left,T. Maxey 19' pullup Jump Shot (4 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right Center,,,,19.55,Made,4.0,J. Embiid,203954.0,1.0,,,,,,,,,,,
16,PT10M31.00S,2023-03-25T02:12:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,91.80354796320631,54.90196078431373,1610612744,5,4,2023-03-25T02:12:41Z,160000,False,25.0,25.0,1,right,S. Curry cutting Layup (2 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,3.46,Made,2.0,D. Green,203110.0,1.0,,,,,,,,,,,
