actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M30.00S,2022-12-31T03:13:08.4Z,1,REGULAR,steal,,[],1628978,,,1610612744,6,0,2022-12-31T03:14:27Z,170000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
18,PT10M26.00S,2022-12-31T03:13:11.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,73.66951379763469,12.254901960784313,1610612744,9,0,2022-12-31T04:22:06Z,180000,False,-189.0,195.0,1,right,K. Thompson 27' 3PT running (7 PTS) (D. DiVincenzo 1 AST),"[202691, 1628978]",1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,27.14,Made,7.0,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
20,PT10M25.00S,2022-12-31T03:13:18.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,9,0,2022-12-31T03:13:18Z,200000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M14.00S,2022-12-31T03:16:20.3Z,1,REGULAR,2pt,Jump Shot,[],203081,8.754927726675426,68.38235294117648,1610612757,9,2,2022-12-31T03:16:24Z,210000,False,-92.0,30.0,1,left,D. Lillard 9' fadeaway Jump Shot (2 PTS),[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Left,9.66,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M02.00S,2022-12-31T03:16:32.9Z,1,REGULAR,3pt,Jump Shot,[],202691,73.01248357424441,10.049019607843137,1610612744,12,2,2022-12-31T03:16:36Z,220000,False,-200.0,201.0,1,right,K. Thompson 28' 3PT  (10 PTS) (K. Looney 1 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,28.36,Made,10.0,,,,,K. Looney,1626172.0,1.0,,,,,,,,,,
24,PT09M44.00S,2022-12-31T03:16:50.4Z,1,REGULAR,2pt,Jump Shot,[],203924,3.4986859395532193,15.441176470588236,1610612757,12,4,2022-12-31T03:16:53Z,240000,False,173.0,-20.0,1,left,J. Grant 17' Jump Shot (2 PTS) (J. Hart 1 AST),"[203924, 1628404]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right,17.39,Made,2.0,,,,,J. Hart,1628404.0,1.0,,,,,,,,,,
26,PT09M25.00S,2022-12-31T03:17:09.4Z,1,REGULAR,3pt,Jump Shot,[],202691,92.9862023653088,96.56862745098039,1610612744,12,4,2022-12-31T03:17:12Z,260000,False,233.0,13.0,1,right,MISS K. Thompson step back 3PT,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
27,PT09M23.00S,2022-12-31T03:17:11.4Z,1,REGULAR,rebound,defensive,[],203924,,,1610612757,12,4,2022-12-31T03:17:23Z,270000,False,,,0,,J. Grant REBOUND (Off:0 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,
28,PT09M19.00S,2022-12-31T03:17:16.9Z,1,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,12,4,2022-12-31T03:17:18Z,280000,False,,,0,,J. Grant bad pass out-of-bounds TURNOVER (1 TO),[203924],1610612757.0,POR,bad pass,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,,,201246.0,,,,,,
29,PT08M59.00S,2022-12-31T03:17:44.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202691,77.87450722733246,90.93137254901961,1610612744,12,4,2022-12-31T03:17:47Z,290000,False,205.0,155.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.71,Missed,,,,,,,,,,,,,,,,,,
30,PT08M57.00S,2022-12-31T03:17:46.4Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,12,4,2022-12-31T03:18:14Z,300000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT08M49.00S,2022-12-31T03:17:53.9Z,1,REGULAR,3pt,Jump Shot,[],203081,33.459264126149804,37.5,1610612757,12,4,2022-12-31T03:17:57Z,310000,False,62.0,262.0,1,left,MISS D. Lillard 26' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,26.94,Missed,,,,,,,,,,,,,,,,,,
32,PT08M47.00S,2022-12-31T03:17:55.9Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,12,4,2022-12-31T03:18:11Z,320000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,
33,PT08M43.00S,2022-12-31T03:18:02.0Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,12,4,2022-12-31T03:18:04Z,330000,False,,,0,,J. Poole lost ball out-of-bounds TURNOVER (1 TO),[1629673],1610612744.0,GSW,lost ball,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,204059.0,,,,,,
34,PT08M32.00S,2022-12-31T03:18:20.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203081,4.5499342969776615,97.30392156862744,1610612757,12,4,2022-12-31T03:18:23Z,340000,False,-237.0,-10.0,1,left,MISS D. Lillard 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,23.67,Missed,,,,,,,,,,,,,,,,,,
35,PT08M29.00S,2022-12-31T03:18:23.9Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,12,4,2022-12-31T03:18:23Z,350000,False,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,
36,PT08M25.00S,2022-12-31T03:18:27.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,76.03482260183968,11.76470588235294,1610612744,12,4,2022-12-31T04:22:22Z,360000,False,-191.0,173.0,1,right,MISS D. DiVincenzo 25' running 3PT,[1628978],1610612744.0,GSW,running,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
37,PT08M23.00S,2022-12-31T03:18:29.7Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,12,4,2022-12-31T03:20:29Z,370000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,
38,PT08M08.00S,2022-12-31T03:18:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,7.046649145860711,56.86274509803921,1610612757,12,6,2022-12-31T03:18:47Z,380000,False,-34.0,14.0,1,left,J. Grant driving Layup (4 PTS),[203924],1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,3.69,Made,4.0,,,,,,,,,,,,,,,,,
39,PT07M49.00S,2022-12-31T03:19:03.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,91.5407358738502,43.38235294117647,1610612744,12,6,2022-12-31T03:19:06Z,390000,False,-33.0,27.0,1,right,MISS K. Looney reverse Layup,[1626172],1610612744.0,GSW,reverse,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,4.27,Missed,,,,,,,,,,,,,,,,,,
40,PT07M47.00S,2022-12-31T03:19:05.1Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612744,12,6,2022-12-31T03:19:40Z,400000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,39.0,2.0,1.0,1.0,,,,,,,,,,,,,
41,PT07M46.00S,2022-12-31T03:19:08.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628978,94.40999984741211,50.0,1610612744,14,6,2022-12-31T03:19:43Z,410000,False,0.0,0.0,1,right,D. DiVincenzo putback DUNK (2 PTS),[1628978],1610612744.0,GSW,putback,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
42,PT07M27.00S,2022-12-31T03:19:25.1Z,1,REGULAR,2pt,Jump Shot,[],1629014,6.915243101182654,25.735294117647058,1610612757,14,6,2022-12-31T03:19:28Z,420000,False,121.0,13.0,1,left,MISS A. Simons 12' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,12.19,Missed,,,,,,,,,,,,,,,,,,
43,PT07M24.00S,2022-12-31T03:19:28.1Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,14,6,2022-12-31T03:21:09Z,430000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,
44,PT07M21.00S,2022-12-31T03:19:31.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,64.07687253613666,45.09803921568628,1610612744,17,6,2022-12-31T04:22:29Z,440000,False,-25.0,285.0,1,right,J. Poole 28' 3PT running (5 PTS),[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,28.63,Made,5.0,,,,,,,,,,,,,,,,,
45,PT07M00.00S,2022-12-31T03:19:51.9Z,1,REGULAR,2pt,Jump Shot,[],1629014,21.632720105124836,51.71568627450981,1610612757,17,6,2022-12-31T03:19:56Z,450000,False,-9.0,151.0,1,left,MISS A. Simons 15' step back Shot,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,8-16 Center,15.1,Missed,,,,,,,,,,,,,,,,,,
46,PT06M58.00S,2022-12-31T03:19:53.9Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,17,6,2022-12-31T03:20:14Z,460000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Center,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,
47,PT06M49.00S,2022-12-31T03:20:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.27792378449409,43.872549019607845,1610612744,19,6,2022-12-31T03:20:06Z,470000,False,-31.0,29.0,1,right,J. Poole driving Layup (7 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,4.25,Made,7.0,,,,,,,,,,,,,,,,,
48,PT06M44.00S,2022-12-31T03:20:15.5Z,1,REGULAR,foul,personal,[],1629673,,,1610612757,19,6,2022-12-31T03:20:18Z,480000,False,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 203924]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,204059.0,1.0,0.0,Grant,203924.0,,
50,PT06M44.00S,2022-12-31T03:20:19.9Z,1,REGULAR,substitution,out,[],1626172,,,1610612757,19,6,2022-12-31T03:20:22Z,500000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M44.00S,2022-12-31T03:20:19.9Z,1,REGULAR,substitution,in,[],1630228,,,1610612757,19,6,2022-12-31T03:20:22Z,510000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M41.00S,2022-12-31T03:20:40.3Z,1,REGULAR,foul,personal,[],1630228,,,1610612757,19,6,2022-12-31T03:20:43Z,520000,False,,,0,,J. Kuminga personal FOUL (1 PF),"[1630228, 1629234]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,204059.0,1.0,0.0,Eubanks,1629234.0,,
54,PT06M32.00S,2022-12-31T03:21:04.6Z,1,REGULAR,3pt,Jump Shot,[],203081,20.71287779237845,93.13725490196079,1610612757,19,9,2022-12-31T03:21:07Z,540000,False,-216.0,142.0,1,left,D. Lillard 25' 3PT pullup (5 PTS) (A. Simons 1 AST),"[203081, 1629014]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.84,Made,5.0,,,,,A. Simons,1629014.0,1.0,,,,,,,,,,
56,PT06M21.00S,2022-12-31T03:21:15.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629673,92.72339027595268,53.92156862745098,1610612744,21,9,2022-12-31T03:21:17Z,560000,False,20.0,16.0,1,right,J. Poole cutting DUNK (9 PTS) (D. Green 2 AST),"[1629673, 203110]",1610612744.0,GSW,cutting,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.52,Made,9.0,,,,,D. Green,203110.0,2.0,,,,,,,,,,
58,PT06M10.00S,2022-12-31T03:21:26.3Z,1,REGULAR,3pt,Jump Shot,[],203924,23.603810775295663,6.372549019607843,1610612757,21,9,2022-12-31T03:21:28Z,580000,False,218.0,169.0,1,left,MISS J. Grant 27' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,27.62,Missed,,,,,,,,,,,,,,,,,,
59,PT06M07.00S,2022-12-31T03:21:29.8Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,21,9,2022-12-31T03:21:29Z,590000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,58.0,3.0,2.0,1.0,,,,,,,,,,,,,
60,PT06M01.00S,2022-12-31T03:21:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,91.67214191852825,58.82352941176471,1610612744,21,9,2022-12-31T03:21:38Z,600000,False,44.0,26.0,1,right,MISS D. Green cutting Layup - blocked,"[203110, 1628404]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,,,,,,,,Hart,1628404.0
61,PT06M01.00S,2022-12-31T03:21:35.6Z,1,REGULAR,block,,[],1628404,,,1610612744,21,9,2022-12-31T03:21:39Z,610000,False,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT05M58.00S,2022-12-31T03:21:38.6Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,21,9,2022-12-31T03:21:59Z,620000,False,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,,
63,PT05M52.00S,2022-12-31T03:21:44.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629234,8.360709592641262,48.28431372549019,1610612757,21,11,2022-12-31T04:32:48Z,630000,False,9.0,26.0,1,left,D. Eubanks cutting Layup (2 PTS) (J. Grant 1 AST),"[1629234, 203924]",1610612757.0,POR,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,,,,,J. Grant,203924.0,1.0,,,,,,,,,,
65,PT05M44.00S,2022-12-31T03:21:54.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,21,11,2022-12-31T03:21:54Z,650000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M44.00S,2022-12-31T03:24:04.9Z,1,REGULAR,substitution,out,[],1629014,,,1610612744,21,11,2022-12-31T03:24:52Z,660000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M44.00S,2022-12-31T03:24:04.9Z,1,REGULAR,substitution,out,[],1629234,,,1610612744,21,11,2022-12-31T03:24:52Z,670000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M44.00S,2022-12-31T03:24:04.9Z,1,REGULAR,substitution,in,[],1630570,,,1610612744,21,11,2022-12-31T03:24:52Z,680000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M44.00S,2022-12-31T03:24:04.9Z,1,REGULAR,substitution,in,[],1631101,,,1610612744,21,11,2022-12-31T03:24:52Z,690000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M38.00S,2022-12-31T03:25:03.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,93.9060446780552,3.1862745098039214,1610612744,21,11,2022-12-31T03:25:05Z,700000,False,-234.0,5.0,1,right,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
71,PT05M36.00S,2022-12-31T03:25:05.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,21,11,2022-12-31T03:26:17Z,710000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,
72,PT05M23.00S,2022-12-31T03:25:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,10.068988173455978,59.80392156862745,1610612757,21,11,2022-12-31T04:27:09Z,720000,False,-49.0,42.0,1,left,MISS D. Lillard 6' driving finger roll Layup,[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,,,,,,,
73,PT05M21.00S,2022-12-31T03:25:20.3Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,21,11,2022-12-31T03:26:12Z,730000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT05M15.00S,2022-12-31T03:25:26.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,78.13731931668858,7.352941176470589,1610612744,24,11,2022-12-31T03:25:29Z,740000,False,-213.0,153.0,1,right,J. Poole 26' 3PT  (12 PTS) (D. Green 3 AST),"[1629673, 203110]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.24,Made,12.0,,,,,D. Green,203110.0,3.0,,,,,,,,,,
76,PT04M47.00S,2022-12-31T03:25:54.9Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612757,24,11,2022-12-31T03:26:07Z,760000,False,,,0,,D. Green shooting personal FOUL (1 PF) (Watford 2 FT),"[203110, 1630570]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627964.0,1.0,0.0,Watford,1630570.0,,
78,PT04M47.00S,2022-12-31T03:26:23.0Z,1,REGULAR,freethrow,1 of 2,[],1630570,,,1610612757,24,12,2022-12-31T03:26:24Z,780000,False,,,0,,T. Watford Free Throw 1 of 2 (1 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
80,PT04M47.00S,2022-12-31T03:26:26.1Z,1,REGULAR,substitution,out,[],203110,,,1610612757,24,12,2022-12-31T03:26:30Z,800000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M47.00S,2022-12-31T03:26:26.1Z,1,REGULAR,substitution,in,[],1630237,,,1610612757,24,12,2022-12-31T03:26:30Z,810000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M47.00S,2022-12-31T03:26:43.2Z,1,REGULAR,freethrow,2 of 2,[],1630570,,,1610612757,24,12,2022-12-31T03:26:43Z,820000,False,,,0,,MISS T. Watford Free Throw 2 of 2,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
83,PT04M44.00S,2022-12-31T03:26:46.1Z,1,REGULAR,rebound,offensive,[],203081,,,1610612757,24,12,2022-12-31T03:26:46Z,830000,False,,,0,,D. Lillard REBOUND (Off:1 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,82.0,2.0,1.0,1.0,,,,,,,,,,,,,
84,PT04M36.00S,2022-12-31T03:26:54.0Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,24,12,2022-12-31T03:26:55Z,840000,False,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1628978]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,DiVincenzo,1628978.0,,,,,,,
