actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
182,PT11M17.00S,2022-12-03T03:44:44.6Z,2,REGULAR,foul,personal,['2freethrow'],1630237,,,1610612741,35,33,2022-12-03T03:44:57Z,1790000,False,,,0,,A. Lamb shooting personal FOUL (1 PF) (Drummond 2 FT),"[1630237, 203083]",1610612744.0,GSW,shooting,,,Lamb,A. Lamb,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,1.0,0.0,Drummond,203083.0,,,,,,,,,,,,
184,PT11M17.00S,2022-12-03T03:45:10.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203083,,,1610612741,35,33,2022-12-03T03:45:26Z,1810000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
185,PT11M17.00S,2022-12-03T03:45:10.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,35,33,2022-12-03T03:45:26Z,1820000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,
186,PT11M17.00S,2022-12-03T03:45:10.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203083,,,1610612741,35,33,2022-12-03T03:45:26Z,1830000,False,,,0,,MISS A. Drummond Free Throw 2 of 2,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
187,PT11M15.00S,2022-12-03T03:45:12.2Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,35,33,2022-12-03T03:45:26Z,1840000,False,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,186.0,4.0,4.0,0.0,,,,,,,,
188,PT11M02.00S,2022-12-03T03:45:38.7Z,2,REGULAR,3pt,Jump Shot,[],203952,27.283180026281208,83.82352941176471,1610612744,38,33,2022-12-03T03:45:42Z,1850000,False,-169.0,204.0,1,left,A. Wiggins 26' 3PT  (5 PTS) (A. Lamb 1 AST),"[203952, 1630237]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,26.5,Made,5.0,,,,,,,,,,,A. Lamb,1630237.0,1.0,,,,
190,PT10M51.00S,2022-12-03T03:45:50.1Z,2,REGULAR,3pt,Jump Shot,[],1630172,66.83639947437582,65.68627450980392,1610612741,38,33,2022-12-03T03:45:54Z,1870000,False,78.0,259.0,1,right,MISS P. Williams 27' step back 3PT,[1630172],1610612741.0,CHI,step back,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,27.08,Missed,,,,,,,,,,,,,,,,,,
191,PT10M48.00S,2022-12-03T03:45:53.1Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,38,33,2022-12-03T03:45:54Z,1880000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,,,,,,,190.0,3.0,3.0,0.0,,,,,,,,
192,PT10M44.00S,2022-12-03T03:45:58.8Z,2,REGULAR,turnover,traveling,[],1629673,,,1610612744,38,33,2022-12-03T03:46:03Z,1890000,False,,,0,,J. Poole traveling TURNOVER (2 TO),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,2715.0,,,,,,,,,2.0,,,,,,,
193,PT10M39.00S,2022-12-03T03:46:20.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201609,92.9862023653088,20.588235294117645,1610612741,38,33,2022-12-03T03:50:39Z,1900000,False,-147.0,13.0,1,right,MISS G. Dragic 14' step back Shot,[201609],1610612741.0,CHI,step back,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Left,14.77,Missed,,,,,,,,,,,,,,,,,,
194,PT10M37.00S,2022-12-03T03:46:22.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,38,33,2022-12-03T03:46:32Z,1910000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,193.0,,,,,,,,,,,
196,PT10M15.00S,2022-12-03T03:46:47.1Z,2,REGULAR,3pt,Jump Shot,[],1630228,5.338370565045992,95.09803921568627,1610612744,38,33,2022-12-03T03:46:52Z,1930000,False,-225.0,-2.0,1,left,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
197,PT10M11.00S,2022-12-03T03:46:51.1Z,2,REGULAR,rebound,defensive,[],203083,,,1610612741,38,33,2022-12-03T03:46:52Z,1940000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Left Corner 3,24+ Left,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,
198,PT09M59.00S,2022-12-03T03:47:02.5Z,2,REGULAR,2pt,Jump Shot,[],201942,90.3580814717477,20.34313725490196,1610612741,38,33,2022-12-03T03:47:09Z,1950000,False,-148.0,38.0,1,right,MISS D. DeRozan 15' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,15.31,Missed,,,,,,,,,,,,,,,,,,
199,PT09M55.00S,2022-12-03T03:47:06.5Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,38,33,2022-12-03T03:47:09Z,1960000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,198.0,1.0,1.0,0.0,,,,,,,,
200,PT09M54.00S,2022-12-03T03:47:09.8Z,2,REGULAR,foul,personal,[],1627936,,,1610612744,38,33,2022-12-03T03:47:19Z,1970000,False,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 1629673]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,,,,1627541.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,
202,PT09M44.00S,2022-12-03T03:47:40.6Z,2,REGULAR,2pt,Jump Shot,[],203952,19.530223390275953,22.794117647058822,1610612744,40,33,2022-12-03T03:47:45Z,1990000,False,136.0,131.0,1,left,A. Wiggins 18' pullup Jump Shot (7 PTS),[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,18.89,Made,7.0,,,,,,,,,,,,,,,,,
203,PT09M21.00S,2022-12-03T03:48:02.6Z,2,REGULAR,3pt,Jump Shot,[],1630172,74.19513797634691,89.4607843137255,1610612741,40,33,2022-12-03T03:48:08Z,2000000,False,197.0,190.0,1,right,MISS P. Williams 27' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,27.4,Missed,,,,,,,,,,,,,,,,,,
204,PT09M19.00S,2022-12-03T03:48:04.6Z,2,REGULAR,rebound,offensive,[],203083,,,1610612741,40,33,2022-12-03T03:48:08Z,2010000,False,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Right Center,,,,,,,,,203.0,2.0,1.0,1.0,,,,,,,,
205,PT09M19.00S,2022-12-03T03:48:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612741,40,33,2022-12-03T03:48:07Z,2020000,False,0.0,0.0,1,right,MISS A. Drummond tip Layup,[203083],1610612741.0,CHI,tip,,,Drummond,A. Drummond,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
206,PT09M19.00S,2022-12-03T03:48:07.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,40,33,2022-12-03T03:48:08Z,2030000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,205.0,,,,,,,,,,,
208,PT08M58.00S,2022-12-03T03:48:38.0Z,2,REGULAR,3pt,Jump Shot,[],203952,23.866622864651774,89.4607843137255,1610612744,40,33,2022-12-03T03:48:42Z,2050000,False,-197.0,172.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
209,PT08M55.00S,2022-12-03T03:48:41.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,40,33,2022-12-03T03:48:42Z,2060000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,208.0,,,,,,,,,,,
211,PT08M55.00S,2022-12-03T03:48:57.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,40,33,2022-12-03T03:48:57Z,2080000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M55.00S,2022-12-03T03:51:19.1Z,2,REGULAR,substitution,out,[],1630228,,,1610612741,40,33,2022-12-03T03:51:45Z,2100000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M55.00S,2022-12-03T03:51:19.1Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,40,33,2022-12-03T03:51:45Z,2110000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M55.00S,2022-12-03T03:51:19.1Z,2,REGULAR,substitution,in,[],201939,,,1610612741,40,33,2022-12-03T03:51:45Z,2120000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M55.00S,2022-12-03T03:51:19.1Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,40,33,2022-12-03T03:51:45Z,2130000,False,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M41.00S,2022-12-03T03:52:29.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203083,89.56964520367937,48.03921568627451,1610612741,40,33,2022-12-03T03:52:43Z,2140000,False,-10.0,46.0,1,right,MISS A. Drummond driving Layup,[203083],1610612741.0,CHI,driving,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,4.65,Missed,,,,,,,,,,,,,,,,,,
218,PT08M38.00S,2022-12-03T03:52:32.7Z,2,REGULAR,rebound,defensive,[],1630237,,,1610612744,40,33,2022-12-03T03:53:03Z,2150000,False,,,0,,A. Lamb REBOUND (Off:0 Def:1),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,217.0,1.0,1.0,0.0,,,,,,,,
220,PT08M28.00S,2022-12-03T03:52:49.0Z,2,REGULAR,substitution,out,[],203083,,,1610612744,40,33,2022-12-03T03:53:00Z,2170000,False,,,0,,SUB out: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M28.00S,2022-12-03T03:52:49.0Z,2,REGULAR,substitution,out,[],201942,,,1610612744,40,33,2022-12-03T03:53:00Z,2180000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M28.00S,2022-12-03T03:52:49.0Z,2,REGULAR,substitution,in,[],203897,,,1610612744,40,33,2022-12-03T03:53:00Z,2190000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M28.00S,2022-12-03T03:52:49.0Z,2,REGULAR,substitution,in,[],1627884,,,1610612744,40,33,2022-12-03T03:53:00Z,2200000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M25.00S,2022-12-03T03:53:08.9Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,40,33,2022-12-03T03:53:12Z,2210000,False,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 1627936]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,2.0,,,,Caruso,1627936.0,,
226,PT08M25.00S,2022-12-03T03:53:08.9Z,2,REGULAR,steal,,[],1627936,,,1610612741,40,33,2022-12-03T03:53:10Z,2220000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
227,PT08M21.00S,2022-12-03T03:53:13.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201609,91.27792378449409,47.05882352941176,1610612741,40,35,2022-12-03T03:53:23Z,2230000,False,-15.0,29.0,1,right,G. Dragic running reverse Layup (2 PTS) (Z. LaVine 1 AST),"[201609, 203897]",1610612741.0,CHI,running reverse,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,3.3,Made,2.0,,,,,,,,,,,Z. LaVine,203897.0,1.0,,,,
229,PT08M08.00S,2022-12-03T03:53:26.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,8.492115637319317,41.911764705882355,1610612744,42,35,2022-12-03T03:53:30Z,2250000,False,40.0,27.0,1,left,J. Poole cutting Layup (16 PTS) (D. Green 2 AST),"[1629673, 203110]",1610612744.0,GSW,cutting,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,16.0,,,,,,,,,,,D. Green,203110.0,2.0,,,,
231,PT07M50.00S,2022-12-03T03:53:43.9Z,2,REGULAR,3pt,Jump Shot,[],1629750,95.0886990801577,3.6764705882352944,1610612741,42,35,2022-12-03T03:53:50Z,2270000,False,-232.0,-6.0,1,right,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
232,PT07M47.00S,2022-12-03T03:53:46.9Z,2,REGULAR,rebound,defensive,[],1629673,,,1610612744,42,35,2022-12-03T03:54:00Z,2280000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Left Corner 3,24+ Left,,,,,,,,,231.0,1.0,1.0,0.0,,,,,,,,
234,PT07M47.00S,2022-12-03T03:54:00.2Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,42,35,2022-12-03T03:54:02Z,2300000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M47.00S,2022-12-03T03:54:00.2Z,2,REGULAR,substitution,in,[],1628978,,,1610612744,42,35,2022-12-03T03:54:02Z,2310000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M38.00S,2022-12-03T03:54:14.0Z,2,REGULAR,violation,kicked ball,[],1627936,,,1610612744,42,35,2022-12-03T04:00:06Z,2320000,False,,,0,,A. Caruso kicked ball VIOLATION,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,202037.0,,,,,,,,,,,,,,,,
237,PT07M36.00S,2022-12-03T03:54:37.0Z,2,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,42,35,2022-12-03T03:54:44Z,2330000,False,,,0,,D. Green bad pass out-of-bounds TURNOVER (2 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,,202037.0,,,,,,,,,2.0,,,,,,,
238,PT07M24.00S,2022-12-03T03:54:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627884,87.86136662286465,50.49019607843137,1610612741,42,37,2022-12-03T03:55:00Z,2340000,False,2.0,62.0,1,right,D. Jones Jr. 6' cutting Layup (2 PTS) (G. Dragic 1 AST),"[1627884, 201609]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.17,Made,2.0,,,,,,,,,,,G. Dragic,201609.0,1.0,,,,
240,PT07M16.00S,2022-12-03T03:55:04.8Z,2,REGULAR,foul,personal,[],1629750,,,1610612744,42,37,2022-12-03T03:55:14Z,2360000,False,,,0,,J. Green personal FOUL (1 PF),"[1629750, 1630237]",1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,202037.0,1.0,0.0,Lamb,1630237.0,,,,,,,,,,,,
242,PT07M16.00S,2022-12-03T03:55:14.5Z,2,REGULAR,substitution,out,[],203952,,,1610612744,42,37,2022-12-03T03:55:17Z,2380000,False,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M16.00S,2022-12-03T03:55:14.5Z,2,REGULAR,substitution,in,[],202691,,,1610612744,42,37,2022-12-03T03:55:17Z,2390000,False,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M09.00S,2022-12-03T03:55:33.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,8.229303547963205,43.627450980392155,1610612744,44,37,2022-12-03T03:55:39Z,2400000,False,32.0,25.0,1,left,D. DiVincenzo cutting Layup (2 PTS) (D. Green 3 AST),"[1628978, 203110]",1610612744.0,GSW,cutting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,4.05,Made,2.0,,,,,,,,,,,D. Green,203110.0,3.0,,,,
246,PT06M58.00S,2022-12-03T03:55:44.0Z,2,REGULAR,3pt,Jump Shot,[],203897,67.88764783180025,27.450980392156865,1610612741,44,37,2022-12-03T03:55:49Z,2420000,False,-113.0,249.0,1,right,MISS Z. LaVine 27' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
247,PT06M54.00S,2022-12-03T03:55:48.0Z,2,REGULAR,rebound,defensive,[],1630237,,,1610612744,44,37,2022-12-03T03:55:49Z,2430000,False,,,0,,A. Lamb REBOUND (Off:0 Def:2),[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,Above the Break 3,24+ Left Center,,,,,,,,,246.0,2.0,2.0,0.0,,,,,,,,
248,PT06M48.00S,2022-12-03T03:55:53.6Z,2,REGULAR,3pt,Jump Shot,[],201939,30.962549277266753,73.77450980392157,1610612744,47,37,2022-12-03T03:56:04Z,2440000,False,-119.0,239.0,1,left,S. Curry 26' 3PT step back (6 PTS) (A. Lamb 2 AST),"[201939, 1630237]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,26.65,Made,6.0,,,,,,,,,,,A. Lamb,1630237.0,2.0,,,,
251,PT06M31.00S,2022-12-03T03:56:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,93.9060446780552,60.5392156862745,1610612741,47,37,2022-12-03T03:56:17Z,2470000,False,53.0,5.0,1,right,MISS Z. LaVine driving reverse Layup,[203897],1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,,
252,PT06M27.00S,2022-12-03T03:56:15.9Z,2,REGULAR,rebound,offensive,[],201609,,,1610612741,47,37,2022-12-03T03:57:34Z,2480000,False,,,0,,G. Dragic REBOUND (Off:1 Def:0),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,251.0,1.0,0.0,1.0,,,,,,,,
253,PT06M27.00S,2022-12-03T03:56:15.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201609,94.40999984741211,50.0,1610612741,47,37,2022-12-03T03:57:38Z,2490000,False,0.0,0.0,1,right,MISS G. Dragic tip Layup,[201609],1610612741.0,CHI,tip,,,Dragic,G. Dragic,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
254,PT06M26.00S,2022-12-03T03:56:16.0Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,47,37,2022-12-03T03:57:38Z,2500000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,,253.0,2.0,2.0,0.0,,,,,,,,
255,PT06M23.00S,2022-12-03T03:56:18.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202691,4.944152431011826,95.58823529411765,1610612744,47,37,2022-12-03T03:56:30Z,2510000,False,-228.0,-6.0,1,left,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,,
256,PT06M21.00S,2022-12-03T03:56:20.7Z,2,REGULAR,rebound,defensive,[],1629750,,,1610612741,47,37,2022-12-03T03:56:30Z,2520000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,255.0,2.0,2.0,0.0,,,,,,,,
257,PT06M14.00S,2022-12-03T03:56:30.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627936,91.14651773981603,43.872549019607845,1610612741,47,39,2022-12-03T03:56:43Z,2530000,False,-31.0,31.0,1,right,A. Caruso cutting Layup (2 PTS) (G. Dragic 2 AST),"[1627936, 201609]",1610612741.0,CHI,cutting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,4.33,Made,2.0,,,,,,,,,,,G. Dragic,201609.0,2.0,,,,
259,PT06M14.00S,2022-12-03T03:56:34.8Z,2,REGULAR,violation,defensive goaltending,[],203110,,,1610612741,47,39,2022-12-03T03:56:43Z,2550000,False,,,0,,D. Green defensive goaltending VIOLATION,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,202037.0,,,,,,,,,,,,,,,,
260,PT06M14.00S,2022-12-03T03:56:49.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,47,39,2022-12-03T03:56:49Z,2560000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M14.00S,2022-12-03T03:59:07.5Z,2,REGULAR,substitution,out,[],203110,,,1610612744,47,39,2022-12-03T04:00:04Z,2570000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M14.00S,2022-12-03T03:59:07.5Z,2,REGULAR,substitution,out,[],1627884,,,1610612744,47,39,2022-12-03T04:00:04Z,2580000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M14.00S,2022-12-03T03:59:07.5Z,2,REGULAR,substitution,out,[],1627936,,,1610612744,47,39,2022-12-03T04:00:04Z,2590000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M14.00S,2022-12-03T03:59:07.5Z,2,REGULAR,substitution,out,[],201609,,,1610612744,47,39,2022-12-03T04:00:04Z,2600000,False,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M14.00S,2022-12-03T03:59:07.5Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,47,39,2022-12-03T04:00:04Z,2610000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M14.00S,2022-12-03T03:59:07.5Z,2,REGULAR,substitution,in,[],1629632,,,1610612744,47,39,2022-12-03T04:00:04Z,2620000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M14.00S,2022-12-03T03:59:07.5Z,2,REGULAR,substitution,in,[],202696,,,1610612744,47,39,2022-12-03T04:00:04Z,2630000,False,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M14.00S,2022-12-03T03:59:07.5Z,2,REGULAR,substitution,in,[],1630245,,,1610612744,47,39,2022-12-03T04:00:04Z,2640000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M57.00S,2022-12-03T04:00:29.9Z,2,REGULAR,2pt,Jump Shot,[],202691,18.873193166885677,22.30392156862745,1610612744,49,39,2022-12-03T04:00:35Z,2650000,False,138.0,125.0,1,left,K. Thompson 18' pullup Jump Shot (10 PTS) (S. Curry 3 AST),"[202691, 201939]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,18.65,Made,10.0,,,,,,,,,,,S. Curry,201939.0,3.0,,,,
271,PT05M40.00S,2022-12-03T04:00:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,90.62089356110381,59.31372549019608,1610612741,49,41,2022-12-03T04:00:49Z,2670000,False,47.0,36.0,1,right,Z. LaVine driving Layup (5 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,5.87,Made,5.0,,,,,,,,,,,,,,,,,
274,PT05M21.00S,2022-12-03T04:01:25.0Z,2,REGULAR,substitution,out,[],1630237,,,1610612744,49,41,2022-12-03T04:01:27Z,2700000,False,,,0,,SUB out: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M21.00S,2022-12-03T04:01:25.0Z,2,REGULAR,substitution,in,[],203952,,,1610612744,49,41,2022-12-03T04:01:27Z,2710000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
