actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-05T03:10:11.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-05T03:10:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-05T03:10:13.2Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,0,0,2023-01-05T03:10:13Z,40000,False,,,0,,Jump Ball K. Looney vs. J. Duren: Tip to D. Green,"[203110, 1626172, 1631105]",1610612744.0,GSW,startperiod,D. Green,203110.0,Green,D. Green,Looney,1626172.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-01-05T03:10:27.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,16.770696452036795,50.49019607843137,1610612744,0,0,2023-01-05T03:10:30Z,70000,False,-2.0,105.0,1,left,MISS J. Poole 10' driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,10.51,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-01-05T03:10:29.2Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612744,0,0,2023-01-05T03:10:44Z,80000,False,,,0,,J. Poole REBOUND (Off:1 Def:0),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M38.00S,2023-01-05T03:10:32.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,32.013797634691194,40.44117647058824,1610612744,0,0,2023-01-05T03:10:34Z,90000,False,48.0,248.0,1,left,MISS K. Thompson 25' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,25.3,Missed,,,,,,,,,,,,,,,,,,
10,PT11M36.00S,2023-01-05T03:10:34.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2023-01-05T03:10:57Z,100000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M23.00S,2023-01-05T03:10:49.3Z,1,REGULAR,turnover,out-of-bounds,[],1630191,,,1610612765,0,0,2023-01-05T03:10:52Z,110000,False,,,0,,I. Stewart step out-of-bounds TURNOVER (1 TO),[1630191],1610612765.0,DET,step,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1629178.0,1.0,,,,,,,,,,,,
12,PT11M00.00S,2023-01-05T03:11:20.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202691,21.895532194480946,53.67647058823529,1610612744,0,0,2023-01-05T03:11:23Z,120000,False,-18.0,153.0,1,left,MISS K. Thompson 15' step back Shot,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,15.44,Missed,,,,,,,,,,,,,,,,,,
13,PT10M58.00S,2023-01-05T03:11:22.2Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,0,2023-01-05T03:11:36Z,130000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M52.00S,2023-01-05T03:11:27.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,93.9060446780552,60.5392156862745,1610612765,0,2,2023-01-05T03:12:35Z,140000,False,53.0,5.0,1,right,J. Duren alley-oop DUNK (2 PTS) (J. Ivey 1 AST),"[1631105, 1631093]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,5.29,Made,,,,,,,2.0,J. Ivey,1631093.0,1.0,,,,,,,,
16,PT10M37.00S,2023-01-05T03:11:42.3Z,1,REGULAR,3pt,Jump Shot,[],203110,22.946780551905388,10.53921568627451,1610612744,0,2,2023-01-05T03:11:44Z,160000,False,197.0,163.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,25.6,Missed,,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2023-01-05T03:11:45.4Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,0,2,2023-01-05T03:11:45Z,170000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M23.00S,2023-01-05T03:11:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.72339027595268,39.950980392156865,1610612765,0,4,2023-01-05T03:12:01Z,180000,False,-50.0,16.0,1,right,J. Ivey driving Layup (2 PTS),[1631093],1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,5.27,Made,,,,,,,2.0,,,,,,,,,,,
19,PT10M11.00S,2023-01-05T03:12:09.2Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,0,4,2023-01-05T03:12:10Z,190000,False,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 202711]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,Bogdanovic,202711.0,,,,,,
20,PT10M11.00S,2023-01-05T03:12:09.2Z,1,REGULAR,steal,,[],202711,,,1610612765,0,4,2023-01-05T03:12:11Z,200000,False,,,0,,B. Bogdanovic STEAL (1 STL),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
21,PT10M04.00S,2023-01-05T03:12:15.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630191,92.72339027595268,57.84313725490197,1610612765,0,4,2023-01-05T03:12:17Z,210000,False,39.0,16.0,1,right,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,,,,,,
22,PT10M01.00S,2023-01-05T03:12:18.6Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,4,2023-01-05T03:12:18Z,220000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M48.00S,2023-01-05T03:12:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,7.966491458607096,42.64705882352941,1610612744,2,4,2023-01-05T03:12:49Z,240000,False,37.0,22.0,1,left,K. Thompson cutting Layup (2 PTS) (D. Green 1 AST),"[202691, 203110]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,4.31,Made,,,,,,,2.0,D. Green,203110.0,1.0,,,,,,,,
26,PT09M35.00S,2023-01-05T03:12:59.9Z,1,REGULAR,2pt,Jump Shot,[],1630165,81.2910643889619,28.676470588235293,1610612765,2,4,2023-01-05T03:13:02Z,260000,False,-107.0,123.0,1,right,MISS K. Hayes 16' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Left Center,16.31,Missed,,,,,,,,,,,,,,,,,,
27,PT09M32.00S,2023-01-05T03:13:03.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,2,4,2023-01-05T03:13:03Z,270000,False,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
