actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-08T01:40:27.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-08T01:40:27Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-01-08T01:40:30.7Z,1,REGULAR,jumpball,recovered,[],1628365,,,1610612753,0,0,2023-01-08T01:40:30Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. K. Looney: Tip to M. Fultz,"[1628365, 1628976, 1626172]",1610612753.0,ORL,startperiod,M. Fultz,1628365.0,Fultz,M. Fultz,Carter Jr.,1628976.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-01-08T01:40:42.1Z,1,REGULAR,2pt,Jump Shot,[],1628365,26.888961892247043,42.8921568627451,1610612753,0,0,2023-01-08T01:40:45Z,70000,False,36.0,200.0,1,left,MISS M. Fultz 20' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Center,20.34,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-01-08T01:40:45.6Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,0,0,2023-01-08T01:40:45Z,80000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M26.00S,2023-01-08T01:41:00.4Z,1,REGULAR,3pt,Jump Shot,[],203110,66.17936925098554,44.6078431372549,1610612744,0,0,2023-01-08T01:41:03Z,90000,False,-27.0,265.0,1,right,MISS D. Green 26' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Center,26.68,Missed,,,,,,,,,,,,,,,,,,
10,PT11M24.00S,2023-01-08T01:41:02.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,0,2023-01-08T01:41:30Z,100000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M13.00S,2023-01-08T01:41:12.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,7.835085413929041,45.09803921568628,1610612753,0,2,2023-01-08T01:41:15Z,110000,False,25.0,21.0,1,left,W. Carter Jr. cutting DUNK (2 PTS) (M. Fultz 1 AST),"[1628976, 1628365]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,3.23,Made,,,,,2.0,M. Fultz,1628365.0,1.0,,,,,,,,,,
13,PT11M09.00S,2023-01-08T01:41:20.8Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,0,2,2023-01-08T01:41:22Z,130000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (1 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,,,,,,,,2882.0,1.0,,,,,,,,
14,PT10M54.00S,2023-01-08T01:41:39.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628365,12.565703022339028,69.6078431372549,1610612753,0,2,2023-01-08T01:41:42Z,140000,False,-98.0,66.0,1,left,MISS M. Fultz 11' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,11.79,Missed,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2023-01-08T01:41:42.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,0,2,2023-01-08T01:41:42Z,150000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
