actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-28T23:40:33.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-28T23:40:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-28T23:40:35.8Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612738,0,0,2024-03-28T23:40:35Z,40000,False,,,0,,Jump Ball K. Porzingis vs. C. Capela: Tip to D. White,"[1628401, 204001, 203991]",1610612738.0,BOS,startperiod,D. White,1628401.0,White,D. White,Porzingis,204001.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-03-28T23:40:49.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,19.004599211563733,45.09803921568628,1610612738,0,2,2024-03-28T23:40:55Z,70000,False,25.0,126.0,1,left,J. Brown 12' driving floating Jump Shot (2 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.85,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2024-03-28T23:41:04.6Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612737,0,2,2024-03-28T23:41:10Z,80000,False,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1628401]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,1.0,White,1628401.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-03-28T23:41:04.6Z,1,REGULAR,steal,,[],1628401,,,1610612738,0,2,2024-03-28T23:41:08Z,90000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2024-03-28T23:41:10.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627759,14.4053876478318,94.85294117647058,1610612738,0,2,2024-03-28T23:41:21Z,100000,False,-224.0,83.0,1,left,MISS J. Brown running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
11,PT11M19.00S,2024-03-28T23:41:13.8Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,0,2,2024-03-28T23:41:21Z,110000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M14.00S,2024-03-28T23:41:18.7Z,1,REGULAR,turnover,bad pass,[],1629631,,,1610612737,0,2,2024-03-28T23:41:27Z,120000,False,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 201950]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,1.0,Holiday,201950.0,,,,,,,,,,,,,,
13,PT11M14.00S,2024-03-28T23:41:18.7Z,1,REGULAR,steal,,[],201950,,,1610612738,0,2,2024-03-28T23:41:21Z,130000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
14,PT11M11.00S,2024-03-28T23:41:22.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.521024967148489,50.73529411764706,1610612738,0,4,2024-03-28T23:41:33Z,140000,False,-4.0,9.0,1,left,J. Brown running DUNK (4 PTS) (J. Holiday 1 AST),"[1627759, 201950]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.95,Made,4.0,,,,,,,,J. Holiday,201950.0,1.0,,,,,,,
