actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
171,PT01M20.00S,2023-12-07T01:09:41.0Z,1,REGULAR,freethrow,1 of 2,[],1628372,,,1610612751,28,30,2023-12-07T01:09:41Z,1700000,False,,,0,,D. Smith Jr. Free Throw 1 of 2 (3 PTS),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,Made,,3.0,,,,,,,,
172,PT01M20.00S,2023-12-07T01:09:41.9Z,1,REGULAR,substitution,out,[],1628969,,,1610612751,28,30,2023-12-07T01:09:45Z,1710000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT01M20.00S,2023-12-07T01:09:41.9Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,28,30,2023-12-07T01:09:45Z,1720000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT01M20.00S,2023-12-07T01:09:55.3Z,1,REGULAR,freethrow,2 of 2,[],1628372,,,1610612751,28,31,2023-12-07T01:09:55Z,1730000,False,,,0,,D. Smith Jr. Free Throw 2 of 2 (4 PTS),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,Made,,4.0,,,,,,,,
175,PT01M09.00S,2023-12-07T01:10:07.0Z,1,REGULAR,3pt,Jump Shot,[],1629027,26.757555847568987,81.61764705882352,1610612737,28,31,2023-12-07T01:10:13Z,1740000,False,-158.0,199.0,1,left,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.42,Missed,,,,,,,,,,
176,PT01M07.00S,2023-12-07T01:10:09.0Z,1,REGULAR,rebound,offensive,[],1629027,,,1610612737,28,31,2023-12-07T01:10:53Z,1750000,False,,,0,,T. Young REBOUND (Off:1 Def:0),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,175.0,,,,,1.0,0.0,1.0,,
177,PT01M06.00S,2023-12-07T01:10:12.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612737,28,31,2023-12-07T01:10:37Z,1760000,False,,,0,,D. Sharpe shooting personal FOUL (3 PF) (Young 2 FT),"[1630549, 1629027]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,203592.0,3.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
179,PT01M06.00S,2023-12-07T01:10:39.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629027,,,1610612737,29,31,2023-12-07T01:10:39Z,1780000,False,,,0,,T. Young Free Throw 1 of 2 (5 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,Made,,5.0,,,,,,,,
180,PT01M06.00S,2023-12-07T01:10:40.8Z,1,REGULAR,substitution,out,[],1630549,,,1610612737,29,31,2023-12-07T01:10:45Z,1790000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT01M06.00S,2023-12-07T01:10:40.8Z,1,REGULAR,substitution,in,[],1629651,,,1610612737,29,31,2023-12-07T01:10:45Z,1800000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT01M06.00S,2023-12-07T01:10:58.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629027,,,1610612737,30,31,2023-12-07T01:10:58Z,1810000,False,,,0,,T. Young Free Throw 2 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,Made,,6.0,,,,,,,,
183,PT00M44.10S,2023-12-07T01:11:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.59198423127464,50.0,1610612751,30,31,2023-12-07T01:11:27Z,1820000,False,0.0,17.0,1,right,MISS D. Smith Jr. driving Layup,[1628372],1610612751.0,BKN,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,1.71,Missed,,,,,,,,,,
184,PT00M42.30S,2023-12-07T01:11:24.2Z,1,REGULAR,rebound,offensive,[],1628372,,,1610612751,30,31,2023-12-07T01:11:27Z,1830000,False,,,0,,D. Smith Jr. REBOUND (Off:2 Def:0),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,183.0,,,,,2.0,0.0,2.0,,
185,PT00M40.90S,2023-12-07T01:11:25.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,66.96780551905388,41.42156862745098,1610612751,30,31,2023-12-07T01:11:31Z,1840000,False,-43.0,258.0,1,right,MISS R. O'Neale 26' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,,,,,,26.15,Missed,,,,,,,,,,
186,PT00M35.80S,2023-12-07T01:11:30.9Z,1,REGULAR,rebound,defensive,[],202083,,,1610612737,30,31,2023-12-07T01:11:31Z,1850000,False,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Center,,,,,,,,,,,185.0,,,,,1.0,1.0,0.0,,
187,PT00M32.00S,2023-12-07T01:11:35.2Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629027,11.383048620236531,68.87254901960785,1610612737,32,31,2023-12-07T01:12:15Z,1860000,False,-94.0,55.0,1,left,T. Young 10' driving floating bank Jump Shot (8 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,,10.9,Made,,8.0,,,,,,,,
188,PT00M32.00S,2023-12-07T01:11:40.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628372,,,1610612737,32,31,2023-12-07T01:12:02Z,1870000,False,,,0,,D. Smith Jr. shooting personal FOUL (2 PF) (Young 1 FT),"[1628372, 1629027]",1610612751.0,BKN,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Left,203591.0,2.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
190,PT00M32.00S,2023-12-07T01:12:03.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629027,,,1610612737,33,31,2023-12-07T01:12:03Z,1890000,False,,,0,,T. Young Free Throw 1 of 1 (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,Made,,9.0,,,,,,,,
192,PT00M17.30S,2023-12-07T01:12:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,90.22667542706965,41.42156862745098,1610612751,33,31,2023-12-07T01:12:41Z,1910000,False,-43.0,39.0,1,right,MISS C. Thomas driving floating bank Shot,[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.82,Missed,,,,,,,,,,
193,PT00M14.20S,2023-12-07T01:12:39.4Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,33,31,2023-12-07T01:12:39Z,1920000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,192.0,,,,,1.0,1.0,0.0,,
194,PT00M01.90S,2023-12-07T01:12:51.5Z,1,REGULAR,3pt,Jump Shot,[],202083,32.670827858081466,41.42156862745098,1610612737,33,31,2023-12-07T01:12:57Z,1930000,False,43.0,255.0,1,left,MISS W. Matthews 25' pullup 3PT,[202083],1610612737.0,ATL,pullup,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Center,,,,,,,,,25.82,Missed,,,,,,,,,,
195,PT00M01.90S,2023-12-07T01:12:51.5Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,33,31,2023-12-07T01:12:57Z,1940000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,194.0,,,,,1.0,1.0,0.0,,
196,PT00M00.00S,2023-12-07T01:12:56.1Z,1,REGULAR,period,end,[],0,,,1610612751,33,31,2023-12-07T01:12:56Z,1950000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2023-12-07T01:15:16.2Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612751,33,31,2023-12-07T01:15:33Z,1960000,False,,,0,,SUB out: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2023-12-07T01:15:16.2Z,2,REGULAR,substitution,in,['startperiod'],203991,,,1610612751,33,31,2023-12-07T01:15:33Z,1980000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT12M00.00S,2023-12-07T01:15:40.5Z,2,REGULAR,period,start,[],0,,,1610612751,33,31,2023-12-07T01:15:40Z,2000000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT11M49.00S,2023-12-07T01:15:51.2Z,2,REGULAR,3pt,Jump Shot,[],1627827,92.59198423127464,3.9215686274509802,1610612751,33,34,2023-12-07T01:15:57Z,2010000,False,-230.0,17.0,1,right,D. Finney-Smith 3PT  (3 PTS) (D. Smith Jr. 2 AST),"[1627827, 1628372]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,,,,,,,,,23.1,Made,,3.0,D. Smith Jr.,1628372.0,2.0,,,,,
206,PT11M30.00S,2023-12-07T01:16:08.7Z,2,REGULAR,3pt,Jump Shot,[],1629027,28.465834428383708,74.50980392156863,1610612737,33,34,2023-12-07T01:16:13Z,2030000,False,-123.0,215.0,1,left,MISS T. Young 24' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,24.75,Missed,,,,,,,,,,
207,PT11M28.00S,2023-12-07T01:16:10.7Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,33,34,2023-12-07T01:16:13Z,2040000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,206.0,,,,,2.0,2.0,0.0,,
208,PT11M19.00S,2023-12-07T01:16:20.6Z,2,REGULAR,turnover,lost ball,[],1630560,,,1610612751,33,34,2023-12-07T01:16:25Z,2050000,False,,,0,,C. Thomas lost ball TURNOVER (2 TO),"[1630560, 1630180]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,,2.0,Bey,1630180.0,,,,,,,,,,,,
209,PT11M19.00S,2023-12-07T01:16:20.6Z,2,REGULAR,steal,,[],1630180,,,1610612737,33,34,2023-12-07T01:16:23Z,2060000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
210,PT11M15.00S,2023-12-07T01:16:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630180,5.469776609724048,46.568627450980394,1610612737,35,34,2023-12-07T01:16:30Z,2070000,False,17.0,-1.0,1,left,S. Bey running Layup (10 PTS),[1630180],1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,1.72,Made,,10.0,,,,,,,,
211,PT10M58.00S,2023-12-07T01:16:40.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,82.07950065703022,53.67647058823529,1610612751,35,34,2023-12-07T01:16:47Z,2080000,False,18.0,116.0,1,right,MISS C. Thomas 11' turnaround Shot,[1630560],1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,11.75,Missed,,,,,,,,,,
212,PT10M56.00S,2023-12-07T01:16:42.9Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612737,35,34,2023-12-07T01:16:47Z,2090000,False,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,211.0,,,,,3.0,2.0,1.0,,
213,PT10M46.00S,2023-12-07T01:16:54.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203991,12.434296977660972,44.85294117647059,1610612737,35,34,2023-12-07T01:17:00Z,2100000,False,26.0,64.0,1,left,MISS C. Capela 6' Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,6.93,Missed,,,,,,,,,,
214,PT10M41.00S,2023-12-07T01:16:59.5Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,35,34,2023-12-07T01:17:00Z,2110000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,213.0,,,,,3.0,3.0,0.0,,
215,PT10M26.00S,2023-12-07T01:17:13.0Z,2,REGULAR,3pt,Jump Shot,[],1630560,73.80091984231275,81.86274509803921,1610612751,35,34,2023-12-07T01:17:18Z,2120000,False,159.0,194.0,1,right,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.09,Missed,,,,,,,,,,
216,PT10M22.00S,2023-12-07T01:17:17.0Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612737,35,34,2023-12-07T01:17:18Z,2130000,False,,,0,,S. Bey REBOUND (Off:1 Def:3),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,215.0,,,,,4.0,3.0,1.0,,
217,PT10M08.00S,2023-12-07T01:17:31.4Z,2,REGULAR,3pt,Jump Shot,[],1630180,27.020367936925098,80.63725490196079,1610612737,35,34,2023-12-07T01:17:35Z,2140000,False,-153.0,201.0,1,left,MISS S. Bey 25' pullup 3PT,[1630180],1610612737.0,ATL,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.31,Missed,,,,,,,,,,
218,PT10M04.00S,2023-12-07T01:17:35.4Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,35,34,2023-12-07T01:17:35Z,2150000,False,,,0,,N. Claxton REBOUND (Off:0 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,217.0,,,,,4.0,4.0,0.0,,
219,PT10M01.00S,2023-12-07T01:17:38.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629651,92.46057818659659,49.50980392156863,1610612751,35,34,2023-12-07T01:17:46Z,2160000,False,-2.0,18.0,1,right,MISS N. Claxton running DUNK,[1629651],1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,1.86,Missed,,,,,,,,,,
220,PT09M59.00S,2023-12-07T01:17:40.7Z,2,REGULAR,rebound,offensive,[],1627827,,,1610612751,35,34,2023-12-07T01:17:40Z,2170000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,219.0,,,,,2.0,1.0,1.0,,
221,PT09M49.00S,2023-12-07T01:17:53.6Z,2,REGULAR,foul,offensive,[],1627827,,,1610612751,35,34,2023-12-07T01:18:01Z,2180000,False,,,0,,D. Finney-Smith charge offensive FOUL (1 PF),"[1627827, 1629027]",1610612751.0,BKN,charge,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,203592.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
223,PT09M49.00S,2023-12-07T01:17:53.6Z,2,REGULAR,turnover,offensive foul,[],1627827,,,1610612751,35,34,2023-12-07T01:17:53Z,2200000,False,,,0,,D. Finney-Smith offensive foul TURNOVER (1 TO),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,1.0,,,,,,,,,,,,,,
224,PT09M40.00S,2023-12-07T01:18:23.1Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,35,34,2023-12-07T01:18:35Z,2210000,False,,,0,,T. Young step out-of-bounds TURNOVER (2 TO),[1629027],1610612737.0,ATL,step,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,203592.0,,,,,2.0,,,,,,,,,,,,,,
225,PT09M40.00S,2023-12-07T01:18:32.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,35,34,2023-12-07T01:18:40Z,2220000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,202901.0,,,,,,,,,,,,,,,,,,,
226,PT09M25.00S,2023-12-07T01:18:52.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,69.85873850197109,71.81372549019608,1610612751,35,34,2023-12-07T01:18:56Z,2230000,False,109.0,231.0,1,right,MISS D. Finney-Smith 25' 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.53,Missed,,,,,,,,,,
227,PT09M22.00S,2023-12-07T01:18:55.0Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,35,34,2023-12-07T01:18:56Z,2240000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,226.0,,,,,2.0,2.0,0.0,,
228,PT09M09.00S,2023-12-07T01:19:07.6Z,2,REGULAR,turnover,bad pass,[],1630180,,,1610612737,35,34,2023-12-07T01:19:12Z,2250000,False,,,0,,S. Bey bad pass TURNOVER (2 TO),"[1630180, 1626220]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,2.0,O'Neale,1626220.0,,,,,,,,,,,,
229,PT09M09.00S,2023-12-07T01:19:07.6Z,2,REGULAR,steal,,[],1626220,,,1610612751,35,34,2023-12-07T01:19:09Z,2260000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
231,PT09M04.00S,2023-12-07T01:19:17.9Z,2,REGULAR,substitution,out,[],1630180,,,1610612751,35,34,2023-12-07T01:19:26Z,2280000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M04.00S,2023-12-07T01:19:17.9Z,2,REGULAR,substitution,out,[],203991,,,1610612751,35,34,2023-12-07T01:19:26Z,2290000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT09M04.00S,2023-12-07T01:19:17.9Z,2,REGULAR,substitution,in,[],202083,,,1610612751,35,34,2023-12-07T01:19:26Z,2300000,False,,,0,,SUB in: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M04.00S,2023-12-07T01:19:17.9Z,2,REGULAR,substitution,in,[],1629631,,,1610612751,35,34,2023-12-07T01:19:26Z,2310000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M50.00S,2023-12-07T01:19:50.2Z,2,REGULAR,turnover,lost ball,[],1630560,,,1610612751,35,34,2023-12-07T01:19:53Z,2320000,False,,,0,,C. Thomas lost ball TURNOVER (3 TO),"[1630560, 202083]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Center,,,,,,3.0,Matthews,202083.0,,,,,,,,,,,,
236,PT08M50.00S,2023-12-07T01:19:50.2Z,2,REGULAR,steal,,[],202083,,,1610612737,35,34,2023-12-07T01:19:52Z,2330000,False,,,0,,W. Matthews STEAL (1 STL),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
237,PT08M47.00S,2023-12-07T01:19:53.9Z,2,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612737,35,34,2023-12-07T01:20:11Z,2340000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Matthews 2 FT),"[1626220, 202083]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,202901.0,1.0,0.0,Matthews,202083.0,,,,,,,,,,,,,,,
239,PT08M47.00S,2023-12-07T01:20:24.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202083,,,1610612737,36,34,2023-12-07T01:20:51Z,2360000,False,,,0,,W. Matthews Free Throw 1 of 2 (1 PTS),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,Made,,1.0,,,,,,,,
240,PT08M47.00S,2023-12-07T01:20:24.0Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",202083,,,1610612737,37,34,2023-12-07T01:20:51Z,2370000,False,,,0,,W. Matthews Free Throw 2 of 2 (2 PTS),[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,Made,,2.0,,,,,,,,
241,PT08M31.00S,2023-12-07T01:21:05.2Z,2,REGULAR,foul,personal,[],1630168,,,1610612751,37,34,2023-12-07T01:21:20Z,2380000,False,,,0,,O. Okongwu personal FOUL (2 PF),"[1630168, 1629651]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,202901.0,2.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,
243,PT08M25.00S,2023-12-07T01:21:27.5Z,2,REGULAR,2pt,Jump Shot,[],1628372,73.9323258869908,40.44117647058824,1610612751,37,36,2023-12-07T01:21:33Z,2400000,False,-48.0,193.0,1,right,D. Smith Jr. 19' pullup Jump Shot (6 PTS) (N. Claxton 1 AST),"[1628372, 1629651]",1610612751.0,BKN,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,19.83,Made,,6.0,N. Claxton,1629651.0,1.0,,,,,
245,PT08M07.00S,2023-12-07T01:21:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.806176084099869,58.82352941176471,1610612737,37,36,2023-12-07T01:21:51Z,2420000,False,-44.0,40.0,1,left,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.93,Missed,,,,,,,,,,
246,PT08M05.00S,2023-12-07T01:21:46.8Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,37,36,2023-12-07T01:21:51Z,2430000,False,,,0,,N. Claxton REBOUND (Off:0 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,245.0,,,,,5.0,5.0,0.0,,
247,PT07M57.00S,2023-12-07T01:21:55.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628372,94.69448094612353,50.245098039215684,1610612751,37,38,2023-12-07T01:22:01Z,2440000,False,1.0,-3.0,1,right,D. Smith Jr. driving DUNK (8 PTS),[1628372],1610612751.0,BKN,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,0.29,Made,,8.0,,,,,,,,
248,PT07M43.00S,2023-12-07T01:22:09.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,8.229303547963205,51.71568627450981,1610612737,39,38,2023-12-07T01:22:16Z,2450000,False,-9.0,25.0,1,left,B. Bogdanovic driving Layup (8 PTS) (T. Young 3 AST),"[203992, 1629027]",1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,2.63,Made,,8.0,T. Young,1629027.0,3.0,,,,,
250,PT07M32.00S,2023-12-07T01:22:20.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,91.14651773981603,49.26470588235294,1610612751,39,38,2023-12-07T01:22:27Z,2470000,False,-4.0,31.0,1,right,MISS N. Claxton alley-oop Layup,[1629651],1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,3.09,Missed,,,,,,,,,,
251,PT07M29.00S,2023-12-07T01:22:22.8Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,39,38,2023-12-07T01:22:22Z,2480000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,250.0,,,,,1.0,1.0,0.0,,
252,PT07M26.00S,2023-12-07T01:22:25.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203992,26.10052562417871,84.80392156862744,1610612737,39,38,2023-12-07T01:22:32Z,2490000,False,-174.0,193.0,1,left,MISS B. Bogdanovic 25' running 3PT,[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.97,Missed,,,,,,,,,,
253,PT07M24.00S,2023-12-07T01:22:27.6Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612751,39,38,2023-12-07T01:22:32Z,2500000,False,,,0,,D. Smith Jr. REBOUND (Off:2 Def:1),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,252.0,,,,,3.0,1.0,2.0,,
254,PT07M12.00S,2023-12-07T01:22:40.9Z,2,REGULAR,3pt,Jump Shot,[],1630560,70.64717477003943,25.98039215686275,1610612751,39,38,2023-12-07T01:22:46Z,2510000,False,-120.0,223.0,1,right,MISS C. Thomas 25' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.36,Missed,,,,,,,,,,
