actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-10T22:10:56.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-10T22:10:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-10T22:10:59.4Z,1,REGULAR,jumpball,recovered,[],1627749,,,1610612737,0,0,2024-03-10T22:10:59Z,40000,False,,,0,,Jump Ball C. Capela vs. J. Valanciunas: Tip to D. Murray,"[1627749, 203991, 202685]",1610612737.0,ATL,startperiod,D. Murray,1627749.0,Murray,D. Murray,Capela,203991.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2024-03-10T22:11:17.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,27.808804204993432,77.69607843137256,1610612737,3,0,2024-03-10T22:11:22Z,70000,False,-138.0,209.0,1,left,S. Bey 25' 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[1630180, 203992]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.06,Made,3.0,B. Bogdanovic,203992.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-03-10T22:11:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.11760840998686,50.0,1610612740,3,2,2024-03-10T22:11:39Z,90000,False,0.0,12.0,1,right,Z. Williamson driving Layup (2 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,1.22,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M07.00S,2024-03-10T22:11:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,5.469776609724048,53.18627450980392,1610612737,3,2,2024-03-10T22:11:53Z,100000,False,-16.0,-1.0,1,left,MISS D. Murray cutting Layup,[1627749],1610612737.0,ATL,cutting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
11,PT11M05.00S,2024-03-10T22:11:50.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,3,2,2024-03-10T22:11:53Z,110000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M51.00S,2024-03-10T22:12:06.2Z,1,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612740,3,2,2024-03-10T22:12:24Z,120000,False,,,0,,S. Bey shooting personal FOUL (1 PF) (Williamson 2 FT),"[1630180, 1629627]",1610612737.0,ATL,shooting,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1199.0,1.0,0.0,Williamson,1629627.0,,,,,
14,PT10M51.00S,2024-03-10T22:12:31.6Z,1,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,3,3,2024-03-10T22:12:31Z,140000,False,,,0,,Z. Williamson Free Throw 1 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2024-03-10T22:12:49.3Z,1,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,3,4,2024-03-10T22:12:49Z,150000,False,,,0,,Z. Williamson Free Throw 2 of 2 (4 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2024-03-10T22:13:18.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,8.229303547963205,63.48039215686274,1610612737,3,4,2024-03-10T22:13:52Z,160000,False,-67.0,25.0,1,left,MISS C. Capela 7' Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,7.19,Missed,,,,,,,,,,,,,,,,,,
