actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-11-01T23:40:25.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-01T23:40:25Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-01T23:40:27.5Z,1,REGULAR,jumpball,recovered,[],1629631,,,1610612737,0,0,2023-11-01T23:40:27Z,40000,False,,,0,,Jump Ball C. Capela vs. M. Muscala: Tip to D. Hunter,"[1629631, 203991, 203488]",1610612737.0,ATL,startperiod,D. Hunter,1629631.0,Hunter,D. Hunter,Capela,203991.0,Muscala,203488.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-11-01T23:40:40.9Z,1,REGULAR,3pt,Jump Shot,[],1627749,28.991458607095925,23.284313725490197,1610612737,3,0,2023-11-01T23:41:04Z,70000,False,134.0,220.0,1,left,D. Murray 25' 3PT  (3 PTS) (T. Young 1 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,25.74,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2023-11-01T23:41:05.7Z,1,REGULAR,foul,personal,[],1627749,,,1610612764,3,0,2023-11-01T23:41:12Z,90000,False,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 1629673]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203592.0,1.0,0.0,Poole,1629673.0,,,,,,,,,
11,PT11M11.00S,2023-11-01T23:41:30.3Z,1,REGULAR,3pt,Jump Shot,[],1630166,96.13994743758212,3.9215686274509802,1610612764,3,3,2023-11-01T23:41:35Z,110000,False,-230.0,-16.0,1,right,D. Avdija 3PT  (3 PTS) (K. Kuzma 1 AST),"[1630166, 1628398]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,23.1,Made,3.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,
13,PT10M57.00S,2023-11-01T23:41:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.017739816031538,54.166666666666664,1610612737,5,3,2023-11-01T23:41:49Z,130000,False,-21.0,32.0,1,left,T. Young driving Layup (2 PTS) (D. Murray 1 AST),"[1629027, 1627749]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.84,Made,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
15,PT10M44.00S,2023-11-01T23:41:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.38042049934296,50.49019607843137,1610612764,5,5,2023-11-01T23:42:03Z,150000,False,2.0,10.0,1,right,K. Kuzma driving reverse Layup (2 PTS),[1628398],1610612764.0,WAS,driving reverse,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.0,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M18.00S,2023-11-01T23:42:22.9Z,1,REGULAR,3pt,Jump Shot,[],1629631,30.436925098554536,29.901960784313726,1610612737,5,5,2023-11-01T23:42:27Z,160000,False,100.0,234.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
17,PT10M15.00S,2023-11-01T23:42:25.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,5,5,2023-11-01T23:42:27Z,170000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,
18,PT10M03.00S,2023-11-01T23:42:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,93.24901445466492,50.49019607843137,1610612764,5,7,2023-11-01T23:42:43Z,180000,False,2.0,11.0,1,right,K. Kuzma driving Layup (4 PTS) (M. Muscala 1 AST),"[1628398, 203488]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.13,Made,4.0,M. Muscala,203488.0,1.0,,,,,,,,,,,,,,
