actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-27T00:11:07.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-27T00:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-27T00:11:10.2Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2024-01-27T00:11:10Z,40000,False,,,0,,Jump Ball C. Capela vs. D. Lively II: Tip to J. Johnson,"[1630552, 203991, 1641726]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Capela,203991.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-01-27T00:11:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,93.64323258869908,49.754901960784316,1610612737,2,0,2024-01-27T00:11:31Z,70000,False,-1.0,7.0,1,right,J. Johnson Layup (2 PTS) (T. Young 1 AST),"[1630552, 1629027]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
9,PT11M18.00S,2024-01-27T00:11:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.521024967148489,49.01960784313725,1610612742,2,2,2024-01-27T00:11:54Z,90000,False,5.0,9.0,1,left,L. Doncic driving Layup (2 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.01,Made,2.0,,,,,,,,,,,,,,,,,
10,PT11M05.00S,2024-01-27T00:12:00.6Z,1,REGULAR,2pt,Jump Shot,[],1630552,94.69448094612353,77.45098039215686,1610612737,4,2,2024-01-27T00:12:06Z,100000,False,137.0,-3.0,1,right,J. Johnson 13' Jump Shot (4 PTS) (S. Bey 1 AST),"[1630552, 1630180]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,13.73,Made,4.0,S. Bey,1630180.0,1.0,,,,,,,,,,,,,,
12,PT10M49.00S,2024-01-27T00:12:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.777266754270697,59.31372549019608,1610612742,4,4,2024-01-27T00:12:25Z,120000,False,-47.0,58.0,1,left,L. Doncic 7' driving floating bank Jump Shot (4 PTS) (D. Lively II 1 AST),"[1629029, 1641726]",1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.46,Made,4.0,D. Lively II,1641726.0,1.0,,,,,,,,,,,,,,
13,PT10M29.00S,2024-01-27T00:12:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,93.11760840998686,49.754901960784316,1610612737,4,4,2024-01-27T00:12:44Z,130000,False,-1.0,12.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 1641726]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,Lively II,1641726.0,,,,,,,,,,,,
14,PT10M29.00S,2024-01-27T00:12:36.5Z,1,REGULAR,block,,[],1641726,,,1610612737,4,4,2024-01-27T00:12:40Z,140000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M26.00S,2024-01-27T00:12:39.5Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,4,4,2024-01-27T00:12:44Z,150000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
16,PT10M24.00S,2024-01-27T00:12:42.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630182,5.995400788436268,5.147058823529411,1610612742,4,7,2024-01-27T00:14:54Z,160000,False,224.0,4.0,1,left,J. Green 3PT running (3 PTS) (G. Williams 1 AST),"[1630182, 1629684]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Right Corner 3,24+ Right,22.43,Made,3.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
