actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-03T23:40:35.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-03T23:40:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-04-03T23:40:38.1Z,1,REGULAR,jumpball,recovered,[],203992,,,1610612737,0,0,2024-04-03T23:40:38Z,40000,False,,,0,,Jump Ball C. Capela vs. J. Duren: Tip to B. Bogdanovic,"[203992, 203991, 1631105]",1610612737.0,ATL,startperiod,B. Bogdanovic,203992.0,Bogdanovic,B. Bogdanovic,Capela,203991.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-04-03T23:40:57.9Z,1,REGULAR,2pt,Jump Shot,[],1629631,18.347568988173457,83.82352941176471,1610612737,0,0,2024-04-03T23:41:05Z,70000,False,-169.0,120.0,1,left,MISS D. Hunter 20' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left,20.74,Missed,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2024-04-03T23:41:03.9Z,1,REGULAR,rebound,defensive,[],1641787,,,1610612765,0,0,2024-04-03T23:41:05Z,80000,False,,,0,,T. Evbuomwan REBOUND (Off:0 Def:1),[1641787],1610612765.0,DET,,,,Evbuomwan,T. Evbuomwan,,,,,Mid-Range,16-24 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-04-03T23:41:13.4Z,1,REGULAR,2pt,Jump Shot,[],1631204,80.50262812089356,67.64705882352942,1610612765,0,0,2024-04-03T23:41:20Z,90000,False,88.0,131.0,1,right,MISS M. Sasser 15' pullup Shot,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Mid-Range,8-16 Right,15.78,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2024-04-03T23:41:17.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,0,0,2024-04-03T23:41:20Z,100000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M13.00S,2024-04-03T23:41:24.3Z,1,REGULAR,foul,personal,['2freethrow'],1631204,,,1610612737,0,0,2024-04-03T23:41:47Z,110000,False,,,0,,M. Sasser shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631204, 1630552]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,101283.0,1.0,0.0,Johnson,1630552.0,,,,,,,,,
13,PT11M13.00S,2024-04-03T23:41:48.0Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,0,0,2024-04-03T23:41:48Z,130000,False,,,0,,MISS J. Johnson Free Throw 1 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M13.00S,2024-04-03T23:41:48.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,0,0,2024-04-03T23:41:48Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
15,PT11M13.00S,2024-04-03T23:42:02.5Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,1,0,2024-04-03T23:42:02Z,150000,False,,,0,,J. Johnson Free Throw 2 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
16,PT11M00.00S,2024-04-03T23:42:17.6Z,1,REGULAR,turnover,bad pass,[],1631204,,,1610612765,1,0,2024-04-03T23:42:23Z,160000,False,,,0,,M. Sasser bad pass TURNOVER (1 TO),"[1631204, 1627749]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Murray,1627749.0,,,,,
17,PT11M00.00S,2024-04-03T23:42:17.6Z,1,REGULAR,steal,,[],1627749,,,1610612737,1,0,2024-04-03T23:42:20Z,170000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
18,PT10M56.00S,2024-04-03T23:42:22.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630552,6.521024967148489,50.0,1610612737,3,0,2024-04-03T23:43:20Z,180000,False,0.0,9.0,1,left,J. Johnson running DUNK (3 PTS) (D. Murray 1 AST),"[1630552, 1627749]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,3.0,,,,D. Murray,1627749.0,1.0,,
20,PT10M45.00S,2024-04-03T23:42:31.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.9862023653088,51.225490196078425,1610612765,3,2,2024-04-03T23:42:38Z,200000,False,6.0,13.0,1,right,J. Duren driving Layup (2 PTS) (M. Sasser 1 AST),"[1631105, 1631204]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,2.0,,,,M. Sasser,1631204.0,1.0,,
21,PT10M32.00S,2024-04-03T23:42:46.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,4.944152431011826,50.73529411764706,1610612737,5,2,2024-04-03T23:42:51Z,210000,False,-4.0,-6.0,1,left,J. Johnson alley-oop DUNK (5 PTS) (D. Murray 2 AST),"[1630552, 1627749]",1610612737.0,ATL,alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,5.0,,,,D. Murray,1627749.0,2.0,,
23,PT10M23.00S,2024-04-03T23:42:54.6Z,1,REGULAR,2pt,Jump Shot,[],1631105,76.69185282522996,64.70588235294117,1610612765,5,2,2024-04-03T23:42:59Z,230000,False,74.0,167.0,1,right,MISS J. Duren 18' Jump Shot,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,18.21,Missed,,,,,,,,,,,,,,,,,,
24,PT10M20.00S,2024-04-03T23:42:57.6Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,5,2,2024-04-03T23:42:59Z,240000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M08.00S,2024-04-03T23:43:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.652431011826544,51.71568627450981,1610612737,5,2,2024-04-03T23:43:18Z,250000,False,-9.0,10.0,1,left,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
26,PT10M07.00S,2024-04-03T23:43:10.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,5,2,2024-04-03T23:53:54Z,260000,False,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
29,PT10M06.00S,2024-04-03T23:43:17.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,5.590000152587891,50.0,1610612737,7,2,2024-04-03T23:54:01Z,290000,False,0.0,0.0,1,left,C. Capela putback Layup (2 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,2.0,,,,,,,,
30,PT09M49.00S,2024-04-03T23:43:28.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,83.65637319316689,58.333333333333336,1610612765,7,2,2024-04-03T23:43:33Z,300000,False,42.0,101.0,1,right,MISS M. Sasser 10' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,10.94,Missed,,,,,,,,,,,,,,,,,,
