actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-18T00:40:44.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-18T00:40:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-18T00:40:47.1Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2023-11-18T00:40:47Z,40000,False,,,0,,Jump Ball C. Capela vs. J. Embiid: Tip to J. Johnson,"[1630552, 203991, 203954]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Capela,203991.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-11-18T00:41:03.4Z,1,REGULAR,3pt,Jump Shot,[],1629027,68.67608409986859,32.1078431372549,1610612737,0,0,2023-11-18T00:41:09Z,70000,False,-89.0,242.0,1,right,MISS T. Young 25' 3PT - blocked,"[1629027, 203496]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.79,Missed,Covington,203496.0,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-11-18T00:41:03.4Z,1,REGULAR,block,,[],203496,,,1610612737,0,0,2023-11-18T00:41:07Z,80000,False,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M36.00S,2023-11-18T00:41:08.4Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,0,2023-11-18T00:41:09Z,90000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M32.00S,2023-11-18T00:41:12.1Z,1,REGULAR,2pt,Jump Shot,[],202699,8.360709592641262,69.36274509803921,1610612755,0,2,2023-11-18T00:41:19Z,100000,False,-97.0,26.0,1,left,T. Harris 10' pullup Jump Shot (2 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,10.03,Made,,,,,,,2.0,,,,,,,,,,,
11,PT11M17.00S,2023-11-18T00:41:26.1Z,1,REGULAR,3pt,Jump Shot,[],1627749,76.95466491458606,9.558823529411764,1610612737,3,2,2023-11-18T00:41:30Z,110000,False,-202.0,164.0,1,right,D. Murray 26' 3PT  (3 PTS) (C. Capela 1 AST),"[1627749, 203991]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.04,Made,,,,,,,3.0,C. Capela,203991.0,1.0,,,,,,,,
13,PT10M59.00S,2023-11-18T00:41:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202699,6.521024967148489,54.166666666666664,1610612755,3,4,2023-11-18T00:41:50Z,130000,False,-21.0,9.0,1,left,T. Harris cutting Layup (4 PTS) (J. Embiid 1 AST),"[202699, 203954]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,4.0,J. Embiid,203954.0,1.0,,,,,,,,
15,PT10M46.00S,2023-11-18T00:41:58.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,83.52496714848883,49.50980392156863,1610612737,3,4,2023-11-18T00:42:04Z,150000,False,-2.0,102.0,1,right,MISS T. Young 10' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,10.24,Missed,,,,,,,,,,,,,,,,,,
16,PT10M42.00S,2023-11-18T00:42:02.7Z,1,REGULAR,rebound,defensive,[],203496,,,1610612755,3,4,2023-11-18T00:42:04Z,160000,False,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612755.0,PHI,,,,Covington,R. Covington,,,,,In The Paint (Non-RA),8-16 Center,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,
17,PT10M37.00S,2023-11-18T00:42:06.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,31.61957950065703,23.284313725490197,1610612755,3,4,2023-11-18T00:42:12Z,170000,False,134.0,245.0,1,left,MISS T. Maxey 27' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
18,PT10M34.00S,2023-11-18T00:42:09.9Z,1,REGULAR,rebound,offensive,[],1629001,,,1610612755,3,4,2023-11-18T00:42:09Z,180000,False,,,0,,D. Melton REBOUND (Off:1 Def:0),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,
19,PT10M33.00S,2023-11-18T00:42:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629001,7.30946123521682,47.549019607843135,1610612755,3,4,2023-11-18T00:42:17Z,190000,False,12.0,16.0,1,left,MISS D. Melton driving Layup,[1629001],1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
