actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-12-19T00:40:21.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-19T00:40:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-19T00:40:24.4Z,1,REGULAR,jumpball,recovered,[],202711,,,1610612765,0,0,2023-12-19T00:40:24Z,40000,False,,,0,,Jump Ball M. Bagley III vs. C. Capela: Tip to B. Bogdanovic,"[202711, 1628963, 203991]",1610612765.0,DET,startperiod,B. Bogdanovic,202711.0,Bogdanovic,B. Bogdanovic,Bagley III,1628963.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-12-19T00:40:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,93.11760840998686,51.225490196078425,1610612765,0,0,2023-12-19T00:40:41Z,70000,False,6.0,12.0,1,right,MISS J. Ivey driving Layup - blocked,"[1631093, 203991]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.36,Missed,Capela,203991.0,,,,,,,,,,,,,,,,
8,PT11M47.00S,2023-12-19T00:40:34.1Z,1,REGULAR,block,,[],203991,,,1610612765,0,0,2023-12-19T00:40:37Z,80000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M43.00S,2023-12-19T00:40:38.1Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,0,0,2023-12-19T00:40:41Z,90000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M32.00S,2023-12-19T00:40:49.4Z,1,REGULAR,3pt,Jump Shot,[],1629631,31.61957950065703,63.725490196078425,1610612737,3,0,2023-12-19T00:40:55Z,100000,False,-69.0,245.0,1,left,D. Hunter 25' 3PT  (3 PTS) (D. Murray 1 AST),"[1629631, 1627749]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,25.41,Made,,,,,,,3.0,D. Murray,1627749.0,1.0,,,,,,,,
12,PT11M12.00S,2023-12-19T00:41:08.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,82.47371879106439,54.41176470588235,1610612765,3,2,2023-12-19T00:41:45Z,120000,False,22.0,112.0,1,right,B. Bogdanovic 11' fadeaway Jump Shot (2 PTS),[202711],1610612765.0,DET,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,11.44,Made,,,,,,,2.0,,,,,,,,,,,
13,PT10M51.00S,2023-12-19T00:41:29.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,6.1268068331143235,53.431372549019606,1610612737,3,2,2023-12-19T00:41:36Z,130000,False,-17.0,5.0,1,left,MISS C. Capela driving Hook,[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,,
14,PT10M49.00S,2023-12-19T00:41:31.8Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,3,2,2023-12-19T00:41:36Z,140000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,
15,PT10M44.00S,2023-12-19T00:41:37.3Z,1,REGULAR,3pt,Jump Shot,[],202711,67.7562417871222,40.931372549019606,1610612765,3,2,2023-12-19T00:41:44Z,150000,False,-45.0,251.0,1,right,MISS B. Bogdanovic 25' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
