actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
79,PT05M02.00S,2023-10-30T23:52:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629631,93.9060446780552,51.225490196078425,1610612737,20,23,2023-10-30T23:52:55Z,790000,False,6.0,5.0,1,right,MISS D. Hunter running Layup,[1629631],1610612737.0,ATL,running,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,0.78,Missed,,,,,,,,,,,,,,,,,,
80,PT05M02.00S,2023-10-30T23:52:46.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,20,23,2023-10-30T23:52:55Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,79.0,,,,,,,,,,,,,,,,
82,PT05M01.00S,2023-10-30T23:52:54.5Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,20,23,2023-10-30T23:53:00Z,820000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M01.00S,2023-10-30T23:52:54.5Z,1,REGULAR,substitution,out,[],203991,,,1610612737,20,23,2023-10-30T23:53:00Z,830000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M01.00S,2023-10-30T23:52:54.5Z,1,REGULAR,substitution,in,[],1631100,,,1610612737,20,23,2023-10-30T23:53:00Z,840000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M01.00S,2023-10-30T23:52:54.5Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,20,23,2023-10-30T23:53:00Z,850000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M49.00S,2023-10-30T23:53:23.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627749,94.95729303547962,74.26470588235294,1610612737,20,23,2023-10-30T23:54:45Z,860000,False,121.0,-5.0,1,right,MISS D. Murray 12' step back Shot,[1627749],1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Right,12.14,Missed,,,,,,,,,,,,,,,,,,
87,PT04M45.00S,2023-10-30T23:53:27.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,20,23,2023-10-30T23:53:29Z,870000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,
88,PT04M33.00S,2023-10-30T23:53:38.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,32.933639947437584,54.166666666666664,1610612750,20,23,2023-10-30T23:53:45Z,880000,False,-21.0,257.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.79,Missed,,,,,,,,,,,,,,,,,,
89,PT04M30.00S,2023-10-30T23:53:41.3Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,20,23,2023-10-30T23:53:45Z,890000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,
