actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-30T00:40:19.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-30T00:40:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-12-30T00:40:22.7Z,1,REGULAR,jumpball,recovered,[],1630180,,,1610612737,0,0,2023-12-30T00:40:22Z,40000,False,,,0,,Jump Ball C. Capela vs. D. Sabonis: Tip to S. Bey,"[1630180, 203991, 1627734]",1610612737.0,ATL,startperiod,S. Bey,1630180.0,Bey,S. Bey,Capela,203991.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2023-12-30T00:40:57.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630180,94.03745072273325,48.529411764705884,1610612737,2,0,2023-12-30T00:41:04Z,80000,False,-7.0,4.0,1,right,S. Bey cutting DUNK (2 PTS) (T. Young 1 AST),"[1630180, 1629027]",1610612737.0,ATL,cutting,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.82,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
10,PT11M19.00S,2023-12-30T00:41:13.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,13.354139290407357,50.245098039215684,1610612758,2,0,2023-12-30T00:42:02Z,100000,False,-1.0,73.0,1,left,MISS D. Sabonis 7' turnaround Hook,[1627734],1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,7.3,Missed,,,,,,,,,,,,,,,,,,
11,PT11M16.00S,2023-12-30T00:41:16.0Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,2,0,2023-12-30T00:41:18Z,110000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M01.00S,2023-12-30T00:41:49.7Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612737,2,0,2023-12-30T00:41:57Z,130000,False,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1628368]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Fox,1628368.0,,,,,,,
14,PT11M01.00S,2023-12-30T00:41:49.7Z,1,REGULAR,steal,,[],1628368,,,1610612758,2,0,2023-12-30T00:41:51Z,140000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2023-12-30T00:42:01.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,30.305519053876477,70.09803921568627,1610612758,2,0,2023-12-30T00:42:08Z,150000,False,-100.0,232.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2023-12-30T00:42:06.7Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,0,2023-12-30T00:42:08Z,160000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M35.00S,2023-12-30T00:42:15.3Z,1,REGULAR,3pt,Jump Shot,[],1630552,68.9388961892247,30.14705882352941,1610612737,2,0,2023-12-30T00:42:22Z,170000,False,-99.0,239.0,1,right,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
