actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
19,PT10M51.00S,2024-03-30T23:44:28.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203114,5.338370565045992,52.69607843137255,1610612749,4,4,2024-03-30T23:44:36Z,190000,False,-13.0,-2.0,1,left,K. Middleton running Layup (2 PTS) (M. Beasley 1 AST),"[203114, 1627736]",1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.37,M. Beasley,1627736.0,1.0,,,,,,,,,
21,PT10M37.00S,2024-03-30T23:44:42.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203991,83.65637319316689,49.01960784313725,1610612737,6,4,2024-03-30T23:44:46Z,210000,False,-5.0,101.0,1,right,C. Capela 10' floating Jump Shot (2 PTS) (D. Murray 1 AST),"[203991, 1627749]",1610612737.0,ATL,floating,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,10.12,D. Murray,1627749.0,1.0,,,,,,,,,
23,PT10M23.00S,2024-03-30T23:44:54.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,8.886333771353483,52.94117647058824,1610612749,6,4,2024-03-30T23:45:00Z,230000,False,-15.0,31.0,1,left,MISS K. Middleton driving floating Shot,[203114],1610612749.0,MIL,driving floating,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.43,,,,,,,,,,,,
24,PT10M20.00S,2024-03-30T23:44:57.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,6,4,2024-03-30T23:45:00Z,240000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,23.0,2.0,2.0,0.0,,,,,
25,PT10M10.00S,2024-03-30T23:45:07.9Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,6,4,2024-03-30T23:45:13Z,250000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 203114]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1.0,Middleton,203114.0,,
26,PT10M10.00S,2024-03-30T23:45:07.9Z,1,REGULAR,steal,,[],203114,,,1610612749,6,4,2024-03-30T23:45:10Z,260000,False,,,0,,K. Middleton STEAL (1 STL),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
27,PT10M06.00S,2024-03-30T23:45:13.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,5.995400788436268,50.0,1610612749,6,6,2024-03-30T23:45:19Z,270000,False,0.0,4.0,1,left,G. Antetokounmpo running DUNK (2 PTS) (K. Middleton 1 AST),"[203507, 203114]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.39,K. Middleton,203114.0,1.0,,,,,,,,,
29,PT09M48.00S,2024-03-30T23:45:30.2Z,1,REGULAR,3pt,Jump Shot,[],1629631,71.69842312746385,78.67647058823529,1610612737,9,6,2024-03-30T23:45:34Z,290000,False,143.0,214.0,1,right,D. Hunter 25' 3PT  (3 PTS) (D. Murray 2 AST),"[1629631, 1627749]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.72,D. Murray,1627749.0,2.0,,,,,,,,,
31,PT09M37.00S,2024-03-30T23:45:41.1Z,1,REGULAR,3pt,Jump Shot,[],1627736,26.62614980289093,16.911764705882355,1610612749,9,6,2024-03-30T23:45:46Z,310000,False,165.0,198.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.78,,,,,,,,,,,,
32,PT09M34.00S,2024-03-30T23:45:44.1Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,9,6,2024-03-30T23:45:46Z,320000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,
33,PT09M29.00S,2024-03-30T23:45:48.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203992,67.62483574244416,50.73529411764706,1610612737,12,6,2024-03-30T23:45:55Z,330000,False,4.0,252.0,1,right,B. Bogdanovic 25' 3PT step back (4 PTS),[203992],1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,,,Made,4.0,25.18,,,,,,,,,,,,
34,PT09M29.00S,2024-03-30T23:45:53.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,12,6,2024-03-30T23:45:54Z,340000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M19.00S,2024-03-30T23:48:56.6Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,12,6,2024-03-30T23:49:00Z,350000,False,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 1629631]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Hunter,1629631.0,,
36,PT09M19.00S,2024-03-30T23:48:56.6Z,1,REGULAR,steal,,[],1629631,,,1610612737,12,6,2024-03-30T23:49:57Z,360000,False,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
37,PT09M12.00S,2024-03-30T23:49:03.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627749,84.31340341655716,44.6078431372549,1610612737,14,6,2024-03-30T23:49:09Z,370000,False,-27.0,95.0,1,right,D. Murray 9' turnaround fadeaway Jump Shot (5 PTS),[1627749],1610612737.0,ATL,turnaround fadeaway,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,5.0,9.88,,,,,,,,,,,,
38,PT09M02.00S,2024-03-30T23:49:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,6.389618922470433,45.34313725490196,1610612749,14,6,2024-03-30T23:50:01Z,380000,False,23.0,8.0,1,left,MISS M. Beasley driving Layup - blocked,"[1627736, 203991]",1610612749.0,MIL,driving,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.45,,,,,,,,,,,Capela,203991.0
39,PT09M02.00S,2024-03-30T23:49:15.5Z,1,REGULAR,block,,[],203991,,,1610612749,14,6,2024-03-30T23:49:17Z,390000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT09M00.00S,2024-03-30T23:49:17.5Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,14,6,2024-03-30T23:50:01Z,400000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,38.0,2.0,2.0,0.0,,,,,
41,PT08M54.00S,2024-03-30T23:49:21.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,76.16622864651774,12.745098039215685,1610612737,14,6,2024-03-30T23:49:27Z,410000,False,-186.0,172.0,1,right,MISS D. Murray 25' running pullup 3PT,[1627749],1610612737.0,ATL,running pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.32,,,,,,,,,,,,
42,PT08M52.00S,2024-03-30T23:49:23.7Z,1,REGULAR,rebound,offensive,[],203992,,,1610612737,14,6,2024-03-30T23:49:23Z,420000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,41.0,3.0,2.0,1.0,,,,,
43,PT08M50.00S,2024-03-30T23:49:26.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203992,92.46057818659659,12.5,1610612737,14,6,2024-03-30T23:49:30Z,430000,False,-188.0,18.0,1,right,MISS B. Bogdanovic 18' Jump Shot,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left,,,,,,Missed,,18.84,,,,,,,,,,,,
44,PT08M47.00S,2024-03-30T23:49:29.4Z,1,REGULAR,rebound,defensive,[],201976,,,1610612749,14,6,2024-03-30T23:49:30Z,440000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,
47,PT08M37.00S,2024-03-30T23:50:34.8Z,1,REGULAR,3pt,Jump Shot,[],203114,6.783837056504599,97.05882352941177,1610612749,14,9,2024-03-30T23:50:39Z,470000,False,-235.0,11.0,1,left,K. Middleton 3PT  (5 PTS) (P. Beverley 1 AST),"[203114, 201976]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,,,,Made,5.0,23.56,P. Beverley,201976.0,1.0,,,,,,,,,
49,PT08M11.00S,2024-03-30T23:51:00.3Z,1,REGULAR,2pt,Jump Shot,[],1627749,82.34231274638634,77.69607843137256,1610612737,14,9,2024-03-30T23:51:05Z,490000,False,138.0,113.0,1,right,MISS D. Murray 17' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,17.91,,,,,,,,,,,,
50,PT08M08.00S,2024-03-30T23:51:03.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,14,9,2024-03-30T23:51:05Z,500000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,,
51,PT07M57.00S,2024-03-30T23:51:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,5.863994743758213,51.225490196078425,1610612749,14,11,2024-03-30T23:51:18Z,510000,False,-6.0,3.0,1,left,B. Lopez Layup (4 PTS) (G. Antetokounmpo 1 AST),"[201572, 203507]",1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.66,G. Antetokounmpo,203507.0,1.0,,,,,,,,,
53,PT07M45.00S,2024-03-30T23:51:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,90.22667542706965,64.70588235294117,1610612737,14,11,2024-03-31T00:10:28Z,530000,False,74.0,39.0,1,right,MISS D. Hunter 8' driving floating Shot - blocked,"[1629631, 201572]",1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,8.34,,,,,,,,,,,Lopez,201572.0
60,PT07M45.00S,2024-03-30T23:51:27.3Z,1,REGULAR,block,,[],201572,,,1610612737,14,11,2024-03-30T23:52:29Z,535000,False,,,0,,B. Lopez BLOCK (1 BLK),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
54,PT07M44.00S,2024-03-30T23:51:28.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,14,11,2024-03-30T23:53:43Z,540000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,53.0,3.0,3.0,0.0,,,,,
55,PT07M36.00S,2024-03-30T23:51:35.4Z,1,REGULAR,3pt,Jump Shot,[],201976,4.812746386333772,4.411764705882353,1610612749,14,14,2024-03-30T23:51:44Z,550000,False,228.0,-7.0,1,left,P. Beverley 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[201976, 203507]",1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,22.8,G. Antetokounmpo,203507.0,2.0,,,,,,,,,
57,PT07M11.00S,2024-03-30T23:52:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,92.32917214191852,51.9607843137255,1610612737,16,14,2024-03-30T23:52:08Z,570000,False,10.0,20.0,1,right,D. Hunter driving Layup (5 PTS),[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,2.19,,,,,,,,,,,,
58,PT07M11.00S,2024-03-30T23:52:05.4Z,1,REGULAR,foul,personal,['1freethrow'],201572,,,1610612737,16,14,2024-03-30T23:52:31Z,580000,False,,,0,,B. Lopez shooting personal FOUL (1 PF) (Hunter 1 FT),"[201572, 1629631]",1610612749.0,MIL,shooting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1626301.0,1.0,1.0,Hunter,1629631.0,,,,,,,,,,,,,,,
61,PT07M11.00S,2024-03-30T23:52:31.8Z,1,REGULAR,freethrow,1 of 1,[],1629631,,,1610612737,17,14,2024-03-30T23:52:31Z,600000,False,,,0,,D. Hunter Free Throw 1 of 1 (6 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
62,PT06M59.00S,2024-03-30T23:52:45.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,5.469776609724048,51.71568627450981,1610612749,17,16,2024-03-30T23:52:49Z,610000,False,-9.0,-1.0,1,left,G. Antetokounmpo DUNK (4 PTS) (P. Beverley 2 AST),"[203507, 201976]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.87,P. Beverley,201976.0,2.0,,,,,,,,,
65,PT06M41.00S,2024-03-30T23:53:08.5Z,1,REGULAR,substitution,out,[],203992,,,1610612737,17,16,2024-03-30T23:53:17Z,640000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M41.00S,2024-03-30T23:53:08.5Z,1,REGULAR,substitution,out,[],203507,,,1610612737,17,16,2024-03-30T23:53:17Z,650000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M41.00S,2024-03-30T23:53:08.5Z,1,REGULAR,substitution,in,[],1629726,,,1610612737,17,16,2024-03-30T23:53:17Z,660000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2024-03-30T23:53:08.5Z,1,REGULAR,substitution,in,[],1626171,,,1610612737,17,16,2024-03-30T23:53:17Z,670000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M28.00S,2024-03-30T23:53:47.5Z,1,REGULAR,3pt,Jump Shot,[],1630249,74.06373193166885,16.666666666666664,1610612737,17,16,2024-03-30T23:53:52Z,680000,False,-167.0,191.0,1,right,MISS V. Krejci 25' 3PT,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.37,,,,,,,,,,,,
70,PT06M26.00S,2024-03-30T23:53:49.5Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,17,16,2024-03-30T23:53:52Z,690000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,
72,PT06M10.00S,2024-03-30T23:54:28.6Z,1,REGULAR,2pt,Jump Shot,[],203114,15.456636005256241,78.43137254901961,1610612749,17,18,2024-03-30T23:54:32Z,710000,False,-142.0,93.0,1,left,K. Middleton 16' step back Jump Shot (7 PTS) (B. Portis 1 AST),"[203114, 1626171]",1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left,,,,,,Made,7.0,16.98,B. Portis,1626171.0,1.0,,,,,,,,,
74,PT05M57.00S,2024-03-30T23:54:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,80.6340341655716,46.32352941176471,1610612737,19,18,2024-03-30T23:54:45Z,730000,False,-18.0,130.0,1,right,D. Murray 13' pullup Jump Shot (7 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,7.0,13.08,,,,,,,,,,,,
75,PT05M39.00S,2024-03-30T23:54:59.5Z,1,REGULAR,3pt,Jump Shot,[],1626171,28.991458607095925,30.637254901960787,1610612749,19,18,2024-03-30T23:55:04Z,740000,False,97.0,220.0,1,left,MISS B. Portis 24' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.04,,,,,,,,,,,,
76,PT05M37.00S,2024-03-30T23:55:01.5Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612737,19,18,2024-03-30T23:55:04Z,750000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,75.0,1.0,1.0,0.0,,,,,
77,PT05M26.00S,2024-03-30T23:55:12.5Z,1,REGULAR,3pt,Jump Shot,[],1629631,68.80749014454665,70.58823529411765,1610612737,19,18,2024-03-30T23:55:18Z,760000,False,103.0,241.0,1,right,MISS D. Hunter 26' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.18,,,,,,,,,,,,
78,PT05M23.00S,2024-03-30T23:55:15.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,19,18,2024-03-30T23:55:18Z,770000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,77.0,,,,,,,,
80,PT05M23.00S,2024-03-30T23:55:19.7Z,1,REGULAR,substitution,out,[],203991,,,1610612749,19,18,2024-03-30T23:55:23Z,790000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M23.00S,2024-03-30T23:55:19.7Z,1,REGULAR,substitution,in,[],1628981,,,1610612749,19,18,2024-03-30T23:55:23Z,800000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M13.00S,2024-03-30T23:55:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,7.30946123521682,48.03921568627451,1610612749,19,20,2024-03-30T23:55:44Z,810000,False,10.0,16.0,1,left,P. Beverley driving Layup (5 PTS),[201976],1610612749.0,MIL,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.89,,,,,,,,,,,,
83,PT04M57.00S,2024-03-30T23:55:53.8Z,1,REGULAR,2pt,Jump Shot,[],1627749,76.95466491458606,47.05882352941176,1610612737,21,20,2024-03-30T23:55:58Z,820000,False,-15.0,164.0,1,right,D. Murray 16' pullup Jump Shot (9 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,,,,,,Made,9.0,16.48,,,,,,,,,,,,
84,PT04M38.00S,2024-03-30T23:56:12.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,14.011169513797633,49.50980392156863,1610612749,21,22,2024-03-30T23:56:19Z,830000,False,2.0,79.0,1,left,B. Portis 7' turnaround Jump Shot (2 PTS) (K. Middleton 2 AST),"[1626171, 203114]",1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,7.92,K. Middleton,203114.0,2.0,,,,,,,,,
85,PT04M25.00S,2024-03-30T23:56:25.9Z,1,REGULAR,2pt,Jump Shot,[],1629631,84.57621550591328,28.431372549019606,1610612737,21,22,2024-03-30T23:56:31Z,840000,False,-108.0,92.0,1,right,MISS D. Hunter 14' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,,,,,,Missed,,14.2,,,,,,,,,,,,
86,PT04M21.00S,2024-03-30T23:56:29.9Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,21,22,2024-03-30T23:56:31Z,850000,False,,,0,,K. Middleton REBOUND (Off:0 Def:2),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,85.0,2.0,2.0,0.0,,,,,
