actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
16,PT10M39.00S,2024-02-13T00:42:14.7Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,0,2,2024-02-13T00:42:16Z,160000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M28.00S,2024-02-13T00:42:25.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,14.273981603153747,50.98039215686274,1610612737,2,2,2024-02-13T00:43:22Z,170000,False,-5.0,82.0,1,left,S. Bey 8' turnaround fadeaway Jump Shot (2 PTS) (D. Murray 1 AST),"[1630180, 1627749]",1610612737.0,ATL,turnaround fadeaway,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,8.18,Made,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
18,PT10M03.00S,2024-02-13T00:42:50.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,92.85479632063075,47.794117647058826,1610612741,2,4,2024-02-13T00:42:56Z,180000,False,-11.0,15.0,1,right,T. Craig cutting Layup (2 PTS) (N. Vucevic 1 AST),"[1628470, 202696]",1610612741.0,CHI,cutting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
20,PT09M53.00S,2024-02-13T00:43:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,7.046649145860711,48.529411764705884,1610612737,2,4,2024-02-13T00:43:07Z,200000,False,7.0,14.0,1,left,MISS J. Johnson cutting Layup,[1630552],1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
21,PT09M50.00S,2024-02-13T00:43:04.2Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,2,4,2024-02-13T00:43:07Z,210000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT09M41.00S,2024-02-13T00:43:13.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,83.26215505913272,50.98039215686274,1610612741,2,4,2024-02-13T00:43:19Z,220000,False,5.0,105.0,1,right,MISS N. Vucevic 10' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,10.49,Missed,,,,,,,,,,,,,,,,,,
23,PT09M37.00S,2024-02-13T00:43:17.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,2,4,2024-02-13T00:43:19Z,230000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,
24,PT09M23.00S,2024-02-13T00:43:32.2Z,1,REGULAR,foul,personal,[],201942,,,1610612737,2,4,2024-02-13T00:43:40Z,240000,False,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1629027]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,,,,,,,,,,,202901.0,1.0,0.0,Young,1629027.0,,,,,
26,PT09M17.00S,2024-02-13T00:43:53.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,7.30946123521682,45.09803921568628,1610612737,2,4,2024-02-13T00:44:01Z,260000,False,25.0,16.0,1,left,MISS D. Murray driving floating bank Shot,[1627749],1610612737.0,ATL,driving floating bank,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
27,PT09M15.00S,2024-02-13T00:43:55.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,4,2024-02-13T00:44:01Z,270000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M01.00S,2024-02-13T00:44:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.11760840998686,49.26470588235294,1610612741,2,6,2024-02-13T00:44:23Z,280000,False,-4.0,12.0,1,right,A. Dosunmu driving reverse Layup (4 PTS) (T. Craig 1 AST),"[1630245, 1628470]",1610612741.0,CHI,driving reverse,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.27,Made,4.0,T. Craig,1628470.0,1.0,,,,,,,,,,,,,,
30,PT08M50.00S,2024-02-13T00:44:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.389618922470433,47.794117647058826,1610612737,4,6,2024-02-13T00:44:31Z,300000,False,11.0,8.0,1,left,O. Okongwu cutting Layup (2 PTS) (T. Young 1 AST),"[1630168, 1629027]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.34,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
32,PT08M32.00S,2024-02-13T00:44:39.4Z,1,REGULAR,2pt,Jump Shot,[],1629632,81.68528252299606,28.676470588235293,1610612741,4,6,2024-02-13T00:44:43Z,320000,False,-107.0,120.0,1,right,MISS C. White 16' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,Mid-Range,16-24 Left Center,16.03,Missed,,,,,,,,,,,,,,,,,,
33,PT08M29.00S,2024-02-13T00:44:42.4Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,4,6,2024-02-13T00:44:43Z,330000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Left Center,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,
34,PT08M25.00S,2024-02-13T00:44:46.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630552,6.1268068331143235,50.245098039215684,1610612737,6,6,2024-02-13T00:44:58Z,340000,False,-1.0,5.0,1,left,J. Johnson running DUNK (2 PTS) (T. Young 2 AST),"[1630552, 1629027]",1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.52,Made,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
36,PT08M10.00S,2024-02-13T00:45:10.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,83.26215505913272,50.0,1610612741,6,8,2024-02-13T00:45:20Z,360000,False,0.0,105.0,1,right,N. Vucevic 10' turnaround Hook (2 PTS) (T. Craig 2 AST),"[202696, 1628470]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,10.48,Made,2.0,T. Craig,1628470.0,2.0,,,,,,,,,,,,,,
37,PT07M59.00S,2024-02-13T00:45:27.8Z,1,REGULAR,violation,kicked ball,[],202696,,,1610612737,6,8,2024-02-13T00:45:33Z,370000,False,,,0,,N. Vucevic kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,202901.0,,,,,,,,,
38,PT07M52.00S,2024-02-13T00:45:46.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,5.863994743758213,50.0,1610612737,8,8,2024-02-13T00:45:52Z,380000,False,0.0,3.0,1,left,S. Bey cutting Layup (4 PTS) (O. Okongwu 1 AST),"[1630180, 1630168]",1610612737.0,ATL,cutting,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.26,Made,4.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
40,PT07M32.00S,2024-02-13T00:46:05.6Z,1,REGULAR,3pt,Jump Shot,[],1628470,94.56307490144546,3.9215686274509802,1610612741,8,11,2024-02-13T00:46:11Z,400000,False,-230.0,-1.0,1,right,T. Craig 3PT  (5 PTS) (C. White 1 AST),"[1628470, 1629632]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,23.04,Made,5.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,
42,PT07M16.00S,2024-02-13T00:46:21.8Z,1,REGULAR,3pt,Jump Shot,[],1630180,24.78646517739816,11.27450980392157,1610612737,8,11,2024-02-13T00:46:27Z,420000,False,194.0,180.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,26.47,Missed,,,,,,,,,,,,,,,,,,
43,PT07M13.00S,2024-02-13T00:46:24.8Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,8,11,2024-02-13T00:46:27Z,430000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,42.0,2.0,1.0,1.0,,,,,,,,,,
340,PT07M06.00S,2024-02-13T00:46:27.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630168,10.200394218134035,49.50980392156863,1610612737,8,11,2024-02-13T01:50:57Z,435000,False,2.0,43.0,1,left,MISS O. Okongwu alley-oop DUNK,[1630168],1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,,
341,PT07M06.00S,2024-02-13T00:46:27.6Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,8,11,2024-02-13T01:50:57Z,437500,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,340.0,3.0,1.0,2.0,,,,,,,,,,
44,PT07M05.00S,2024-02-13T00:46:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,7.835085413929041,49.26470588235294,1610612737,10,11,2024-02-13T01:51:31Z,440000,False,4.0,21.0,1,left,O. Okongwu putback Layup (4 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.14,Made,4.0,,,,,,,,,,,,,,,,,
46,PT06M40.00S,2024-02-13T00:46:57.3Z,1,REGULAR,2pt,Jump Shot,[],202696,93.38042049934296,66.91176470588235,1610612741,10,11,2024-02-13T00:47:03Z,460000,False,85.0,10.0,1,right,MISS N. Vucevic 8' floating Shot,[202696],1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,8.52,Missed,,,,,,,,,,,,,,,,,,
47,PT06M38.00S,2024-02-13T00:46:59.3Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,10,11,2024-02-13T00:47:03Z,470000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Mid-Range,8-16 Right,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,
48,PT06M30.00S,2024-02-13T00:47:08.0Z,1,REGULAR,3pt,Jump Shot,[],1627749,7.966491458607096,95.83333333333334,1610612737,13,11,2024-02-13T00:47:13Z,480000,False,-229.0,22.0,1,left,D. Murray 3PT  (3 PTS) (T. Young 3 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,23.03,Made,3.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,
51,PT06M14.00S,2024-02-13T00:47:24.0Z,1,REGULAR,3pt,Jump Shot,[],1629632,94.03745072273325,95.34313725490196,1610612741,13,11,2024-02-13T00:47:29Z,500000,False,227.0,4.0,1,right,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
52,PT06M11.00S,2024-02-13T00:47:27.0Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,13,11,2024-02-13T00:47:29Z,510000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,,,,51.0,4.0,2.0,2.0,,,,,,,,,,
53,PT06M01.00S,2024-02-13T00:47:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,10.200394218134035,49.01960784313725,1610612737,15,11,2024-02-13T00:48:59Z,520000,False,5.0,43.0,1,left,S. Bey driving finger roll Layup (6 PTS) (D. Murray 2 AST),"[1630180, 1627749]",1610612737.0,ATL,driving finger roll,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,4.37,Made,6.0,D. Murray,1627749.0,2.0,,,,,,,,,,,,,,
54,PT05M49.00S,2024-02-13T00:47:48.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.49605781865965,52.20588235294118,1610612741,15,11,2024-02-13T00:48:02Z,530000,False,11.0,84.0,1,right,MISS N. Vucevic 8' turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,8.45,Missed,,,,,,,,,,,,,,,,,,
55,PT05M43.00S,2024-02-13T00:47:54.5Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,15,11,2024-02-13T00:48:02Z,540000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,54.0,5.0,3.0,2.0,,,,,,,,,,
56,PT05M40.00S,2024-02-13T00:47:57.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,27.020367936925098,81.61764705882352,1610612737,18,11,2024-02-13T00:48:08Z,550000,False,-158.0,201.0,1,left,T. Young 25' 3PT running pullup (3 PTS) (S. Bey 1 AST),"[1629027, 1630180]",1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.61,Made,3.0,S. Bey,1630180.0,1.0,,,,,,,,,,,,,,
58,PT05M39.00S,2024-02-13T00:48:02.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,18,11,2024-02-13T00:48:02Z,570000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M39.00S,2024-02-13T00:50:16.5Z,1,REGULAR,substitution,out,[],1630552,,,1610612741,18,11,2024-02-13T00:50:53Z,580000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M39.00S,2024-02-13T00:50:16.5Z,1,REGULAR,substitution,out,[],1629027,,,1610612741,18,11,2024-02-13T00:50:53Z,590000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M39.00S,2024-02-13T00:50:16.5Z,1,REGULAR,substitution,out,[],201942,,,1610612741,18,11,2024-02-13T00:50:53Z,600000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M39.00S,2024-02-13T00:50:16.5Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,18,11,2024-02-13T00:50:53Z,610000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M39.00S,2024-02-13T00:50:16.5Z,1,REGULAR,substitution,in,[],1629631,,,1610612741,18,11,2024-02-13T00:50:53Z,620000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M39.00S,2024-02-13T00:50:16.5Z,1,REGULAR,substitution,in,[],203992,,,1610612741,18,11,2024-02-13T00:50:53Z,630000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M39.00S,2024-02-13T00:50:16.5Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,18,11,2024-02-13T00:50:53Z,640000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M39.00S,2024-02-13T00:50:16.5Z,1,REGULAR,substitution,in,[],203083,,,1610612741,18,11,2024-02-13T00:50:53Z,650000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M19.00S,2024-02-13T00:51:27.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,86.5473061760841,48.28431372549019,1610612741,18,13,2024-02-13T00:51:37Z,660000,False,-9.0,74.0,1,right,A. Drummond 7' turnaround Hook (2 PTS) (T. Craig 3 AST),"[203083, 1628470]",1610612741.0,CHI,turnaround,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,7.45,Made,2.0,T. Craig,1628470.0,3.0,,,,,,,,,,,,,,
70,PT05M18.00S,2024-02-13T00:51:39.3Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,18,13,2024-02-13T00:51:47Z,680000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,
71,PT05M07.00S,2024-02-13T00:51:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630180,14.273981603153747,3.6764705882352944,1610612737,18,13,2024-02-13T00:52:03Z,690000,False,232.0,82.0,1,left,MISS S. Bey 24' 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,24.56,Missed,,,,,,,,,,,,,,,,,,
72,PT05M04.00S,2024-02-13T00:52:01.9Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,18,13,2024-02-13T00:52:01Z,700000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,,,
73,PT05M01.00S,2024-02-13T00:52:04.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,6.915243101182654,42.64705882352941,1610612737,18,13,2024-02-13T00:52:10Z,710000,False,37.0,13.0,1,left,MISS S. Bey Layup,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
74,PT04M59.00S,2024-02-13T00:52:06.9Z,1,REGULAR,rebound,defensive,[],203083,,,1610612741,18,13,2024-02-13T00:52:10Z,720000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,
75,PT04M50.00S,2024-02-13T00:52:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,87.20433639947439,40.68627450980392,1610612741,18,13,2024-02-13T00:52:21Z,730000,False,-47.0,68.0,1,right,MISS C. White 8' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Left,8.23,Missed,,,,,,,,,,,,,,,,,,
76,PT04M47.00S,2024-02-13T00:52:19.2Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,18,13,2024-02-13T00:52:21Z,740000,False,,,0,,S. Bey REBOUND (Off:1 Def:2),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,75.0,3.0,2.0,1.0,,,,,,,,,,
77,PT04M44.00S,2024-02-13T00:52:24.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,7.178055190538765,46.81372549019608,1610612737,20,13,2024-02-13T00:52:34Z,750000,False,16.0,15.0,1,left,D. Murray running Layup (5 PTS),[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.19,Made,5.0,,,,,,,,,,,,,,,,,
78,PT04M44.00S,2024-02-13T00:52:29.9Z,1,REGULAR,foul,personal,['1freethrow'],1628470,,,1610612737,20,13,2024-02-13T00:53:02Z,760000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Murray 1 FT),"[1628470, 1627749]",1610612741.0,CHI,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201638.0,1.0,0.0,Murray,1627749.0,,,,,
80,PT04M44.00S,2024-02-13T00:52:42.5Z,1,REGULAR,substitution,out,[],1629632,,,1610612737,20,13,2024-02-13T00:53:05Z,780000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M44.00S,2024-02-13T00:52:42.5Z,1,REGULAR,substitution,in,[],1630245,,,1610612737,20,13,2024-02-13T00:53:05Z,790000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M44.00S,2024-02-13T00:53:03.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1627749,,,1610612737,20,13,2024-02-13T00:53:06Z,800000,False,,,0,,MISS D. Murray Free Throw 1 of 1,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
83,PT04M41.00S,2024-02-13T00:53:06.9Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,20,13,2024-02-13T00:53:06Z,810000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,82.0,6.0,3.0,3.0,,,,,,,,,,
