actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-25T23:40:53.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-25T23:40:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-25T23:40:56.3Z,1,REGULAR,jumpball,recovered,[],1630573,,,1610612738,0,0,2024-03-25T23:40:56Z,40000,False,,,0,,Jump Ball K. Porzingis vs. C. Capela: Tip to S. Hauser,"[1630573, 204001, 203991]",1610612738.0,BOS,startperiod,S. Hauser,1630573.0,Hauser,S. Hauser,Porzingis,204001.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-03-25T23:41:11.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],204001,10.85742444152431,48.77450980392157,1610612738,0,0,2024-03-25T23:41:32Z,70000,False,6.0,50.0,1,left,MISS K. Porzingis turnaround Hook,[204001],1610612738.0,BOS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-03-25T23:41:15.9Z,1,REGULAR,rebound,offensive,[],204001,,,1610612738,0,0,2024-03-25T23:41:16Z,80000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:0),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2024-03-25T23:41:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,5.590000152587891,50.0,1610612738,0,2,2024-03-25T23:41:16Z,90000,False,0.0,0.0,1,left,K. Porzingis tip Layup (2 PTS),[204001],1610612738.0,BOS,tip,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M28.00S,2024-03-25T23:41:32.6Z,1,REGULAR,foul,personal,[],1630573,,,1610612737,0,2,2024-03-25T23:41:54Z,100000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 1629631]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,201245.0,1.0,0.0,Hunter,1629631.0,,,,,,,,
12,PT11M21.00S,2024-03-25T23:41:53.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,70.90998685939553,22.54901960784314,1610612737,0,2,2024-03-25T23:41:58Z,120000,False,-137.0,221.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
13,PT11M19.00S,2024-03-25T23:41:55.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,2,2024-03-25T23:41:58Z,130000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M00.00S,2024-03-25T23:42:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,14.14257555847569,60.29411764705882,1610612738,0,4,2024-03-25T23:42:23Z,140000,False,-51.0,80.0,1,left,J. Tatum 9' floating Jump Shot (2 PTS),[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,9.55,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M42.00S,2024-03-25T23:42:32.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,86.5473061760841,49.754901960784316,1610612737,2,4,2024-03-25T23:42:37Z,150000,False,-1.0,74.0,1,right,C. Capela 7' Hook (2 PTS) (D. Murray 1 AST),"[203991, 1627749]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,,,,2.0,,,,,,D. Murray,1627749.0,1.0,,,,,
