actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-10-27T23:43:13.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-27T23:43:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-10-27T23:43:16.7Z,1,REGULAR,jumpball,recovered,[],1628973,,,1610612752,0,0,2023-10-27T23:43:16Z,40000,False,,,0,,Jump Ball M. Robinson vs. C. Capela: Tip to J. Brunson,"[1628973, 1629011, 203991]",1610612752.0,NYK,startperiod,J. Brunson,1628973.0,Brunson,J. Brunson,Robinson,1629011.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-10-27T23:43:31.9Z,1,REGULAR,3pt,Jump Shot,[],1629628,16.245072273324574,3.6764705882352944,1610612752,0,0,2023-10-27T23:43:37Z,70000,False,232.0,100.0,1,left,MISS R. Barrett 25' 3PT - blocked,"[1629628, 1629631]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,25.23,Missed,Hunter,1629631.0,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-10-27T23:43:31.9Z,1,REGULAR,block,,[],1629631,,,1610612752,0,0,2023-10-27T23:43:35Z,80000,False,,,0,,D. Hunter BLOCK (1 BLK),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M37.00S,2023-10-27T23:43:35.9Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,0,0,2023-10-27T23:43:37Z,90000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M21.00S,2023-10-27T23:43:52.5Z,1,REGULAR,3pt,Jump Shot,[],1629631,67.62483574244416,51.470588235294116,1610612737,0,0,2023-10-27T23:43:57Z,100000,False,7.0,252.0,1,right,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2023-10-27T23:43:56.5Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,0,0,2023-10-27T23:43:57Z,110000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT10M58.00S,2023-10-27T23:44:14.2Z,1,REGULAR,3pt,Jump Shot,[],203944,9.280551905387648,96.07843137254902,1610612752,0,0,2023-10-27T23:44:19Z,120000,False,-230.0,35.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
13,PT10M56.00S,2023-10-27T23:44:16.2Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,0,0,2023-10-27T23:44:19Z,130000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT10M49.00S,2023-10-27T23:44:23.6Z,1,REGULAR,3pt,Jump Shot,[],1629027,68.15045992115637,46.568627450980394,1610612737,0,0,2023-10-27T23:44:29Z,140000,False,-17.0,247.0,1,right,MISS T. Young 24' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
15,PT10M46.00S,2023-10-27T23:44:26.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,0,0,2023-10-27T23:44:29Z,150000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,
16,PT10M42.00S,2023-10-27T23:44:31.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629628,6.389618922470433,49.26470588235294,1610612752,0,2,2023-10-27T23:44:37Z,160000,False,4.0,8.0,1,left,R. Barrett running DUNK (2 PTS) (J. Randle 1 AST),"[1629628, 203944]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,2.0,J. Randle,203944.0,1.0,,,,,,,,
18,PT10M20.00S,2023-10-27T23:44:52.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,90.88370565045992,46.07843137254902,1610612737,0,2,2023-10-27T23:44:58Z,180000,False,-20.0,33.0,1,right,MISS C. Capela driving Hook - blocked,"[203991, 1629011]",1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,3.86,Missed,Robinson,1629011.0,,,,,,,,,,,,,,,,
19,PT10M20.00S,2023-10-27T23:44:52.9Z,1,REGULAR,block,,[],1629011,,,1610612737,0,2,2023-10-27T23:44:56Z,190000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M16.00S,2023-10-27T23:44:56.9Z,1,REGULAR,rebound,offensive,[],1627749,,,1610612737,0,2,2023-10-27T23:44:58Z,200000,False,,,0,,D. Murray REBOUND (Off:1 Def:0),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,
21,PT10M15.00S,2023-10-27T23:44:58.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,69.79303547963205,76.2484681372549,1610612737,0,2,2023-10-27T23:45:44Z,210000,False,131.0,231.0,1,right,MISS T. Young 26' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
22,PT10M12.00S,2023-10-27T23:45:01.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,0,2,2023-10-27T23:45:02Z,220000,False,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,21.0,3.0,3.0,0.0,,,,,,,,,,,,
23,PT09M57.00S,2023-10-27T23:45:16.4Z,1,REGULAR,3pt,Jump Shot,[],1628973,33.327858081471746,42.8921568627451,1610612752,0,2,2023-10-27T23:45:21Z,230000,False,36.0,261.0,1,left,MISS J. Brunson 26' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,26.32,Missed,,,,,,,,,,,,,,,,,,
24,PT09M53.00S,2023-10-27T23:45:20.4Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,0,2,2023-10-27T23:45:21Z,240000,False,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,
25,PT09M48.00S,2023-10-27T23:45:27.3Z,1,REGULAR,foul,personal,[],1628973,,,1610612737,0,2,2023-10-27T23:45:33Z,250000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1627749]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1198.0,1.0,0.0,Murray,1627749.0,,,
27,PT09M38.00S,2023-10-27T23:45:57.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,93.9060446780552,50.98039215686274,1610612737,2,2,2023-10-27T23:46:01Z,270000,False,5.0,5.0,1,right,C. Capela driving DUNK (2 PTS) (D. Murray 1 AST),"[203991, 1627749]",1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,,,2.0,D. Murray,1627749.0,1.0,,,,,,,,
29,PT09M17.00S,2023-10-27T23:46:17.3Z,1,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612752,2,2,2023-10-27T23:46:41Z,290000,False,,,0,,D. Hunter shooting personal FOUL (1 PF) (Robinson 2 FT),"[1629631, 1629011]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1198.0,1.0,0.0,Robinson,1629011.0,,,
31,PT09M17.00S,2023-10-27T23:46:51.2Z,1,REGULAR,freethrow,1 of 2,[],1629011,,,1610612752,2,3,2023-10-27T23:46:51Z,310000,False,,,0,,M. Robinson Free Throw 1 of 2 (1 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
