actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-06T00:40:21.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-06T00:40:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-06T00:40:24.4Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2024-02-06T00:40:24Z,40000,False,,,0,,Jump Ball O. Okongwu vs. M. Plumlee: Tip to J. Johnson,"[1630552, 1630168, 203486]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Okongwu,1630168.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-02-06T00:40:35.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,5.995400788436268,50.49019607843137,1610612737,2,0,2024-02-06T00:41:24Z,70000,False,-2.0,4.0,1,left,O. Okongwu driving DUNK (2 PTS) (J. Johnson 1 AST),"[1630168, 1630552]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.46,Made,2.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
8,PT11M19.00S,2024-02-06T00:41:01.1Z,1,REGULAR,3pt,Jump Shot,[],202695,94.43166885676742,96.07843137254902,1610612746,2,0,2024-02-06T00:41:07Z,80000,False,230.0,0.0,1,right,MISS K. Leonard 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2024-02-06T00:41:04.1Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,2,0,2024-02-06T00:41:07Z,90000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,
10,PT11M08.00S,2024-02-06T00:41:12.4Z,1,REGULAR,3pt,Jump Shot,[],1630552,6.1268068331143235,96.81372549019608,1610612737,5,0,2024-02-06T00:41:17Z,100000,False,-234.0,5.0,1,left,J. Johnson 3PT  (3 PTS) (T. Young 1 AST),"[1630552, 1629027]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,23.42,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
12,PT10M44.00S,2024-02-06T00:41:36.0Z,1,REGULAR,2pt,Jump Shot,[],202331,94.95729303547962,16.176470588235293,1610612746,5,2,2024-02-06T00:41:41Z,120000,False,-169.0,-5.0,1,right,P. George 16' Jump Shot (2 PTS) (T. Mann 1 AST),"[202331, 1629611]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left,16.92,Made,2.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,,,
14,PT10M34.00S,2024-02-06T00:41:48.4Z,1,REGULAR,turnover,out-of-bounds,[],1630552,,,1610612737,5,2,2024-02-06T00:41:57Z,140000,False,,,0,,J. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1630552],1610612737.0,ATL,lost ball,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628171.0,1.0,,,,,,,,
15,PT10M23.00S,2024-02-06T00:42:04.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,71.82982917214193,20.833333333333336,1610612746,5,5,2024-02-06T00:42:09Z,150000,False,-146.0,212.0,1,right,J. Harden 25' 3PT pullup (3 PTS),[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,25.75,Made,3.0,,,,,,,,,,,,,,,,,
16,PT10M09.00S,2024-02-06T00:42:17.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,6.1268068331143235,48.03921568627451,1610612737,5,5,2024-02-06T00:42:23Z,160000,False,10.0,5.0,1,left,MISS D. Murray driving reverse Layup,[1627749],1610612737.0,ATL,driving reverse,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.1,Missed,,,,,,,,,,,,,,,,,,
