actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
26,PT09M50.00S,2024-04-10T23:44:35.3Z,1,REGULAR,3pt,Jump Shot,[],1629726,32.14520367936925,47.30392156862745,1610612737,8,9,2024-04-10T23:44:39Z,260000,False,13.0,250.0,1,left,G. Mathews 25' 3PT  (3 PTS) (T. Young 1 AST),"[1629726, 1629027]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Center,25.01,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
28,PT09M39.00S,2024-04-10T23:44:46.4Z,1,REGULAR,3pt,Jump Shot,[],1628970,72.61826544021025,80.14705882352942,1610612766,8,12,2024-04-10T23:46:37Z,280000,False,151.0,205.0,1,right,M. Bridges 25' 3PT  (6 PTS) (V. Micic 2 AST),"[1628970, 203995]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.44,Made,6.0,V. Micic,203995.0,2.0,,,,,,,,,,,,,,
30,PT09M20.00S,2024-04-10T23:45:05.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,9.806176084099869,42.64705882352941,1610612737,8,12,2024-04-10T23:45:10Z,300000,False,37.0,40.0,1,left,MISS C. Capela turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,5.41,Missed,,,,,,,,,,,,,,,,,,
31,PT09M18.00S,2024-04-10T23:45:07.8Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,8,12,2024-04-10T23:45:10Z,310000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,
32,PT09M12.00S,2024-04-10T23:45:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,92.59198423127464,47.05882352941176,1610612766,8,14,2024-04-10T23:45:19Z,320000,False,-15.0,17.0,1,right,T. Mann driving Layup (3 PTS),[1630544],1610612766.0,CHA,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.25,Made,3.0,,,,,,,,,,,,,,,,,
33,PT09M11.00S,2024-04-10T23:45:19.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,8,14,2024-04-10T23:45:19Z,330000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M58.00S,2024-04-10T23:48:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630249,9.017739816031538,41.66666666666667,1610612737,10,14,2024-04-10T23:48:30Z,340000,False,42.0,32.0,1,left,V. Krejci driving floating bank Jump Shot (2 PTS) (T. Young 2 AST),"[1630249, 1629027]",1610612737.0,ATL,driving floating bank,,,Krejci,V. Krejci,,,,,In The Paint (Non-RA),0-8 Center,5.27,Made,2.0,T. Young,1629027.0,2.0,,,,,,,,,,,,,,
36,PT08M40.00S,2024-04-10T23:48:42.6Z,1,REGULAR,3pt,Jump Shot,[],1628970,93.11760840998686,4.166666666666666,1610612766,10,14,2024-04-10T23:48:48Z,360000,False,-229.0,12.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
37,PT08M38.00S,2024-04-10T23:48:44.6Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,10,14,2024-04-10T23:48:48Z,370000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,36.0,2.0,2.0,0.0,,
38,PT08M34.00S,2024-04-10T23:48:51.3Z,1,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612737,10,14,2024-04-10T23:49:13Z,380000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Young 2 FT),"[1641706, 1629027]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1193.0,1.0,0.0,Young,1629027.0,,,,,,
40,PT08M34.00S,2024-04-10T23:49:16.9Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,11,14,2024-04-10T23:49:16Z,400000,False,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
41,PT08M34.00S,2024-04-10T23:49:32.0Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,12,14,2024-04-10T23:49:32Z,410000,False,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
42,PT08M12.00S,2024-04-10T23:49:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,93.38042049934296,49.50980392156863,1610612766,12,14,2024-04-10T23:50:02Z,420000,False,-2.0,10.0,1,right,MISS M. Bridges driving reverse Layup,[1628970],1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.0,Missed,,,,,,,,,,,,,,,,,,
43,PT08M08.00S,2024-04-10T23:49:58.9Z,1,REGULAR,rebound,offensive,[],1628970,,,1610612766,12,14,2024-04-10T23:49:58Z,430000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,42.0,1.0,0.0,1.0,,
44,PT08M07.00S,2024-04-10T23:49:59.7Z,1,REGULAR,turnover,lost ball,[],1628970,,,1610612766,12,14,2024-04-10T23:50:06Z,440000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628970, 1629027]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Young,1629027.0,,,,,,,,,,,
45,PT08M07.00S,2024-04-10T23:49:59.7Z,1,REGULAR,steal,,[],1629027,,,1610612737,12,14,2024-04-10T23:50:01Z,450000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
46,PT08M02.00S,2024-04-10T23:50:05.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203992,27.283180026281208,18.38235294117647,1610612737,12,14,2024-04-10T23:50:55Z,460000,False,158.0,204.0,1,left,MISS B. Bogdanovic 25' running 3PT,[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
47,PT08M00.00S,2024-04-10T23:50:07.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,12,14,2024-04-10T23:50:55Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,46.0,,,,,
49,PT07M45.00S,2024-04-10T23:50:39.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203991,9.674770039421814,43.627450980392155,1610612737,14,14,2024-04-10T23:51:35Z,490000,False,32.0,38.0,1,left,C. Capela turnaround Hook (2 PTS) (G. Mathews 2 AST),"[203991, 1629726]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,4.99,Made,2.0,G. Mathews,1629726.0,2.0,,,,,,,,,,,,,,
51,PT07M35.00S,2024-04-10T23:50:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629684,93.51182654402102,3.431372549019608,1610612766,14,14,2024-04-10T23:50:54Z,510000,False,-233.0,8.0,1,right,MISS G. Williams 3PT,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
52,PT07M32.00S,2024-04-10T23:50:53.0Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,14,14,2024-04-10T23:50:54Z,520000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,51.0,1.0,1.0,0.0,,
53,PT07M25.00S,2024-04-10T23:51:00.1Z,1,REGULAR,3pt,Jump Shot,[],203992,21.50131406044678,90.44117647058823,1610612737,14,14,2024-04-10T23:51:05Z,530000,False,-202.0,150.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
54,PT07M19.00S,2024-04-10T23:51:06.1Z,1,REGULAR,rebound,offensive,[],1630249,,,1610612737,14,14,2024-04-10T23:51:05Z,540000,False,,,0,,V. Krejci REBOUND (Off:1 Def:0),[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,53.0,1.0,0.0,1.0,,
55,PT07M19.00S,2024-04-10T23:51:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630249,5.590000152587891,50.0,1610612737,16,14,2024-04-10T23:51:05Z,550000,False,0.0,0.0,1,left,V. Krejci putback Layup (4 PTS),[1630249],1610612737.0,ATL,putback,,,Krejci,V. Krejci,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
56,PT07M05.00S,2024-04-10T23:51:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641706,93.24901445466492,50.245098039215684,1610612766,16,16,2024-04-10T23:51:25Z,560000,False,1.0,11.0,1,right,B. Miller Layup (5 PTS) (G. Williams 1 AST),"[1641706, 1629684]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,1.11,Made,5.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
58,PT06M50.00S,2024-04-10T23:51:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.652431011826544,51.470588235294116,1610612737,18,16,2024-04-10T23:51:40Z,580000,False,-7.0,10.0,1,left,C. Capela reverse Layup (4 PTS) (T. Young 3 AST),"[203991, 1629027]",1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.24,Made,4.0,T. Young,1629027.0,3.0,,,,,,,,,,,,,,
60,PT06M42.00S,2024-04-10T23:51:46.2Z,1,REGULAR,foul,offensive,[],1629684,,,1610612766,18,16,2024-04-10T23:51:53Z,600000,False,,,0,,G. Williams off-the-ball offensive FOUL (1 PF),"[1629684, 1629027]",1610612766.0,CHA,off-the-ball,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,101284.0,1.0,0.0,Young,1629027.0,,,,,,
62,PT06M42.00S,2024-04-10T23:51:46.2Z,1,REGULAR,turnover,offensive foul,[],1629684,,,1610612766,18,16,2024-04-10T23:51:46Z,620000,False,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,1.0,,,101284.0,,,,,,,,,,
63,PT06M42.00S,2024-04-10T23:51:53.8Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,18,16,2024-04-10T23:52:04Z,630000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M42.00S,2024-04-10T23:51:53.8Z,1,REGULAR,substitution,out,[],1629726,,,1610612737,18,16,2024-04-10T23:52:04Z,640000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M42.00S,2024-04-10T23:51:53.8Z,1,REGULAR,substitution,out,[],1630544,,,1610612737,18,16,2024-04-10T23:52:04Z,650000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M42.00S,2024-04-10T23:51:53.8Z,1,REGULAR,substitution,in,[],1641723,,,1610612737,18,16,2024-04-10T23:52:04Z,660000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M42.00S,2024-04-10T23:51:53.8Z,1,REGULAR,substitution,in,[],1629685,,,1610612737,18,16,2024-04-10T23:52:04Z,670000,False,,,0,,SUB in: D. Windler,[1629685],1610612737.0,ATL,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M42.00S,2024-04-10T23:51:53.8Z,1,REGULAR,substitution,in,[],1630197,,,1610612737,18,16,2024-04-10T23:52:04Z,680000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M31.00S,2024-04-10T23:52:12.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641723,19.267411300919843,61.51960784313726,1610612737,18,16,2024-04-10T23:52:17Z,690000,False,-58.0,129.0,1,left,MISS K. Bufkin 14' pullup Shot,[1641723],1610612737.0,ATL,pullup,,,Bufkin,K. Bufkin,,,,,In The Paint (Non-RA),8-16 Center,14.09,Missed,,,,,,,,,,,,,,,,,,
70,PT06M27.00S,2024-04-10T23:52:16.7Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612766,18,16,2024-04-10T23:52:17Z,700000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,69.0,1.0,1.0,0.0,,
71,PT06M18.00S,2024-04-10T23:52:24.9Z,1,REGULAR,3pt,Jump Shot,[],1630197,71.30420499342969,21.07843137254902,1610612766,18,19,2024-04-10T23:52:29Z,710000,False,-145.0,217.0,1,right,A. Pokusevski 26' 3PT  (3 PTS) (V. Micic 3 AST),"[1630197, 203995]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,26.09,Made,3.0,V. Micic,203995.0,3.0,,,,,,,,,,,,,,
73,PT06M04.00S,2024-04-10T23:52:39.1Z,1,REGULAR,3pt,Jump Shot,[],1630249,31.09395532194481,65.44117647058823,1610612737,18,19,2024-04-10T23:52:44Z,730000,False,-77.0,240.0,1,left,MISS V. Krejci 25' pullup 3PT,[1630249],1610612737.0,ATL,pullup,,,Krejci,V. Krejci,,,,,Above the Break 3,24+ Center,25.19,Missed,,,,,,,,,,,,,,,,,,
74,PT06M01.00S,2024-04-10T23:52:42.1Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,18,19,2024-04-10T23:52:44Z,740000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,73.0,2.0,2.0,0.0,,
75,PT05M47.00S,2024-04-10T23:52:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630197,92.85479632063075,46.32352941176471,1610612766,18,21,2024-04-10T23:53:01Z,750000,False,-18.0,15.0,1,right,A. Pokusevski cutting Layup (5 PTS) (G. Williams 2 AST),"[1630197, 1629684]",1610612766.0,CHA,cutting,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,2.36,Made,5.0,G. Williams,1629684.0,2.0,,,,,,,,,,,,,,
77,PT05M29.00S,2024-04-10T23:53:14.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630249,18.2161629434954,58.57843137254902,1610612737,20,21,2024-04-10T23:53:19Z,770000,False,-43.0,119.0,1,left,V. Krejci 12' turnaround fadeaway Jump Shot (6 PTS) (K. Bufkin 1 AST),"[1630249, 1641723]",1610612737.0,ATL,turnaround fadeaway,,,Krejci,V. Krejci,,,,,In The Paint (Non-RA),8-16 Center,12.62,Made,6.0,K. Bufkin,1641723.0,1.0,,,,,,,,,,,,,,
79,PT05M08.00S,2024-04-10T23:53:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.46057818659659,45.83333333333333,1610612766,20,23,2024-04-10T23:53:46Z,790000,False,-21.0,18.0,1,right,M. Bridges driving Layup (8 PTS),[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.78,Made,8.0,,,,,,,,,,,,,,,,,
80,PT04M57.00S,2024-04-10T23:53:47.8Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612737,20,23,2024-04-10T23:54:13Z,800000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Capela 2 FT),"[1629684, 203991]",1610612766.0,CHA,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628954.0,2.0,0.0,Capela,203991.0,,,,,,
82,PT04M57.00S,2024-04-10T23:54:14.6Z,1,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,20,23,2024-04-10T23:54:14Z,820000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
83,PT04M57.00S,2024-04-10T23:54:14.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,20,23,2024-04-10T23:54:14Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,
84,PT04M57.00S,2024-04-10T23:54:15.5Z,1,REGULAR,substitution,out,[],1630249,,,1610612737,20,23,2024-04-10T23:54:34Z,840000,False,,,0,,SUB out: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M57.00S,2024-04-10T23:54:15.5Z,1,REGULAR,substitution,in,[],1631243,,,1610612737,20,23,2024-04-10T23:54:34Z,860000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M57.00S,2024-04-10T23:54:15.5Z,1,REGULAR,substitution,in,[],1630208,,,1610612737,20,23,2024-04-10T23:54:34Z,870000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M57.00S,2024-04-10T23:54:15.5Z,1,REGULAR,substitution,out,[],1629684,,,1610612737,20,23,2024-04-10T23:54:50Z,875000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M57.00S,2024-04-10T23:54:41.2Z,1,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,21,23,2024-04-10T23:54:41Z,880000,False,,,0,,C. Capela Free Throw 2 of 2 (5 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
90,PT04M36.00S,2024-04-10T23:55:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,85.89027595269383,50.0,1610612766,21,23,2024-04-10T23:55:09Z,890000,False,0.0,80.0,1,right,MISS B. Miller 8' driving floating Shot,[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,8.01,Missed,,,,,,,,,,,,,,,,,,
