actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-03-27T23:40:36.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-27T23:40:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-27T23:40:38.7Z,1,REGULAR,jumpball,recovered,[],1627749,,,1610612737,0,0,2024-03-27T23:40:38Z,40000,False,,,0,,Jump Ball C. Capela vs. D. Reath: Tip to D. Murray,"[1627749, 203991, 1641871]",1610612737.0,ATL,startperiod,D. Murray,1627749.0,Murray,D. Murray,Capela,203991.0,Reath,1641871.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-03-27T23:40:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629631,94.56307490144546,4.166666666666666,1610612737,0,0,2024-03-27T23:41:00Z,70000,False,-229.0,-1.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-03-27T23:40:57.4Z,1,REGULAR,rebound,defensive,[],1630703,,,1610612757,0,0,2024-03-27T23:41:00Z,80000,False,,,0,,S. Henderson REBOUND (Off:0 Def:1),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-03-27T23:41:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641871,6.783837056504599,49.26470588235294,1610612757,0,0,2024-03-27T23:41:19Z,90000,False,4.0,11.0,1,left,MISS D. Reath cutting Layup - blocked,"[1641871, 203991]",1610612757.0,POR,cutting,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,1.19,Missed,,,,,Capela,203991.0,,,,,,,,,,,,
10,PT11M21.00S,2024-03-27T23:41:15.0Z,1,REGULAR,block,,[],203991,,,1610612757,0,0,2024-03-27T23:41:18Z,100000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M16.00S,2024-03-27T23:41:20.0Z,1,REGULAR,rebound,offensive,[],1641871,,,1610612757,0,0,2024-03-27T23:41:19Z,110000,False,,,0,,D. Reath REBOUND (Off:1 Def:0),[1641871],1610612757.0,POR,,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M15.00S,2024-03-27T23:41:20.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641871,7.5722733245729295,50.49019607843137,1610612757,0,0,2024-03-27T23:41:43Z,120000,False,-2.0,19.0,1,left,MISS D. Reath putback Layup,[1641871],1610612757.0,POR,putback,,,Reath,D. Reath,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
13,PT11M13.00S,2024-03-27T23:41:22.0Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,0,0,2024-03-27T23:41:23Z,130000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M08.00S,2024-03-27T23:41:26.7Z,1,REGULAR,3pt,Jump Shot,[],1627749,68.15045992115637,39.705882352941174,1610612737,3,0,2024-03-27T23:41:31Z,140000,False,-51.0,247.0,1,right,D. Murray 25' 3PT pullup (3 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.22,Made,,,,,,,3.0,,,,,,,,,,,
