actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
17,PT11M00.00S,2024-02-26T00:12:28.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,0,2024-02-26T00:12:30Z,170000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M49.00S,2024-02-26T00:12:38.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,74.32654402102497,14.705882352941178,1610612737,5,0,2024-02-26T00:12:43Z,180000,False,-176.0,189.0,1,right,S. Bey 25' 3PT pullup (3 PTS) (D. Murray 1 AST),"[1630180, 1627749]",1610612737.0,ATL,pullup,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.85,Made,,,,,,,,,,3.0,,,D. Murray,1627749.0,1.0,,,
20,PT10M39.00S,2024-02-26T00:12:48.8Z,1,REGULAR,3pt,Jump Shot,[],1628976,31.09395532194481,37.745098039215684,1610612753,5,0,2024-02-26T00:12:55Z,200000,False,61.0,240.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
21,PT10M35.00S,2024-02-26T00:12:52.7Z,1,REGULAR,rebound,offensive,[],1630532,,,1610612753,5,0,2024-02-26T00:12:52Z,210000,False,,,0,,F. Wagner REBOUND (Off:1 Def:0),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M28.00S,2024-02-26T00:13:00.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,32.013797634691194,64.2156862745098,1610612753,5,3,2024-02-26T00:13:05Z,220000,False,-71.0,248.0,1,left,J. Suggs 25' 3PT  (3 PTS) (G. Bitadze 1 AST),"[1630591, 1629048]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,25.84,Made,,,,,,,,,,3.0,,,G. Bitadze,1629048.0,1.0,,,
24,PT10M10.00S,2024-02-26T00:13:17.9Z,1,REGULAR,3pt,Jump Shot,[],203992,78.13731931668858,89.4607843137255,1610612737,5,3,2024-02-26T00:13:22Z,240000,False,197.0,153.0,1,right,MISS B. Bogdanovic 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
25,PT10M07.00S,2024-02-26T00:13:20.9Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,5,3,2024-02-26T00:13:22Z,250000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M48.00S,2024-02-26T00:13:39.8Z,1,REGULAR,3pt,Jump Shot,[],1628976,6.258212877792378,3.9215686274509802,1610612753,5,3,2024-02-26T00:13:44Z,260000,False,230.0,6.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
27,PT09M45.00S,2024-02-26T00:13:42.8Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,5,3,2024-02-26T00:13:44Z,270000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M36.00S,2024-02-26T00:13:52.1Z,1,REGULAR,2pt,Jump Shot,[],1627749,75.24638633377135,34.55882352941176,1610612737,7,3,2024-02-26T00:13:56Z,280000,False,-77.0,180.0,1,right,D. Murray 19' pullup Jump Shot (2 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,19.6,Made,,,,,,,,,,2.0,,,,,,,,
29,PT09M07.00S,2024-02-26T00:14:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,17.427726675427067,48.28431372549019,1610612753,7,3,2024-02-26T00:14:25Z,290000,False,9.0,111.0,1,left,MISS J. Suggs 11' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,11.16,Missed,,,,,,,,,,,,,,,,,,
30,PT09M05.00S,2024-02-26T00:14:23.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,7,3,2024-02-26T00:14:23Z,300000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,
31,PT08M55.00S,2024-02-26T00:14:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,92.19776609724047,49.01960784313725,1610612737,7,3,2024-02-26T00:14:37Z,310000,False,-5.0,21.0,1,right,MISS C. Capela Layup,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.14,Missed,,,,,,,,,,,,,,,,,,
32,PT08M52.00S,2024-02-26T00:14:35.2Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,7,3,2024-02-26T00:14:37Z,320000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT08M47.00S,2024-02-26T00:14:40.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1641710,7.966491458607096,50.49019607843137,1610612753,7,3,2024-02-26T00:14:47Z,330000,False,-2.0,22.0,1,left,MISS A. Black driving floating Shot,[1641710],1610612753.0,ORL,driving floating,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
34,PT08M44.00S,2024-02-26T00:14:43.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,7,3,2024-02-26T00:14:47Z,340000,False,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT08M37.00S,2024-02-26T00:14:50.3Z,1,REGULAR,turnover,lost ball,[],1627749,,,1610612737,7,3,2024-02-26T00:14:54Z,350000,False,,,0,,D. Murray lost ball TURNOVER (1 TO),"[1627749, 1630532]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Wagner,1630532.0
36,PT08M37.00S,2024-02-26T00:14:50.3Z,1,REGULAR,steal,,[],1630532,,,1610612753,7,3,2024-02-26T00:14:52Z,360000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
37,PT08M32.00S,2024-02-26T00:14:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,6.258212877792378,50.49019607843137,1610612753,7,5,2024-02-26T00:15:00Z,370000,False,-2.0,6.0,1,left,F. Wagner running Layup (2 PTS),[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,,2.0,,,,,,,,
38,PT08M13.00S,2024-02-26T00:15:14.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630552,94.03745072273325,45.588235294117645,1610612737,7,5,2024-02-26T00:15:21Z,380000,False,-22.0,4.0,1,right,MISS J. Johnson driving Hook,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.24,Missed,,,,,,,,,,,,,,,,,,
39,PT08M11.00S,2024-02-26T00:15:16.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,7,5,2024-02-26T00:15:16Z,390000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,38.0,3.0,2.0,1.0,,,,,,,,,,,,,,
40,PT08M09.00S,2024-02-26T00:15:20.4Z,1,REGULAR,turnover,lost ball,[],203991,,,1610612737,7,5,2024-02-26T00:15:26Z,400000,False,,,0,,C. Capela lost ball TURNOVER (1 TO),"[203991, 1630591]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Suggs,1630591.0
41,PT08M09.00S,2024-02-26T00:15:20.4Z,1,REGULAR,steal,,[],1630591,,,1610612753,7,5,2024-02-26T00:15:23Z,410000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M09.00S,2024-02-26T00:15:24.0Z,1,REGULAR,foul,personal,[],203991,,,1610612753,7,5,2024-02-26T00:15:36Z,420000,False,,,0,,C. Capela personal FOUL (1 PF),"[203991, 1629048]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200832.0,1.0,0.0,Bitadze,1629048.0,,,,,,,,,
44,PT07M49.00S,2024-02-26T00:15:58.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641710,26.363337713534822,17.15686274509804,1610612753,7,5,2024-02-26T00:16:05Z,440000,False,164.0,195.0,1,left,MISS A. Black 25' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
45,PT07M47.00S,2024-02-26T00:16:00.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,7,5,2024-02-26T00:16:05Z,450000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,44.0,,,,,,,,,,,,,,,,,
46,PT07M47.00S,2024-02-26T00:16:05.2Z,1,REGULAR,foul,personal,[],203991,,,1610612753,7,5,2024-02-26T00:16:12Z,460000,False,,,0,,C. Capela loose ball personal FOUL (2 PF),"[203991, 1628976]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,
48,PT07M42.00S,2024-02-26T00:16:23.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630532,30.436925098554536,30.14705882352941,1610612753,7,8,2024-02-26T00:16:28Z,480000,False,99.0,234.0,1,left,F. Wagner 25' 3PT  (5 PTS) (G. Bitadze 2 AST),"[1630532, 1629048]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.38,Made,,,,,,,,,,5.0,,,G. Bitadze,1629048.0,2.0,,,
50,PT07M25.00S,2024-02-26T00:16:40.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,88.38699080157687,55.88235294117647,1610612737,7,8,2024-02-26T00:16:45Z,500000,False,29.0,57.0,1,right,MISS C. Capela 6' driving Hook,[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,,,,,,,,,,,,,,,,,,
51,PT07M22.00S,2024-02-26T00:16:43.1Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,7,8,2024-02-26T00:16:45Z,510000,False,,,0,,F. Wagner REBOUND (Off:1 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,50.0,2.0,1.0,1.0,,,,,,,,,,,,,,
52,PT07M03.00S,2024-02-26T00:17:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.995400788436268,50.73529411764706,1610612753,7,10,2024-02-26T00:17:08Z,520000,False,-4.0,4.0,1,left,F. Wagner driving Layup (7 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,7.0,,,,,,,,
53,PT06M55.00S,2024-02-26T00:17:13.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,7,10,2024-02-26T00:17:13Z,530000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M55.00S,2024-02-26T00:19:51.1Z,1,REGULAR,substitution,out,[],203992,,,1610612737,7,10,2024-02-26T00:20:08Z,540000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M55.00S,2024-02-26T00:19:51.1Z,1,REGULAR,substitution,out,[],203991,,,1610612737,7,10,2024-02-26T00:20:08Z,550000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M55.00S,2024-02-26T00:19:51.1Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,7,10,2024-02-26T00:20:08Z,560000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M55.00S,2024-02-26T00:19:51.1Z,1,REGULAR,substitution,in,[],1629726,,,1610612737,7,10,2024-02-26T00:20:08Z,570000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M55.00S,2024-02-26T00:19:51.1Z,1,REGULAR,substitution,in,[],1628981,,,1610612737,7,10,2024-02-26T00:20:08Z,580000,False,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M55.00S,2024-02-26T00:19:51.1Z,1,REGULAR,substitution,in,[],1629631,,,1610612737,7,10,2024-02-26T00:20:08Z,590000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M47.00S,2024-02-26T00:20:25.4Z,1,REGULAR,2pt,Jump Shot,[],1629631,78.0059132720105,50.98039215686274,1610612737,9,10,2024-02-26T00:20:30Z,600000,False,5.0,154.0,1,right,D. Hunter 15' Jump Shot (2 PTS) (D. Murray 2 AST),"[1629631, 1627749]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Center,15.43,Made,,,,,,,,,,2.0,,,D. Murray,1627749.0,2.0,,,
62,PT06M20.00S,2024-02-26T00:20:56.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612753,9,10,2024-02-26T00:21:09Z,620000,False,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,1155.0,,,,,,,,,,,,,
63,PT06M06.00S,2024-02-26T00:21:21.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,81.94809461235218,91.91176470588235,1610612737,9,10,2024-02-26T00:21:25Z,630000,False,210.0,117.0,1,right,MISS G. Mathews 24' 3PT,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,24.01,Missed,,,,,,,,,,,,,,,,,,
64,PT06M04.00S,2024-02-26T00:21:23.1Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,9,10,2024-02-26T00:21:25Z,640000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT05M55.00S,2024-02-26T00:21:33.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,5.732588699080158,50.49019607843137,1610612753,9,12,2024-02-26T00:21:39Z,650000,False,-2.0,1.0,1,left,W. Carter Jr. alley-oop DUNK (2 PTS) (J. Suggs 1 AST),"[1628976, 1630591]",1610612753.0,ORL,alley-oop,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,,2.0,,,J. Suggs,1630591.0,1.0,,,
67,PT05M46.00S,2024-02-26T00:21:42.6Z,1,REGULAR,3pt,Jump Shot,[],1627749,67.36202365308804,46.07843137254902,1610612737,9,12,2024-02-26T00:21:47Z,670000,False,-20.0,254.0,1,right,MISS D. Murray 25' pullup 3PT,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
68,PT05M43.00S,2024-02-26T00:21:45.6Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,9,12,2024-02-26T00:21:47Z,680000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT05M38.00S,2024-02-26T00:21:56.3Z,1,REGULAR,foul,offensive,[],1641710,,,1610612753,9,12,2024-02-26T00:22:03Z,690000,False,,,0,,A. Black off-the-ball offensive FOUL (1 PF),"[1641710, 1629631]",1610612753.0,ORL,off-the-ball,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,200832.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,
71,PT05M38.00S,2024-02-26T00:21:56.3Z,1,REGULAR,turnover,offensive foul,[],1641710,,,1610612753,9,12,2024-02-26T00:21:56Z,710000,False,,,0,,A. Black offensive foul TURNOVER (1 TO),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,200832.0,,,,,,,,,,,1.0,,
72,PT05M31.00S,2024-02-26T00:22:15.2Z,1,REGULAR,foul,offensive,[],1629631,,,1610612737,9,12,2024-02-26T00:22:22Z,720000,False,,,0,,D. Hunter off-the-ball offensive FOUL (1 PF),"[1629631, 1641710]",1610612737.0,ATL,off-the-ball,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,,2002.0,1.0,0.0,Black,1641710.0,,,,,,,,,
74,PT05M31.00S,2024-02-26T00:22:15.2Z,1,REGULAR,turnover,offensive foul,[],1629631,,,1610612737,9,12,2024-02-26T00:22:15Z,740000,False,,,0,,D. Hunter offensive foul TURNOVER (1 TO),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,,,,,2002.0,,,,,,,,,,,1.0,,
75,PT05M11.00S,2024-02-26T00:22:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628976,5.469776609724048,48.03921568627451,1610612753,9,14,2024-02-26T00:22:53Z,750000,False,10.0,-1.0,1,left,W. Carter Jr. Layup (4 PTS) (J. Suggs 2 AST),"[1628976, 1630591]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,,,,,,4.0,,,J. Suggs,1630591.0,2.0,,,
76,PT04M58.00S,2024-02-26T00:23:01.1Z,1,REGULAR,3pt,Jump Shot,[],1630180,75.1149802890933,83.33333333333334,1610612737,12,14,2024-02-26T00:23:05Z,760000,False,167.0,181.0,1,right,S. Bey 24' 3PT  (6 PTS) (B. Fernando 1 AST),"[1630180, 1628981]",1610612737.0,ATL,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,24.64,Made,,,,,,,,,,6.0,,,B. Fernando,1628981.0,1.0,,,
78,PT04M48.00S,2024-02-26T00:23:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.995400788436268,50.98039215686274,1610612753,12,14,2024-02-26T00:23:17Z,780000,False,-5.0,4.0,1,left,MISS F. Wagner reverse Layup,[1630532],1610612753.0,ORL,reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,,
79,PT04M44.00S,2024-02-26T00:23:15.1Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612737,12,14,2024-02-26T00:23:17Z,790000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT04M42.00S,2024-02-26T00:23:17.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,91.40932982917214,3.431372549019608,1610612737,12,14,2024-02-26T00:26:08Z,800000,False,-233.0,28.0,1,right,MISS S. Bey running 3PT,[1630180],1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
81,PT04M39.00S,2024-02-26T00:23:20.0Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,12,14,2024-02-26T00:23:27Z,810000,False,,,0,,A. Black REBOUND (Off:0 Def:2),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT04M35.00S,2024-02-26T00:23:24.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630591,18.873193166885677,31.127450980392158,1610612753,12,14,2024-02-26T00:23:36Z,820000,False,94.0,125.0,1,left,MISS J. Suggs 15' running pullup Shot,[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,15.66,Missed,,,,,,,,,,,,,,,,,,
