actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-04T00:40:33.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-04T00:40:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-02-04T00:40:35.4Z,1,REGULAR,jumpball,recovered,[],1629027,,,1610612737,0,0,2024-02-04T00:40:35Z,40000,False,,,0,,Jump Ball C. Capela vs. D. Green: Tip to T. Young,"[1629027, 203991, 203110]",1610612737.0,ATL,startperiod,T. Young,1629027.0,Young,T. Young,Capela,203991.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-02-04T00:40:54.0Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,0,0,2024-02-04T00:41:01Z,70000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1630886.0,1.0,,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2024-02-04T00:41:10.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202691,93.11760840998686,50.245098039215684,1610612744,0,2,2024-02-04T00:42:29Z,80000,False,1.0,12.0,1,right,K. Thompson turnaround bank Jump Shot (2 PTS) (D. Green 1 AST),"[202691, 203110]",1610612744.0,GSW,turnaround bank,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,1.23,Made,2.0,D. Green,203110.0,1.0,,,,,,,,,,,,
10,PT11M05.00S,2024-02-04T00:41:35.5Z,1,REGULAR,3pt,Jump Shot,[],1627749,5.206964520367937,3.6764705882352944,1610612737,0,2,2024-02-04T00:41:41Z,100000,False,232.0,-4.0,1,left,MISS D. Murray 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,,,23.16,Missed,,,,,,,,,,,,,,,,
11,PT11M02.00S,2024-02-04T00:41:38.5Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,0,2,2024-02-04T00:41:41Z,110000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,
12,PT10M53.00S,2024-02-04T00:41:47.5Z,1,REGULAR,3pt,Jump Shot,[],203952,73.01248357424441,81.37254901960785,1610612744,0,2,2024-02-04T00:41:51Z,120000,False,157.0,201.0,1,right,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,25.51,Missed,,,,,,,,,,,,,,,,
13,PT10M50.00S,2024-02-04T00:41:50.5Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612737,0,2,2024-02-04T00:41:51Z,130000,False,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Above the Break 3,24+ Right Center,,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,
14,PT10M41.00S,2024-02-04T00:41:59.3Z,1,REGULAR,3pt,Jump Shot,[],1630552,9.149145860709593,95.83333333333334,1610612737,0,2,2024-02-04T00:42:06Z,140000,False,-229.0,34.0,1,left,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,23.16,Missed,,,,,,,,,,,,,,,,
15,PT10M38.00S,2024-02-04T00:42:02.3Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,0,2,2024-02-04T00:42:06Z,150000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Left Corner 3,24+ Left,,,,,,,,,14.0,1.0,0.0,1.0,,,,,,,,
