actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-01-15T20:32:30.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-15T20:32:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-15T20:32:33.2Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2024-01-15T20:32:33Z,40000,False,,,0,,Jump Ball C. Capela vs. V. Wembanyama: Tip to J. Johnson,"[1630552, 203991, 1641705]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Capela,203991.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-01-15T20:32:46.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,6.915243101182654,35.78431372549019,1610612737,0,0,2024-01-15T20:33:20Z,70000,False,71.0,13.0,1,left,MISS T. Young 7' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-01-15T20:32:49.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,0,0,2024-01-15T20:33:00Z,80000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-01-15T20:32:55.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,32.14520367936925,39.46078431372549,1610612737,0,0,2024-01-15T20:33:54Z,90000,False,53.0,250.0,1,left,MISS S. Bey 25' step back 3PT,[1630180],1610612737.0,ATL,step back,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,25.52,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2024-01-15T20:32:58.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,0,0,2024-01-15T20:33:04Z,100000,False,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,9.0,2.0,0.0,2.0,,,,,,,,,,,,,,
12,PT11M21.00S,2024-01-15T20:33:27.7Z,1,REGULAR,turnover,bad pass,[],1630552,,,1610612737,0,0,2024-01-15T20:33:32Z,120000,False,,,0,,J. Johnson bad pass TURNOVER (1 TO),"[1630552, 1641705]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Wembanyama,1641705.0,,,,,,,,,,,
13,PT11M21.00S,2024-01-15T20:33:27.7Z,1,REGULAR,steal,,[],1641705,,,1610612759,0,0,2024-01-15T20:33:29Z,130000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M07.00S,2024-01-15T20:33:42.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641705,91.40932982917214,22.794117647058822,1610612759,0,0,2024-01-15T20:33:48Z,140000,False,-136.0,28.0,1,right,MISS V. Wembanyama 13' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,13.89,Missed,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2024-01-15T20:33:45.2Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,0,0,2024-01-15T20:33:48Z,150000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,8-16 Left,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M54.00S,2024-01-15T20:33:55.3Z,1,REGULAR,2pt,Jump Shot,[],1627749,20.844283837056505,53.431372549019606,1610612737,2,0,2024-01-15T20:34:55Z,160000,False,-17.0,143.0,1,left,D. Murray 14' step back Jump Shot (2 PTS) (J. Johnson 1 AST),"[1627749, 1630552]",1610612737.0,ATL,step back,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,14.44,Made,,,,,,,,2.0,J. Johnson,1630552.0,1.0,,,,,,,
17,PT10M34.00S,2024-01-15T20:34:16.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,82.7365308804205,47.30392156862745,1610612759,2,0,2024-01-15T20:39:36Z,170000,False,-13.0,110.0,1,right,MISS D. Vassell 11' floating Shot - blocked,"[1630170, 1627749]",1610612759.0,SAS,floating,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,11.06,Missed,,,,,,,,,,,,Murray,1627749.0,,,,,
18,PT10M34.00S,2024-01-15T20:34:16.4Z,1,REGULAR,block,,[],1627749,,,1610612759,2,0,2024-01-15T20:34:19Z,180000,False,,,0,,D. Murray BLOCK (1 BLK),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M33.00S,2024-01-15T20:34:17.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,2,0,2024-01-15T20:34:29Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,17.0,,,,,,,,,,,,,,,,,
21,PT10M30.00S,2024-01-15T20:34:35.5Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,2,0,2024-01-15T20:34:40Z,210000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 1630552]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Johnson,1630552.0,,,,,,,,,,,
22,PT10M30.00S,2024-01-15T20:34:35.5Z,1,REGULAR,steal,,[],1630552,,,1610612737,2,0,2024-01-15T20:34:38Z,220000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
23,PT10M21.00S,2024-01-15T20:34:44.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630552,6.258212877792378,50.73529411764706,1610612737,4,0,2024-01-15T20:34:49Z,230000,False,-4.0,6.0,1,left,J. Johnson cutting Layup (2 PTS) (T. Young 1 AST),"[1630552, 1629027]",1610612737.0,ATL,cutting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,2.0,T. Young,1629027.0,1.0,,,,,,,
25,PT10M10.00S,2024-01-15T20:34:56.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,90.09526938239159,42.15686274509804,1610612759,4,0,2024-01-15T20:35:04Z,250000,False,-39.0,41.0,1,right,MISS T. Jones driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,,,,,,,,,,,,,,,,,,
26,PT10M04.00S,2024-01-15T20:35:02.4Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,0,2024-01-15T20:35:04Z,260000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,25.0,3.0,1.0,2.0,,,,,,,,,,,,,,
27,PT09M59.00S,2024-01-15T20:35:06.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627749,26.888961892247043,84.55882352941177,1610612737,4,0,2024-01-15T20:35:15Z,270000,False,-173.0,200.0,1,left,MISS D. Murray 26' running 3PT,[1627749],1610612737.0,ATL,running,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
28,PT09M57.00S,2024-01-15T20:35:08.5Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,4,0,2024-01-15T20:35:15Z,280000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
