actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M30.00S,2024-01-21T00:42:03.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,32.276609724047304,41.911764705882355,1610612739,0,6,2024-01-21T00:42:08Z,180000,False,40.0,251.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
19,PT10M27.00S,2024-01-21T00:42:06.0Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,6,2024-01-21T00:42:08Z,190000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M19.00S,2024-01-21T00:42:13.5Z,1,REGULAR,turnover,bad pass,[],1627749,,,1610612737,0,6,2024-01-21T00:42:18Z,200000,False,,,0,,D. Murray bad pass TURNOVER (1 TO),"[1627749, 1628386]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Allen,1628386.0,,,,,,
21,PT10M19.00S,2024-01-21T00:42:13.5Z,1,REGULAR,steal,,[],1628386,,,1610612739,0,6,2024-01-21T00:42:15Z,210000,False,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M11.00S,2024-01-21T00:42:22.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628386,7.046649145860711,50.0,1610612739,0,6,2024-01-21T00:42:38Z,220000,False,0.0,14.0,1,left,MISS J. Allen driving DUNK - blocked,"[1628386, 1630552]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.37,Missed,,,,,,,,,,,,,Johnson,1630552.0,,,,
23,PT10M11.00S,2024-01-21T00:42:22.6Z,1,REGULAR,block,,[],1630552,,,1610612739,0,6,2024-01-21T00:42:25Z,230000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M10.00S,2024-01-21T00:42:23.6Z,1,REGULAR,rebound,offensive,[],1629731,,,1610612739,0,6,2024-01-21T00:42:38Z,240000,False,,,0,,D. Wade REBOUND (Off:1 Def:0),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,
25,PT10M10.00S,2024-01-21T00:42:28.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629731,5.590000152587891,50.0,1610612739,0,8,2024-01-21T00:42:28Z,250000,False,0.0,0.0,1,left,D. Wade tip Layup (2 PTS),[1629731],1610612739.0,CLE,tip,,,Wade,D. Wade,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
26,PT10M10.00S,2024-01-21T00:42:31.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,0,8,2024-01-21T00:42:31Z,260000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M47.00S,2024-01-21T00:45:58.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,94.43166885676742,96.32352941176471,1610612737,0,8,2024-01-21T00:46:04Z,280000,False,232.0,0.0,1,right,MISS S. Bey 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
29,PT09M43.00S,2024-01-21T00:46:02.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,8,2024-01-21T00:46:04Z,290000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,
30,PT09M35.00S,2024-01-21T00:46:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,6.258212877792378,49.754901960784316,1610612739,0,8,2024-01-21T00:46:16Z,300000,False,1.0,6.0,1,left,MISS M. Strus driving Layup - blocked,"[1629622, 203991]",1610612739.0,CLE,driving,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,0.64,Missed,,,,,,,,,,,,,Capela,203991.0,,,,
31,PT09M35.00S,2024-01-21T00:46:09.6Z,1,REGULAR,block,,[],203991,,,1610612739,0,8,2024-01-21T00:46:12Z,310000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2024-01-21T00:46:12.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,0,8,2024-01-21T00:46:16Z,320000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
33,PT09M28.00S,2024-01-21T00:46:18.6Z,1,REGULAR,foul,personal,[],1630171,,,1610612737,0,8,2024-01-21T00:49:26Z,330000,False,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 203991]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,,,1.0,0.0,Capela,203991.0
35,PT09M28.00S,2024-01-21T00:46:45.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,0,8,2024-01-21T00:46:45Z,350000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M25.00S,2024-01-21T00:49:47.8Z,1,REGULAR,3pt,Jump Shot,[],1627749,95.3515111695138,96.07843137254902,1610612737,0,8,2024-01-21T00:49:53Z,370000,False,230.0,-9.0,1,right,MISS D. Murray 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
38,PT09M22.00S,2024-01-21T00:49:50.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,8,2024-01-21T00:49:53Z,380000,False,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,,,,,37.0,3.0,3.0,0.0,,,,,,,,,,
39,PT09M15.00S,2024-01-21T00:49:59.3Z,1,REGULAR,foul,personal,['2freethrow'],1627749,,,1610612739,0,8,2024-01-21T00:50:22Z,390000,False,,,0,,D. Murray shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1627749, 1628378]",1610612737.0,ATL,shooting,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,,,,,,1.0,0.0,Mitchell,1628378.0
41,PT09M15.00S,2024-01-21T00:50:27.3Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,0,9,2024-01-21T00:50:27Z,410000,False,,,0,,D. Mitchell Free Throw 1 of 2 (1 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
42,PT09M15.00S,2024-01-21T00:50:46.7Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,0,10,2024-01-21T00:50:46Z,420000,False,,,0,,D. Mitchell Free Throw 2 of 2 (2 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
43,PT08M59.00S,2024-01-21T00:51:03.3Z,1,REGULAR,3pt,Jump Shot,[],1630552,93.11760840998686,96.07843137254902,1610612737,0,10,2024-01-21T00:51:10Z,430000,False,230.0,12.0,1,right,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
44,PT08M55.00S,2024-01-21T00:51:07.3Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,0,10,2024-01-21T00:51:10Z,440000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,,,,,43.0,1.0,0.0,1.0,,,,,,,,,,
45,PT08M54.00S,2024-01-21T00:51:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,94.30026281208936,50.0,1610612737,0,10,2024-01-21T00:51:53Z,450000,False,0.0,1.0,1,right,MISS C. Capela putback Layup,[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.11,Missed,,,,,,,,,,,,,,,,,,
46,PT08M52.00S,2024-01-21T00:51:09.8Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,0,10,2024-01-21T00:51:09Z,460000,False,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,45.0,2.0,0.0,2.0,,,,,,,,,,
47,PT08M47.00S,2024-01-21T00:51:14.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627749,92.46057818659659,50.0,1610612737,2,10,2024-01-21T00:51:57Z,470000,False,0.0,18.0,1,right,D. Murray driving Layup (2 PTS),[1627749],1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,,,,,,,,,,,,,
48,PT08M36.00S,2024-01-21T00:51:26.1Z,1,REGULAR,3pt,Jump Shot,[],1628378,30.436925098554536,71.56862745098039,1610612739,2,10,2024-01-21T00:51:31Z,480000,False,-108.0,234.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,25.73,Missed,,,,,,,,,,,,,,,,,,
49,PT08M33.00S,2024-01-21T00:51:29.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,2,10,2024-01-21T00:51:31Z,490000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Left Center,,,,,,,48.0,3.0,1.0,2.0,,,,,,,,,,
50,PT08M24.00S,2024-01-21T00:51:37.6Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,2,10,2024-01-21T00:51:42Z,500000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1628386]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,Allen,1628386.0,,,,,,
51,PT08M24.00S,2024-01-21T00:51:37.6Z,1,REGULAR,steal,,[],1628386,,,1610612739,2,10,2024-01-21T00:51:40Z,510000,False,,,0,,J. Allen STEAL (2 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT08M15.00S,2024-01-21T00:51:46.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628378,5.732588699080158,50.73529411764706,1610612739,2,12,2024-01-21T00:52:47Z,520000,False,-4.0,1.0,1,left,D. Mitchell driving finger roll Layup (4 PTS),[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,0.4,Made,4.0,,,,,,,,,,,,,,,,,
53,PT08M04.00S,2024-01-21T00:52:01.0Z,1,REGULAR,turnover,traveling,[],1630180,,,1610612737,2,12,2024-01-21T00:52:08Z,530000,False,,,0,,S. Bey traveling TURNOVER (1 TO),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,1.0,,,,,,,,
54,PT08M04.00S,2024-01-21T00:52:05.3Z,1,REGULAR,substitution,out,[],1629622,,,1610612739,2,12,2024-01-21T00:52:10Z,540000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT08M04.00S,2024-01-21T00:52:05.3Z,1,REGULAR,substitution,in,[],1630241,,,1610612739,2,12,2024-01-21T00:52:10Z,550000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M49.00S,2024-01-21T00:52:30.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,31.882391590013142,60.049019607843135,1610612739,2,12,2024-01-21T00:52:37Z,560000,False,-50.0,247.0,1,left,MISS S. Merrill 25' pullup 3PT,[1630241],1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,25.22,Missed,,,,,,,,,,,,,,,,,,
57,PT07M46.00S,2024-01-21T00:52:33.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,2,12,2024-01-21T00:52:37Z,570000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,
58,PT07M39.00S,2024-01-21T00:52:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,92.46057818659659,47.30392156862745,1610612737,4,12,2024-01-21T00:52:47Z,580000,False,-13.0,18.0,1,right,D. Murray pullup Jump Shot (4 PTS) (J. Johnson 1 AST),"[1627749, 1630552]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,2.28,Made,4.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
60,PT07M27.00S,2024-01-21T00:52:56.0Z,1,REGULAR,foul,offensive,[],1628386,,,1610612739,4,12,2024-01-21T00:53:03Z,600000,False,,,0,,J. Allen off-the-ball offensive FOUL (1 PF),"[1628386, 1627749]",1610612739.0,CLE,off-the-ball,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1629178.0,,,,,,1.0,0.0,Murray,1627749.0
62,PT07M27.00S,2024-01-21T00:52:56.0Z,1,REGULAR,turnover,offensive foul,[],1628386,,,1610612739,4,12,2024-01-21T00:52:56Z,620000,False,,,0,,J. Allen offensive foul TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1629178.0,1.0,,,,,,,,
63,PT07M18.00S,2024-01-21T00:53:15.4Z,1,REGULAR,turnover,traveling,[],203991,,,1610612737,4,12,2024-01-21T00:53:25Z,630000,False,,,0,,C. Capela traveling TURNOVER (1 TO),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201638.0,1.0,,,,,,,,
64,PT07M07.00S,2024-01-21T00:53:37.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,31.61957950065703,64.2156862745098,1610612739,4,15,2024-01-21T00:53:43Z,640000,False,-71.0,245.0,1,left,S. Merrill 25' 3PT pullup (3 PTS) (D. Mitchell 1 AST),"[1630241, 1628378]",1610612739.0,CLE,pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Center,25.48,Made,3.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
66,PT06M49.00S,2024-01-21T00:53:56.1Z,1,REGULAR,3pt,Jump Shot,[],1627749,73.27529566360053,15.931372549019606,1610612737,4,15,2024-01-21T00:54:02Z,660000,False,-170.0,199.0,1,right,MISS D. Murray 26' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,,,,,,,,,,
67,PT06M48.00S,2024-01-21T00:53:57.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,4,15,2024-01-21T00:54:02Z,670000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,66.0,,,,,,,,,,,,,
69,PT06M48.00S,2024-01-21T00:54:03.4Z,1,REGULAR,substitution,out,[],1630552,,,1610612739,4,15,2024-01-21T00:54:09Z,690000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M48.00S,2024-01-21T00:54:03.4Z,1,REGULAR,substitution,out,[],1629027,,,1610612739,4,15,2024-01-21T00:54:09Z,700000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M48.00S,2024-01-21T00:54:03.4Z,1,REGULAR,substitution,in,[],203992,,,1610612739,4,15,2024-01-21T00:54:09Z,710000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M48.00S,2024-01-21T00:54:03.4Z,1,REGULAR,substitution,in,[],1630235,,,1610612739,4,15,2024-01-21T00:54:09Z,720000,False,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M32.00S,2024-01-21T00:54:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,9.937582128777924,42.15686274509804,1610612739,4,15,2024-01-21T00:55:58Z,730000,False,39.0,41.0,1,left,MISS D. Mitchell Layup,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.67,Missed,,,,,,,,,,,,,,,,,,
74,PT06M28.00S,2024-01-21T00:54:41.8Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,4,15,2024-01-21T00:54:43Z,740000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,,,
75,PT06M12.00S,2024-01-21T00:54:58.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630235,89.43823915900131,64.95098039215686,1610612737,4,15,2024-01-21T01:33:56Z,750000,False,75.0,47.0,1,right,MISS T. Forrest 8' driving floating bank Shot,[1630235],1610612737.0,ATL,driving floating bank,,,Forrest,T. Forrest,,,,,In The Paint (Non-RA),8-16 Right,8.82,Missed,,,,,,,,,,,,,,,,,,
76,PT06M11.00S,2024-01-21T00:54:59.4Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,4,15,2024-01-21T01:33:56Z,760000,False,,,0,,C. Capela REBOUND (Off:3 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,75.0,4.0,1.0,3.0,,,,,,,,,,
77,PT06M11.00S,2024-01-21T00:55:01.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,86.02168199737189,46.568627450980394,1610612737,4,15,2024-01-21T01:35:26Z,762500,False,-17.0,79.0,1,right,MISS C. Capela 8' turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,8.08,Missed,,,,,,,,,,,,,,,,,,
78,PT06M10.00S,2024-01-21T00:55:02.9Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612737,4,15,2024-01-21T01:35:26Z,763750,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,77.0,2.0,1.0,1.0,,,,,,,,,,
322,PT06M10.00S,2024-01-21T00:55:04.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,92.9862023653088,50.245098039215684,1610612737,4,15,2024-01-21T01:35:14Z,770312,False,1.0,13.0,1,right,MISS S. Bey tip Layup,[1630180],1610612737.0,ATL,tip,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
323,PT06M09.00S,2024-01-21T00:55:05.6Z,1,REGULAR,rebound,defensive,[],1630241,,,1610612739,4,15,2024-01-21T01:35:14Z,773593,False,,,0,,S. Merrill REBOUND (Off:0 Def:1),[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Restricted Area,0-8 Center,,,,,,,322.0,1.0,1.0,0.0,,,,,,,,,,
79,PT05M56.00S,2024-01-21T00:55:12.9Z,1,REGULAR,3pt,Jump Shot,[],1630171,8.886333771353483,4.6568627450980395,1610612739,4,15,2024-01-21T00:55:18Z,790000,False,227.0,31.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,22.88,Missed,,,,,,,,,,,,,,,,,,
80,PT05M54.00S,2024-01-21T00:55:14.9Z,1,REGULAR,rebound,defensive,[],1630235,,,1610612737,4,15,2024-01-21T00:55:18Z,800000,False,,,0,,T. Forrest REBOUND (Off:0 Def:1),[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,Right Corner 3,24+ Right,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,
