actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-13T00:40:30.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-13T00:40:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-13T00:40:33.9Z,1,REGULAR,jumpball,recovered,[],1630180,,,1610612737,0,0,2024-01-13T00:40:33Z,40000,False,,,0,,Jump Ball C. Capela vs. M. Turner: Tip to S. Bey,"[1630180, 203991, 1626167]",1610612737.0,ATL,startperiod,S. Bey,1630180.0,Bey,S. Bey,Capela,203991.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-01-13T00:40:47.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.72339027595268,50.0,1610612737,2,0,2024-01-13T00:40:56Z,70000,False,0.0,16.0,1,right,C. Capela alley-oop DUNK (2 PTS) (T. Young 1 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
9,PT11M28.00S,2024-01-13T00:41:04.7Z,1,REGULAR,foul,offensive,[],1629614,,,1610612754,2,0,2024-01-13T00:41:12Z,90000,False,,,0,,A. Nembhard offensive FOUL (1 PF),"[1629614, 1629027]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,1199.0,1.0,0.0,Young,1629027.0,,,,,,,,,
11,PT11M28.00S,2024-01-13T00:41:04.7Z,1,REGULAR,turnover,offensive foul,[],1629614,,,1610612754,2,0,2024-01-13T00:41:04Z,110000,False,,,0,,A. Nembhard offensive foul TURNOVER (1 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,1199.0,,,,,1.0,,,,,,,,
12,PT11M18.00S,2024-01-13T00:41:23.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203991,87.86136662286465,49.754901960784316,1610612737,4,0,2024-01-13T00:41:30Z,120000,False,-1.0,62.0,1,right,C. Capela 6' Hook (4 PTS) (J. Johnson 1 AST),"[203991, 1630552]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,4.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
14,PT11M13.00S,2024-01-13T00:41:34.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,4,0,2024-01-13T00:41:34Z,140000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PT11M02.00S,2024-01-13T00:44:37.8Z,1,REGULAR,2pt,Hook,[],1630188,6.521024967148489,30.88235294117647,1610612754,4,0,2024-01-13T00:44:45Z,150000,False,96.0,9.0,1,left,MISS J. Smith 9' turnaround Hook,[1630188],1610612754.0,IND,turnaround,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,9.6,Missed,,,,,,,,,,,,,,,,,,
16,PT10M58.00S,2024-01-13T00:44:41.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,4,0,2024-01-13T00:44:45Z,160000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,
17,PT10M49.00S,2024-01-13T00:44:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.85479632063075,50.49019607843137,1610612737,4,0,2024-01-13T02:48:22Z,170000,False,2.0,15.0,1,right,MISS J. Johnson driving finger roll Layup,[1630552],1610612737.0,ATL,driving finger roll,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
