actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M13.00S,2025-11-27T00:43:46.3Z,1,REGULAR,2pt,Jump Shot,[],1628389,86.81011826544021,67.15686274509804,1610612748,4,3,2025-11-27T00:43:59Z,180000,False,86.0,71.0,1,right,B. Adebayo 11' pullup Jump Shot (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,11.17,Made,,,,,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,
20,PT10M00.00S,2025-11-27T00:43:59.1Z,1,REGULAR,3pt,Jump Shot,[],1631260,32.53942181340342,49.754901960784316,1610612749,4,6,2025-11-27T00:44:05Z,200000,False,1.0,253.0,1,left,A. Green 25' 3PT  (6 PTS) (R. Rollins 1 AST),"[1631260, 1631157]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,25.34,Made,,,,,6.0,R. Rollins,1631157.0,1.0,,,,,,,,,,
22,PT09M51.00S,2025-11-27T00:44:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,92.9862023653088,56.61764705882353,1610612748,6,6,2025-11-27T00:44:17Z,220000,False,33.0,13.0,1,right,D. Mitchell driving finger roll Layup (2 PTS),[1630558],1610612748.0,MIA,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.57,Made,,,,,2.0,,,,,,,,,,,,,
23,PT09M32.00S,2025-11-27T00:44:27.6Z,1,REGULAR,turnover,bad pass,[],1631157,,,1610612749,6,6,2025-11-27T00:44:36Z,230000,False,,,0,,R. Rollins bad pass TURNOVER (1 TO),"[1631157, 1629639]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Herro,1629639.0,,,,,,,
24,PT09M32.00S,2025-11-27T00:44:27.6Z,1,REGULAR,steal,,[],1629639,,,1610612748,6,6,2025-11-27T00:44:30Z,240000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
25,PT09M27.00S,2025-11-27T00:44:32.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203952,76.82325886990802,9.313725490196079,1610612748,6,6,2025-11-27T00:46:35Z,250000,False,-203.0,165.0,1,right,MISS A. Wiggins 26' running 3PT,[203952],1610612748.0,MIA,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
26,PT09M21.00S,2025-11-27T00:44:38.3Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,6,6,2025-11-27T00:44:45Z,260000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M06.00S,2025-11-27T00:44:53.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,7.046649145860711,44.85294117647059,1610612749,6,8,2025-11-27T00:45:05Z,270000,False,26.0,14.0,1,left,M. Turner driving Hook (2 PTS) (K. Kuzma 1 AST),"[1626167, 1628398]",1610612749.0,MIL,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.91,Made,,,,,2.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,
29,PT08M57.00S,2025-11-27T00:45:05.1Z,1,REGULAR,turnover,out-of-bounds,[],203952,,,1610612748,6,8,2025-11-27T00:45:29Z,290000,False,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (1 TO),[203952],1610612748.0,MIA,bad pass,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,1629183.0,,,,,,
31,PT08M40.00S,2025-11-27T00:45:45.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1626167,10.726018396846255,58.57843137254902,1610612749,6,10,2025-11-27T00:45:51Z,310000,False,-43.0,48.0,1,left,M. Turner 6' turnaround Hook (4 PTS) (R. Rollins 2 AST),"[1626167, 1631157]",1610612749.0,MIL,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,6.46,Made,,,,,4.0,R. Rollins,1631157.0,2.0,,,,,,,,,,
33,PT08M24.00S,2025-11-27T00:46:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,87.72996057818659,49.754901960784316,1610612748,6,10,2025-11-27T00:46:10Z,330000,False,-1.0,63.0,1,right,MISS B. Adebayo 6' driving Layup - blocked,"[1628389, 1626167]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,Turner,1626167.0,,,,
34,PT08M24.00S,2025-11-27T00:46:01.6Z,1,REGULAR,block,,[],1626167,,,1610612748,6,10,2025-11-27T00:46:04Z,340000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M21.00S,2025-11-27T00:46:04.6Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,6,10,2025-11-27T00:46:10Z,350000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M18.00S,2025-11-27T00:46:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631157,11.514454664914586,50.98039215686274,1610612749,6,10,2025-11-27T00:54:30Z,360000,False,-5.0,56.0,1,left,MISS R. Rollins running Layup - blocked,"[1631157, 1628389]",1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,Adebayo,1628389.0,,,,
37,PT08M18.00S,2025-11-27T00:46:07.9Z,1,REGULAR,block,,[],1628389,,,1610612749,6,10,2025-11-27T00:46:11Z,370000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M18.00S,2025-11-27T00:46:07.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,6,10,2025-11-27T00:54:22Z,380000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M10.00S,2025-11-27T00:46:15.9Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,6,10,2025-11-27T00:46:28Z,390000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1629018]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Trent Jr.,1629018.0,,,,,,,
40,PT08M10.00S,2025-11-27T00:46:15.9Z,1,REGULAR,steal,,[],1629018,,,1610612749,6,10,2025-11-27T00:46:19Z,400000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
41,PT07M57.00S,2025-11-27T00:46:28.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628398,10.200394218134035,40.44117647058824,1610612749,6,12,2025-11-27T00:46:44Z,410000,False,48.0,43.0,1,left,K. Kuzma 6' driving Layup (2 PTS) (A. Green 1 AST),"[1628398, 1631260]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.46,Made,,,,,2.0,A. Green,1631260.0,1.0,,,,,,,,,,
42,PT07M42.00S,2025-11-27T00:46:43.2Z,1,REGULAR,2pt,Jump Shot,[],1628389,81.15965834428384,27.941176470588236,1610612748,8,12,2025-11-27T00:46:49Z,420000,False,-110.0,125.0,1,right,B. Adebayo 16' Jump Shot (4 PTS) (D. Mitchell 1 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,16.64,Made,,,,,4.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,
44,PT07M26.00S,2025-11-27T00:46:58.9Z,1,REGULAR,3pt,Jump Shot,[],1631157,23.47240473061761,88.48039215686273,1610612749,8,12,2025-11-27T00:47:05Z,440000,False,-192.0,168.0,1,left,MISS R. Rollins 25' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
45,PT07M23.00S,2025-11-27T00:47:01.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,8,12,2025-11-27T00:47:05Z,450000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT07M18.00S,2025-11-27T00:47:15.3Z,1,REGULAR,foul,personal,['3freethrow'],1628398,,,1610612748,8,12,2025-11-27T00:47:33Z,470000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (Wiggins 3 FT),"[1628398, 203952]",1610612749.0,MIL,shooting,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,202041.0,,,1.0,0.0,Wiggins,203952.0
49,PT07M18.00S,2025-11-27T00:47:41.1Z,1,REGULAR,freethrow,1 of 3,['fastbreak'],203952,,,1610612748,8,12,2025-11-27T00:47:41Z,490000,False,,,0,,MISS A. Wiggins Free Throw 1 of 3,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M18.00S,2025-11-27T00:47:41.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,8,12,2025-11-27T00:47:41Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2025-11-27T00:47:59.4Z,1,REGULAR,freethrow,2 of 3,['fastbreak'],203952,,,1610612748,9,12,2025-11-27T00:47:59Z,510000,False,,,0,,A. Wiggins Free Throw 2 of 3 (1 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
52,PT07M18.00S,2025-11-27T00:48:16.7Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],203952,,,1610612748,10,12,2025-11-27T00:48:16Z,520000,False,,,0,,A. Wiggins Free Throw 3 of 3 (2 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
53,PT06M56.00S,2025-11-27T00:48:40.0Z,1,REGULAR,3pt,Jump Shot,[],1631157,5.732588699080158,94.6078431372549,1610612749,10,12,2025-11-27T00:48:49Z,530000,False,-223.0,1.0,1,left,MISS R. Rollins 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,22.3,Missed,,,,,,,,,,,,,,,,,,
54,PT06M52.00S,2025-11-27T00:48:44.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,10,12,2025-11-27T00:48:49Z,540000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,
55,PT06M46.00S,2025-11-27T00:48:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,82.7365308804205,47.794117647058826,1610612748,12,12,2025-11-27T00:48:59Z,550000,False,-11.0,110.0,1,right,B. Adebayo 11' turnaround fadeaway Jump Shot (6 PTS),[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.03,Made,,,,,6.0,,,,,,,,,,,,,
56,PT06M31.00S,2025-11-27T00:49:05.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631157,5.863994743758213,51.225490196078425,1610612749,12,14,2025-11-27T00:49:14Z,560000,False,-6.0,3.0,1,left,R. Rollins driving Layup (2 PTS) (K. Kuzma 2 AST),"[1631157, 1628398]",1610612749.0,MIL,driving,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,2.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,
57,PT06M24.00S,2025-11-27T00:49:13.0Z,1,REGULAR,foul,personal,['3freethrow'],1631260,,,1610612748,12,14,2025-11-27T00:49:33Z,570000,False,,,0,,A. Green shooting personal FOUL (1 PF) (Powell 3 FT),"[1631260, 1626181]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,202041.0,,,1.0,0.0,Powell,1626181.0
59,PT06M24.00S,2025-11-27T00:49:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,12,14,2025-11-27T00:49:26Z,590000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M24.00S,2025-11-27T00:52:45.7Z,1,REGULAR,freethrow,1 of 3,[],1626181,,,1610612748,13,14,2025-11-27T00:52:45Z,600000,False,,,0,,N. Powell Free Throw 1 of 3 (1 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
63,PT06M24.00S,2025-11-27T00:53:00.4Z,1,REGULAR,freethrow,2 of 3,[],1626181,,,1610612748,14,14,2025-11-27T00:53:00Z,610000,False,,,0,,N. Powell Free Throw 2 of 3 (2 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
64,PT06M24.00S,2025-11-27T00:53:16.5Z,1,REGULAR,freethrow,3 of 3,[],1626181,,,1610612748,15,14,2025-11-27T00:53:16Z,620000,False,,,0,,N. Powell Free Throw 3 of 3 (3 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
65,PT06M04.00S,2025-11-27T00:53:37.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,9.017739816031538,39.21568627450981,1610612749,15,16,2025-11-27T00:53:46Z,630000,False,54.0,32.0,1,left,K. Kuzma 6' driving Layup (4 PTS) (A. Green 2 AST),"[1628398, 1631260]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.28,Made,,,,,4.0,A. Green,1631260.0,2.0,,,,,,,,,,
67,PT05M55.00S,2025-11-27T00:53:45.9Z,1,REGULAR,3pt,Jump Shot,[],1630558,93.11760840998686,95.34313725490196,1610612748,15,16,2025-11-27T00:53:51Z,650000,False,227.0,12.0,1,right,MISS D. Mitchell 3PT,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
68,PT05M52.00S,2025-11-27T00:53:49.8Z,1,REGULAR,rebound,offensive,[],203952,,,1610612748,15,16,2025-11-27T00:53:49Z,660000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,67.0,1.0,0.0,1.0,,,,,,,,,,,,,,
69,PT05M51.00S,2025-11-27T00:53:51.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,80.23981603153744,49.50980392156863,1610612748,17,16,2025-11-27T00:55:57Z,670000,False,-2.0,133.0,1,right,T. Herro 13' floating Jump Shot (4 PTS) (D. Mitchell 2 AST),"[1629639, 1630558]",1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,13.32,Made,,,,,4.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,
71,PT05M30.00S,2025-11-27T00:54:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.09789750328515,53.67647058823529,1610612749,17,16,2025-11-27T00:54:30Z,690000,False,-18.0,24.0,1,left,MISS K. Kuzma driving Layup - blocked,"[1628398, 203952]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,Wiggins,203952.0,,,,
72,PT05M30.00S,2025-11-27T00:54:10.9Z,1,REGULAR,block,,[],203952,,,1610612749,17,16,2025-11-27T00:54:13Z,700000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT05M27.00S,2025-11-27T00:54:13.9Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,17,16,2025-11-27T00:54:14Z,710000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M26.00S,2025-11-27T00:54:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,77.21747700394218,89.2156862745098,1610612748,20,16,2025-11-27T00:56:55Z,720000,False,196.0,162.0,1,right,T. Herro 25' 3PT running (7 PTS) (D. Mitchell 3 AST),"[1629639, 1630558]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,,7.0,D. Mitchell,1630558.0,3.0,,,,,,,,,,
76,PT05M05.00S,2025-11-27T00:54:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,9.149145860709593,41.42156862745098,1610612749,20,18,2025-11-27T00:54:43Z,740000,False,43.0,34.0,1,left,K. Kuzma driving Layup (6 PTS) (R. Rollins 3 AST),"[1628398, 1631157]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.44,Made,,,,,6.0,R. Rollins,1631157.0,3.0,,,,,,,,,,
78,PT04M57.00S,2025-11-27T00:54:44.2Z,1,REGULAR,2pt,Jump Shot,[],203952,81.553876478318,23.52941176470588,1610612748,20,18,2025-11-27T00:54:50Z,760000,False,-132.0,121.0,1,right,MISS A. Wiggins 17' pullup Shot,[203952],1610612748.0,MIA,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left Center,17.93,Missed,,,,,,,,,,,,,,,,,,
79,PT04M53.00S,2025-11-27T00:54:48.2Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,20,18,2025-11-27T00:54:50Z,770000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Mid-Range,16-24 Left Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT04M46.00S,2025-11-27T00:54:55.2Z,1,REGULAR,turnover,lost ball,[],1631157,,,1610612749,20,18,2025-11-27T00:55:00Z,780000,False,,,0,,R. Rollins lost ball TURNOVER (2 TO),"[1631157, 1626181]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,Powell,1626181.0,,,,,,,
81,PT04M46.00S,2025-11-27T00:54:55.2Z,1,REGULAR,steal,,[],1626181,,,1610612748,20,18,2025-11-27T00:54:58Z,790000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
82,PT04M42.00S,2025-11-27T00:55:00.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,94.03745072273325,49.50980392156863,1610612748,22,18,2025-11-27T00:55:07Z,800000,False,-2.0,4.0,1,right,B. Adebayo running alley-oop DUNK (8 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,running alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.43,Made,,,,,8.0,T. Herro,1629639.0,2.0,,,,,,,,,,
84,PT04M29.00S,2025-11-27T00:55:11.4Z,1,REGULAR,2pt,Jump Shot,[],1628398,29.25427069645204,59.31372549019608,1610612749,22,18,2025-11-27T00:58:25Z,820000,False,-47.0,222.0,1,left,MISS K. Kuzma 22' Jump Shot,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Center,22.73,Missed,,,,,,,,,,,,,,,,,,
85,PT04M25.00S,2025-11-27T00:55:15.4Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612748,22,18,2025-11-27T00:55:18Z,830000,False,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,,,84.0,3.0,3.0,0.0,,,,,,,,,,,,,,
86,PT04M21.00S,2025-11-27T00:55:20.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629639,88.25558475689881,40.931372549019606,1610612748,22,18,2025-11-27T00:57:16Z,840000,False,-45.0,58.0,1,right,MISS T. Herro 7' running Layup,[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,7.35,Missed,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2025-11-27T00:55:25.1Z,1,REGULAR,rebound,offensive,[],1629639,,,1610612748,22,18,2025-11-27T00:55:33Z,850000,False,,,0,,T. Herro REBOUND (Off:1 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,86.0,2.0,1.0,1.0,,,,,,,,,,,,,,
