actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT11M20.00S,2025-11-13T00:42:17.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,0,2025-11-13T00:42:17Z,160000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT11M04.00S,2025-11-13T00:42:32.7Z,1,REGULAR,2pt,Jump Shot,[],1629731,6.389618922470433,70.58823529411765,1610612739,0,0,2025-11-13T00:42:37Z,170000,False,-103.0,8.0,1,left,MISS D. Wade 10' turnaround fadeaway Shot,[1629731],1610612739.0,CLE,turnaround fadeaway,,,Wade,D. Wade,,,,,Mid-Range,8-16 Left,10.32,Missed,,,,,,,,,,,,,,,,,,
18,PT11M02.00S,2025-11-13T00:42:34.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,0,0,2025-11-13T00:42:37Z,180000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M58.00S,2025-11-13T00:42:38.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,71.17279894875165,15.441176470588236,1610612748,3,0,2025-11-13T03:11:25Z,190000,False,-173.0,218.0,1,right,N. Powell 27' 3PT running (3 PTS) (A. Wiggins 1 AST),"[1626181, 203952]",1610612748.0,MIA,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,27.86,Made,,,,,,,3.0,A. Wiggins,203952.0,1.0,,,,,,,,
21,PT10M47.00S,2025-11-13T00:42:51.5Z,1,REGULAR,turnover,out-of-bounds,[],1628366,,,1610612739,3,0,2025-11-13T00:42:57Z,210000,False,,,0,,L. Ball lost ball out-of-bounds TURNOVER (1 TO),[1628366],1610612739.0,CLE,lost ball,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1630879.0,1.0,,,,,,
156,PT10M34.00S,2025-11-13T00:43:15.6Z,1,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612748,3,0,2025-11-13T01:05:32Z,235000,False,,,0,,N. Powell bad pass out-of-bounds TURNOVER (1 TO),[1626181],1610612748.0,MIA,bad pass,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1155.0,1.0,,,,,,
25,PT10M23.00S,2025-11-13T00:43:30.0Z,1,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,3,0,2025-11-13T00:43:35Z,250000,False,,,0,,J. Allen bad pass out-of-bounds TURNOVER (1 TO),[1628386],1610612739.0,CLE,bad pass,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202007.0,1.0,,,,,,
26,PT10M15.00S,2025-11-13T00:43:40.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642276,93.38042049934296,59.31372549019608,1610612748,5,0,2025-11-13T00:43:44Z,260000,False,47.0,10.0,1,right,K. Ware alley-oop DUNK (2 PTS) (P. Larsson 1 AST),"[1642276, 1641796]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,4.76,Made,,,,,,,2.0,P. Larsson,1641796.0,1.0,,,,,,,,
28,PT10M06.00S,2025-11-13T00:43:52.3Z,1,REGULAR,foul,personal,[],1642276,,,1610612739,5,0,2025-11-13T00:44:02Z,280000,False,,,0,,K. Ware personal FOUL (1 PF),"[1642276, 1628386]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,,1.0,0.0,Allen,1628386.0,,
30,PT10M01.00S,2025-11-13T00:44:10.6Z,1,REGULAR,3pt,Jump Shot,[],1628366,22.946780551905388,90.19607843137256,1610612739,5,0,2025-11-13T00:44:16Z,300000,False,-201.0,163.0,1,left,MISS L. Ball 25' 3PT,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
31,PT09M56.00S,2025-11-13T00:44:15.6Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,5,0,2025-11-13T00:44:16Z,310000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,,,
32,PT09M49.00S,2025-11-13T00:44:22.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1626181,88.78120893561103,14.705882352941178,1610612748,7,0,2025-11-13T01:12:28Z,320000,False,-176.0,53.0,1,right,N. Powell 18' turnaround fadeaway Jump Shot (5 PTS),[1626181],1610612748.0,MIA,turnaround fadeaway,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left,18.43,Made,,,,,,,5.0,,,,,,,,,,,
33,PT09M35.00S,2025-11-13T00:44:36.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,9.280551905387648,43.13725490196079,1610612739,7,2,2025-11-13T02:13:12Z,330000,False,34.0,35.0,1,left,J. Allen driving Hook (2 PTS) (L. Ball 1 AST),"[1628386, 1628366]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,,,,,,,2.0,L. Ball,1628366.0,1.0,,,,,,,,
35,PT09M26.00S,2025-11-13T00:44:45.3Z,1,REGULAR,2pt,Jump Shot,[],1626181,85.23324572930355,29.901960784313726,1610612748,7,2,2025-11-13T00:44:50Z,350000,False,-100.0,86.0,1,right,MISS N. Powell 13' driving bank Shot,[1626181],1610612748.0,MIA,driving bank,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,13.25,Missed,,,,,,,,,,,,,,,,,,
36,PT09M24.00S,2025-11-13T00:44:47.3Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,2,2025-11-13T00:44:50Z,360000,False,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
37,PT09M16.00S,2025-11-13T00:44:55.3Z,1,REGULAR,3pt,Jump Shot,[],1629631,14.273981603153747,95.58823529411765,1610612739,7,5,2025-11-13T00:45:01Z,370000,False,-228.0,82.0,1,left,D. Hunter 24' 3PT  (3 PTS) (S. Merrill 1 AST),"[1629631, 1630241]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,24.21,Made,,,,,,,3.0,S. Merrill,1630241.0,1.0,,,,,,,,
39,PT08M57.00S,2025-11-13T00:45:14.5Z,1,REGULAR,3pt,Jump Shot,[],1642276,92.9862023653088,3.6764705882352944,1610612748,10,5,2025-11-13T00:45:19Z,390000,False,-232.0,13.0,1,right,K. Ware 3PT  (5 PTS) (D. Mitchell 1 AST),"[1642276, 1630558]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,23.2,Made,,,,,,,5.0,D. Mitchell,1630558.0,1.0,,,,,,,,
41,PT08M41.00S,2025-11-13T00:45:29.6Z,1,REGULAR,3pt,Jump Shot,[],1628366,31.882391590013142,59.80392156862745,1610612739,10,8,2025-11-13T00:45:34Z,410000,False,-49.0,247.0,1,left,L. Ball 25' 3PT  (3 PTS) (D. Wade 1 AST),"[1628366, 1629731]",1610612739.0,CLE,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,25.2,Made,,,,,,,3.0,D. Wade,1629731.0,1.0,,,,,,,,
43,PT08M31.00S,2025-11-13T00:45:43.2Z,1,REGULAR,foul,personal,['2freethrow'],1630241,,,1610612748,10,8,2025-11-13T00:45:58Z,430000,False,,,0,,S. Merrill shooting personal FOUL (1 PF) (Ware 2 FT),"[1630241, 1642276]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1155.0,,1.0,0.0,Ware,1642276.0,,
45,PT08M31.00S,2025-11-13T00:46:18.4Z,1,REGULAR,freethrow,1 of 2,[],1642276,,,1610612748,11,8,2025-11-13T00:46:18Z,450000,False,,,0,,K. Ware Free Throw 1 of 2 (6 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
46,PT08M31.00S,2025-11-13T00:46:33.2Z,1,REGULAR,freethrow,2 of 2,[],1642276,,,1610612748,12,8,2025-11-13T00:46:33Z,460000,False,,,0,,K. Ware Free Throw 2 of 2 (7 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
47,PT08M19.00S,2025-11-13T00:46:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.5722733245729295,39.705882352941174,1610612739,12,10,2025-11-13T00:46:48Z,470000,False,51.0,19.0,1,left,D. Hunter driving Layup (5 PTS) (J. Allen 1 AST),"[1629631, 1628386]",1610612739.0,CLE,driving,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,,,,,,,5.0,J. Allen,1628386.0,1.0,,,,,,,,
49,PT08M06.00S,2025-11-13T00:46:58.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,86.94152431011827,54.41176470588235,1610612748,14,10,2025-11-13T00:47:08Z,490000,False,22.0,70.0,1,right,A. Wiggins 7' driving floating Jump Shot (2 PTS),[203952],1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,7.36,Made,,,,,,,2.0,,,,,,,,,,,
50,PT07M53.00S,2025-11-13T00:47:11.2Z,1,REGULAR,3pt,Jump Shot,[],1630241,31.882391590013142,33.33333333333333,1610612739,14,10,2025-11-13T00:47:17Z,500000,False,83.0,247.0,1,left,MISS S. Merrill 26' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
51,PT07M50.00S,2025-11-13T00:47:14.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,14,10,2025-11-13T00:47:17Z,510000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M44.00S,2025-11-13T00:47:19.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,65.1281208935611,51.470588235294116,1610612748,17,10,2025-11-13T03:12:51Z,520000,False,7.0,275.0,1,right,N. Powell 27' 3PT running (8 PTS) (D. Mitchell 2 AST),"[1626181, 1630558]",1610612748.0,MIA,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,27.54,Made,,,,,,,8.0,D. Mitchell,1630558.0,2.0,,,,,,,,
54,PT07M43.00S,2025-11-13T00:47:29.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,17,10,2025-11-13T00:47:29Z,540000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M43.00S,2025-11-13T00:49:48.5Z,1,REGULAR,substitution,out,[],1629631,,,1610612739,17,10,2025-11-13T00:50:10Z,550000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M43.00S,2025-11-13T00:49:48.5Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,17,10,2025-11-13T00:50:10Z,560000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M43.00S,2025-11-13T00:49:48.5Z,1,REGULAR,substitution,in,[],1641854,,,1610612739,17,10,2025-11-13T00:50:10Z,570000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M43.00S,2025-11-13T00:49:48.5Z,1,REGULAR,substitution,in,[],1626204,,,1610612739,17,10,2025-11-13T00:50:10Z,580000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M31.00S,2025-11-13T00:50:32.1Z,1,REGULAR,3pt,Jump Shot,[],1630241,29.6484888304862,68.62745098039215,1610612739,17,10,2025-11-13T00:50:39Z,590000,False,-93.0,226.0,1,left,MISS S. Merrill 24' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
60,PT07M28.00S,2025-11-13T00:50:35.7Z,1,REGULAR,rebound,offensive,[],1641854,,,1610612739,17,10,2025-11-13T00:50:35Z,600000,False,,,0,,C. Porter Jr. REBOUND (Off:1 Def:0),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,59.0,1.0,0.0,1.0,,,,,,,,,,,,,,
61,PT07M27.00S,2025-11-13T00:50:37.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630241,30.436925098554536,69.11764705882352,1610612739,17,10,2025-11-13T00:50:43Z,610000,False,-96.0,234.0,1,left,MISS S. Merrill 25' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
62,PT07M21.00S,2025-11-13T00:50:43.0Z,1,REGULAR,rebound,offensive,[],1641854,,,1610612739,17,10,2025-11-13T00:50:43Z,620000,False,,,0,,C. Porter Jr. REBOUND (Off:2 Def:0),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,61.0,2.0,0.0,2.0,,,,,,,,,,,,,,
63,PT07M21.00S,2025-11-13T00:50:42.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641854,5.590000152587891,50.0,1610612739,17,12,2025-11-13T00:50:42Z,630000,False,0.0,0.0,1,left,C. Porter Jr. tip Layup (2 PTS),[1641854],1610612739.0,CLE,tip,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
64,PT07M14.00S,2025-11-13T00:50:53.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,89.04402102496715,43.13725490196079,1610612748,19,12,2025-11-13T00:50:58Z,640000,False,-34.0,50.0,1,right,P. Larsson 6' cutting Layup (2 PTS) (A. Wiggins 2 AST),"[1641796, 203952]",1610612748.0,MIA,cutting,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,,,,,,,2.0,A. Wiggins,203952.0,2.0,,,,,,,,
66,PT07M14.00S,2025-11-13T00:50:56.2Z,1,REGULAR,foul,personal,['1freethrow'],1630241,,,1610612748,19,12,2025-11-13T00:51:03Z,660000,False,,,0,,S. Merrill shooting personal FOUL (2 PF) (Larsson 1 FT),"[1630241, 1641796]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1630879.0,,2.0,0.0,Larsson,1641796.0,,
68,PT07M14.00S,2025-11-13T00:51:17.7Z,1,REGULAR,freethrow,1 of 1,[],1641796,,,1610612748,20,12,2025-11-13T00:51:17Z,680000,False,,,0,,P. Larsson Free Throw 1 of 1 (3 PTS),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
69,PT07M02.00S,2025-11-13T00:51:32.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,8.492115637319317,60.5392156862745,1610612739,20,12,2025-11-13T00:51:36Z,690000,False,-53.0,27.0,1,left,MISS L. Ball cutting Layup - blocked,"[1628366, 203952]",1610612739.0,CLE,cutting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,5.94,Missed,,,,,Wiggins,203952.0,,,,,,,,,,,,
70,PT07M02.00S,2025-11-13T00:51:32.4Z,1,REGULAR,block,,[],203952,,,1610612739,20,12,2025-11-13T00:51:34Z,700000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M59.00S,2025-11-13T00:51:35.4Z,1,REGULAR,rebound,offensive,[],1628366,,,1610612739,20,12,2025-11-13T00:51:36Z,710000,False,,,0,,L. Ball REBOUND (Off:2 Def:0),[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,69.0,2.0,0.0,2.0,,,,,,,,,,,,,,
72,PT06M57.00S,2025-11-13T00:51:36.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628386,20.844283837056505,49.754901960784316,1610612739,20,14,2025-11-13T00:51:43Z,720000,False,1.0,143.0,1,left,J. Allen 14' Jump Shot (4 PTS) (C. Porter Jr. 1 AST),"[1628386, 1641854]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Center,14.34,Made,,,,,,,4.0,C. Porter Jr.,1641854.0,1.0,,,,,,,,
75,PT06M52.00S,2025-11-13T00:51:58.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,20,14,2025-11-13T00:51:58Z,750000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M52.00S,2025-11-13T00:53:58.6Z,1,REGULAR,turnover,out-of-bounds,[],1641796,,,1610612748,20,14,2025-11-13T00:54:34Z,770000,False,,,0,,P. Larsson bad pass out-of-bounds TURNOVER (1 TO),[1641796],1610612748.0,MIA,bad pass,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1630879.0,1.0,,,,,,
78,PT06M31.00S,2025-11-13T00:55:06.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628386,9.543363994743759,47.549019607843135,1610612739,20,16,2025-11-13T00:55:11Z,780000,False,12.0,37.0,1,left,J. Allen turnaround Hook (6 PTS) (C. Porter Jr. 2 AST),"[1628386, 1641854]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.92,Made,,,,,,,6.0,C. Porter Jr.,1641854.0,2.0,,,,,,,,
79,PT06M19.00S,2025-11-13T00:55:17.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,82.47371879106439,50.245098039215684,1610612748,22,16,2025-11-13T00:55:23Z,790000,False,1.0,112.0,1,right,A. Wiggins 11' driving floating Jump Shot (4 PTS),[203952],1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,11.22,Made,,,,,,,4.0,,,,,,,,,,,
80,PT06M08.00S,2025-11-13T00:55:28.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,5.863994743758213,62.254901960784316,1610612739,22,16,2025-11-13T00:55:32Z,800000,False,-61.0,3.0,1,left,MISS J. Allen 6' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.14,Missed,,,,,,,,,,,,,,,,,,
81,PT06M06.00S,2025-11-13T00:55:30.6Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,22,16,2025-11-13T00:55:32Z,810000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT06M03.00S,2025-11-13T00:55:36.8Z,1,REGULAR,foul,personal,[],1628366,,,1610612748,22,16,2025-11-13T00:55:58Z,820000,False,,,0,,L. Ball personal FOUL (1 PF),"[1628366, 1641796]",1610612739.0,CLE,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1630879.0,,1.0,0.0,Larsson,1641796.0,,
84,PT06M03.00S,2025-11-13T00:55:52.3Z,1,REGULAR,substitution,out,[],203952,,,1610612748,22,16,2025-11-13T00:56:02Z,840000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M03.00S,2025-11-13T00:55:52.3Z,1,REGULAR,substitution,out,[],1628366,,,1610612748,22,16,2025-11-13T00:56:02Z,850000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M03.00S,2025-11-13T00:55:52.3Z,1,REGULAR,substitution,out,[],1630241,,,1610612748,22,16,2025-11-13T00:56:02Z,860000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M03.00S,2025-11-13T00:55:52.3Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,22,16,2025-11-13T00:56:02Z,870000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M03.00S,2025-11-13T00:55:52.3Z,1,REGULAR,substitution,in,[],1642878,,,1610612748,22,16,2025-11-13T00:56:02Z,880000,False,,,0,,SUB in: T. Proctor,[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M03.00S,2025-11-13T00:55:52.3Z,1,REGULAR,substitution,in,[],1631247,,,1610612748,22,16,2025-11-13T00:56:02Z,890000,False,,,0,,SUB in: L. Travers,[1631247],1610612739.0,CLE,,,,Travers,L. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,
