actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-12T22:11:18.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-12T22:11:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-04-12T22:11:23.0Z,1,REGULAR,jumpball,recovered,[],1629639,,,1610612748,0,0,2026-04-12T22:11:23Z,40000,False,,,0,,Jump Ball K. Ware vs. T. Bradley: Tip to T. Herro,"[1629639, 1642276, 1628396]",1610612748.0,MIA,startperiod,T. Herro,1629639.0,Herro,T. Herro,Ware,1642276.0,Bradley,1628396.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-04-12T22:11:35.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,5.863994743758213,46.07843137254902,1610612748,0,0,2026-04-12T22:11:41Z,70000,False,20.0,3.0,1,left,MISS A. Wiggins driving Layup,[203952],1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-04-12T22:11:37.0Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,0,0,2026-04-12T22:11:41Z,80000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2026-04-12T22:11:52.5Z,1,REGULAR,2pt,Jump Shot,[],1630811,77.34888304862024,51.225490196078425,1610612737,0,0,2026-04-12T22:11:59Z,90000,False,6.0,160.0,1,right,MISS K. Wallace 16' pullup Shot,[1630811],1610612737.0,ATL,pullup,,,Wallace,K. Wallace,,,,,Mid-Range,16-24 Center,16.05,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2026-04-12T22:11:56.5Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,0,0,2026-04-12T22:11:59Z,100000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2026-04-12T22:12:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642276,5.863994743758213,46.32352941176471,1610612748,2,0,2026-04-12T22:14:36Z,110000,False,18.0,3.0,1,left,K. Ware Layup (2 PTS) (B. Adebayo 1 AST),"[1642276, 1628389]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.86,Made,,,,,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,
13,PT11M01.00S,2026-04-12T22:12:16.6Z,1,REGULAR,3pt,Jump Shot,[],1630557,79.188567674113,6.127450980392156,1610612737,2,0,2026-04-12T22:12:21Z,130000,False,-219.0,143.0,1,right,MISS C. Kispert 26' 3PT,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2026-04-12T22:12:19.6Z,1,REGULAR,rebound,offensive,[],1642854,,,1610612737,2,0,2026-04-12T22:12:21Z,140000,False,,,0,,A. Newell REBOUND (Off:1 Def:0),[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT10M57.00S,2026-04-12T22:12:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630557,93.64323258869908,46.07843137254902,1610612737,2,2,2026-04-12T22:15:13Z,150000,False,-20.0,7.0,1,right,C. Kispert driving Layup (2 PTS) (A. Newell 1 AST),"[1630557, 1642854]",1610612737.0,ATL,driving,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,2.0,A. Newell,1642854.0,1.0,,,,,,,,,,
