actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
41,PT09M08.00S,2026-01-29T00:53:59.0Z,1,REGULAR,foul,personal,[],1641710,,,1610612748,4,6,2026-01-29T00:54:08Z,410000,False,,,0,,A. Black personal FOUL (2 PF),"[1641710, 1626181]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,1628481.0,2.0,0.0,Powell,1626181.0,,,,,,,,,
43,PT09M00.00S,2026-01-29T00:54:23.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,6.1268068331143235,50.0,1610612748,6,6,2026-01-29T00:54:28Z,430000,False,0.0,5.0,1,left,P. Larsson driving Layup (2 PTS),[1641796],1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,2.0,,,,,,,,
44,PT08M54.00S,2026-01-29T00:54:30.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641710,92.06636005256242,50.0,1610612753,6,6,2026-01-29T00:54:36Z,440000,False,0.0,22.0,1,right,MISS A. Black driving DUNK,[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
45,PT08M51.00S,2026-01-29T00:54:33.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,6,2026-01-29T00:54:36Z,450000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT08M47.00S,2026-01-29T00:54:37.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628389,32.802233902759525,50.0,1610612748,9,6,2026-01-29T00:54:50Z,460000,False,0.0,256.0,1,left,B. Adebayo 25' 3PT running pullup (4 PTS),[1628389],1610612748.0,MIA,running pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.58,Made,,,,,,,,,,4.0,,,,,,,,
47,PT08M41.00S,2026-01-29T00:54:44.3Z,1,REGULAR,foul,personal,[],1626181,,,1610612753,9,6,2026-01-29T00:54:57Z,470000,False,,,0,,N. Powell personal FOUL (2 PF),"[1626181, 1641710]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,,,,1628481.0,2.0,0.0,Black,1641710.0,,,,,,,,,
49,PT08M38.00S,2026-01-29T00:55:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,93.9060446780552,53.18627450980392,1610612753,9,8,2026-01-29T01:56:32Z,490000,False,16.0,5.0,1,right,A. Black driving Layup (4 PTS) (J. Suggs 1 AST),"[1641710, 1630591]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,4.0,,,,J. Suggs,1630591.0,1.0,,
51,PT08M29.00S,2026-01-29T00:55:22.0Z,1,REGULAR,foul,personal,[],1630591,,,1610612748,9,8,2026-01-29T00:55:36Z,510000,False,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1642857]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Left,,,,,,,202041.0,1.0,0.0,Jakučionis,1642857.0,,,,,,,,,
53,PT08M24.00S,2026-01-29T00:55:49.6Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630591,,,1610612748,9,8,2026-01-29T00:55:58Z,530000,False,,,0,,J. Suggs shooting personal FOUL (2 PF) (Powell 3 FT),"[1630591, 1626181]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,1628481.0,2.0,0.0,Powell,1626181.0,,,,,,,,,
55,PT08M24.00S,2026-01-29T00:56:27.1Z,1,REGULAR,freethrow,1 of 3,[],1626181,,,1610612748,10,8,2026-01-29T00:56:27Z,550000,False,,,0,,N. Powell Free Throw 1 of 3 (1 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
56,PT08M24.00S,2026-01-29T00:56:44.8Z,1,REGULAR,freethrow,2 of 3,[],1626181,,,1610612748,11,8,2026-01-29T00:56:44Z,560000,False,,,0,,N. Powell Free Throw 2 of 3 (2 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
57,PT08M24.00S,2026-01-29T00:57:00.7Z,1,REGULAR,freethrow,3 of 3,[],1626181,,,1610612748,12,8,2026-01-29T00:57:00Z,570000,False,,,0,,N. Powell Free Throw 3 of 3 (3 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
58,PT08M05.00S,2026-01-29T00:57:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,80.1084099868594,45.09803921568628,1610612753,12,10,2026-01-29T00:57:24Z,580000,False,-25.0,134.0,1,right,W. Carter Jr. 13' Jump Shot (2 PTS) (A. Black 1 AST),"[1628976, 1641710]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.67,Made,,,,,,,,,,2.0,,,,A. Black,1641710.0,1.0,,
60,PT07M50.00S,2026-01-29T00:57:38.1Z,1,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,12,10,2026-01-29T00:57:45Z,600000,False,,,0,,B. Adebayo step out-of-bounds TURNOVER (1 TO),[1628389],1610612748.0,MIA,step,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,,,,,,1.0,,,,,,,
61,PT07M50.00S,2026-01-29T00:57:42.8Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,12,10,2026-01-29T00:57:51Z,610000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M50.00S,2026-01-29T00:57:42.8Z,1,REGULAR,substitution,in,[],1626145,,,1610612753,12,10,2026-01-29T00:57:51Z,620000,False,,,0,,SUB in: T. Jones,[1626145],1610612753.0,ORL,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M41.00S,2026-01-29T00:58:06.2Z,1,REGULAR,turnover,lost ball,[],1626145,,,1610612753,12,10,2026-01-29T00:58:10Z,630000,False,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1626145, 1642857]",1610612753.0,ORL,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Jakučionis,1642857.0,,,,,
64,PT07M41.00S,2026-01-29T00:58:06.2Z,1,REGULAR,steal,,[],1642857,,,1610612748,12,10,2026-01-29T00:58:08Z,640000,False,,,0,,K. Jakučionis STEAL (2 STL),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
65,PT07M38.00S,2026-01-29T00:58:09.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642857,7.046649145860711,45.588235294117645,1610612748,14,10,2026-01-29T00:58:15Z,650000,False,22.0,14.0,1,left,K. Jakučionis running finger roll Layup (2 PTS),[1642857],1610612748.0,MIA,running finger roll,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,,,,,,2.0,,,,,,,,
66,PT07M24.00S,2026-01-29T00:58:23.4Z,1,REGULAR,3pt,Jump Shot,[],1628976,66.5735873850197,47.794117647058826,1610612753,14,13,2026-01-29T00:58:28Z,660000,False,-11.0,262.0,1,right,W. Carter Jr. 26' 3PT  (5 PTS) (T. Jones 1 AST),"[1628976, 1626145]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,26.19,Made,,,,,,,,,,5.0,,,,T. Jones,1626145.0,1.0,,
68,PT07M08.00S,2026-01-29T00:58:39.4Z,1,REGULAR,3pt,Jump Shot,[],1626181,32.802233902759525,54.65686274509803,1610612748,17,13,2026-01-29T00:58:44Z,680000,False,-23.0,256.0,1,left,N. Powell 25' 3PT pullup (6 PTS) (K. Jakučionis 1 AST),"[1626181, 1642857]",1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,25.69,Made,,,,,,,,,,6.0,,,,K. Jakučionis,1642857.0,1.0,,
70,PT06M44.00S,2026-01-29T00:59:03.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,80.3712220762155,56.61764705882353,1610612753,17,15,2026-01-29T00:59:08Z,700000,False,33.0,132.0,1,right,T. Jones 13' pullup Jump Shot (2 PTS),[1626145],1610612753.0,ORL,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,13.61,Made,,,,,,,,,,2.0,,,,,,,,
71,PT06M23.00S,2026-01-29T00:59:24.4Z,1,REGULAR,3pt,Jump Shot,[],203952,29.6484888304862,28.921568627450984,1610612748,17,15,2026-01-29T00:59:29Z,710000,False,105.0,226.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,24.96,Missed,,,,,,,,,,,,,,,,,,
72,PT06M20.00S,2026-01-29T00:59:27.4Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,17,15,2026-01-29T00:59:29Z,720000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT06M13.00S,2026-01-29T00:59:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,93.11760840998686,55.392156862745104,1610612753,17,15,2026-01-29T01:00:19Z,730000,False,27.0,12.0,1,right,MISS P. Banchero driving finger roll Layup,[1631094],1610612753.0,ORL,driving finger roll,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
74,PT06M11.00S,2026-01-29T00:59:36.3Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,17,15,2026-01-29T00:59:41Z,740000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT05M59.00S,2026-01-29T00:59:47.7Z,1,REGULAR,2pt,Jump Shot,[],1626181,27.283180026281208,48.03921568627451,1610612748,17,15,2026-01-29T00:59:53Z,750000,False,10.0,204.0,1,left,MISS N. Powell 20' pullup Shot,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Mid-Range,16-24 Center,20.42,Missed,,,,,,,,,,,,,,,,,,
76,PT05M56.00S,2026-01-29T00:59:50.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,17,15,2026-01-29T00:59:53Z,760000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,,
77,PT05M41.00S,2026-01-29T01:00:05.6Z,1,REGULAR,3pt,Jump Shot,[],1641710,73.40670170827858,13.725490196078432,1610612753,17,18,2026-01-29T01:00:10Z,770000,False,-181.0,197.0,1,right,A. Black 26' 3PT  (7 PTS) (W. Carter Jr. 1 AST),"[1641710, 1628976]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,26.82,Made,,,,,,,,,,7.0,,,,W. Carter Jr.,1628976.0,1.0,,
79,PT05M40.00S,2026-01-29T01:00:12.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,17,18,2026-01-29T01:00:12Z,790000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M40.00S,2026-01-29T01:01:39.0Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,17,18,2026-01-29T01:03:03Z,800000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M40.00S,2026-01-29T01:01:39.0Z,1,REGULAR,substitution,out,[],1626181,,,1610612748,17,18,2026-01-29T01:03:03Z,810000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M40.00S,2026-01-29T01:01:39.0Z,1,REGULAR,substitution,out,[],1630217,,,1610612748,17,18,2026-01-29T01:03:03Z,820000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M40.00S,2026-01-29T01:01:39.0Z,1,REGULAR,substitution,out,[],1628976,,,1610612748,17,18,2026-01-29T01:03:03Z,830000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M40.00S,2026-01-29T01:01:39.0Z,1,REGULAR,substitution,in,[],1631170,,,1610612748,17,18,2026-01-29T01:03:03Z,840000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M40.00S,2026-01-29T01:01:39.0Z,1,REGULAR,substitution,in,[],1631107,,,1610612748,17,18,2026-01-29T01:03:03Z,850000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M40.00S,2026-01-29T01:01:39.0Z,1,REGULAR,substitution,in,[],1628371,,,1610612748,17,18,2026-01-29T01:03:03Z,860000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M40.00S,2026-01-29T01:01:39.0Z,1,REGULAR,substitution,in,[],1641783,,,1610612748,17,18,2026-01-29T01:03:03Z,870000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M21.00S,2026-01-29T01:03:38.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641796,17.0335085413929,46.07843137254902,1610612748,17,18,2026-01-29T01:05:21Z,880000,False,20.0,108.0,1,left,MISS P. Larsson 10' driving floating Shot,[1641796],1610612748.0,MIA,driving floating,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),8-16 Center,10.94,Missed,,,,,,,,,,,,,,,,,,
