actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
83,PT05M19.00S,2026-03-04T00:55:56.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,19.267411300919843,49.01960784313725,1610612748,19,13,2026-03-04T00:56:02Z,830000,False,5.0,129.0,1,left,T. Herro 12' driving floating Jump Shot (4 PTS) (A. Wiggins 1 AST),"[1629639, 203952]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,12.87,Made,,,,,,,,,,4.0,,,,,,A. Wiggins,203952.0,1.0
85,PT05M07.00S,2026-03-04T00:56:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,94.03745072273325,45.83333333333333,1610612751,19,15,2026-03-04T00:56:15Z,850000,False,-21.0,4.0,1,right,M. Porter Jr. Layup (4 PTS) (N. Claxton 3 AST),"[1629008, 1629651]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,,,,,,4.0,,,,,,N. Claxton,1629651.0,3.0
87,PT05M07.00S,2026-03-04T00:56:14.8Z,1,REGULAR,foul,personal,['1freethrow'],203952,,,1610612751,19,15,2026-03-04T00:56:23Z,870000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[203952, 1629008]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,1627541.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,
89,PT05M07.00S,2026-03-04T00:56:26.9Z,1,REGULAR,substitution,out,[],1629611,,,1610612751,19,15,2026-03-04T00:56:34Z,890000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M07.00S,2026-03-04T00:56:26.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,19,15,2026-03-04T00:56:34Z,900000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M07.00S,2026-03-04T00:56:26.9Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,19,15,2026-03-04T00:56:34Z,910000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M07.00S,2026-03-04T00:56:26.9Z,1,REGULAR,substitution,in,[],1630533,,,1610612751,19,15,2026-03-04T00:56:34Z,920000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M07.00S,2026-03-04T00:56:42.2Z,1,REGULAR,freethrow,1 of 1,[],1629008,,,1610612751,19,15,2026-03-04T00:56:45Z,930000,False,,,0,,MISS M. Porter Jr. Free Throw 1 of 1,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
94,PT05M01.00S,2026-03-04T00:56:48.2Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,19,15,2026-03-04T00:56:45Z,940000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,
95,PT04M54.00S,2026-03-04T00:56:52.4Z,1,REGULAR,2pt,Jump Shot,[],1630558,21.50131406044678,29.901960784313726,1610612748,19,15,2026-03-04T00:56:59Z,950000,False,100.0,150.0,1,left,MISS D. Mitchell 18' step back Shot,[1630558],1610612748.0,MIA,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,18.02,Missed,,,,,,,,,,,,,,,,,,
96,PT04M51.00S,2026-03-04T00:56:55.4Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,19,15,2026-03-04T00:56:59Z,960000,False,,,0,,N. Clowney REBOUND (Off:0 Def:2),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Right Center,,,95.0,2.0,2.0,0.0,,,,,,,,,,,,,,
97,PT04M46.00S,2026-03-04T00:57:00.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642879,69.59592641261499,67.40196078431373,1610612751,19,15,2026-03-04T00:58:08Z,970000,False,87.0,233.0,1,right,MISS B. Saraf 24' running 3PT,[1642879],1610612751.0,BKN,running,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Right Center,24.9,Missed,,,,,,,,,,,,,,,,,,
98,PT04M42.00S,2026-03-04T00:57:04.5Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,19,15,2026-03-04T00:57:07Z,980000,False,,,0,,K. Ware REBOUND (Off:0 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,97.0,2.0,2.0,0.0,,,,,,,,,,,,,,
99,PT04M38.00S,2026-03-04T00:57:08.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629639,6.389618922470433,50.49019607843137,1610612748,21,15,2026-03-04T00:57:17Z,990000,False,-2.0,8.0,1,left,T. Herro running finger roll Layup (6 PTS),[1629639],1610612748.0,MIA,running finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,,6.0,,,,,,,,
100,PT04M21.00S,2026-03-04T00:57:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630533,71.43561103810775,18.872549019607842,1610612751,21,15,2026-03-04T00:57:32Z,1000000,False,-156.0,216.0,1,right,MISS Z. Williams 26' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
101,PT04M15.00S,2026-03-04T00:57:30.7Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,21,15,2026-03-04T00:57:32Z,1010000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,100.0,1.0,0.0,1.0,,,,,,,,,,,,,,
102,PT04M15.00S,2026-03-04T00:57:31.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641730,74.32654402102497,83.82352941176471,1610612751,21,15,2026-03-04T00:57:36Z,1020000,False,169.0,189.0,1,right,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2026-03-04T00:57:35.4Z,1,REGULAR,rebound,offensive,[],1642879,,,1610612751,21,15,2026-03-04T00:57:35Z,1030000,False,,,0,,B. Saraf REBOUND (Off:1 Def:0),[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Above the Break 3,24+ Right Center,,,102.0,1.0,0.0,1.0,,,,,,,,,,,,,,
104,PT04M11.00S,2026-03-04T00:57:35.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642879,94.40999984741211,50.0,1610612751,21,17,2026-03-04T00:57:35Z,1040000,False,0.0,0.0,1,right,B. Saraf tip Layup (2 PTS),[1642879],1610612751.0,BKN,tip,,,Saraf,B. Saraf,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
105,PT03M57.00S,2026-03-04T00:57:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,19.004599211563733,59.80392156862745,1610612748,21,17,2026-03-04T00:57:54Z,1050000,False,-49.0,126.0,1,left,MISS T. Herro 13' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,13.53,Missed,,,,,,,,,,,,,,,,,,
106,PT03M54.00S,2026-03-04T00:57:52.4Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,21,17,2026-03-04T00:57:54Z,1060000,False,,,0,,N. Clowney REBOUND (Off:0 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Center,,,105.0,3.0,3.0,0.0,,,,,,,,,,,,,,
107,PT03M42.00S,2026-03-04T00:58:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,90.3580814717477,51.71568627450981,1610612751,21,17,2026-03-04T00:58:09Z,1070000,False,9.0,38.0,1,right,MISS D. Sharpe Layup,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,3.91,Missed,,,,,,,,,,,,,,,,,,
108,PT03M39.00S,2026-03-04T00:58:07.5Z,1,REGULAR,rebound,offensive,[],1630533,,,1610612751,21,17,2026-03-04T00:58:09Z,1080000,False,,,0,,Z. Williams REBOUND (Off:1 Def:0),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,107.0,1.0,0.0,1.0,,,,,,,,,,,,,,
109,PT03M39.00S,2026-03-04T00:58:08.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630533,88.51839684625493,50.0,1610612751,21,17,2026-03-04T00:58:11Z,1090000,False,0.0,55.0,1,right,MISS Z. Williams floating Shot,[1630533],1610612751.0,BKN,floating,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,,,,,,,,,,,,,,
110,PT03M39.00S,2026-03-04T00:58:08.0Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,21,17,2026-03-04T00:58:11Z,1100000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,,
111,PT03M34.00S,2026-03-04T00:58:14.3Z,1,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612748,21,17,2026-03-04T00:59:02Z,1110000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1641730, 1631170]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1627541.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,
113,PT03M34.00S,2026-03-04T00:58:57.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631170,,,1610612748,22,17,2026-03-04T00:59:24Z,1130000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (1 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
114,PT03M34.00S,2026-03-04T00:58:59.7Z,1,REGULAR,substitution,out,[],1629639,,,1610612748,22,17,2026-03-04T00:59:22Z,1140000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M34.00S,2026-03-04T00:58:59.7Z,1,REGULAR,substitution,out,[],203952,,,1610612748,22,17,2026-03-04T00:59:22Z,1150000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M34.00S,2026-03-04T00:58:59.7Z,1,REGULAR,substitution,out,[],1630558,,,1610612748,22,17,2026-03-04T00:59:22Z,1160000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M34.00S,2026-03-04T00:58:59.7Z,1,REGULAR,substitution,out,[],1641730,,,1610612748,22,17,2026-03-04T00:59:22Z,1170000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M34.00S,2026-03-04T00:58:59.7Z,1,REGULAR,substitution,in,[],1631323,,,1610612748,22,17,2026-03-04T00:59:22Z,1180000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M34.00S,2026-03-04T00:58:59.7Z,1,REGULAR,substitution,in,[],1628389,,,1610612748,22,17,2026-03-04T00:59:22Z,1190000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M34.00S,2026-03-04T00:58:59.7Z,1,REGULAR,substitution,in,[],1642857,,,1610612748,22,17,2026-03-04T00:59:22Z,1200000,False,,,0,,SUB in: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M34.00S,2026-03-04T00:58:59.7Z,1,REGULAR,substitution,in,[],1642874,,,1610612748,22,17,2026-03-04T00:59:22Z,1210000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M34.00S,2026-03-04T00:58:57.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631170,,,1610612748,22,17,2026-03-04T00:59:24Z,1220000,False,,,0,,MISS J. Jaquez Jr. Free Throw 2 of 2,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
123,PT03M28.00S,2026-03-04T00:59:03.0Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,22,17,2026-03-04T00:59:24Z,1230000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,122.0,2.0,1.0,1.0,,,,,,,,,,,,,,
124,PT03M18.00S,2026-03-04T00:59:34.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642874,92.9862023653088,49.01960784313725,1610612751,22,19,2026-03-04T00:59:39Z,1240000,False,-5.0,13.0,1,right,D. Wolf cutting DUNK (2 PTS) (D. Sharpe 1 AST),"[1642874, 1630549]",1610612751.0,BKN,cutting,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,2.0,,,,,,D. Sharpe,1630549.0,1.0
126,PT03M09.00S,2026-03-04T00:59:45.7Z,1,REGULAR,turnover,backcourt,[],1642857,,,1610612748,22,19,2026-03-04T01:00:08Z,1260000,False,,,0,,K. Jakučionis backcourt TURNOVER (1 TO),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,,,,,
135,PT03M09.00S,2026-03-04T01:00:02.3Z,1,REGULAR,substitution,out,[],1629008,,,1610612751,22,19,2026-03-04T01:01:12Z,1265000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M09.00S,2026-03-04T01:00:02.3Z,1,REGULAR,substitution,in,[],1631169,,,1610612751,22,19,2026-03-04T01:01:12Z,1267500,False,,,0,,SUB in: J. Minott,[1631169],1610612751.0,BKN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M58.00S,2026-03-04T01:00:19.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,93.51182654402102,51.9607843137255,1610612751,22,21,2026-03-04T01:02:48Z,1270000,False,10.0,8.0,1,right,D. Sharpe alley-oop Layup (2 PTS) (D. Wolf 1 AST),"[1630549, 1642874]",1610612751.0,BKN,alley-oop,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,,,,2.0,,,,,,D. Wolf,1642874.0,1.0
129,PT02M45.00S,2026-03-04T01:00:32.5Z,1,REGULAR,3pt,Jump Shot,[],1631323,4.681340341655716,3.9215686274509802,1610612748,22,21,2026-03-04T01:00:50Z,1290000,False,230.0,-8.0,1,left,MISS S. Fontecchio 3PT,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
130,PT02M42.00S,2026-03-04T01:00:36.5Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,22,21,2026-03-04T01:00:36Z,1300000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Right Corner 3,24+ Right,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,
131,PT02M38.00S,2026-03-04T01:00:40.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642879,93.77463863337714,51.225490196078425,1610612751,22,23,2026-03-04T01:03:33Z,1310000,False,6.0,6.0,1,right,B. Saraf running Layup (4 PTS) (D. Wolf 2 AST),"[1642879, 1642874]",1610612751.0,BKN,running,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,,,,4.0,,,,,,D. Wolf,1642874.0,2.0
132,PT02M26.00S,2026-03-04T01:00:51.8Z,1,REGULAR,3pt,Jump Shot,[],1631323,21.895532194480946,89.4607843137255,1610612748,22,23,2026-03-04T01:00:58Z,1320000,False,-197.0,153.0,1,left,MISS S. Fontecchio 24' 3PT,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,24.99,Missed,,,,,,,,,,,,,,,,,,
133,PT02M22.00S,2026-03-04T01:00:55.8Z,1,REGULAR,rebound,offensive,[],1642857,,,1610612748,22,23,2026-03-04T01:00:58Z,1330000,False,,,0,,K. Jakučionis REBOUND (Off:1 Def:0),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,,,132.0,1.0,0.0,1.0,,,,,,,,,,,,,,
134,PT02M20.00S,2026-03-04T01:00:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642857,6.258212877792378,49.50980392156863,1610612748,24,23,2026-03-04T01:01:02Z,1340000,False,2.0,6.0,1,left,K. Jakučionis putback Layup (2 PTS),[1642857],1610612748.0,MIA,putback,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,,,,,,2.0,,,,,,,,
137,PT02M04.00S,2026-03-04T01:01:13.4Z,1,REGULAR,3pt,Jump Shot,[],1642874,66.96780551905388,54.90196078431373,1610612751,24,26,2026-03-04T01:01:18Z,1350000,False,25.0,258.0,1,right,D. Wolf 25' 3PT pullup (5 PTS),[1642874],1610612751.0,BKN,pullup,,,Wolf,D. Wolf,,,,,Above the Break 3,24+ Center,25.92,Made,,,,,,,,,,5.0,,,,,,,,
138,PT01M45.00S,2026-03-04T01:01:32.7Z,1,REGULAR,3pt,Jump Shot,[],1628389,31.882391590013142,57.84313725490197,1610612748,27,26,2026-03-04T01:01:37Z,1360000,False,-39.0,247.0,1,left,B. Adebayo 25' 3PT  (11 PTS) (J. Jaquez Jr. 1 AST),"[1628389, 1631170]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.03,Made,,,,,,,,,,11.0,,,,,,J. Jaquez Jr.,1631170.0,1.0
140,PT01M34.00S,2026-03-04T01:01:44.8Z,1,REGULAR,turnover,bad pass,[],1642879,,,1610612751,27,26,2026-03-04T01:01:50Z,1380000,False,,,0,,B. Saraf bad pass TURNOVER (1 TO),"[1642879, 1628389]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Adebayo,1628389.0,,,,,
141,PT01M34.00S,2026-03-04T01:01:44.8Z,1,REGULAR,steal,,[],1628389,,,1610612748,27,26,2026-03-04T01:01:46Z,1390000,False,,,0,,B. Adebayo STEAL (4 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
142,PT01M29.00S,2026-03-04T01:01:48.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628389,6.389618922470433,52.94117647058824,1610612748,27,26,2026-03-04T01:01:57Z,1400000,False,-15.0,8.0,1,left,MISS B. Adebayo running finger roll Layup,[1628389],1610612748.0,MIA,running finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.65,Missed,,,,,,,,,,,,,,,,,,
143,PT01M25.00S,2026-03-04T01:01:52.6Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,27,26,2026-03-04T01:01:57Z,1410000,False,,,0,,K. Ware REBOUND (Off:1 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,142.0,3.0,2.0,1.0,,,,,,,,,,,,,,
146,PT01M23.00S,2026-03-04T01:01:54.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642276,5.590000152587891,50.0,1610612748,29,26,2026-03-04T01:04:45Z,1440000,False,0.0,0.0,1,left,K. Ware tip Layup (2 PTS),[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
147,PT01M07.00S,2026-03-04T01:02:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642874,93.77463863337714,55.88235294117647,1610612751,29,28,2026-03-04T01:02:15Z,1450000,False,29.0,6.0,1,right,D. Wolf driving Layup (7 PTS) (D. Sharpe 2 AST),"[1642874, 1630549]",1610612751.0,BKN,driving,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,3.0,Made,,,,,,,,,,7.0,,,,,,D. Sharpe,1630549.0,2.0
148,PT00M47.60S,2026-03-04T01:02:32.4Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612748,29,28,2026-03-04T01:05:41Z,1460000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[1630549, 1631170]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202041.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,,,,,
150,PT00M47.60S,2026-03-04T01:02:50.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,29,28,2026-03-04T01:02:50Z,1480000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M47.60S,2026-03-04T01:05:52.8Z,1,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,30,28,2026-03-04T01:05:52Z,1490000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (2 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
156,PT00M47.60S,2026-03-04T01:06:06.2Z,1,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,31,28,2026-03-04T01:06:06Z,1500000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (3 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
157,PT00M30.80S,2026-03-04T01:06:25.3Z,1,REGULAR,2pt,Jump Shot,[],1630533,79.188567674113,60.78431372549019,1610612751,31,28,2026-03-04T01:06:29Z,1510000,False,54.0,143.0,1,right,MISS Z. Williams 15' pullup Shot,[1630533],1610612751.0,BKN,pullup,,,Williams,Z. Williams,,,,,Mid-Range,8-16 Center,15.29,Missed,,,,,,,,,,,,,,,,,,
158,PT00M28.90S,2026-03-04T01:06:27.2Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,31,28,2026-03-04T01:06:27Z,1520000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:2),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Center,,,157.0,2.0,2.0,0.0,,,,,,,,,,,,,,
159,PT00M19.40S,2026-03-04T01:06:37.7Z,1,REGULAR,3pt,Jump Shot,[],1642857,12.434296977660972,95.34313725490196,1610612748,34,28,2026-03-04T01:06:56Z,1530000,False,-227.0,64.0,1,left,K. Jakučionis 3PT  (5 PTS) (B. Adebayo 1 AST),"[1642857, 1628389]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Left Corner 3,24+ Left,23.57,Made,,,,,,,,,,5.0,,,,,,B. Adebayo,1628389.0,1.0
166,PT00M01.80S,2026-03-04T01:07:03.1Z,1,REGULAR,turnover,bad pass,[],1642879,,,1610612751,34,28,2026-03-04T01:07:53Z,1565000,False,,,0,,B. Saraf bad pass TURNOVER (2 TO),"[1642879, 1631323]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,Fontecchio,1631323.0,,,,,
167,PT00M01.80S,2026-03-04T01:07:03.1Z,1,REGULAR,steal,,[],1631323,,,1610612748,34,28,2026-03-04T01:07:53Z,1567500,False,,,0,,S. Fontecchio STEAL (1 STL),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M00.40S,2026-03-04T01:07:10.2Z,1,REGULAR,heave,,['fromturnover'],0,,,1610612748,34,28,2026-03-04T01:08:31Z,1570000,False,,,0,,MIA Heave,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,59.47,,,,,,,,,,,,,,,,,,,
164,PT00M00.10S,2026-03-04T01:07:10.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,34,28,2026-03-04T01:08:31Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,163.0,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2026-03-04T01:07:17.6Z,1,REGULAR,period,end,[],0,,,1610612748,34,28,2026-03-04T01:07:17Z,1590000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-03-04T01:09:44.5Z,2,REGULAR,period,start,[],0,,,1610612751,34,28,2026-03-04T01:09:44Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
