actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-04T00:41:22.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-04T00:41:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-04T00:41:25.7Z,1,REGULAR,jumpball,recovered,[],1642066,,,1610612748,0,0,2026-02-04T00:41:25Z,40000,False,,,0,,Jump Ball B. Adebayo vs. C. Koloko: Tip to M. Gardner,"[1642066, 1628389, 1631132]",1610612748.0,MIA,startperiod,M. Gardner,1642066.0,Gardner,M. Gardner,Adebayo,1628389.0,Koloko,1631132.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2026-02-04T00:41:35.1Z,1,REGULAR,2pt,Jump Shot,[],1628389,13.87976346911958,22.30392156862745,1610612748,0,0,2026-02-04T00:41:40Z,70000,False,138.0,78.0,1,left,MISS B. Adebayo 15' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,15.9,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-02-04T00:41:38.1Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,0,0,2026-02-04T00:41:40Z,80000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2026-02-04T00:41:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629638,75.64060446780552,11.76470588235294,1610612737,0,0,2026-02-04T00:42:41Z,90000,False,-191.0,176.0,1,right,MISS N. Alexander-Walker 26' step back 3PT,[1629638],1610612737.0,ATL,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2026-02-04T00:41:49.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,0,0,2026-02-04T00:41:56Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,9.0,,,,,,,,,,,,,,,,,
12,PT11M26.00S,2026-02-04T00:42:03.4Z,1,REGULAR,foul,personal,[],1630552,,,1610612748,0,0,2026-02-04T00:42:13Z,120000,False,,,0,,J. Johnson personal FOUL (1 PF),"[1630552, 1631323]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628487.0,1.0,0.0,Fontecchio,1631323.0,,,,,,,,,
14,PT11M19.00S,2026-02-04T00:42:21.8Z,1,REGULAR,3pt,Jump Shot,[],1631323,10.726018396846255,95.09803921568627,1610612748,3,0,2026-02-04T00:42:28Z,140000,False,-225.0,48.0,1,left,S. Fontecchio 3PT step back (3 PTS) (D. Mitchell 1 AST),"[1631323, 1630558]",1610612748.0,MIA,step back,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,23.06,Made,,,,,,,,,,3.0,D. Mitchell,1630558.0,1.0,,,,,
15,PT10M52.00S,2026-02-04T00:42:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,90.09526938239159,37.254901960784316,1610612737,3,2,2026-02-04T00:42:55Z,150000,False,-64.0,41.0,1,right,N. Alexander-Walker 7' driving finger roll Layup (2 PTS),[1629638],1610612737.0,ATL,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,7.55,Made,,,,,,,,,,2.0,,,,,,,,
16,PT10M43.00S,2026-02-04T00:42:57.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641796,5.075558475689881,50.0,1610612748,5,2,2026-02-04T00:43:10Z,160000,False,0.0,-5.0,1,left,P. Larsson alley-oop DUNK (2 PTS) (D. Mitchell 2 AST),"[1641796, 1630558]",1610612748.0,MIA,alley-oop,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,0.48,Made,,,,,,,,,,2.0,D. Mitchell,1630558.0,2.0,,,,,
