actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-09T01:12:07.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-09T01:12:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-11-09T01:12:11.5Z,1,REGULAR,jumpball,recovered,[],203952,,,1610612748,0,0,2025-11-09T01:12:11Z,40000,False,,,0,,Jump Ball K. Ware vs. D. Clingan: Tip to A. Wiggins,"[203952, 1642276, 1642270]",1610612748.0,MIA,startperiod,A. Wiggins,203952.0,Wiggins,A. Wiggins,Ware,1642276.0,Clingan,1642270.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-11-09T01:12:21.7Z,1,REGULAR,2pt,Jump Shot,[],203952,17.559132720105126,29.65686274509804,1610612748,0,0,2025-11-09T01:12:49Z,70000,False,102.0,113.0,1,left,MISS A. Wiggins 15' pullup Shot,[203952],1610612748.0,MIA,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,15.17,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-11-09T01:12:24.7Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,0,0,2025-11-09T01:12:32Z,80000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-11-09T01:12:32.1Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,0,0,2025-11-09T01:12:36Z,90000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1626181]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Powell,1626181.0,,,,,,,,,,,
10,PT11M35.00S,2025-11-09T01:12:32.1Z,1,REGULAR,steal,,[],1626181,,,1610612748,0,0,2025-11-09T01:12:35Z,100000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
11,PT11M29.00S,2025-11-09T01:12:37.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203952,4.155716162943495,43.38235294117647,1610612748,0,0,2025-11-09T01:12:43Z,110000,False,33.0,-13.0,1,left,MISS A. Wiggins alley-oop DUNK,[203952],1610612748.0,MIA,alley-oop,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,
12,PT11M27.00S,2025-11-09T01:12:40.4Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,0,0,2025-11-09T01:12:40Z,120000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M23.00S,2025-11-09T01:12:44.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641739,85.75886990801577,94.6078431372549,1610612757,0,0,2025-11-09T01:13:34Z,130000,False,223.0,81.0,1,right,MISS T. Camara running pullup 3PT,[1641739],1610612757.0,POR,running pullup,,,Camara,T. Camara,,,,,Right Corner 3,24+ Right,23.74,Missed,,,,,,,,,,,,,,,,,,
14,PT11M20.00S,2025-11-09T01:12:47.1Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,0,0,2025-11-09T01:12:49Z,140000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M15.00S,2025-11-09T01:12:51.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630558,7.178055190538765,52.20588235294118,1610612748,0,0,2025-11-09T01:14:06Z,150000,False,-11.0,15.0,1,left,MISS D. Mitchell running Layup,[1630558],1610612748.0,MIA,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,,
16,PT11M12.00S,2025-11-09T01:12:54.5Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,0,0,2025-11-09T01:12:59Z,160000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT11M08.00S,2025-11-09T01:12:58.2Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630166,90.09526938239159,49.754901960784316,1610612757,0,2,2025-11-09T01:15:11Z,170000,False,-1.0,41.0,1,right,D. Avdija driving floating Jump Shot (2 PTS),[1630166],1610612757.0,POR,driving floating,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,4.06,Made,,,,,,,,2.0,,,,,,,,,,
18,PT11M05.00S,2025-11-09T01:13:06.4Z,1,REGULAR,3pt,Jump Shot,[],1626181,27.020367936925098,80.88235294117648,1610612748,0,2,2025-11-09T01:16:00Z,180000,False,-154.0,201.0,1,left,MISS N. Powell 25' pullup 3PT,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
19,PT11M03.00S,2025-11-09T01:13:08.4Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,0,2,2025-11-09T01:16:00Z,190000,False,,,0,,K. Ware REBOUND (Off:1 Def:0),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,,,
20,PT10M59.00S,2025-11-09T01:13:12.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642276,7.440867279894875,40.44117647058824,1610612748,0,2,2025-11-09T01:17:13Z,200000,False,48.0,17.0,1,left,MISS K. Ware floating Shot,[1642276],1610612748.0,MIA,floating,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,5.09,Missed,,,,,,,,,,,,,,,,,,
21,PT10M58.00S,2025-11-09T01:13:13.7Z,1,REGULAR,rebound,offensive,[],1642276,,,1610612748,0,2,2025-11-09T01:17:13Z,210000,False,,,0,,K. Ware REBOUND (Off:2 Def:0),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,20.0,2.0,0.0,2.0,,,,,,,,,,,,,,
22,PT10M46.00S,2025-11-09T01:13:21.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,24.52365308804205,84.80392156862744,1610612748,3,2,2025-11-09T01:13:27Z,220000,False,-174.0,178.0,1,left,D. Mitchell 24' 3PT  (3 PTS) (N. Powell 1 AST),"[1630558, 1626181]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,24.89,Made,,,,,,,,3.0,N. Powell,1626181.0,1.0,,,,,,,
23,PT10M30.00S,2025-11-09T01:13:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,93.64323258869908,52.94117647058824,1610612757,3,4,2025-11-09T01:13:41Z,230000,False,15.0,7.0,1,right,D. Avdija driving Layup (4 PTS),[1630166],1610612757.0,POR,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,,,4.0,,,,,,,,,,
24,PT10M18.00S,2025-11-09T01:13:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,9.806176084099869,57.84313725490197,1610612748,3,4,2025-11-09T04:18:59Z,240000,False,-39.0,40.0,1,left,MISS N. Powell driving floating bank Shot,[1626181],1610612748.0,MIA,driving floating bank,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,,,,,,,
25,PT10M15.00S,2025-11-09T01:13:52.4Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,3,4,2025-11-09T01:13:55Z,250000,False,,,0,,D. Clingan REBOUND (Off:0 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT10M12.00S,2025-11-09T01:13:55.5Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,3,4,2025-11-09T01:28:02Z,260000,False,,,0,,S. Sharpe bad pass TURNOVER (2 TO),"[1631101, 1630558]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left,,,,,,,2.0,Mitchell,1630558.0,,,,,,,,,,,
27,PT10M12.00S,2025-11-09T01:13:55.5Z,1,REGULAR,steal,,[],1630558,,,1610612748,3,4,2025-11-09T01:28:02Z,270000,False,,,0,,D. Mitchell STEAL (1 STL),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
28,PT10M02.00S,2025-11-09T01:14:06.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641796,17.427726675427067,94.11764705882352,1610612748,3,4,2025-11-09T01:14:12Z,280000,False,-221.0,111.0,1,left,MISS P. Larsson 24' 3PT,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,24.71,Missed,,,,,,,,,,,,,,,,,,
29,PT10M02.00S,2025-11-09T01:14:06.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,3,4,2025-11-09T01:31:31Z,290000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,28.0,,,,,,,,,,,,,,,,,
