actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
177,PT00M01.00S,2025-11-20T01:07:10.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,83.78777923784494,58.333333333333336,1610612748,29,20,2025-11-20T01:07:58Z,1750000,False,42.0,100.0,1,right,MISS J. Jaquez Jr. 10' pullup Shot,[1631170],1610612748.0,MIA,pullup,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.83,Missed,,,,,,,,,,,,,,,,,,
178,PT00M01.00S,2025-11-20T01:07:10.6Z,1,REGULAR,rebound,defensive,[],1630541,,,1610612744,29,20,2025-11-20T01:07:20Z,1760000,False,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),8-16 Center,,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,
179,PT00M00.60S,2025-11-20T01:07:21.6Z,1,REGULAR,heave,,[],0,,,1610612744,29,20,2025-11-20T01:08:02Z,1770000,False,,,0,,GSW Heave,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),8-16 Center,71.5,,,,,,,,,,,,,,,,,,,
180,PT00M00.10S,2025-11-20T01:07:22.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,29,20,2025-11-20T01:07:56Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Center,,,,179.0,,,,,,,,,,,,,,,,
181,PT00M00.00S,2025-11-20T01:07:39.2Z,1,REGULAR,period,end,[],0,,,1610612744,29,20,2025-11-20T01:07:43Z,1790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2025-11-20T01:07:55.1Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,29,20,2025-11-20T01:09:58Z,1800000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2025-11-20T01:07:55.1Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612744,29,20,2025-11-20T01:09:58Z,1810000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2025-11-20T01:07:55.1Z,2,REGULAR,substitution,in,['startperiod'],1642954,,,1610612744,29,20,2025-11-20T01:09:58Z,1820000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-11-20T01:07:55.1Z,2,REGULAR,substitution,in,['startperiod'],1630611,,,1610612744,29,20,2025-11-20T01:09:58Z,1830000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-11-20T01:09:58.6Z,2,REGULAR,period,start,[],0,,,1610612744,29,20,2025-11-20T01:09:58Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M40.00S,2025-11-20T01:10:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642366,5.995400788436268,52.450980392156865,1610612744,29,22,2025-11-20T01:10:25Z,1850000,False,-12.0,4.0,1,left,Q. Post reverse Layup (2 PTS) (P. Spencer 3 AST),"[1642366, 1630311]",1610612744.0,GSW,reverse,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,1.29,Made,2.0,,,,,P. Spencer,1630311.0,3.0,,,,,,,,,,
189,PT11M19.00S,2025-11-20T01:10:38.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642276,93.64323258869908,63.970588235294116,1610612748,29,22,2025-11-20T01:10:46Z,1870000,False,70.0,7.0,1,right,MISS K. Ware 7' turnaround fadeaway Shot,[1642276],1610612748.0,MIA,turnaround fadeaway,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,7.03,Missed,,,,,,,,,,,,,,,,,,
190,PT11M18.00S,2025-11-20T01:10:39.2Z,2,REGULAR,rebound,defensive,[],1630311,,,1610612744,29,22,2025-11-20T01:10:46Z,1880000,False,,,0,,P. Spencer REBOUND (Off:0 Def:1),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,
191,PT11M09.00S,2025-11-20T01:10:48.2Z,2,REGULAR,3pt,Jump Shot,[],1630541,6.258212877792378,3.431372549019608,1610612744,29,22,2025-11-20T01:10:52Z,1890000,False,233.0,6.0,1,left,MISS M. Moody 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
192,PT11M07.00S,2025-11-20T01:10:50.2Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,29,22,2025-11-20T01:10:52Z,1900000,False,,,0,,K. Ware REBOUND (Off:0 Def:5),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Right Corner 3,24+ Right,,,,191.0,5.0,5.0,0.0,,,,,,,,,,,,,
193,PT11M00.00S,2025-11-20T01:10:58.1Z,2,REGULAR,3pt,Jump Shot,[],1642276,66.17936925098554,52.450980392156865,1610612748,29,22,2025-11-20T01:11:03Z,1910000,False,12.0,265.0,1,right,MISS K. Ware 26' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
194,PT10M56.00S,2025-11-20T01:11:02.1Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,29,22,2025-11-20T01:11:03Z,1920000,False,,,0,,M. Moody REBOUND (Off:0 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Center,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,,
195,PT10M44.00S,2025-11-20T01:11:14.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630311,13.222733245729303,60.78431372549019,1610612744,29,22,2025-11-20T01:11:17Z,1930000,False,-54.0,72.0,1,left,MISS P. Spencer 8' pullup Shot,[1630311],1610612744.0,GSW,pullup,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Left,8.98,Missed,,,,,,,,,,,,,,,,,,
196,PT10M42.00S,2025-11-20T01:11:16.3Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,29,22,2025-11-20T01:11:17Z,1940000,False,,,0,,K. Ware REBOUND (Off:0 Def:6),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Left,,,,195.0,6.0,6.0,0.0,,,,,,,,,,,,,
197,PT10M30.00S,2025-11-20T01:11:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,84.1819973718791,48.77450980392157,1610612748,31,22,2025-11-20T01:11:33Z,1950000,False,-6.0,96.0,1,right,A. Wiggins 9' turnaround fadeaway Jump Shot (7 PTS) (S. Fontecchio 1 AST),"[203952, 1631323]",1610612748.0,MIA,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,9.64,Made,7.0,,,,,S. Fontecchio,1631323.0,1.0,,,,,,,,,,
198,PT10M12.00S,2025-11-20T01:11:45.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642366,11.251642575558476,50.245098039215684,1610612744,31,24,2025-11-20T01:11:50Z,1960000,False,-1.0,53.0,1,left,Q. Post turnaround Hook (4 PTS) (M. Moody 1 AST),"[1642366, 1630541]",1610612744.0,GSW,turnaround,,,Post,Q. Post,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,4.0,,,,,M. Moody,1630541.0,1.0,,,,,,,,,,
204,PT10M02.00S,2025-11-20T01:11:52.6Z,2,REGULAR,turnover,out-of-bounds,[],1631323,,,1610612748,31,24,2025-11-20T01:14:29Z,1975000,False,,,0,,S. Fontecchio lost ball out-of-bounds TURNOVER (2 TO),[1631323],1610612748.0,MIA,lost ball,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1627962.0,,,,,,,2.0,,
202,PT10M02.00S,2025-11-20T01:12:26.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,31,24,2025-11-20T01:14:29Z,1990000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M52.00S,2025-11-20T01:15:19.7Z,2,REGULAR,turnover,bad pass,[],1630541,,,1610612744,31,24,2025-11-20T01:15:23Z,2010000,False,,,0,,M. Moody bad pass TURNOVER (1 TO),"[1630541, 1630696]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Smith,1630696.0
206,PT09M52.00S,2025-11-20T01:15:19.7Z,2,REGULAR,steal,,[],1630696,,,1610612748,31,24,2025-11-20T01:15:21Z,2020000,False,,,0,,D. Smith STEAL (1 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
207,PT09M47.00S,2025-11-20T01:15:23.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203952,83.26215505913272,38.970588235294116,1610612748,31,24,2025-11-20T02:48:38Z,2030000,False,-55.0,105.0,1,right,MISS A. Wiggins 11' driving Layup - blocked,"[203952, 1630611]",1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,11.84,Missed,,,,,,,,,,,,,,Santos,1630611.0,,,
208,PT09M47.00S,2025-11-20T01:15:23.6Z,2,REGULAR,block,,[],1630611,,,1610612748,31,24,2025-11-20T01:15:26Z,2040000,False,,,0,,G. Santos BLOCK (1 BLK),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
209,PT09M44.00S,2025-11-20T01:15:26.6Z,2,REGULAR,rebound,defensive,[],1630311,,,1610612744,31,24,2025-11-20T01:15:34Z,2050000,False,,,0,,P. Spencer REBOUND (Off:0 Def:2),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,207.0,2.0,2.0,0.0,,,,,,,,,,,,,
210,PT09M33.00S,2025-11-20T01:15:38.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630541,6.521024967148489,49.754901960784316,1610612744,31,26,2025-11-20T01:15:45Z,2060000,False,1.0,9.0,1,left,M. Moody cutting DUNK (7 PTS) (Q. Post 1 AST),"[1630541, 1642366]",1610612744.0,GSW,cutting,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,0.89,Made,7.0,,,,,Q. Post,1642366.0,1.0,,,,,,,,,,
212,PT09M20.00S,2025-11-20T01:15:59.3Z,2,REGULAR,3pt,Jump Shot,[],1631323,90.75229960578186,3.9215686274509802,1610612748,34,26,2025-11-20T01:16:21Z,2080000,False,-230.0,34.0,1,right,S. Fontecchio 3PT  (7 PTS) (J. Jaquez Jr. 2 AST),"[1631323, 1631170]",1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,23.3,Made,7.0,,,,,J. Jaquez Jr.,1631170.0,2.0,,,,,,,,,,
214,PT09M03.00S,2025-11-20T01:16:17.0Z,2,REGULAR,3pt,Jump Shot,[],1630541,17.16491458607096,4.6568627450980395,1610612744,34,26,2025-11-20T01:16:23Z,2100000,False,227.0,109.0,1,left,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
215,PT09M03.00S,2025-11-20T01:16:17.0Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612748,34,26,2025-11-20T01:16:23Z,2110000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:2),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,214.0,3.0,2.0,1.0,,,,,,,,,,,,,
216,PT08M59.00S,2025-11-20T01:16:23.5Z,2,REGULAR,foul,personal,[],1642954,,,1610612748,34,26,2025-11-20T01:16:34Z,2120000,False,,,0,,W. Richard personal FOUL (1 PF),"[1642954, 1631323]",1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2714.0,1.0,0.0,Fontecchio,1631323.0,,,,,
218,PT08M53.00S,2025-11-20T01:16:47.1Z,2,REGULAR,3pt,Jump Shot,[],1631323,66.83639947437582,53.431372549019606,1610612748,34,26,2025-11-20T01:17:25Z,2140000,False,17.0,259.0,1,right,MISS S. Fontecchio 25' 3PT,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
219,PT08M50.00S,2025-11-20T01:16:50.1Z,2,REGULAR,rebound,defensive,[],1642954,,,1610612744,34,26,2025-11-20T01:17:25Z,2150000,False,,,0,,W. Richard REBOUND (Off:0 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Center,,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,
220,PT08M47.00S,2025-11-20T01:16:53.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642954,30.56833114323259,64.95098039215686,1610612744,34,26,2025-11-20T01:17:11Z,2160000,False,-75.0,235.0,1,left,MISS W. Richard 24' running pullup 3PT,[1642954],1610612744.0,GSW,running pullup,,,Richard,W. Richard,,,,,Above the Break 3,24+ Center,24.64,Missed,,,,,,,,,,,,,,,,,,
221,PT08M44.00S,2025-11-20T01:16:56.9Z,2,REGULAR,rebound,defensive,[],203952,,,1610612748,34,26,2025-11-20T01:17:11Z,2170000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:4),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,220.0,4.0,4.0,0.0,,,,,,,,,,,,,
222,PT08M36.00S,2025-11-20T01:17:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642276,92.85479632063075,52.20588235294118,1610612748,36,26,2025-11-20T01:17:14Z,2180000,False,11.0,15.0,1,right,K. Ware Layup (2 PTS) (J. Jaquez Jr. 3 AST),"[1642276, 1631170]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,J. Jaquez Jr.,1631170.0,3.0,,,,,,,,,,
224,PT08M13.00S,2025-11-20T01:17:27.5Z,2,REGULAR,3pt,Jump Shot,[],1630611,22.552562417871222,88.72549019607843,1610612744,36,26,2025-11-20T01:17:39Z,2200000,False,-194.0,159.0,1,left,MISS G. Santos 25' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
225,PT08M13.00S,2025-11-20T01:17:27.5Z,2,REGULAR,rebound,offensive,[],1630611,,,1610612744,36,26,2025-11-20T01:17:39Z,2210000,False,,,0,,G. Santos REBOUND (Off:2 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Left Center,,,,224.0,3.0,1.0,2.0,,,,,,,,,,,,,
226,PT08M06.00S,2025-11-20T01:17:34.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642366,17.95335085413929,3.1862745098039214,1610612744,36,26,2025-11-20T01:17:42Z,2220000,False,234.0,116.0,1,left,MISS Q. Post 26' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
227,PT08M03.00S,2025-11-20T01:17:37.1Z,2,REGULAR,rebound,offensive,[],1642954,,,1610612744,36,26,2025-11-20T01:17:42Z,2230000,False,,,0,,W. Richard REBOUND (Off:1 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Right Center,,,,226.0,2.0,1.0,1.0,,,,,,,,,,,,,
228,PT08M02.00S,2025-11-20T01:17:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642954,8.09789750328515,43.872549019607845,1610612744,36,26,2025-11-20T01:17:46Z,2240000,False,31.0,24.0,1,left,MISS W. Richard driving Layup,[1642954],1610612744.0,GSW,driving,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,,
229,PT08M00.00S,2025-11-20T01:17:41.0Z,2,REGULAR,rebound,offensive,[],1630311,,,1610612744,36,26,2025-11-20T01:17:41Z,2250000,False,,,0,,P. Spencer REBOUND (Off:1 Def:2),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,,,,228.0,3.0,2.0,1.0,,,,,,,,,,,,,
230,PT07M58.00S,2025-11-20T01:17:42.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642366,23.73521681997372,9.803921568627452,1610612744,36,26,2025-11-20T01:17:49Z,2260000,False,201.0,171.0,1,left,MISS Q. Post 26' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,26.36,Missed,,,,,,,,,,,,,,,,,,
231,PT07M58.00S,2025-11-20T01:17:42.8Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,36,26,2025-11-20T01:17:49Z,2270000,False,,,0,,K. Ware REBOUND (Off:0 Def:7),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,,,,230.0,7.0,7.0,0.0,,,,,,,,,,,,,
232,PT07M50.00S,2025-11-20T01:17:54.4Z,2,REGULAR,foul,personal,[],1630541,,,1610612748,36,26,2025-11-20T01:18:17Z,2280000,False,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1631170]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2002.0,1.0,0.0,Jaquez Jr.,1631170.0,,,,,
234,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,out,[],1631323,,,1610612748,36,26,2025-11-20T01:18:20Z,2300000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,out,[],1630541,,,1610612748,36,26,2025-11-20T01:18:20Z,2310000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,out,[],1642366,,,1610612748,36,26,2025-11-20T01:18:20Z,2320000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,out,[],1630311,,,1610612748,36,26,2025-11-20T01:18:20Z,2330000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,in,[],1626181,,,1610612748,36,26,2025-11-20T01:18:20Z,2340000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,in,[],1641764,,,1610612748,36,26,2025-11-20T01:18:20Z,2350000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,in,[],1627741,,,1610612748,36,26,2025-11-20T01:18:20Z,2360000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,in,[],1631218,,,1610612748,36,26,2025-11-20T01:18:20Z,2370000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,out,[],1630611,,,1610612748,36,26,2025-11-20T01:19:52Z,2375000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M50.00S,2025-11-20T01:18:02.0Z,2,REGULAR,substitution,in,[],1627780,,,1610612748,36,26,2025-11-20T01:19:52Z,2377500,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M43.00S,2025-11-20T01:18:34.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,94.30026281208936,45.588235294117645,1610612748,38,26,2025-11-20T01:18:39Z,2380000,False,-22.0,1.0,1,right,D. Smith cutting Layup (2 PTS) (N. Powell 1 AST),"[1630696, 1626181]",1610612748.0,MIA,cutting,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,,,,,N. Powell,1626181.0,1.0,,,,,,,,,,
245,PT07M32.00S,2025-11-20T01:18:49.4Z,2,REGULAR,substitution,out,[],1630696,,,1610612744,38,26,2025-11-20T01:18:53Z,2410000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M32.00S,2025-11-20T01:18:49.4Z,2,REGULAR,substitution,in,[],1630558,,,1610612744,38,26,2025-11-20T01:18:53Z,2420000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M28.00S,2025-11-20T01:19:11.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,10.463206307490145,49.754901960784316,1610612744,38,26,2025-11-20T04:30:38Z,2430000,False,1.0,46.0,1,left,MISS B. Podziemski floating Shot,[1641764],1610612744.0,GSW,floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,4.59,Missed,,,,,,,,,,,,,,,,,,
248,PT07M25.00S,2025-11-20T01:19:14.0Z,2,REGULAR,rebound,offensive,[],1631218,,,1610612744,38,26,2025-11-20T04:34:03Z,2440000,False,,,0,,T. Jackson-Davis REBOUND (Off:4 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,247.0,6.0,2.0,4.0,,,,,,,,,,,,,
726,PT07M25.00S,2025-11-20T01:19:18.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,4.812746386333772,48.77450980392157,1610612744,38,26,2025-11-20T04:30:59Z,2445000,False,6.0,-7.0,1,left,MISS T. Jackson-Davis tip Layup,[1631218],1610612744.0,GSW,tip,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,0.95,Missed,,,,,,,,,,,,,,,,,,
727,PT07M25.00S,2025-11-20T01:19:18.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,38,26,2025-11-20T04:30:59Z,2447500,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,726.0,,,,,,,,,,,,,,,,
249,PT07M18.00S,2025-11-20T01:19:25.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,92.85479632063075,38.970588235294116,1610612748,38,26,2025-11-20T01:21:40Z,2450000,False,-55.0,15.0,1,right,MISS J. Jaquez Jr. driving Layup,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
250,PT07M17.00S,2025-11-20T01:19:26.2Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,38,26,2025-11-20T01:21:40Z,2460000,False,,,0,,K. Ware REBOUND (Off:1 Def:7),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,249.0,8.0,7.0,1.0,,,,,,,,,,,,,
251,PT07M17.00S,2025-11-20T01:19:41.0Z,2,REGULAR,foul,personal,['2freethrow'],1627780,,,1610612748,38,26,2025-11-20T01:19:48Z,2470000,False,,,0,,G. Payton II shooting personal FOUL (2 PF) (Ware 2 FT),"[1627780, 1642276]",1610612744.0,GSW,shooting,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2714.0,2.0,0.0,Ware,1642276.0,,,,,
255,PT07M17.00S,2025-11-20T01:20:02.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1642276,,,1610612748,39,26,2025-11-20T01:20:02Z,2490000,False,,,0,,K. Ware Free Throw 1 of 2 (3 PTS),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
256,PT07M17.00S,2025-11-20T01:20:03.9Z,2,REGULAR,substitution,out,[],203952,,,1610612748,39,26,2025-11-20T01:20:09Z,2500000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M17.00S,2025-11-20T01:20:03.9Z,2,REGULAR,substitution,in,[],1641796,,,1610612748,39,26,2025-11-20T01:20:09Z,2520000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M17.00S,2025-11-20T01:20:02.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1642276,,,1610612748,39,26,2025-11-20T01:20:31Z,2540000,False,,,0,,MISS K. Ware Free Throw 2 of 2,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
