actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
534,PT12M00.00S,2026-03-09T00:00:25.1Z,4,REGULAR,substitution,out,['startperiod'],202699,,,1610612748,103,80,2026-03-09T00:01:49Z,5110000,False,,,0,,SUB out: T. Harris,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2026-03-09T00:00:25.1Z,4,REGULAR,substitution,out,['startperiod'],1642450,,,1610612748,103,80,2026-03-09T00:01:49Z,5120000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2026-03-09T00:00:25.1Z,4,REGULAR,substitution,in,['startperiod'],1630696,,,1610612748,103,80,2026-03-09T00:01:49Z,5130000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2026-03-09T00:00:25.1Z,4,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,103,80,2026-03-09T00:01:49Z,5140000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2026-03-09T00:00:25.1Z,4,REGULAR,substitution,in,['startperiod'],1630595,,,1610612748,103,80,2026-03-09T00:01:49Z,5150000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2026-03-09T00:00:25.1Z,4,REGULAR,substitution,in,['startperiod'],1629750,,,1610612748,103,80,2026-03-09T00:01:49Z,5160000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2026-03-09T00:02:01.2Z,4,REGULAR,period,start,[],0,,,1610612748,103,80,2026-03-09T00:02:01Z,5170000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT11M39.00S,2026-03-09T00:02:21.4Z,4,REGULAR,3pt,Jump Shot,[],1631170,68.80749014454665,75.24509803921569,1610612748,106,80,2026-03-09T00:02:27Z,5180000,False,126.0,241.0,1,right,J. Jaquez Jr. 27' 3PT  (17 PTS) (D. Smith 1 AST),"[1631170, 1630696]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,,27.18,Made,17.0,D. Smith,1630696.0,1.0,,,,,,,,,,,,,
543,PT11M22.00S,2026-03-09T00:02:38.6Z,4,REGULAR,turnover,bad pass,[],1630191,,,1610612765,106,80,2026-03-09T00:02:43Z,5200000,False,,,0,,I. Stewart bad pass TURNOVER (2 TO),"[1630191, 1642276]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,,,,,,,Ware,1642276.0,,
544,PT11M22.00S,2026-03-09T00:02:38.6Z,4,REGULAR,steal,,[],1642276,,,1610612748,106,80,2026-03-09T00:02:41Z,5210000,False,,,0,,K. Ware STEAL (2 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
545,PT11M12.00S,2026-03-09T00:02:48.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642857,91.01511169513797,47.549019607843135,1610612748,106,80,2026-03-09T01:58:53Z,5220000,False,-12.0,32.0,1,right,MISS K. Jakučionis cutting Layup - blocked,"[1642857, 1630191]",1610612748.0,MIA,cutting,,,Jakučionis,K. Jakučionis,,,,,Restricted Area,0-8 Center,,3.43,Missed,,,,,,,,,,,,,,,,Stewart,1630191.0
546,PT11M12.00S,2026-03-09T00:02:48.1Z,4,REGULAR,block,,[],1630191,,,1610612748,106,80,2026-03-09T00:02:51Z,5230000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
547,PT11M07.00S,2026-03-09T00:02:53.1Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612765,106,80,2026-03-09T00:02:55Z,5240000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,545.0,2.0,2.0,0.0,,,,,,,,,
548,PT11M06.00S,2026-03-09T00:02:57.3Z,4,REGULAR,turnover,out-of-bounds,[],1629750,,,1610612765,106,80,2026-03-09T00:03:07Z,5250000,False,,,0,,J. Green lost ball out-of-bounds TURNOVER (2 TO),[1629750],1610612765.0,DET,lost ball,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,,1627961.0,,,,,,,,
549,PT10M44.00S,2026-03-09T00:03:30.8Z,4,REGULAR,foul,personal,[],1630191,,,1610612748,106,80,2026-03-09T00:03:43Z,5260000,False,,,0,,I. Stewart personal FOUL (3 PF),"[1630191, 1631170]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,2882.0,3.0,0.0,Jaquez Jr.,1631170.0,,,,
551,PT10M30.00S,2026-03-09T00:04:01.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630696,87.07293035479631,2.696078431372549,1610612748,106,80,2026-03-09T00:04:07Z,5280000,False,-237.0,69.0,1,right,MISS D. Smith 24' 3PT,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Left Corner 3,24+ Left,,24.64,Missed,,,,,,,,,,,,,,,,,
552,PT10M27.00S,2026-03-09T00:04:04.9Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,106,80,2026-03-09T00:04:07Z,5290000,False,,,0,,R. Holland II REBOUND (Off:2 Def:4),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Left Corner 3,24+ Left,,,,,,,,551.0,6.0,4.0,2.0,,,,,,,,,
553,PT10M27.00S,2026-03-09T00:04:08.3Z,4,REGULAR,foul,personal,[],1642857,,,1610612765,106,80,2026-03-09T00:04:19Z,5300000,False,,,0,,K. Jakučionis personal FOUL (2 PF),"[1642857, 1641842]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1627961.0,2.0,0.0,Holland II,1641842.0,,,,
555,PT10M19.00S,2026-03-09T00:04:28.7Z,4,REGULAR,foul,personal,['2freethrow'],1642276,,,1610612765,106,80,2026-03-09T00:04:34Z,5320000,False,,,0,,K. Ware shooting personal FOUL (3 PF) (Cunningham 2 FT),"[1642276, 1630595]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,3.0,0.0,Cunningham,1630595.0,,,,
557,PT10M19.00S,2026-03-09T00:05:01.1Z,4,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,106,81,2026-03-09T00:05:01Z,5340000,False,,,0,,C. Cunningham Free Throw 1 of 2 (22 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,
559,PT10M19.00S,2026-03-09T00:05:43.7Z,4,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,106,82,2026-03-09T00:05:43Z,5360000,False,,,0,,C. Cunningham Free Throw 2 of 2 (23 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,
560,PT10M18.00S,2026-03-09T00:05:51.1Z,4,REGULAR,foul,personal,[],1641842,,,1610612748,106,82,2026-03-09T00:06:06Z,5370000,False,,,0,,R. Holland II personal FOUL (1 PF),"[1641842, 1630696]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,203593.0,1.0,0.0,Smith,1630696.0,,,,
562,PT10M08.00S,2026-03-09T00:06:15.2Z,4,REGULAR,3pt,Jump Shot,[],1631170,64.73390275952694,59.80392156862745,1610612748,106,82,2026-03-09T00:06:22Z,5390000,False,49.0,279.0,1,right,MISS J. Jaquez Jr. 28' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,28.33,Missed,,,,,,,,,,,,,,,,,
563,PT10M04.00S,2026-03-09T00:06:20.0Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,106,82,2026-03-09T00:06:20Z,5400000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,,,562.0,8.0,5.0,3.0,,,,,,,,,
564,PT10M01.00S,2026-03-09T00:06:22.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642857,80.89684625492772,94.6078431372549,1610612748,109,82,2026-03-09T00:06:26Z,5410000,False,223.0,127.0,1,right,K. Jakučionis 25' 3PT  (8 PTS) (B. Adebayo 5 AST),"[1642857, 1628389]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,,25.67,Made,8.0,B. Adebayo,1628389.0,5.0,,,,,,,,,,,,,
566,PT09M50.00S,2026-03-09T00:06:33.2Z,4,REGULAR,3pt,Jump Shot,[],1629750,23.603810775295663,13.480392156862745,1610612765,109,82,2026-03-09T00:06:38Z,5430000,False,183.0,169.0,1,left,MISS J. Green 24' 3PT,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,24.91,Missed,,,,,,,,,,,,,,,,,
567,PT09M47.00S,2026-03-09T00:06:36.8Z,4,REGULAR,rebound,offensive,[],1641842,,,1610612765,109,82,2026-03-09T00:06:36Z,5440000,False,,,0,,R. Holland II REBOUND (Off:3 Def:4),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,,,,,566.0,7.0,4.0,3.0,,,,,,,,,
568,PT09M44.00S,2026-03-09T00:06:39.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,27.808804204993432,79.41176470588235,1610612765,109,82,2026-03-09T00:12:02Z,5450000,False,-147.0,209.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,25.55,Missed,,,,,,,,,,,,,,,,,
569,PT09M39.00S,2026-03-09T00:06:44.2Z,4,REGULAR,rebound,defensive,[],1630696,,,1610612748,109,82,2026-03-09T00:06:45Z,5460000,False,,,0,,D. Smith REBOUND (Off:0 Def:2),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,568.0,2.0,2.0,0.0,,,,,,,,,
570,PT09M36.00S,2026-03-09T00:06:47.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631170,89.43823915900131,56.86274509803921,1610612748,111,82,2026-03-09T00:06:55Z,5470000,False,34.0,47.0,1,right,J. Jaquez Jr. running Layup (19 PTS) (D. Smith 2 AST),"[1631170, 1630696]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,5.8,Made,19.0,D. Smith,1630696.0,2.0,,,,,,,,,,,,,
572,PT09M26.00S,2026-03-09T00:07:00.5Z,4,REGULAR,turnover,bad pass,[],1630595,,,1610612765,111,82,2026-03-09T00:13:12Z,5490000,False,,,0,,C. Cunningham bad pass TURNOVER (4 TO),"[1630595, 1630696]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,4.0,,,,,,,,,,,,,,,,Smith,1630696.0,,
573,PT09M26.00S,2026-03-09T00:07:00.5Z,4,REGULAR,steal,,[],1630696,,,1610612748,111,82,2026-03-09T00:07:02Z,5500000,False,,,0,,D. Smith STEAL (2 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
574,PT09M19.00S,2026-03-09T00:07:04.4Z,4,REGULAR,turnover,lost ball,[],1642276,,,1610612748,111,82,2026-03-09T00:16:19Z,5510000,False,,,0,,K. Ware lost ball TURNOVER (1 TO),"[1642276, 1641842]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Right,1.0,,,,,,,,,,,,,,,,Holland II,1641842.0,,
575,PT09M19.00S,2026-03-09T00:07:04.4Z,4,REGULAR,steal,,[],1641842,,,1610612765,111,82,2026-03-09T00:07:08Z,5520000,False,,,0,,R. Holland II STEAL (1 STL),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
576,PT09M19.00S,2026-03-09T00:07:12.1Z,4,REGULAR,foul,personal,[],1642857,,,1610612765,111,82,2026-03-09T00:07:29Z,5530000,False,,,0,,K. Jakučionis personal FOUL (3 PF),"[1642857, 1641842]",1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2882.0,3.0,0.0,Holland II,1641842.0,,,,
578,PT08M59.00S,2026-03-09T00:07:38.2Z,4,REGULAR,foul,personal,[],1630696,,,1610612765,111,82,2026-03-09T00:07:48Z,5550000,False,,,0,,D. Smith personal FOUL (3 PF),"[1630696, 1630595]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,2882.0,3.0,0.0,Cunningham,1630595.0,,,,
580,PT08M51.00S,2026-03-09T00:08:04.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,31.882391590013142,65.68627450980392,1610612765,111,85,2026-03-09T00:08:11Z,5570000,False,-78.0,247.0,1,left,C. Cunningham 25' 3PT step back (26 PTS) (K. Huerter 2 AST),"[1630595, 1628989]",1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Center,,25.93,Made,26.0,K. Huerter,1628989.0,2.0,,,,,,,,,,,,,
582,PT08M34.00S,2026-03-09T00:08:23.6Z,4,REGULAR,foul,personal,[],1630191,,,1610612748,111,85,2026-03-09T00:08:32Z,5590000,False,,,0,,I. Stewart personal FOUL (4 PF),"[1630191, 1628389]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,203593.0,4.0,0.0,Adebayo,1628389.0,,,,
584,PT08M34.00S,2026-03-09T00:08:31.4Z,4,REGULAR,substitution,out,[],1641842,,,1610612748,111,85,2026-03-09T00:08:39Z,5610000,False,,,0,,SUB out: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT08M34.00S,2026-03-09T00:08:31.4Z,4,REGULAR,substitution,in,[],1629130,,,1610612748,111,85,2026-03-09T00:08:39Z,5620000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT08M34.00S,2026-03-09T00:08:42.0Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,111,85,2026-03-09T00:08:48Z,5630000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,203593.0,,,,,,,,
587,PT08M22.00S,2026-03-09T00:09:00.8Z,4,REGULAR,turnover,out-of-bounds,[],1631170,,,1610612748,111,85,2026-03-09T00:09:12Z,5640000,False,,,0,,J. Jaquez Jr. bad pass out-of-bounds TURNOVER (1 TO),[1631170],1610612748.0,MIA,bad pass,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Left,1.0,,,,,,,,,,,1627961.0,,,,,,,,
588,PT08M11.00S,2026-03-09T00:09:14.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630191,9.806176084099869,54.90196078431373,1610612765,111,85,2026-03-09T00:09:21Z,5650000,False,-25.0,40.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,4.67,Missed,,,,,,,,,,,,,,,,,
589,PT08M10.00S,2026-03-09T00:09:15.2Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,111,85,2026-03-09T00:09:21Z,5660000,False,,,0,,I. Stewart REBOUND (Off:3 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,588.0,4.0,1.0,3.0,,,,,,,,,
591,PT08M10.00S,2026-03-09T00:09:23.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,10.988830486202366,58.08823529411765,1610612765,111,87,2026-03-09T00:09:39Z,5680000,False,-40.0,51.0,1,left,I. Stewart 6' tip Layup (8 PTS),[1630191],1610612765.0,DET,tip,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,6.49,Made,8.0,,,,,,,,,,,,,,,,
592,PT08M10.00S,2026-03-09T00:09:53.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,111,87,2026-03-09T00:09:53Z,5690000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M46.00S,2026-03-09T00:13:05.7Z,4,REGULAR,2pt,Jump Shot,[],1642276,83.78777923784494,12.745098039215685,1610612748,113,87,2026-03-09T00:13:11Z,5720000,False,-186.0,100.0,1,right,K. Ware 21' Jump Shot (10 PTS) (B. Adebayo 6 AST),"[1642276, 1628389]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Left,,21.14,Made,10.0,B. Adebayo,1628389.0,6.0,,,,,,,,,,,,,
597,PT07M36.00S,2026-03-09T00:13:20.3Z,4,REGULAR,violation,kicked ball,[],1628389,,,1610612765,113,87,2026-03-09T00:13:26Z,5740000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,203593.0,,,,,,,,
598,PT07M31.00S,2026-03-09T00:13:36.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642276,,,1610612765,113,87,2026-03-09T00:13:46Z,5750000,False,,,0,,K. Ware shooting personal FOUL (4 PF) (Green 2 FT),"[1642276, 1629750]",1610612748.0,MIA,shooting,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2882.0,4.0,0.0,Green,1629750.0,,,,
600,PT07M31.00S,2026-03-09T00:14:10.7Z,4,REGULAR,freethrow,1 of 2,[],1629750,,,1610612765,113,88,2026-03-09T00:14:10Z,5770000,False,,,0,,J. Green Free Throw 1 of 2 (5 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
601,PT07M31.00S,2026-03-09T00:14:30.1Z,4,REGULAR,freethrow,2 of 2,[],1629750,,,1610612765,113,89,2026-03-09T00:14:30Z,5780000,False,,,0,,J. Green Free Throw 2 of 2 (6 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,
602,PT07M07.00S,2026-03-09T00:14:55.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,83.26215505913272,58.82352941176471,1610612748,113,89,2026-03-09T00:15:01Z,5790000,False,44.0,105.0,1,right,MISS B. Adebayo 11' turnaround Shot,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,11.37,Missed,,,,,,,,,,,,,,,,,
603,PT07M05.00S,2026-03-09T00:14:57.4Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,113,89,2026-03-09T00:15:01Z,5800000,False,,,0,,I. Stewart REBOUND (Off:3 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,602.0,5.0,2.0,3.0,,,,,,,,,
604,PT07M05.00S,2026-03-09T00:15:01.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630696,,,1610612765,113,89,2026-03-09T00:15:11Z,5810000,False,,,0,,D. Smith personal FOUL (4 PF) (Stewart 2 FT),"[1630696, 1630191]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,2882.0,4.0,0.0,Stewart,1630191.0,,,,
606,PT07M05.00S,2026-03-09T00:15:32.5Z,4,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,113,90,2026-03-09T00:15:32Z,5830000,False,,,0,,I. Stewart Free Throw 1 of 2 (9 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
607,PT07M05.00S,2026-03-09T00:15:32.5Z,4,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,113,90,2026-03-09T00:15:50Z,5840000,False,,,0,,MISS I. Stewart Free Throw 2 of 2,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
608,PT07M02.00S,2026-03-09T00:15:35.5Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,113,90,2026-03-09T00:15:50Z,5850000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,607.0,9.0,6.0,3.0,,,,,,,,,
609,PT06M50.00S,2026-03-09T00:16:00.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,89.96386333771353,46.07843137254902,1610612748,115,90,2026-03-09T00:16:05Z,5860000,False,-20.0,42.0,1,right,K. Ware alley-oop DUNK (12 PTS) (D. Smith 3 AST),"[1642276, 1630696]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,4.62,Made,12.0,D. Smith,1630696.0,3.0,,,,,,,,,,,,,
611,PT06M34.00S,2026-03-09T00:16:17.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,11.12023653088042,46.07843137254902,1610612765,115,90,2026-03-09T00:16:23Z,5880000,False,20.0,52.0,1,left,MISS I. Stewart Layup - blocked,"[1630191, 1628389]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,5.56,Missed,,,,,,,,,,,,,,,,Adebayo,1628389.0
628,PT06M34.00S,2026-03-09T00:16:17.1Z,4,REGULAR,block,,[],1628389,,,1610612765,115,90,2026-03-09T00:17:59Z,5885000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
612,PT06M30.00S,2026-03-09T00:16:21.1Z,4,REGULAR,rebound,defensive,[],1630696,,,1610612748,115,90,2026-03-09T00:16:23Z,5890000,False,,,0,,D. Smith REBOUND (Off:0 Def:3),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,611.0,3.0,3.0,0.0,,,,,,,,,
613,PT06M28.00S,2026-03-09T00:16:21.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642857,89.83245729303549,43.627450980392155,1610612748,117,90,2026-03-09T00:20:22Z,5900000,False,-32.0,43.0,1,right,K. Jakučionis running finger roll Layup (10 PTS) (D. Smith 4 AST),"[1642857, 1630696]",1610612748.0,MIA,running finger roll,,,Jakučionis,K. Jakučionis,,,,,In The Paint (Non-RA),0-8 Center,,5.36,Made,10.0,D. Smith,1630696.0,4.0,,,,,,,,,,,,,
615,PT06M20.00S,2026-03-09T00:16:30.4Z,4,REGULAR,3pt,Jump Shot,[],1629130,25.443495400788436,18.627450980392158,1610612765,117,90,2026-03-09T00:16:38Z,5920000,False,157.0,187.0,1,left,MISS D. Robinson 24' 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,,24.39,Missed,,,,,,,,,,,,,,,,,
616,PT06M14.00S,2026-03-09T00:16:36.4Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,117,90,2026-03-09T00:16:38Z,5930000,False,,,0,,I. Stewart REBOUND (Off:4 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,,,,,,,,615.0,6.0,2.0,4.0,,,,,,,,,
617,PT06M13.00S,2026-03-09T00:16:37.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,10.988830486202366,56.372549019607845,1610612765,117,92,2026-03-09T00:16:45Z,5940000,False,-32.0,51.0,1,left,I. Stewart 6' putback Layup (11 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,6.0,Made,11.0,,,,,,,,,,,,,,,,
618,PT05M55.00S,2026-03-09T00:16:55.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631170,87.20433639947439,59.068627450980394,1610612748,117,92,2026-03-09T00:17:02Z,5950000,False,45.0,68.0,1,right,MISS J. Jaquez Jr. 8' driving Hook,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Right,,8.15,Missed,,,,,,,,,,,,,,,,,
619,PT05M52.00S,2026-03-09T00:16:58.7Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612765,117,92,2026-03-09T00:16:58Z,5960000,False,,,0,,D. Robinson REBOUND (Off:1 Def:2),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,618.0,3.0,2.0,1.0,,,,,,,,,
620,PT05M47.00S,2026-03-09T00:17:03.6Z,4,REGULAR,3pt,Jump Shot,[],1630191,31.35676741130092,65.93137254901961,1610612765,117,95,2026-03-09T00:17:14Z,5970000,False,-80.0,242.0,1,left,I. Stewart 25' 3PT  (14 PTS) (K. Huerter 3 AST),"[1630191, 1628989]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,25.51,Made,14.0,K. Huerter,1628989.0,3.0,,,,,,,,,,,,,
