actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-02-28T20:43:08.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-28T20:43:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-02-28T20:43:11.1Z,1,REGULAR,jumpball,recovered,[],1641708,,,1610612745,0,0,2026-02-28T20:43:11Z,40000,False,,,0,,Jump Ball A. Sengun vs. B. Adebayo: Tip to A. Thompson,"[1641708, 1630578, 1628389]",1610612745.0,HOU,startperiod,A. Thompson,1641708.0,Thompson,A. Thompson,Sengun,1630578.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-02-28T20:43:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,6.1268068331143235,52.94117647058824,1610612745,0,0,2026-02-28T20:43:31Z,70000,False,-15.0,5.0,1,left,MISS A. Thompson alley-oop Layup,[1641708],1610612745.0,HOU,alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2026-02-28T20:43:29.8Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,0,0,2026-02-28T20:43:31Z,80000,False,,,0,,P. Larsson REBOUND (Off:0 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2026-02-28T20:43:34.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641796,94.1688567674113,52.69607843137255,1610612748,2,0,2026-02-28T20:43:40Z,90000,False,13.0,2.0,1,right,P. Larsson running Layup (2 PTS),[1641796],1610612748.0,MIA,running,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M17.00S,2026-02-28T20:43:50.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641708,13.87976346911958,50.245098039215684,1610612745,2,2,2026-02-28T20:43:55Z,100000,False,-1.0,78.0,1,left,A. Thompson 7' turnaround Hook (2 PTS) (A. Sengun 1 AST),"[1641708, 1630578]",1610612745.0,HOU,turnaround,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,,,,,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,
11,PT10M57.00S,2026-02-28T20:44:14.0Z,1,REGULAR,foul,offensive,[],1630558,,,1610612748,2,2,2026-02-28T20:44:23Z,110000,False,,,0,,D. Mitchell offensive FOUL (1 PF),"[1630558, 1642263]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,204059.0,1.0,0.0,Sheppard,1642263.0,,,,,
13,PT10M57.00S,2026-02-28T20:44:14.0Z,1,REGULAR,turnover,offensive foul,[],1630558,,,1610612748,2,2,2026-02-28T20:44:14Z,130000,False,,,0,,D. Mitchell offensive foul TURNOVER (1 TO),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,204059.0,,,,,1.0,,,,
15,PT10M41.00S,2026-02-28T20:44:44.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1641708,18.610381077529567,73.77450980392157,1610612745,2,4,2026-02-28T20:44:50Z,140000,False,-119.0,122.0,1,left,A. Thompson 17' pullup Jump Shot (4 PTS) (T. Eason 1 AST),"[1641708, 1631106]",1610612745.0,HOU,pullup,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,17.06,Made,,,,,4.0,T. Eason,1631106.0,1.0,,,,,,,,,,
17,PT10M22.00S,2026-02-28T20:45:01.4Z,1,REGULAR,3pt,Jump Shot,[],1630558,67.49342969776609,58.57843137254902,1610612748,2,4,2026-02-28T20:45:06Z,160000,False,43.0,253.0,1,right,MISS D. Mitchell 25' 3PT,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.67,Missed,,,,,,,,,,,,,,,,,,
18,PT10M19.00S,2026-02-28T20:45:04.4Z,1,REGULAR,rebound,offensive,[],203952,,,1610612748,2,4,2026-02-28T20:45:06Z,170000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M18.00S,2026-02-28T20:45:05.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,93.51182654402102,51.9607843137255,1610612748,2,4,2026-02-28T20:47:57Z,180000,False,10.0,8.0,1,right,MISS A. Wiggins putback Layup - blocked,"[203952, 201142]",1610612748.0,MIA,putback,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,Durant,201142.0,,
20,PT10M18.00S,2026-02-28T20:45:05.9Z,1,REGULAR,block,,[],201142,,,1610612748,2,4,2026-02-28T20:45:09Z,190000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M14.00S,2026-02-28T20:45:09.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,2,4,2026-02-28T20:45:11Z,200000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M08.00S,2026-02-28T20:45:15.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642263,22.421156373193167,11.029411764705882,1610612745,2,7,2026-02-28T20:45:21Z,210000,False,195.0,158.0,1,left,R. Sheppard 25' 3PT running (3 PTS) (K. Durant 1 AST),"[1642263, 201142]",1610612745.0,HOU,running,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,25.11,Made,,,,,3.0,K. Durant,201142.0,1.0,,,,,,,,,,
24,PT10M01.00S,2026-02-28T20:45:23.6Z,1,REGULAR,3pt,Jump Shot,[],1628389,91.40932982917214,95.09803921568627,1610612748,2,7,2026-02-28T20:45:28Z,230000,False,225.0,28.0,1,right,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,22.73,Missed,,,,,,,,,,,,,,,,,,
25,PT09M57.00S,2026-02-28T20:45:26.4Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,2,7,2026-02-28T20:45:26Z,240000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M49.00S,2026-02-28T20:45:35.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,6.389618922470433,46.07843137254902,1610612745,2,9,2026-02-28T20:45:39Z,250000,False,20.0,8.0,1,left,A. Thompson cutting Layup (6 PTS) (A. Sengun 2 AST),"[1641708, 1630578]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,6.0,A. Sengun,1630578.0,2.0,,,,,,,,,,
29,PT09M30.00S,2026-02-28T20:46:02.6Z,1,REGULAR,3pt,Jump Shot,[],1629639,67.09921156373193,47.05882352941176,1610612748,2,9,2026-02-28T20:46:09Z,280000,False,-15.0,257.0,1,right,MISS T. Herro 25' step back 3PT,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
30,PT09M27.00S,2026-02-28T20:46:05.6Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,2,9,2026-02-28T20:46:09Z,290000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M05.00S,2026-02-28T20:46:41.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,7.703679369250986,50.245098039215684,1610612745,2,11,2026-02-28T20:46:48Z,310000,False,-1.0,20.0,1,left,A. Sengun turnaround Hook (2 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,2.0,,,,,,,,,,,,,
34,PT08M53.00S,2026-02-28T20:47:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,93.24901445466492,56.372549019607845,1610612748,4,11,2026-02-28T20:47:14Z,330000,False,32.0,11.0,1,right,P. Larsson driving Layup (4 PTS) (D. Mitchell 1 AST),"[1641796, 1630558]",1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,3.37,Made,,,,,4.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,
35,PT08M36.00S,2026-02-28T20:47:25.9Z,1,REGULAR,2pt,Jump Shot,[],1641708,14.273981603153747,70.58823529411765,1610612745,4,11,2026-02-28T20:47:31Z,340000,False,-103.0,82.0,1,left,MISS A. Thompson 13' driving floating Shot - blocked,"[1641708, 203952]",1610612745.0,HOU,driving floating,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,13.14,Missed,,,,,,,,,,,,,,,Wiggins,203952.0,,
36,PT08M36.00S,2026-02-28T20:47:25.9Z,1,REGULAR,block,,[],203952,,,1610612745,4,11,2026-02-28T20:47:28Z,350000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
37,PT08M33.00S,2026-02-28T20:47:28.9Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,4,11,2026-02-28T20:47:31Z,360000,False,,,0,,P. Larsson REBOUND (Off:0 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Mid-Range,8-16 Left,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M33.00S,2026-02-28T20:47:32.1Z,1,REGULAR,turnover,out-of-bounds,[],1641796,,,1610612748,4,11,2026-02-28T20:47:37Z,370000,False,,,0,,P. Larsson bad pass out-of-bounds TURNOVER (1 TO),[1641796],1610612748.0,MIA,bad pass,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200834.0,,,,,1.0,,,,
39,PT08M20.00S,2026-02-28T20:47:53.3Z,1,REGULAR,foul,personal,[],1630558,,,1610612745,4,11,2026-02-28T20:48:00Z,380000,False,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 1630578]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,204059.0,2.0,0.0,Sengun,1630578.0,,,,,
