actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-01T23:42:43.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-01T23:42:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2026-04-01T23:42:45.5Z,1,REGULAR,jumpball,recovered,[],1629639,,,1610612748,0,0,2026-04-01T23:42:45Z,40000,False,,,0,,Jump Ball B. Adebayo vs. N. Queta: Tip to T. Herro,"[1629639, 1628389, 1629674]",1610612748.0,MIA,startperiod,T. Herro,1629639.0,Herro,T. Herro,Adebayo,1628389.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2026-04-01T23:43:06.2Z,1,REGULAR,2pt,Jump Shot,[],1628389,22.158344283837057,48.529411764705884,1610612748,2,0,2026-04-01T23:44:45Z,70000,False,7.0,156.0,1,left,B. Adebayo 15' step back Jump Shot (2 PTS) (P. Larsson 1 AST),"[1628389, 1641796]",1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,15.6,Made,2.0,P. Larsson,1641796.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2026-04-01T23:43:25.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.41590013140605,60.5392156862745,1610612738,2,2,2026-04-01T23:43:32Z,90000,False,53.0,75.0,1,right,J. Brown 9' driving floating Jump Shot (2 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,9.18,Made,2.0,J. Tatum,1628369.0,1.0,,,,,,,,,,,,,,
10,PT11M03.00S,2026-04-01T23:43:39.9Z,1,REGULAR,3pt,Jump Shot,[],203952,29.25427069645204,23.52941176470588,1610612748,5,2,2026-04-01T23:43:55Z,100000,False,132.0,222.0,1,left,A. Wiggins 25' 3PT  (3 PTS) (B. Adebayo 1 AST),"[203952, 1628389]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.89,Made,3.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
12,PT10M52.00S,2026-04-01T23:43:50.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,88.91261498028909,55.63725490196079,1610612738,5,4,2026-04-01T23:43:56Z,120000,False,28.0,52.0,1,right,J. Brown driving finger roll Layup (4 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,4.0,,,,,,,,,,,,,,,,,
13,PT10M46.00S,2026-04-01T23:43:57.1Z,1,REGULAR,3pt,Jump Shot,[],1628389,32.40801576872536,48.28431372549019,1610612748,8,4,2026-04-01T23:44:02Z,130000,False,9.0,252.0,1,left,B. Adebayo 25' 3PT  (5 PTS) (D. Mitchell 1 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.22,Made,5.0,D. Mitchell,1630558.0,1.0,,,,,,,,,,,,,,
15,PT10M32.00S,2026-04-01T23:44:10.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,74.45795006570303,12.254901960784313,1610612738,8,7,2026-04-01T23:44:16Z,150000,False,-189.0,188.0,1,right,J. Brown 26' 3PT  (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.61,Made,7.0,,,,,,,,,,,,,,,,,
16,PT10M22.00S,2026-04-01T23:44:20.3Z,1,REGULAR,3pt,Jump Shot,[],1628389,25.18068331143233,86.76470588235294,1610612748,11,7,2026-04-01T23:44:25Z,160000,False,-184.0,184.0,1,left,B. Adebayo 26' 3PT  (8 PTS) (D. Mitchell 2 AST),"[1628389, 1630558]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,26.02,Made,8.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,,
18,PT10M12.00S,2026-04-01T23:44:32.2Z,1,REGULAR,foul,personal,['2freethrow'],203952,,,1610612738,11,7,2026-04-01T23:44:46Z,180000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Brown 2 FT),"[203952, 1627759]",1610612748.0,MIA,shooting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2534.0,1.0,0.0,Brown,1627759.0,,,,,,,,,
