actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
262,PT06M17.00S,2025-12-30T01:24:49.7Z,2,REGULAR,rebound,defensive,[],1641796,,,1610612748,52,43,2025-12-30T01:24:50Z,2570000,False,,,0,,P. Larsson REBOUND (Off:0 Def:2),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Center,,,261.0,,,2.0,2.0,0.0,,,,,,,,,,,,
263,PT06M08.00S,2025-12-30T01:24:57.8Z,2,REGULAR,3pt,Jump Shot,[],1626181,68.54467805519053,30.392156862745097,1610612748,52,43,2025-12-30T01:25:03Z,2580000,False,-98.0,243.0,1,right,MISS N. Powell 26' pullup 3PT,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,26.22,Missed,,,,,,,,,,,,,,,,,,
264,PT06M03.00S,2025-12-30T01:25:02.8Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,52,43,2025-12-30T01:25:03Z,2590000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,263.0,,,1.0,1.0,0.0,,,,,,,,,,,,
265,PT05M50.00S,2025-12-30T01:25:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,6.652431011826544,41.17647058823529,1610612743,52,43,2025-12-30T01:25:21Z,2600000,False,44.0,10.0,1,left,MISS J. Murray driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
266,PT05M46.00S,2025-12-30T01:25:19.7Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612748,52,43,2025-12-30T01:25:21Z,2610000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,265.0,,,1.0,1.0,0.0,,,,,,,,,,,,
267,PT05M42.00S,2025-12-30T01:25:26.4Z,2,REGULAR,violation,kicked ball,[],1628971,,,1610612748,52,43,2025-12-30T01:25:32Z,2620000,False,,,0,,B. Brown kicked ball VIOLATION,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,1628487.0,,,,,,,
268,PT05M42.00S,2025-12-30T01:25:31.6Z,2,REGULAR,substitution,out,[],1627750,,,1610612748,52,43,2025-12-30T01:25:34Z,2630000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M42.00S,2025-12-30T01:25:31.6Z,2,REGULAR,substitution,in,[],1631124,,,1610612748,52,43,2025-12-30T01:25:34Z,2640000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M27.00S,2025-12-30T01:25:58.0Z,2,REGULAR,2pt,Jump Shot,[],1630558,80.89684625492772,31.127450980392158,1610612748,52,43,2025-12-30T01:26:07Z,2650000,False,-94.0,127.0,1,right,MISS D. Mitchell 15' step back Shot,[1630558],1610612748.0,MIA,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,15.83,Missed,,,,,,,,,,,,,,,,,,
271,PT05M23.00S,2025-12-30T01:26:02.0Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,52,43,2025-12-30T01:26:07Z,2660000,False,,,0,,K. Ware REBOUND (Off:2 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,8-16 Left,,,270.0,,,5.0,3.0,2.0,,,,,,,,,,,,
272,PT05M21.00S,2025-12-30T01:26:03.7Z,2,REGULAR,turnover,lost ball,[],1626181,,,1610612748,52,43,2025-12-30T01:26:35Z,2670000,False,,,0,,N. Powell lost ball TURNOVER (2 TO),"[1626181, 1642461]",1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Right,,,,,,,,,2.0,Jones,1642461.0,,,,,,,,,
273,PT05M21.00S,2025-12-30T01:26:03.7Z,2,REGULAR,steal,,[],1642461,,,1610612743,52,43,2025-12-30T01:26:07Z,2680000,False,,,0,,S. Jones STEAL (3 STL),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
274,PT05M18.00S,2025-12-30T01:26:11.3Z,2,REGULAR,foul,personal,['2freethrow'],1641796,,,1610612743,52,43,2025-12-30T01:26:29Z,2690000,False,,,0,,P. Larsson shooting personal FOUL (1 PF) (Jones 2 FT),"[1641796, 1642461]",1610612748.0,MIA,shooting,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Jones,1642461.0,,,
276,PT05M18.00S,2025-12-30T01:26:33.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642461,,,1610612743,52,43,2025-12-30T01:26:33Z,2710000,False,,,0,,MISS S. Jones Free Throw 1 of 2,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
277,PT05M18.00S,2025-12-30T01:26:33.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,52,43,2025-12-30T01:26:33Z,2720000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,
278,PT05M18.00S,2025-12-30T01:26:52.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642461,,,1610612743,52,44,2025-12-30T01:26:52Z,2730000,False,,,0,,S. Jones Free Throw 2 of 2 (1 PTS),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
279,PT05M09.00S,2025-12-30T01:27:04.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.59198423127464,51.225490196078425,1610612748,52,44,2025-12-30T01:27:10Z,2740000,False,6.0,17.0,1,right,MISS N. Powell driving finger roll Layup - blocked,"[1626181, 1631212]",1610612748.0,MIA,driving finger roll,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.82,Missed,,Watson,1631212.0,,,,,,,,,,,,,,,
280,PT05M09.00S,2025-12-30T01:27:04.3Z,2,REGULAR,block,,[],1631212,,,1610612748,52,44,2025-12-30T01:27:07Z,2750000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT05M09.00S,2025-12-30T01:27:04.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,52,44,2025-12-30T01:27:10Z,2760000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,279.0,,,,,,,,,,,,,,,,,
283,PT05M07.00S,2025-12-30T01:27:23.0Z,2,REGULAR,foul,personal,[],1628971,,,1610612748,52,44,2025-12-30T01:27:33Z,2780000,False,,,0,,B. Brown personal FOUL (2 PF),"[1628971, 1626181]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1627962.0,2.0,0.0,Powell,1626181.0,,,
316,PT04M52.00S,2025-12-30T01:27:42.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,52,44,2025-12-30T01:32:08Z,2795000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202026.0,,,,,,,
287,PT04M34.00S,2025-12-30T01:28:19.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203999,30.436925098554536,62.254901960784316,1610612743,52,47,2025-12-30T01:32:14Z,2820000,False,-61.0,234.0,1,left,N. Jokić 24' 3PT  (13 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,24.15,Made,,,,,,,,,,13.0,,,,,,,,
288,PT04M17.00S,2025-12-30T01:28:36.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.44480946123521,40.19607843137255,1610612748,52,47,2025-12-30T01:28:42Z,2830000,False,-49.0,94.0,1,right,MISS B. Adebayo 10' fadeaway Shot,[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,10.57,Missed,,,,,,,,,,,,,,,,,,
289,PT04M14.00S,2025-12-30T01:28:39.5Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,52,47,2025-12-30T01:28:42Z,2840000,False,,,0,,K. Ware REBOUND (Off:3 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,288.0,,,6.0,3.0,3.0,,,,,,,,,,,,
290,PT04M10.00S,2025-12-30T01:28:44.3Z,2,REGULAR,turnover,bad pass,[],1630558,,,1610612748,52,47,2025-12-30T01:28:47Z,2850000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1631212]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,,,,,,,,,1.0,Watson,1631212.0,,,,,,,,,
291,PT04M10.00S,2025-12-30T01:28:44.3Z,2,REGULAR,steal,,[],1631212,,,1610612743,52,47,2025-12-30T01:28:46Z,2860000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
292,PT04M06.00S,2025-12-30T01:28:50.3Z,2,REGULAR,foul,personal,[],1641796,,,1610612743,52,47,2025-12-30T01:29:14Z,2870000,False,,,0,,P. Larsson personal FOUL (2 PF),"[1641796, 1631212]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1627962.0,2.0,0.0,Watson,1631212.0,,,
294,PT03M53.00S,2025-12-30T01:29:34.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642461,5.995400788436268,61.274509803921575,1610612743,52,47,2025-12-30T01:29:39Z,2890000,False,-56.0,4.0,1,left,MISS S. Jones floating Shot,[1642461],1610612743.0,DEN,floating,,,Jones,S. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.65,Missed,,,,,,,,,,,,,,,,,,
295,PT03M50.00S,2025-12-30T01:29:37.0Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,52,47,2025-12-30T01:29:39Z,2900000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,294.0,,,7.0,5.0,2.0,,,,,,,,,,,,
296,PT03M40.00S,2025-12-30T01:29:46.6Z,2,REGULAR,3pt,Jump Shot,[],1641796,80.76544021024968,92.40196078431373,1610612748,52,47,2025-12-30T01:29:51Z,2910000,False,212.0,128.0,1,right,MISS P. Larsson 24' 3PT,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
297,PT03M36.00S,2025-12-30T01:29:50.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,52,47,2025-12-30T01:29:51Z,2920000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,296.0,,,2.0,2.0,0.0,,,,,,,,,,,,
298,PT03M19.00S,2025-12-30T01:30:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,5.863994743758213,52.20588235294118,1610612743,52,49,2025-12-30T01:30:12Z,2930000,False,-11.0,3.0,1,left,B. Brown cutting Layup (13 PTS) (N. Jokić 7 AST),"[1628971, 203999]",1610612743.0,DEN,cutting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,13.0,,,,,,N. Jokić,203999.0,7.0
300,PT03M10.00S,2025-12-30T01:30:18.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642461,,,1610612748,52,49,2025-12-30T01:30:33Z,2950000,False,,,0,,S. Jones personal FOUL (1 PF) (Adebayo 2 FT),"[1642461, 1628389]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1628487.0,1.0,0.0,Adebayo,1628389.0,,,
303,PT03M10.00S,2025-12-30T01:31:22.9Z,2,REGULAR,substitution,out,[],1642276,,,1610612748,52,49,2025-12-30T01:31:37Z,2980000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M10.00S,2025-12-30T01:31:22.9Z,2,REGULAR,substitution,out,[],1641796,,,1610612748,52,49,2025-12-30T01:31:37Z,2990000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M10.00S,2025-12-30T01:31:22.9Z,2,REGULAR,substitution,out,[],1628971,,,1610612748,52,49,2025-12-30T01:31:37Z,3000000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M10.00S,2025-12-30T01:31:22.9Z,2,REGULAR,substitution,out,[],1631124,,,1610612748,52,49,2025-12-30T01:31:37Z,3010000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M10.00S,2025-12-30T01:31:22.9Z,2,REGULAR,substitution,in,[],203952,,,1610612748,52,49,2025-12-30T01:31:37Z,3020000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M10.00S,2025-12-30T01:31:22.9Z,2,REGULAR,substitution,in,[],1631170,,,1610612748,52,49,2025-12-30T01:31:37Z,3030000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M10.00S,2025-12-30T01:31:22.9Z,2,REGULAR,substitution,in,[],203501,,,1610612748,52,49,2025-12-30T01:31:37Z,3040000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M10.00S,2025-12-30T01:31:22.9Z,2,REGULAR,substitution,in,[],1627750,,,1610612748,52,49,2025-12-30T01:31:37Z,3050000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT03M10.00S,2025-12-30T01:31:41.6Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,53,49,2025-12-30T01:31:41Z,3060000,False,,,0,,B. Adebayo Free Throw 1 of 2 (5 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
312,PT03M10.00S,2025-12-30T01:31:42.8Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,54,49,2025-12-30T01:31:42Z,3070000,False,,,0,,B. Adebayo Free Throw 2 of 2 (6 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
313,PT02M58.00S,2025-12-30T01:31:59.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,9.411957950065702,63.48039215686274,1610612743,54,51,2025-12-30T01:32:53Z,3080000,False,-67.0,36.0,1,left,N. Jokić 7' driving floating bank Jump Shot (15 PTS),[203999],1610612743.0,DEN,driving floating bank,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.64,Made,,,,,,,,,,15.0,,,,,,,,
314,PT02M58.00S,2025-12-30T01:32:05.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628389,,,1610612743,54,51,2025-12-30T01:32:13Z,3090000,False,,,0,,B. Adebayo shooting personal FOUL (2 PF) (Jokić 1 FT),"[1628389, 203999]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,2.0,0.0,Jokić,203999.0,,,
317,PT02M58.00S,2025-12-30T01:32:29.4Z,2,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,54,51,2025-12-30T01:32:32Z,3110000,False,,,0,,MISS N. Jokić Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
318,PT02M55.00S,2025-12-30T01:32:32.4Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,54,51,2025-12-30T01:32:32Z,3120000,False,,,0,,N. Jokić REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,317.0,,,3.0,2.0,1.0,,,,,,,,,,,,
319,PT02M53.00S,2025-12-30T01:32:33.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,5.863994743758213,51.71568627450981,1610612743,54,51,2025-12-30T01:32:45Z,3130000,False,-9.0,3.0,1,left,MISS N. Jokić floating Shot,[203999],1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,,,,,,
320,PT02M52.00S,2025-12-30T01:32:35.0Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,54,51,2025-12-30T01:32:35Z,3140000,False,,,0,,N. Jokić REBOUND (Off:2 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,319.0,,,4.0,2.0,2.0,,,,,,,,,,,,
321,PT02M50.00S,2025-12-30T01:32:35.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,5.338370565045992,50.73529411764706,1610612743,54,53,2025-12-30T01:32:40Z,3150000,False,-4.0,-2.0,1,left,N. Jokić putback Layup (17 PTS),[203999],1610612743.0,DEN,putback,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,,,,,,17.0,,,,,,,,
322,PT02M34.00S,2025-12-30T01:32:51.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,79.97700394218134,51.225490196078425,1610612748,56,53,2025-12-30T01:32:56Z,3160000,False,6.0,136.0,1,right,N. Powell 13' pullup Jump Shot (12 PTS),[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,13.58,Made,,,,,,,,,,12.0,,,,,,,,
323,PT02M13.00S,2025-12-30T01:33:13.1Z,2,REGULAR,3pt,Jump Shot,[],203501,22.28975032851511,9.803921568627452,1610612743,56,56,2025-12-30T01:33:17Z,3170000,False,201.0,157.0,1,left,T. Hardaway Jr. 25' 3PT  (10 PTS) (N. Jokić 8 AST),"[203501, 203999]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.5,Made,,,,,,,,,,10.0,,,,,,N. Jokić,203999.0,8.0
325,PT01M54.00S,2025-12-30T01:33:34.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642461,,,1610612748,56,56,2025-12-30T01:33:43Z,3190000,False,,,0,,S. Jones personal FOUL (2 PF) (Jaquez Jr. 2 FT),"[1642461, 1631170]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202026.0,2.0,0.0,Jaquez Jr.,1631170.0,,,
327,PT01M54.00S,2025-12-30T01:34:02.0Z,2,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,57,56,2025-12-30T01:34:26Z,3210000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (7 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
328,PT01M54.00S,2025-12-30T01:34:02.0Z,2,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,57,56,2025-12-30T01:34:26Z,3220000,False,,,0,,MISS J. Jaquez Jr. Free Throw 2 of 2,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
329,PT01M52.00S,2025-12-30T01:34:04.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,57,56,2025-12-30T01:34:26Z,3230000,False,,,0,,N. Jokić REBOUND (Off:2 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,328.0,,,5.0,3.0,2.0,,,,,,,,,,,,
330,PT01M41.00S,2025-12-30T01:34:31.6Z,2,REGULAR,2pt,Jump Shot,[],203999,17.296320630749015,70.58823529411765,1610612743,57,58,2025-12-30T01:34:35Z,3240000,False,-103.0,110.0,1,left,N. Jokić 15' Jump Shot (19 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,15.07,Made,,,,,,,,,,19.0,,,,,,,,
331,PT01M27.00S,2025-12-30T01:34:46.7Z,2,REGULAR,3pt,Jump Shot,[],203952,93.51182654402102,3.431372549019608,1610612748,57,58,2025-12-30T01:34:52Z,3250000,False,-233.0,8.0,1,right,MISS A. Wiggins step back 3PT,[203952],1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
332,PT01M23.00S,2025-12-30T01:34:50.7Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,57,58,2025-12-30T01:34:52Z,3260000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,331.0,,,8.0,5.0,3.0,,,,,,,,,,,,
333,PT01M21.00S,2025-12-30T01:34:51.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,94.95729303547962,95.58823529411765,1610612748,57,58,2025-12-30T01:34:56Z,3270000,False,228.0,-5.0,1,right,MISS N. Powell 3PT,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
334,PT01M18.00S,2025-12-30T01:34:54.8Z,2,REGULAR,rebound,offensive,[],1631170,,,1610612748,57,58,2025-12-30T01:34:56Z,3280000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:0),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,,,333.0,,,1.0,0.0,1.0,,,,,,,,,,,,
335,PT01M16.00S,2025-12-30T01:34:57.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630558,67.09921156373193,49.26470588235294,1610612748,60,58,2025-12-30T01:35:01Z,3290000,False,-4.0,257.0,1,right,D. Mitchell 25' 3PT  (3 PTS) (J. Jaquez Jr. 5 AST),"[1630558, 1631170]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,25.68,Made,,,,,,,,,,3.0,,,,,,J. Jaquez Jr.,1631170.0,5.0
337,PT00M59.40S,2025-12-30T01:35:14.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,6.521024967148489,56.127450980392155,1610612743,60,58,2025-12-30T01:36:20Z,3310000,False,-31.0,9.0,1,left,MISS P. Watson driving Layup,[1631212],1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
338,PT00M57.10S,2025-12-30T01:35:16.9Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,60,58,2025-12-30T01:35:19Z,3320000,False,,,0,,J. Jaquez Jr. REBOUND (Off:1 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,337.0,,,2.0,1.0,1.0,,,,,,,,,,,,
339,PT00M56.20S,2025-12-30T01:35:20.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612748,60,58,2025-12-30T01:35:27Z,3330000,False,,,0,,N. Jokić personal FOUL (1 PF) (Jaquez Jr. 2 FT),"[203999, 1631170]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202026.0,1.0,0.0,Jaquez Jr.,1631170.0,,,
341,PT00M56.20S,2025-12-30T01:35:51.4Z,2,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,60,58,2025-12-30T01:35:51Z,3350000,False,,,0,,MISS J. Jaquez Jr. Free Throw 1 of 2,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
342,PT00M56.20S,2025-12-30T01:35:51.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,60,58,2025-12-30T01:35:51Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,,,
343,PT00M56.20S,2025-12-30T01:35:53.3Z,2,REGULAR,substitution,out,[],1628389,,,1610612748,60,58,2025-12-30T01:36:01Z,3370000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M56.20S,2025-12-30T01:35:53.3Z,2,REGULAR,substitution,out,[],203952,,,1610612748,60,58,2025-12-30T01:36:01Z,3380000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M56.20S,2025-12-30T01:35:53.3Z,2,REGULAR,substitution,in,[],1642276,,,1610612748,60,58,2025-12-30T01:36:01Z,3390000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT00M56.20S,2025-12-30T01:35:53.3Z,2,REGULAR,substitution,in,[],1641796,,,1610612748,60,58,2025-12-30T01:36:01Z,3400000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
